start_year,cds14,enr_9_12_total,race_hisp_pct,race_white_pct,race_asian_incl_fil_pct,race_black_pct,race_urg_pct,race_asian_only_pct
2016,10621251030873,1.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,10621251031376,1183.0,84.62,11.75,2.2,0.68,85.38,1.86
2016,10621580108977,14.0,92.86,0.0,0.0,0.0,92.86,0.0
2016,10621580120246,2.0,0.0,50.0,0.0,50.0,50.0,0.0
2016,10621581031954,12.0,91.67,0.0,0.0,0.0,91.67,0.0
2016,10621581032150,753.0,79.42,9.56,9.43,1.46,81.01,9.43
2016,10621660000001,8.0,25.0,37.5,12.5,25.0,50.0,0.0
2016,10621660108555,239.0,60.67,14.23,17.57,4.6,65.27,17.57
2016,10621660114355,260.0,65.0,24.62,2.31,1.54,67.69,2.31
2016,10621660114553,474.0,24.05,34.18,32.28,1.69,26.37,21.1
2016,10621660120964,52.0,59.62,11.54,1.92,25.0,84.62,1.92
2016,10621660132134,226.0,63.27,15.49,7.96,10.62,74.78,7.52
2016,10621661030279,2545.0,52.02,27.15,6.21,11.24,63.93,5.58
2016,10621661030287,271.0,69.37,9.96,5.54,14.76,84.13,5.54
2016,10621661030295,1073.0,68.22,4.19,22.65,3.63,72.23,22.65
2016,10621661030584,523.0,75.91,4.21,4.21,14.53,90.82,4.02
2016,10621661030642,184.0,77.17,8.15,3.8,8.15,88.04,3.26
2016,10621661030675,2770.0,66.9,2.56,22.71,6.71,74.08,22.02
2016,10621661030717,31.0,74.19,12.9,9.68,3.23,77.42,9.68
2016,10621661030840,328.0,70.12,8.84,4.57,14.02,85.67,3.66
2016,10621661031632,148.0,72.3,5.41,6.08,15.54,87.84,6.08
2016,10621661031897,2555.0,61.53,10.41,10.96,15.19,77.06,10.14
2016,10621661032507,2319.0,73.18,9.06,5.95,9.53,83.31,5.61
2016,10621661032911,1806.0,59.25,15.06,12.46,9.58,69.82,11.68
2016,10621661034214,1794.0,69.18,3.51,18.84,7.02,76.48,18.78
2016,10621661035831,2141.0,80.57,3.55,8.41,6.12,87.11,8.31
2016,10621666112619,26.0,53.85,38.46,3.85,3.85,57.69,3.85
2016,10622570124727,39.0,56.41,41.03,2.56,0.0,56.41,2.56
2016,10622571033695,1083.0,59.93,33.52,3.32,0.46,60.94,3.14
2016,10622571033729,38.0,84.21,10.53,0.0,5.26,89.47,0.0
2016,10622650108092,648.0,97.84,0.46,1.39,0.15,97.99,1.23
2016,10622650116640,61.0,49.18,36.07,3.28,0.0,49.18,3.28
2016,10622650126292,157.0,82.17,14.01,3.18,0.0,82.8,2.55
2016,10622651030378,116.0,88.79,9.48,0.0,0.86,89.66,0.0
2016,10622651033703,100.0,95.0,3.0,1.0,0.0,95.0,1.0
2016,10622651035310,1787.0,84.28,11.58,2.29,0.22,85.0,1.51
2016,10622811033950,186.0,83.87,11.29,0.0,1.61,85.48,0.0
2016,10623310130880,40.0,47.5,32.5,7.5,2.5,52.5,7.5
2016,10623640126870,47.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,10623641034990,870.0,98.51,0.8,0.69,0.0,98.51,0.34
2016,10623800124982,421.0,73.87,7.6,4.04,10.21,85.04,3.8
2016,10624141030451,73.0,86.3,12.33,0.0,1.37,87.67,0.0
2016,10624141030766,176.0,42.61,44.32,3.41,1.14,44.32,3.41
2016,10624141030824,40.0,97.5,0.0,0.0,0.0,97.5,0.0
2016,10624141036086,81.0,95.06,3.7,0.0,0.0,96.3,0.0
2016,10624141036094,2903.0,71.79,11.57,13.4,1.55,73.65,12.92
2016,10624301030758,139.0,92.81,5.04,0.72,0.0,93.53,0.72
2016,10624301036607,64.0,92.19,3.12,1.56,1.56,95.31,1.56
2016,10624301036672,1758.0,87.6,5.35,6.2,0.17,88.11,5.86
2016,10625396112387,204.0,80.88,11.27,0.0,3.92,86.27,0.0
2016,10625470120535,679.0,58.76,24.15,2.5,7.07,67.16,2.06
2016,10625470127159,27.0,51.85,25.93,0.0,3.7,55.56,0.0
2016,10625470135103,15.0,6.67,86.67,6.67,0.0,6.67,6.67
2016,10738091030121,658.0,94.07,5.78,0.0,0.15,94.22,0.0
2016,10738091030147,12.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,10739650000001,3.0,66.67,33.33,0.0,0.0,66.67,0.0
2016,10739650114751,13.0,76.92,0.0,0.0,15.38,92.31,0.0
2016,10739651030386,211.0,62.56,26.07,2.84,7.11,69.67,2.84
2016,10739651030626,4201.0,55.63,17.07,15.42,9.55,65.87,14.43
2016,10739651035112,121.0,64.46,15.7,4.13,14.05,80.17,3.31
2016,10739990000001,3.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,10739991033422,49.0,81.63,16.33,0.0,2.04,83.67,0.0
2016,10739991033430,1416.0,83.05,9.89,5.79,0.49,84.04,5.58
2016,10751271030261,18.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,10751271030493,867.0,98.62,0.69,0.0,0.0,98.62,0.0
2016,10751271030725,3.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,10752341030352,8.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,10752341037456,438.0,98.4,1.6,0.0,0.0,98.4,0.0
2016,10752751030139,38.0,15.79,60.53,0.0,2.63,36.84,0.0
2016,10752751036938,435.0,13.33,70.11,1.61,0.92,27.36,1.15
2016,10754080000001,1.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,10754081030253,21.0,76.19,9.52,0.0,9.52,90.48,0.0
2016,10754081035575,565.0,83.54,13.45,1.06,1.06,85.31,0.18
2016,10755981030535,594.0,80.3,10.94,6.73,0.17,81.14,6.73
2016,10755981030543,18.0,72.22,27.78,0.0,0.0,72.22,0.0
2016,10767780108993,5.0,20.0,40.0,0.0,40.0,60.0,0.0
2016,10767780122473,121.0,58.68,14.88,5.79,15.7,79.34,5.79
2016,10767781030774,164.0,83.54,3.05,1.83,10.37,95.12,1.83
2016,10767781038298,9.0,66.67,11.11,0.0,22.22,88.89,0.0
2016,10767781038306,1031.0,69.35,10.38,9.21,5.53,78.37,9.21
2016,11101160130724,102.0,64.71,27.45,1.96,0.0,69.61,0.98
2016,11101160130807,67.0,50.75,2.99,0.0,40.3,91.04,0.0
2016,11101161130087,4.0,25.0,75.0,0.0,0.0,25.0,0.0
2016,11101161130103,44.0,52.27,43.18,0.0,0.0,54.55,0.0
2016,11101166077184,22.0,40.91,50.0,0.0,0.0,40.91,0.0
2016,11626461136209,72.0,61.11,38.89,0.0,0.0,61.11,0.0
2016,11626531130046,1.0,0.0,100.0,0.0,0.0,0.0,0.0
2016,11626531132109,21.0,4.76,42.86,0.0,0.0,47.62,0.0
2016,11626611130038,19.0,52.63,36.84,0.0,0.0,57.89,0.0
2016,11626611132851,458.0,46.29,43.67,5.46,0.44,48.69,5.24
2016,11754811130012,28.0,53.57,39.29,7.14,0.0,53.57,7.14
2016,11754811135656,723.0,58.09,37.62,2.9,0.0,58.64,2.63
2016,11765621130053,11.0,81.82,0.0,0.0,0.0,81.82,0.0
2016,11765621133701,276.0,75.36,15.58,1.45,0.36,76.45,1.45
2016,12101240106153,57.0,15.79,66.67,0.0,0.0,17.54,0.0
2016,12101240106161,44.0,20.45,52.27,0.0,4.55,40.91,0.0
2016,12101240106179,18.0,22.22,66.67,0.0,0.0,22.22,0.0
2016,12101240106195,10.0,20.0,60.0,0.0,0.0,30.0,0.0
2016,12101240106203,9.0,22.22,55.56,0.0,11.11,33.33,0.0
2016,12101240134163,128.0,4.69,84.38,3.91,0.78,7.03,3.91
2016,12101246077192,35.0,14.29,80.0,0.0,0.0,14.29,0.0
2016,12626870107110,92.0,2.17,79.35,4.35,1.09,7.61,4.35
2016,12626870124263,40.0,17.5,47.5,0.0,0.0,27.5,0.0
2016,12626871230044,46.0,15.22,54.35,0.0,0.0,19.57,0.0
2016,12626871230051,51.0,5.88,49.02,0.0,0.0,25.49,0.0
2016,12626871230705,857.0,11.55,71.41,2.33,1.17,14.82,2.33
2016,12626871235209,567.0,10.41,67.72,1.59,0.35,19.75,1.59
2016,12628100000001,2.0,0.0,100.0,0.0,0.0,0.0,0.0
2016,12628100108688,164.0,13.41,68.9,5.49,0.61,17.68,3.66
2016,12628101233352,73.0,30.14,43.84,2.74,0.0,41.1,1.37
2016,12628101233402,866.0,26.33,59.7,1.15,0.35,30.48,0.81
2016,12629011230028,26.0,11.54,7.69,0.0,0.0,76.92,0.0
2016,12629011234004,250.0,2.0,8.4,0.0,0.8,89.2,0.0
2016,12629016007967,1.0,0.0,0.0,0.0,0.0,100.0,0.0
2016,12629271230150,54.0,16.67,66.67,3.7,0.0,20.37,0.0
2016,12630320111203,167.0,11.38,69.46,0.6,0.6,15.57,0.6
2016,12630401230010,6.0,50.0,50.0,0.0,0.0,50.0,0.0
2016,12630401237007,178.0,17.42,72.47,2.25,1.69,21.91,1.12
2016,12753741232909,153.0,18.3,78.43,0.65,0.0,20.92,0.65
2016,12753821230085,11.0,0.0,100.0,0.0,0.0,0.0,0.0
2016,12753821230135,202.0,17.33,67.33,0.0,1.49,24.26,0.0
2016,12755150000000,51.0,17.65,66.67,1.96,1.96,21.57,1.96
2016,12755151232057,67.0,26.87,46.27,5.97,1.49,35.82,4.48
2016,12755151232206,1102.0,18.78,53.81,11.8,2.45,26.5,11.07
2016,13101320131094,198.0,93.43,4.04,0.51,1.01,94.44,0.0
2016,13101320134379,56.0,94.64,3.57,0.0,0.0,94.64,0.0
2016,13101321330117,8.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,13101326069272,93.0,92.47,4.3,0.0,1.08,93.55,0.0
2016,13630811330141,11.0,90.91,0.0,0.0,0.0,90.91,0.0
2016,13630811331354,163.0,93.87,5.52,0.0,0.61,94.48,0.0
2016,13630811331404,1672.0,88.94,8.55,0.9,1.2,90.19,0.42
2016,13630990112318,1.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,13630991332154,187.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,13630991332204,3031.0,99.31,0.36,0.23,0.03,99.34,0.23
2016,13631071332501,382.0,88.74,8.9,0.0,2.09,90.84,0.0
2016,13631150131243,37.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,13631151330133,2095.0,92.89,4.87,1.58,0.57,93.51,1.58
2016,13631151333004,1872.0,94.98,2.83,0.43,1.28,96.47,0.37
2016,13631151333558,115.0,95.65,3.48,0.0,0.87,96.52,0.0
2016,13631490125922,12.0,25.0,75.0,0.0,0.0,25.0,0.0
2016,13631491335306,545.0,86.06,11.56,0.37,0.18,86.24,0.18
2016,13631491337138,23.0,78.26,13.04,4.35,0.0,78.26,0.0
2016,13631641331115,56.0,80.36,17.86,0.0,0.0,80.36,0.0
2016,13631641335900,1214.0,80.31,15.49,1.89,1.4,82.04,0.82
2016,13632141330018,27.0,14.81,3.7,0.0,0.0,96.3,0.0
2016,13632141337609,173.0,52.6,3.47,0.0,0.58,92.49,0.0
2016,14101400117994,1356.0,79.28,2.88,0.66,14.6,94.32,0.59
2016,14101400128447,237.0,81.86,1.27,0.0,14.77,97.05,0.0
2016,14101400128454,350.0,75.43,1.43,0.0,22.29,97.71,0.0
2016,14101401430073,3.0,33.33,33.33,0.0,0.0,66.67,0.0
2016,14632481431352,39.0,23.08,25.64,0.0,0.0,71.79,0.0
2016,14632711430065,1.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,14632711438308,9.0,22.22,77.78,0.0,0.0,22.22,0.0
2016,14632891434901,87.0,52.87,25.29,3.45,1.15,66.67,2.3
2016,14632971436203,26.0,34.62,46.15,0.0,0.0,46.15,0.0
2016,14766870119081,27.0,29.63,44.44,0.0,0.0,48.15,0.0
2016,14766870125047,6.0,50.0,33.33,0.0,0.0,66.67,0.0
2016,14766871430057,25.0,44.0,36.0,0.0,0.0,56.0,0.0
2016,14766871430107,3.0,0.0,33.33,0.0,0.0,66.67,0.0
2016,14766871431600,548.0,36.13,41.42,1.64,0.18,48.18,1.28
2016,15101570119669,461.0,93.28,1.52,4.34,0.43,93.93,0.87
2016,15101571530302,263.0,56.65,20.53,0.0,22.43,79.47,0.0
2016,15101571530310,796.0,70.6,14.07,1.13,12.81,84.17,0.63
2016,15101571530492,259.0,24.32,64.86,1.16,3.47,28.96,1.16
2016,15101576069496,28.0,92.86,3.57,3.57,0.0,92.86,3.57
2016,15634120100529,1391.0,86.63,1.8,10.71,0.36,87.06,1.51
2016,15634120116384,1124.0,90.84,0.8,7.3,0.89,91.73,0.89
2016,15634121531656,193.0,94.3,1.55,3.11,0.52,94.82,0.52
2016,15634121531672,1486.0,80.28,1.28,17.09,0.4,80.82,0.81
2016,15635290100198,2417.0,82.04,7.2,3.1,6.16,88.66,2.36
2016,15635290110999,2360.0,33.22,53.31,6.78,2.2,36.14,3.22
2016,15635290116392,2069.0,55.97,23.97,7.68,8.02,64.48,5.12
2016,15635290116400,2277.0,89.42,3.03,1.54,5.14,94.77,1.36
2016,15635290125062,291.0,78.35,6.53,0.69,12.37,91.41,0.69
2016,15635291530021,81.0,88.89,8.64,0.0,1.23,90.12,0.0
2016,15635291530047,131.0,96.18,3.05,0.0,0.0,96.18,0.0
2016,15635291530112,272.0,43.75,43.01,1.47,7.35,52.94,1.1
2016,15635291530252,2624.0,95.43,1.87,0.27,0.3,95.77,0.15
2016,15635291530344,2158.0,41.38,29.94,17.56,6.3,48.33,13.21
2016,15635291530369,2001.0,31.23,57.32,4.8,2.6,34.73,2.5
2016,15635291530385,2549.0,67.48,13.02,8.12,9.96,77.68,7.02
2016,15635291530435,423.0,83.45,6.38,0.95,6.86,90.78,0.24
2016,15635291530476,2042.0,36.39,52.35,4.41,2.6,39.67,2.15
2016,15635291530708,2835.0,61.38,17.92,2.15,13.16,75.31,0.74
2016,15635291532290,2145.0,85.27,7.51,0.89,4.66,91.05,0.37
2016,15635291532605,2045.0,89.05,6.31,0.73,2.79,92.32,0.34
2016,15635291533330,1984.0,70.46,17.49,3.33,6.0,77.67,1.71
2016,15635291533538,433.0,14.09,78.06,0.92,0.92,17.55,0.69
2016,15635291534775,1669.0,27.44,63.93,0.9,3.42,32.23,0.36
2016,15635291535087,1574.0,90.53,7.24,0.76,0.38,91.11,0.7
2016,15635291535392,2028.0,81.51,4.68,2.32,9.12,91.22,1.73
2016,15635291536325,239.0,72.8,9.21,0.42,15.06,88.7,0.42
2016,15635291536606,2058.0,66.47,13.07,2.77,13.07,80.13,1.75
2016,15636280127183,533.0,33.96,45.03,3.38,9.76,44.28,2.63
2016,15636280127209,383.0,29.77,34.73,1.57,12.53,47.26,0.78
2016,15636280134312,173.0,28.9,54.34,2.31,6.36,36.42,0.58
2016,15636281533843,81.0,32.1,66.67,0.0,0.0,32.1,0.0
2016,15636770114512,486.0,39.3,24.28,0.62,30.86,70.99,0.21
2016,15636771534460,176.0,60.8,18.18,0.57,18.75,80.68,0.0
2016,15636851530997,178.0,33.71,51.69,1.12,6.74,41.01,0.56
2016,15636851531987,373.0,22.79,47.18,8.04,6.7,29.76,2.14
2016,15637761530039,67.0,56.72,25.37,0.0,16.42,73.13,0.0
2016,15637761530377,73.0,49.32,42.47,0.0,6.85,57.53,0.0
2016,15637761534957,819.0,51.53,31.5,1.59,11.11,63.74,0.61
2016,15638180000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,15638181530138,65.0,43.08,52.31,0.0,1.54,47.69,0.0
2016,15638181535905,968.0,44.01,50.21,0.52,0.72,46.38,0.52
2016,15638261530245,63.0,44.44,49.21,1.59,3.17,47.62,0.0
2016,15638261536135,1291.0,29.28,64.68,1.94,2.17,32.22,1.39
2016,15638591530351,139.0,92.81,5.76,0.0,1.44,94.24,0.0
2016,15638591536440,1716.0,92.25,5.48,0.29,1.57,93.88,0.23
2016,15737420000001,1.0,0.0,100.0,0.0,0.0,0.0,0.0
2016,15737421530054,93.0,17.2,64.52,0.0,10.75,31.18,0.0
2016,15737421531367,1407.0,24.16,59.99,5.76,6.54,31.84,3.2
2016,15737426009328,2.0,0.0,50.0,0.0,50.0,50.0,0.0
2016,15737426009617,7.0,57.14,42.86,0.0,0.0,57.14,0.0
2016,15739081530146,53.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,15739081530229,12.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,15739081534155,907.0,97.24,0.99,0.88,0.77,98.13,0.22
2016,15751681530401,285.0,37.89,50.18,2.46,0.7,41.4,1.05
2016,16101651630102,51.0,70.59,15.69,1.96,5.88,76.47,0.0
2016,16101651630193,48.0,77.08,6.25,0.0,10.42,93.75,0.0
2016,16101656069298,83.0,57.83,28.92,3.61,6.02,67.47,0.0
2016,16638750101717,99.0,57.58,29.29,2.02,1.01,63.64,2.02
2016,16638750112698,273.0,32.97,51.65,2.56,4.4,39.19,1.83
2016,16638910110858,4.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,16638910122820,9.0,88.89,0.0,0.0,11.11,100.0,0.0
2016,16638911632140,33.0,72.73,3.03,0.0,24.24,96.97,0.0
2016,16638911632207,858.0,86.83,8.97,0.35,3.73,90.68,0.23
2016,16639250118919,840.0,60.48,27.02,6.43,4.05,65.24,3.45
2016,16639251630060,41.0,82.93,9.76,0.0,7.32,90.24,0.0
2016,16639251630151,6.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,16639251630169,1319.0,65.13,23.73,3.64,5.46,70.96,1.44
2016,16639251634245,87.0,72.41,17.24,1.15,8.05,81.61,0.0
2016,16639251634401,1506.0,64.08,29.02,0.73,5.18,69.59,0.46
2016,16639580132860,449.0,75.72,17.15,0.45,2.45,79.29,0.45
2016,16639820110205,240.0,41.25,42.08,8.75,3.75,45.0,5.0
2016,16639821630011,86.0,62.79,12.79,0.0,9.3,84.88,0.0
2016,16639821635606,1855.0,56.82,24.74,6.74,6.09,66.25,1.4
2016,16739321630078,33.0,93.94,3.03,0.0,3.03,96.97,0.0
2016,16739321630110,2.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,16739321630185,5.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,16739321630953,633.0,95.73,3.95,0.16,0.0,95.89,0.16
2016,17101730128231,6.0,0.0,100.0,0.0,0.0,0.0,0.0
2016,17101731730167,16.0,31.25,25.0,0.0,0.0,56.25,0.0
2016,17640141730043,18.0,50.0,38.89,0.0,0.0,55.56,0.0
2016,17640141730159,6.0,33.33,66.67,0.0,0.0,33.33,0.0
2016,17640141734359,524.0,38.93,50.76,1.34,1.72,42.94,0.95
2016,17640146107791,4.0,75.0,25.0,0.0,0.0,75.0,0.0
2016,17640220000001,2.0,50.0,50.0,0.0,0.0,50.0,0.0
2016,17640220107706,26.0,19.23,61.54,3.85,7.69,30.77,3.85
2016,17640220132571,113.0,30.97,53.1,0.0,3.54,38.05,0.0
2016,17640221730027,85.0,30.59,57.65,0.0,1.18,31.76,0.0
2016,17640221730118,21.0,23.81,61.9,0.0,0.0,33.33,0.0
2016,17640221735000,678.0,43.81,43.22,0.44,3.83,49.85,0.0
2016,17640300114215,3.0,33.33,66.67,0.0,0.0,33.33,0.0
2016,17640301730019,18.0,16.67,55.56,0.0,0.0,44.44,0.0
2016,17640301730142,17.0,11.76,82.35,0.0,0.0,17.65,0.0
2016,17640301732304,399.0,28.32,53.88,3.26,1.0,36.34,1.5
2016,17640550129601,87.0,18.39,64.37,5.75,0.0,19.54,3.45
2016,17640551730035,13.0,15.38,84.62,0.0,0.0,15.38,0.0
2016,17640551736008,478.0,20.5,72.38,1.67,0.42,22.8,0.21
2016,17769761730050,20.0,25.0,35.0,0.0,0.0,50.0,0.0
2016,17769761737006,290.0,30.69,50.69,1.03,1.03,40.0,0.69
2016,18101811830058,1.0,0.0,100.0,0.0,0.0,0.0,0.0
2016,18101816069934,2.0,0.0,50.0,0.0,50.0,50.0,0.0
2016,18640891831601,59.0,16.95,76.27,0.0,0.0,23.73,0.0
2016,18641390131953,8.0,25.0,25.0,0.0,0.0,62.5,0.0
2016,18641391833805,798.0,15.16,70.18,2.76,2.38,24.69,1.0
2016,18641620120287,100.0,10.0,73.0,3.0,2.0,13.0,2.0
2016,18641626010763,137.0,21.17,70.07,0.73,0.73,25.55,0.73
2016,18642041830132,111.0,19.82,63.96,1.8,0.0,25.23,0.9
2016,18642041838507,50.0,20.0,72.0,0.0,2.0,26.0,0.0
2016,18750360121657,50.0,18.0,74.0,0.0,0.0,18.0,0.0
2016,18750361833409,52.0,11.54,73.08,0.0,3.85,26.92,0.0
2016,19101990109942,219.0,91.78,3.2,2.74,0.91,92.69,0.91
2016,19101990112128,517.0,99.23,0.0,0.39,0.39,99.61,0.39
2016,19101990121822,160.0,55.62,6.25,1.88,35.62,91.25,1.88
2016,19101990121871,130.0,54.62,0.77,0.77,41.54,96.92,0.77
2016,19101990121897,166.0,57.23,7.23,1.2,34.34,91.57,0.6
2016,19101990121905,54.0,48.15,5.56,0.0,40.74,92.59,0.0
2016,19101990121921,83.0,69.88,4.82,1.2,22.89,93.98,1.2
2016,19101990121939,52.0,57.69,3.85,0.0,38.46,96.15,0.0
2016,19101990121970,46.0,60.87,0.0,4.35,34.78,95.65,4.35
2016,19101990121988,27.0,74.07,3.7,0.0,22.22,96.3,0.0
2016,19101990121996,27.0,66.67,3.7,0.0,29.63,96.3,0.0
2016,19101990122010,41.0,73.17,4.88,2.44,19.51,92.68,2.44
2016,19101990122028,31.0,48.39,3.23,0.0,48.39,96.77,0.0
2016,19101990122036,24.0,58.33,8.33,0.0,33.33,91.67,0.0
2016,19101990122044,58.0,74.14,1.72,0.0,22.41,98.28,0.0
2016,19101990122077,37.0,24.32,2.7,0.0,67.57,91.89,0.0
2016,19101990123604,44.0,70.45,9.09,0.0,18.18,88.64,0.0
2016,19101990127274,108.0,19.44,12.04,0.93,63.89,85.19,0.93
2016,19101990127522,132.0,62.12,9.09,0.0,28.79,90.91,0.0
2016,19101990134346,44.0,47.73,20.45,4.55,25.0,72.73,4.55
2016,19101991933399,565.0,24.78,43.54,13.27,8.5,33.45,11.33
2016,19101991995232,192.0,74.48,5.73,2.08,16.15,90.62,1.56
2016,19101991995257,51.0,88.24,1.96,0.0,9.8,98.04,0.0
2016,19101991995869,556.0,62.77,11.15,19.24,2.34,65.11,9.17
2016,19101991996008,1038.0,75.24,0.29,0.19,22.83,99.13,0.0
2016,19101991996172,75.0,84.0,2.67,4.0,9.33,93.33,4.0
2016,19101991996214,158.0,74.68,1.9,1.27,22.15,96.84,0.63
2016,19642120000000,32.0,53.12,12.5,3.12,21.88,75.0,3.12
2016,19642120000001,8.0,37.5,0.0,25.0,25.0,62.5,25.0
2016,19642121930056,2180.0,24.13,6.47,59.45,6.7,30.92,43.44
2016,19642121930361,1414.0,71.07,3.96,12.45,9.83,81.19,5.3
2016,19642121931641,315.0,71.75,8.89,7.62,8.89,81.9,3.17
2016,19642121931880,680.0,11.62,3.97,80.15,1.32,13.53,64.56
2016,19642121933159,2019.0,45.91,7.13,28.23,15.8,62.01,14.71
2016,19642121995596,69.0,78.26,8.7,7.25,4.35,82.61,5.8
2016,19642460000001,33.0,21.21,36.36,0.0,33.33,57.58,0.0
2016,19642460100081,2975.0,77.31,4.0,1.58,14.69,92.34,0.74
2016,19642460108407,2283.0,60.01,6.22,1.84,27.03,87.3,0.92
2016,19642460111872,406.0,56.16,16.26,6.9,14.53,70.69,3.2
2016,19642460115337,201.0,54.23,4.98,0.5,6.97,62.19,0.5
2016,19642460126003,36.0,33.33,47.22,0.0,5.56,38.89,0.0
2016,19642461930213,1873.0,57.98,5.5,0.8,31.93,90.28,0.05
2016,19642461931732,678.0,53.69,8.55,0.74,31.56,85.84,0.29
2016,19642461936624,2664.0,74.92,4.95,0.83,16.25,91.29,0.23
2016,19642461937051,3032.0,38.98,38.26,5.21,10.13,49.37,3.56
2016,19642461995398,2886.0,60.12,14.03,5.41,16.29,76.72,2.63
2016,19642461995406,1502.0,79.89,11.72,0.13,5.46,85.62,0.07
2016,19642461995844,2425.0,49.61,19.96,4.66,19.42,69.36,1.77
2016,19642461995968,63.0,44.44,3.17,0.0,49.21,95.24,0.0
2016,19642461996537,1711.0,60.08,16.07,0.76,17.42,78.08,0.35
2016,19642461996644,723.0,77.04,4.43,0.69,15.35,92.95,0.55
2016,19642610000001,7.0,28.57,14.29,57.14,0.0,28.57,57.14
2016,19642611930288,3385.0,14.3,13.88,68.04,2.1,16.57,64.4
2016,19642611995299,32.0,40.62,12.5,40.62,3.12,43.75,40.62
2016,19642790000001,18.0,61.11,22.22,0.0,16.67,77.78,0.0
2016,19642791930528,1270.0,92.05,3.15,2.44,1.65,94.02,1.57
2016,19642791931765,174.0,90.23,3.45,1.15,1.72,91.95,0.0
2016,19642791933449,1200.0,92.83,3.17,2.08,1.0,94.17,0.83
2016,19642870000000,45.0,84.44,6.67,8.89,0.0,84.44,8.89
2016,19642870000001,9.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,19642870114397,2688.0,54.72,8.97,1.19,14.21,73.62,0.82
2016,19642871930601,1962.0,92.15,0.56,6.37,0.61,93.02,4.79
2016,19642871936384,308.0,97.73,0.65,1.62,0.0,97.73,0.32
2016,19642871938166,1959.0,88.36,0.51,10.57,0.51,88.87,7.91
2016,19642871996479,1207.0,45.9,17.07,2.9,7.54,59.73,1.24
2016,19642950000001,1.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,19642951930700,1066.0,92.68,1.69,4.13,1.13,94.09,3.1
2016,19642951936491,45.0,100.0,0.0,0.0,0.0,100.0,0.0
2016,19643030000001,10.0,40.0,20.0,10.0,30.0,70.0,10.0
2016,19643030128306,10.0,30.0,30.0,0.0,30.0,60.0,0.0
2016,19643031930775,1685.0,75.73,4.27,6.41,11.16,87.66,3.03
2016,19643031935618,1947.0,52.95,15.46,11.97,14.79,67.95,5.65
2016,19643031938190,205.0,72.2,9.76,0.98,13.17,85.37,0.49
2016,19643031995679,14.0,92.86,0.0,0.0,7.14,100.0,0.0
2016,19643110000001,16.0,12.5,87.5,0.0,0.0,12.5,0.0
2016,19643111930981,1482.0,7.56,73.28,14.24,2.63,10.39,12.69
2016,19643111931021,11.0,27.27,63.64,9.09,0.0,27.27,9.09
2016,19643290000001,44.0,45.45,36.36,2.27,11.36,56.82,2.27
2016,19643291931088,2017.0,48.74,31.09,7.44,2.63,51.66,5.26
2016,19643291937598,75.0,58.67,22.67,2.67,10.67,72.0,1.33
2016,19643291937739,1398.0,48.5,28.68,9.59,3.93,52.5,4.72
2016,19643291995893,14.0,57.14,7.14,7.14,14.29,71.43,0.0
2016,19643370000001,15.0,40.0,53.33,6.67,0.0,40.0,0.0
2016,19643370131573,35.0,28.57,57.14,5.71,5.71,34.29,5.71
2016,19643371931187,2582.0,28.51,55.46,9.37,2.59,31.37,5.31
2016,19643371931237,2600.0,45.5,38.0,9.62,2.96,48.54,4.96
2016,19643371933332,149.0,57.05,34.23,4.03,2.68,59.73,2.68
2016,19643371995877,18.0,38.89,55.56,0.0,0.0,44.44,0.0
2016,19643371996099,824.0,47.82,31.07,1.33,2.55,53.64,0.73
2016,19643371996230,22.0,63.64,27.27,0.0,0.0,63.64,0.0
2016,19643520000001,25.0,32.0,8.0,0.0,56.0,88.0,0.0
2016,19643520118521,54.0,81.48,5.56,1.85,5.56,87.04,0.0
2016,19643520128488,606.0,72.28,8.75,1.49,13.37,86.3,1.16
2016,19643520128496,527.0,61.48,8.16,2.47,20.49,83.11,1.71
2016,19643521930239,198.0,69.7,0.51,1.52,22.22,91.92,0.51
2016,19643521933951,2009.0,80.89,2.49,1.79,11.8,92.78,0.8
2016,19643521934926,2193.0,72.91,1.92,2.69,18.06,91.02,1.69
2016,19643521935048,1911.0,69.02,1.88,6.65,18.47,87.55,5.49
2016,19643780000001,9.0,44.44,22.22,0.0,22.22,77.78,0.0
