campus,period,ctx,ach,outcome,n,r_overall,r_partial,rho10,rho20,rho50,rho80,rho90,rho_min,rho_min_pct,rho_max,rho_max_pct,mod_beta,mod_t,neff_med
San Diego,p2325,r_urg,avg,admit_rate,1028,-0.5371,-0.0868,-0.3369,-0.3123,-0.2695,-0.0312,0.0087,-0.351,5.0,0.0097,92.5,-0.002,-0.08,426.9
San Diego,p2325,inc,avg,admit_rate,1022,-0.5377,-0.3904,-0.3296,-0.3578,-0.4134,-0.5053,-0.537,-0.5481,95.0,-0.3137,5.0,-0.021,-0.87,424.4
San Diego,p2325,pov,avg,admit_rate,1024,-0.5377,-0.481,-0.5501,-0.5717,-0.4566,-0.3959,-0.3865,-0.5764,25.0,-0.3815,95.0,0.0239,0.95,425.2
San Diego,p2325,ba,avg,admit_rate,1024,-0.5377,-0.317,-0.2143,-0.2206,-0.3828,-0.4468,-0.4934,-0.5217,95.0,-0.2125,5.0,-0.0393,-1.58,425.2
San Diego,p2325,hs,avg,admit_rate,1024,-0.5377,-0.3876,-0.1582,-0.2103,-0.456,-0.4539,-0.4849,-0.4917,95.0,-0.1582,10.0,-0.0075,-0.29,425.2
San Diego,p2325,unemp,avg,admit_rate,1024,-0.5377,-0.5226,-0.5645,-0.5647,-0.5389,-0.4641,-0.4369,-0.576,32.5,-0.4218,95.0,0.0277,1.05,425.2
San Diego,p2325,homeval,avg,admit_rate,1000,-0.5427,-0.402,-0.3481,-0.3826,-0.3518,-0.5524,-0.5544,-0.5549,95.0,-0.3228,5.0,-0.0461,-1.77,415.2
San Diego,p2325,rent,avg,admit_rate,1018,-0.5471,-0.4195,-0.2631,-0.2467,-0.4793,-0.5611,-0.5662,-0.5669,87.5,-0.2423,17.5,-0.0419,-1.64,422.6
San Diego,p2325,own,avg,admit_rate,1024,-0.5377,-0.5185,-0.4638,-0.5099,-0.504,-0.5646,-0.5605,-0.5646,80.0,-0.4425,5.0,-0.0157,-0.6,425.2
San Diego,p2325,hisp,avg,admit_rate,1024,-0.5377,-0.3616,-0.467,-0.4539,-0.4532,-0.2107,-0.1603,-0.4852,5.0,-0.1488,95.0,0.0313,1.23,425.2
San Diego,p2325,white,avg,admit_rate,1024,-0.5377,-0.4645,-0.272,-0.3696,-0.5835,-0.5278,-0.4887,-0.5837,52.5,-0.2282,5.0,-0.047,-1.78,425.2
San Diego,p2325,black,avg,admit_rate,1024,-0.5377,-0.5194,-0.6203,-0.6021,-0.5219,-0.46,-0.4078,-0.6272,5.0,-0.3795,95.0,0.092,3.51,424.9
San Diego,p2325,asian,avg,admit_rate,1024,-0.5377,-0.4758,-0.3184,-0.3612,-0.5487,-0.5162,-0.5308,-0.5585,55.0,-0.3074,5.0,-0.0076,-0.29,425.1
San Diego,p2325,pop,avg,admit_rate,1027,-0.537,-0.5356,-0.4913,-0.5589,-0.5436,-0.5247,-0.5421,-0.6117,32.5,-0.4705,5.0,0.0235,0.89,426.4
San Diego,p2325,ses,avg,admit_rate,1024,-0.5377,-0.3498,-0.2592,-0.2565,-0.3748,-0.4897,-0.527,-0.5434,95.0,-0.2547,15.0,-0.0353,-1.47,425.2
San Diego,p2325,app_rate_own,avg,admit_rate,1028,-0.5371,-0.4048,-0.4072,-0.3882,-0.4439,-0.4822,-0.51,-0.5114,92.5,-0.3658,30.0,0.0217,0.77,426.9
San Diego,p2325,app_rate_oth,avg,admit_rate,1028,-0.5371,-0.4437,-0.4488,-0.4626,-0.4869,-0.4863,-0.4741,-0.4986,62.5,-0.4374,5.0,0.0296,1.04,426.9
San Diego,p2325,app_vol,avg,admit_rate,1028,-0.5371,-0.3884,-0.2148,-0.286,-0.4578,-0.5519,-0.543,-0.5519,80.0,-0.185,5.0,-0.0676,-2.63,426.9
Santa Barbara,p2325,upp,avg,admit_rate,1005,-0.4424,-0.2985,-0.2726,-0.34,-0.4033,-0.3165,-0.2413,-0.4098,57.5,-0.2087,95.0,0.0535,1.69,417.3
Santa Barbara,p2325,sed,avg,admit_rate,1005,-0.4424,-0.3224,-0.297,-0.3584,-0.4025,-0.2995,-0.2564,-0.4052,55.0,-0.2358,95.0,0.0643,2.03,417.3
Santa Barbara,p2325,el,avg,admit_rate,1005,-0.4424,-0.3176,-0.1599,-0.3208,-0.4634,-0.3253,-0.2477,-0.4785,40.0,-0.0982,5.0,-0.1262,-4.15,416.6
Santa Barbara,p2325,r_hisp,avg,admit_rate,1005,-0.4424,-0.3673,-0.3307,-0.423,-0.4732,-0.2034,-0.1952,-0.4974,40.0,-0.1888,85.0,0.0242,0.75,417.3
Santa Barbara,p2325,r_white,avg,admit_rate,1005,-0.4424,-0.4282,-0.2578,-0.2924,-0.5579,-0.4899,-0.4632,-0.5805,57.5,-0.2571,7.5,-0.1403,-4.42,417.3
Santa Barbara,p2325,r_asian,avg,admit_rate,1005,-0.4424,-0.3764,-0.1947,-0.2324,-0.4602,-0.5546,-0.4913,-0.568,72.5,-0.1933,7.5,-0.0558,-1.86,417.3
Santa Barbara,p2325,r_black,avg,admit_rate,1005,-0.4424,-0.4454,-0.3752,-0.3995,-0.4789,-0.4557,-0.4166,-0.487,42.5,-0.3724,5.0,-0.026,-0.89,417.3
Santa Barbara,p2325,r_urg,avg,admit_rate,1005,-0.4424,-0.3612,-0.3411,-0.4166,-0.4817,-0.2304,-0.2045,-0.4906,42.5,-0.2045,90.0,0.0549,1.75,417.3
Santa Barbara,p2325,inc,avg,admit_rate,999,-0.4422,-0.3381,-0.2417,-0.2818,-0.3649,-0.5022,-0.4949,-0.5049,82.5,-0.2276,5.0,-0.0295,-1.06,414.8
Santa Barbara,p2325,pov,avg,admit_rate,1001,-0.4424,-0.4081,-0.5023,-0.4637,-0.4379,-0.3215,-0.2827,-0.5167,5.0,-0.2745,95.0,0.0294,1.03,415.6
Santa Barbara,p2325,ba,avg,admit_rate,1001,-0.4424,-0.2409,-0.2235,-0.228,-0.3883,-0.2943,-0.2356,-0.3982,55.0,-0.2073,95.0,0.0316,1.14,415.7
Santa Barbara,p2325,hs,avg,admit_rate,1001,-0.4424,-0.4004,-0.2626,-0.327,-0.4147,-0.3921,-0.386,-0.4188,57.5,-0.2336,5.0,-0.0396,-1.33,415.7
Santa Barbara,p2325,unemp,avg,admit_rate,1001,-0.4424,-0.4261,-0.4876,-0.5117,-0.4579,-0.3485,-0.3496,-0.5303,32.5,-0.3461,95.0,0.0116,0.41,415.6
Santa Barbara,p2325,homeval,avg,admit_rate,980,-0.4562,-0.2724,-0.2801,-0.2636,-0.3408,-0.3985,-0.3363,-0.4419,67.5,-0.241,30.0,0.1021,3.98,406.9
Santa Barbara,p2325,rent,avg,admit_rate,995,-0.4453,-0.325,-0.209,-0.2668,-0.3732,-0.4981,-0.5089,-0.5099,87.5,-0.1887,5.0,0.0062,0.22,413.1
Santa Barbara,p2325,own,avg,admit_rate,1001,-0.4424,-0.4518,-0.3302,-0.3987,-0.4797,-0.5174,-0.5381,-0.5381,90.0,-0.2885,5.0,-0.0889,-3.1,415.7
Santa Barbara,p2325,hisp,avg,admit_rate,1001,-0.4424,-0.3681,-0.3607,-0.4143,-0.4293,-0.2797,-0.1969,-0.4322,55.0,-0.1715,95.0,0.0394,1.32,415.6
Santa Barbara,p2325,white,avg,admit_rate,1001,-0.4424,-0.4349,-0.2763,-0.3572,-0.5346,-0.5053,-0.4446,-0.5686,62.5,-0.2414,5.0,-0.1151,-3.75,415.7
Santa Barbara,p2325,black,avg,admit_rate,1001,-0.4424,-0.4544,-0.4666,-0.4815,-0.494,-0.4021,-0.3623,-0.5114,37.5,-0.3416,95.0,0.0625,2.21,415.2
Santa Barbara,p2325,asian,avg,admit_rate,1001,-0.4424,-0.383,-0.2167,-0.2631,-0.4143,-0.5262,-0.5143,-0.5289,75.0,-0.2021,5.0,-0.0377,-1.31,415.6
Santa Barbara,p2325,pop,avg,admit_rate,1004,-0.4425,-0.4482,-0.3362,-0.3831,-0.445,-0.5117,-0.5457,-0.5567,95.0,-0.3181,5.0,-0.0977,-3.51,416.9
Santa Barbara,p2325,ses,avg,admit_rate,1001,-0.4424,-0.2808,-0.2134,-0.265,-0.335,-0.4367,-0.3822,-0.4406,77.5,-0.1908,5.0,0.0143,0.52,415.6
Santa Barbara,p2325,app_rate_own,avg,admit_rate,1005,-0.4424,-0.1552,-0.2962,-0.3043,-0.2849,-0.2408,-0.1317,-0.3046,17.5,-0.067,95.0,0.2334,9.24,417.3
Santa Barbara,p2325,app_rate_oth,avg,admit_rate,1005,-0.4424,-0.2497,-0.3348,-0.3905,-0.43,-0.3191,-0.2084,-0.4339,57.5,-0.1556,95.0,0.2208,8.22,417.3
Santa Barbara,p2325,app_vol,avg,admit_rate,1005,-0.4424,-0.2831,-0.283,-0.3269,-0.2942,-0.2744,-0.2129,-0.3538,32.5,-0.1661,95.0,0.1428,5.48,417.3
Santa Cruz,p2325,upp,avg,admit_rate,991,0.4479,0.0151,0.0589,0.0947,0.2381,0.0697,0.0165,-0.0022,95.0,0.2391,52.5,0.1308,4.86,411.5
Santa Cruz,p2325,sed,avg,admit_rate,991,0.4479,0.0332,0.0678,0.1233,0.2709,0.1144,0.0247,-0.0089,95.0,0.2709,50.0,0.1456,5.31,411.5
Santa Cruz,p2325,el,avg,admit_rate,991,0.4479,0.3024,0.2488,0.2447,0.2344,0.361,0.3306,0.2312,52.5,0.361,80.0,0.071,2.41,410.9
Santa Cruz,p2325,r_hisp,avg,admit_rate,991,0.4479,0.1177,0.2089,0.2296,0.2973,0.1633,0.1058,0.0719,95.0,0.2977,52.5,0.1089,3.75,411.5
Santa Cruz,p2325,r_white,avg,admit_rate,991,0.4479,0.2916,0.1927,0.3236,0.4252,0.1715,0.0977,0.0718,95.0,0.4373,42.5,-0.1159,-4.08,411.5
Santa Cruz,p2325,r_asian,avg,admit_rate,991,0.4479,0.3517,0.1963,0.3119,0.4218,0.369,0.3743,0.1409,5.0,0.4289,42.5,-0.1248,-4.25,411.5
Santa Cruz,p2325,r_black,avg,admit_rate,991,0.4479,0.4338,0.3852,0.3863,0.4757,0.4787,0.4394,0.3784,5.0,0.51,65.0,0.0585,2.01,411.6
Santa Cruz,p2325,r_urg,avg,admit_rate,991,0.4479,0.045,0.0904,0.1324,0.2715,0.13,0.0755,0.0494,95.0,0.2741,52.5,0.1346,4.86,411.5
Santa Cruz,p2325,inc,avg,admit_rate,985,0.4479,0.3575,0.3452,0.3665,0.4459,0.4079,0.3494,0.3026,95.0,0.4459,50.0,-0.1139,-4.21,409.0
Santa Cruz,p2325,pov,avg,admit_rate,987,0.4481,0.3909,0.2241,0.325,0.4828,0.4048,0.3493,0.1823,5.0,0.4835,47.5,0.1129,4.03,409.8
Santa Cruz,p2325,ba,avg,admit_rate,987,0.4481,0.301,0.2919,0.2976,0.371,0.4041,0.3091,0.2489,95.0,0.4233,72.5,-0.1028,-3.64,409.8
Santa Cruz,p2325,hs,avg,admit_rate,987,0.4481,0.3024,0.2265,0.2615,0.4271,0.2634,0.1721,0.1471,95.0,0.4275,47.5,-0.1126,-3.97,409.8
Santa Cruz,p2325,unemp,avg,admit_rate,987,0.4481,0.4303,0.3979,0.3978,0.449,0.4209,0.4014,0.396,15.0,0.4808,62.5,0.0554,1.94,409.8
Santa Cruz,p2325,homeval,avg,admit_rate,967,0.4478,0.3872,0.4201,0.4037,0.438,0.3788,0.3228,0.2925,95.0,0.4399,52.5,-0.1051,-3.6,401.5
Santa Cruz,p2325,rent,avg,admit_rate,981,0.4435,0.3599,0.2978,0.3185,0.4592,0.3949,0.3519,0.2977,7.5,0.4593,47.5,-0.0941,-3.29,407.3
Santa Cruz,p2325,own,avg,admit_rate,987,0.4481,0.4262,0.4056,0.4179,0.4629,0.4654,0.3719,0.3234,95.0,0.5087,67.5,-0.0788,-2.76,409.8
Santa Cruz,p2325,hisp,avg,admit_rate,987,0.4481,0.2972,0.228,0.3127,0.4254,0.2682,0.244,0.1839,5.0,0.4255,52.5,0.1082,3.78,409.8
Santa Cruz,p2325,white,avg,admit_rate,987,0.4481,0.3673,0.3961,0.4308,0.4299,0.3229,0.2673,0.2406,95.0,0.4373,42.5,-0.0824,-2.9,409.8
Santa Cruz,p2325,black,avg,admit_rate,987,0.4481,0.4238,0.3631,0.393,0.4596,0.4372,0.4202,0.3563,5.0,0.462,42.5,0.0693,2.45,409.5
Santa Cruz,p2325,asian,avg,admit_rate,987,0.4481,0.4234,0.3225,0.3918,0.5016,0.4352,0.4197,0.2922,5.0,0.5038,47.5,-0.0994,-3.43,409.8
Santa Cruz,p2325,pop,avg,admit_rate,990,0.4489,0.4488,0.4409,0.4385,0.4462,0.46,0.4514,0.438,17.5,0.4616,75.0,-0.0193,-0.69,411.1
Santa Cruz,p2325,ses,avg,admit_rate,987,0.4481,0.3221,0.3015,0.3389,0.4168,0.3627,0.2506,0.1898,95.0,0.4306,62.5,-0.118,-4.29,409.8
Santa Cruz,p2325,app_rate_own,avg,admit_rate,990,0.4496,0.4169,0.412,0.4434,0.4244,0.4416,0.4222,0.4011,5.0,0.468,32.5,-0.0832,-2.86,411.1
Santa Cruz,p2325,app_rate_oth,avg,admit_rate,990,0.4496,0.4493,0.4581,0.4644,0.4641,0.4465,0.4329,0.4225,95.0,0.4651,55.0,-0.0729,-2.42,411.1
Santa Cruz,p2325,app_vol,avg,admit_rate,991,0.4479,0.3825,0.3993,0.3882,0.4055,0.3119,0.2168,0.1742,95.0,0.411,57.5,-0.095,-3.37,411.4
Berkeley,p1619,upp,avg,admit_rate,742,0.0558,0.0955,0.2703,0.2036,0.0052,0.0613,0.0666,0.0026,45.0,0.2729,7.5,-0.1486,-3.8,308.1
Berkeley,p1619,sed,avg,admit_rate,742,0.0558,0.084,0.2609,0.1791,-0.0146,0.0436,0.0588,-0.0172,45.0,0.2676,5.0,-0.1469,-3.74,308.1
Berkeley,p1619,el,avg,admit_rate,742,0.0558,-0.0046,0.0051,0.0297,0.0211,-0.2111,-0.2865,-0.3089,95.0,0.0883,35.0,-0.1755,-4.86,308.0
Berkeley,p1619,r_hisp,avg,admit_rate,742,0.0558,0.0967,0.1335,0.1631,-0.044,0.0605,0.1103,-0.044,50.0,0.1631,20.0,-0.0759,-1.94,308.1
Berkeley,p1619,r_white,avg,admit_rate,742,0.0558,0.007,0.0677,0.0183,0.0039,0.0815,0.0301,-0.0036,95.0,0.0952,5.0,0.0748,1.82,308.1
Berkeley,p1619,r_asian,avg,admit_rate,742,0.0558,0.1485,0.1214,0.1113,0.0247,0.1781,0.2808,0.0175,55.0,0.3354,95.0,0.0356,0.99,308.1
Berkeley,p1619,r_black,avg,admit_rate,742,0.0558,0.0431,0.0199,0.016,0.0959,0.0196,0.0046,-0.0029,95.0,0.1045,42.5,-0.0401,-1.14,308.1
Berkeley,p1619,r_urg,avg,admit_rate,742,0.0558,0.0964,0.1275,0.1394,-0.0153,0.0847,0.1192,-0.0153,50.0,0.1418,17.5,-0.0913,-2.34,308.1
Berkeley,p1619,inc,avg,admit_rate,739,0.0569,0.1233,0.0635,0.0821,0.0989,0.164,0.2259,0.0601,5.0,0.2586,95.0,0.0744,2.15,306.8
Berkeley,p1619,pov,avg,admit_rate,740,0.0557,0.1078,0.2323,0.1739,0.0616,0.074,0.0531,0.0459,95.0,0.2634,5.0,-0.0853,-2.38,307.3
Berkeley,p1619,ba,avg,admit_rate,740,0.0557,0.0858,0.1342,0.0617,0.0092,0.152,0.191,0.008,47.5,0.1982,95.0,0.0456,1.24,307.3
Berkeley,p1619,hs,avg,admit_rate,740,0.0557,0.1011,0.0666,0.0174,-0.0131,0.1406,0.1606,-0.0135,47.5,0.1662,95.0,0.082,2.14,307.3
Berkeley,p1619,unemp,avg,admit_rate,740,0.0557,0.0813,0.1398,0.0807,0.0574,0.075,0.0764,0.0566,52.5,0.1717,5.0,-0.0352,-0.98,307.3
Berkeley,p1619,homeval,avg,admit_rate,734,0.0624,0.0987,0.1642,0.1848,0.0416,0.1115,0.1851,0.009,60.0,0.2113,95.0,0.0176,0.48,304.8
Berkeley,p1619,rent,avg,admit_rate,739,0.0569,0.1286,0.1323,0.1184,0.082,0.1468,0.2095,0.0611,62.5,0.2293,95.0,0.0437,1.23,306.8
Berkeley,p1619,own,avg,admit_rate,740,0.0557,0.0714,-0.0362,-0.0019,0.101,0.0997,0.0953,-0.0452,5.0,0.1207,65.0,0.071,1.97,307.3
Berkeley,p1619,hisp,avg,admit_rate,740,0.0557,0.0982,0.1106,0.1104,0.0193,0.0304,0.1158,-0.0375,65.0,0.1596,95.0,-0.0508,-1.35,307.3
Berkeley,p1619,white,avg,admit_rate,740,0.0557,0.0361,0.0189,0.0141,0.0379,0.0851,0.0415,0.0115,40.0,0.1314,67.5,0.0575,1.44,307.3
Berkeley,p1619,black,avg,admit_rate,740,0.0557,0.0611,0.0708,0.092,0.0547,0.0365,0.0308,0.0255,95.0,0.0932,22.5,-0.028,-0.79,307.2
Berkeley,p1619,asian,avg,admit_rate,740,0.0557,0.1278,0.1577,0.1161,-0.0096,0.1455,0.2318,-0.0254,55.0,0.2767,95.0,0.0042,0.12,307.3
Berkeley,p1619,pop,avg,admit_rate,741,0.056,0.0565,0.0549,0.0274,0.1198,0.0155,0.0197,0.0108,27.5,0.1295,55.0,0.0027,0.07,307.7
Berkeley,p1619,ses,avg,admit_rate,740,0.0557,0.1233,0.1067,0.1262,0.073,0.1538,0.2168,0.0714,47.5,0.2427,95.0,0.0632,1.81,307.3
Berkeley,p1619,app_rate_own,avg,admit_rate,741,0.0554,0.0225,-0.0715,-0.0863,-0.008,0.1955,0.2012,-0.0863,20.0,0.2084,85.0,0.1141,3.03,307.7
Berkeley,p1619,app_rate_oth,avg,admit_rate,741,0.0554,0.0392,0.0047,0.0055,-0.0348,0.0772,0.0775,-0.0474,42.5,0.0786,82.5,0.0552,1.44,307.7
Berkeley,p1619,app_vol,avg,admit_rate,742,0.0558,0.1115,0.0847,0.0834,0.2616,0.2383,0.2553,0.0818,15.0,0.2668,55.0,0.21,6.31,308.1
Davis,p1619,upp,avg,admit_rate,1046,-0.0495,-0.1049,-0.1796,-0.16,-0.1312,-0.0274,0.0256,-0.1904,5.0,0.053,95.0,0.0979,3.04,434.3
Davis,p1619,sed,avg,admit_rate,1046,-0.0495,-0.1031,-0.1982,-0.1881,-0.1064,-0.0249,0.0112,-0.1983,7.5,0.0328,95.0,0.1005,3.08,434.3
Davis,p1619,el,avg,admit_rate,1046,-0.0495,-0.1414,-0.1812,-0.1993,-0.177,-0.0949,-0.0742,-0.2152,35.0,-0.0652,95.0,-0.0004,-0.01,434.2
Davis,p1619,r_hisp,avg,admit_rate,1046,-0.0495,-0.0837,-0.2083,-0.1407,-0.039,-0.0119,0.0129,-0.2442,5.0,0.0287,95.0,0.0631,1.85,434.3
Davis,p1619,r_white,avg,admit_rate,1046,-0.0495,-0.1788,-0.0107,-0.0738,-0.1687,-0.2452,-0.2708,-0.2812,95.0,0.0249,5.0,-0.0883,-2.72,434.3
Davis,p1619,r_asian,avg,admit_rate,1046,-0.0495,0.069,0.201,0.1638,0.0475,-0.0552,-0.0194,-0.0745,70.0,0.2032,7.5,-0.1172,-3.92,434.3
Davis,p1619,r_black,avg,admit_rate,1046,-0.0495,-0.099,-0.1089,-0.15,-0.0979,-0.0421,-0.0069,-0.152,22.5,0.0011,95.0,0.0066,0.22,434.3
Davis,p1619,r_urg,avg,admit_rate,1046,-0.0495,-0.1282,-0.294,-0.2284,-0.0603,0.0042,0.0543,-0.3249,5.0,0.0677,95.0,0.1032,3.21,434.3
Davis,p1619,inc,avg,admit_rate,1043,-0.0517,0.0459,0.0978,0.0974,0.0289,-0.0849,-0.1202,-0.1254,95.0,0.0983,15.0,-0.0623,-2.14,433.1
Davis,p1619,pov,avg,admit_rate,1044,-0.0497,-0.0026,-0.1123,-0.0902,0.0365,0.0216,0.0492,-0.1171,5.0,0.071,95.0,0.0521,1.73,433.5
Davis,p1619,ba,avg,admit_rate,1044,-0.0497,0.0294,0.0441,0.0331,0.0327,-0.0165,-0.0698,-0.0909,95.0,0.0549,5.0,-0.0561,-1.81,433.5
Davis,p1619,hs,avg,admit_rate,1044,-0.0497,-0.0258,0.0025,-0.0113,0.019,-0.0997,-0.0999,-0.1016,82.5,0.0192,52.5,-0.0386,-1.21,433.5
Davis,p1619,unemp,avg,admit_rate,1044,-0.0497,-0.025,-0.138,-0.1233,-0.069,0.0743,0.0727,-0.1428,5.0,0.0743,80.0,0.0818,2.65,433.4
Davis,p1619,homeval,avg,admit_rate,1032,-0.0499,0.0417,0.1116,0.1289,0.0334,-0.0366,-0.0593,-0.0792,95.0,0.1302,22.5,-0.0592,-1.92,428.5
Davis,p1619,rent,avg,admit_rate,1043,-0.0517,0.0619,0.1299,0.1331,0.0318,-0.0117,-0.0448,-0.0657,95.0,0.137,15.0,-0.0319,-1.06,433.1
Davis,p1619,own,avg,admit_rate,1044,-0.0497,-0.0416,0.0473,0.0189,-0.0743,-0.0604,-0.0835,-0.105,95.0,0.0577,5.0,-0.0571,-1.89,433.5
Davis,p1619,hisp,avg,admit_rate,1044,-0.0497,-0.0443,-0.1711,-0.1141,-0.0274,0.0066,0.0615,-0.1942,5.0,0.0823,95.0,0.0511,1.58,433.5
Davis,p1619,white,avg,admit_rate,1044,-0.0497,-0.1207,-0.026,-0.0418,-0.1371,-0.1352,-0.1303,-0.1491,62.5,-0.0233,5.0,-0.0282,-0.87,433.5
Davis,p1619,black,avg,admit_rate,1044,-0.0497,-0.0811,-0.1119,-0.1276,-0.1551,0.0275,0.0073,-0.1917,40.0,0.0302,75.0,0.0625,2.11,433.5
Davis,p1619,asian,avg,admit_rate,1044,-0.0497,0.0251,0.1635,0.1022,-0.0174,-0.0636,-0.0539,-0.0742,70.0,0.1939,5.0,-0.0961,-3.28,433.5
Davis,p1619,pop,avg,admit_rate,1045,-0.0505,-0.0505,-0.0537,-0.0582,-0.0395,-0.0406,-0.0533,-0.0614,95.0,-0.0386,75.0,0.004,0.13,433.9
Davis,p1619,ses,avg,admit_rate,1044,-0.0497,0.0501,0.0856,0.0997,0.0466,-0.0591,-0.0893,-0.1023,95.0,0.1103,30.0,-0.0687,-2.33,433.5
Davis,p1619,app_rate_own,avg,admit_rate,1044,-0.0497,-0.0294,-0.0517,-0.0125,-0.0734,-0.0098,-0.0023,-0.0768,5.0,-0.0016,87.5,-0.0003,-0.01,433.5
Davis,p1619,app_rate_oth,avg,admit_rate,1043,-0.0481,0.0567,-0.0245,-0.0128,0.0483,-0.004,-0.0227,-0.0252,95.0,0.0532,57.5,0.0287,0.94,433.1
Davis,p1619,app_vol,avg,admit_rate,1046,-0.0495,0.0833,0.1109,0.1284,0.1418,-0.0073,-0.0558,-0.0748,95.0,0.1426,47.5,-0.0104,-0.36,434.4
Irvine,p1619,upp,avg,admit_rate,964,0.3149,0.017,-0.0489,0.0371,0.0539,0.1826,0.1822,-0.0775,5.0,0.1865,85.0,0.174,5.56,400.3
Irvine,p1619,sed,avg,admit_rate,964,0.3149,0.0131,-0.0645,0.0068,0.0689,0.1818,0.1923,-0.0827,5.0,0.1923,90.0,0.1752,5.61,400.3
Irvine,p1619,el,avg,admit_rate,964,0.3149,0.1606,0.0227,0.0398,0.2117,0.2547,0.2382,0.0203,12.5,0.2547,80.0,0.0912,2.93,400.1
Irvine,p1619,r_hisp,avg,admit_rate,964,0.3149,0.0991,0.0483,0.0789,0.2152,0.2616,0.1696,0.0413,5.0,0.2819,72.5,0.1456,4.45,400.3
Irvine,p1619,r_white,avg,admit_rate,964,0.3149,0.1575,0.3011,0.3026,0.216,0.0083,-0.092,-0.1325,95.0,0.3053,5.0,-0.192,-6.12,400.3
Irvine,p1619,r_asian,avg,admit_rate,964,0.3149,0.268,0.3544,0.3454,0.1856,0.1957,0.2357,0.1656,65.0,0.3591,15.0,-0.1247,-4.08,400.2
Irvine,p1619,r_black,avg,admit_rate,964,0.3149,0.2928,0.2873,0.2928,0.2682,0.3247,0.362,0.2438,60.0,0.3736,95.0,0.0368,1.21,400.3
Irvine,p1619,r_urg,avg,admit_rate,964,0.3149,0.0286,-0.0397,0.0036,0.1198,0.2178,0.2273,-0.0477,5.0,0.2274,87.5,0.1781,5.78,400.3
Irvine,p1619,inc,avg,admit_rate,958,0.3149,0.2633,0.2951,0.2918,0.3103,0.2229,0.1284,0.0979,95.0,0.3334,62.5,-0.0938,-3.14,397.8
Irvine,p1619,pov,avg,admit_rate,959,0.3145,0.267,0.1974,0.2047,0.3167,0.2674,0.2689,0.197,12.5,0.3177,52.5,0.0728,2.38,398.2
Irvine,p1619,ba,avg,admit_rate,959,0.3145,0.2613,0.2423,0.2346,0.3188,0.2298,0.197,0.1886,95.0,0.3219,55.0,-0.101,-3.22,398.2
Irvine,p1619,hs,avg,admit_rate,959,0.3145,0.2025,0.2226,0.2552,0.3295,0.1158,0.0483,0.0183,95.0,0.3344,45.0,-0.1325,-4.14,398.2
Irvine,p1619,unemp,avg,admit_rate,959,0.3145,0.2991,0.2111,0.2501,0.3089,0.3503,0.3202,0.2067,5.0,0.362,70.0,0.0608,1.99,398.2
Irvine,p1619,homeval,avg,admit_rate,947,0.3121,0.3487,0.2497,0.3079,0.4461,0.3073,0.2322,0.2062,95.0,0.4461,50.0,-0.0484,-1.57,393.2
Irvine,p1619,rent,avg,admit_rate,958,0.3149,0.2944,0.2767,0.3293,0.3833,0.2469,0.2365,0.2277,95.0,0.389,45.0,-0.04,-1.29,397.8
Irvine,p1619,own,avg,admit_rate,959,0.3145,0.2836,0.2801,0.3138,0.2913,0.2934,0.2848,0.2599,5.0,0.3231,27.5,-0.0256,-0.85,398.2
Irvine,p1619,hisp,avg,admit_rate,959,0.3145,0.1861,0.069,0.1463,0.2765,0.2818,0.2617,0.0516,5.0,0.2894,42.5,0.1336,4.18,398.2
Irvine,p1619,white,avg,admit_rate,959,0.3145,0.2148,0.3593,0.3457,0.2731,0.0777,0.0064,-0.0227,95.0,0.3652,5.0,-0.1631,-5.09,398.2
Irvine,p1619,black,avg,admit_rate,959,0.3145,0.2896,0.2293,0.2275,0.2646,0.3597,0.3938,0.2257,27.5,0.412,95.0,0.0659,2.23,398.2
Irvine,p1619,asian,avg,admit_rate,959,0.3145,0.2996,0.3798,0.3335,0.2621,0.3056,0.3229,0.2576,42.5,0.3929,5.0,-0.0715,-2.36,398.2
Irvine,p1619,pop,avg,admit_rate,962,0.3144,0.3149,0.3059,0.3336,0.371,0.2699,0.2853,0.2685,77.5,0.3717,47.5,-0.0062,-0.2,399.5
Irvine,p1619,ses,avg,admit_rate,959,0.3145,0.2732,0.2845,0.2789,0.3183,0.2263,0.1794,0.1628,95.0,0.3229,55.0,-0.091,-3.02,398.2
Irvine,p1619,app_rate_own,avg,admit_rate,962,0.3242,0.3913,0.1629,0.1724,0.377,0.5206,0.5889,0.1621,12.5,0.6081,95.0,0.1065,3.75,399.5
Irvine,p1619,app_rate_oth,avg,admit_rate,962,0.3242,0.4212,0.282,0.3104,0.388,0.4899,0.4992,0.2704,5.0,0.5041,95.0,0.0137,0.45,399.5
Irvine,p1619,app_vol,avg,admit_rate,964,0.3149,0.3317,0.2348,0.284,0.3669,0.486,0.4565,0.2107,5.0,0.486,80.0,0.1003,3.51,400.3
Los Angeles,p1619,upp,avg,admit_rate,797,0.0159,-0.0154,-0.073,-0.049,0.0052,0.011,0.0662,-0.1077,5.0,0.1039,95.0,0.0011,0.03,330.9
Los Angeles,p1619,sed,avg,admit_rate,797,0.0159,-0.013,-0.0822,-0.0664,0.0068,0.0085,0.0638,-0.112,5.0,0.1001,95.0,-0.0015,-0.04,330.9
