campus,period,ctx,ach,outcome,n,r_overall,r_partial,rho10,rho20,rho50,rho80,rho90,rho_min,rho_min_pct,rho_max,rho_max_pct,mod_beta,mod_t,neff_med
Los Angeles,p1619,el,avg,admit_rate,797,0.0159,-0.1064,-0.1125,-0.0617,-0.0922,-0.2098,-0.259,-0.2734,95.0,-0.0388,30.0,-0.1083,-3.08,330.8
Los Angeles,p1619,r_hisp,avg,admit_rate,797,0.0159,-0.0038,-0.1417,-0.091,-0.002,0.0942,0.1397,-0.1723,5.0,0.1657,95.0,0.0747,1.93,330.9
Los Angeles,p1619,r_white,avg,admit_rate,797,0.0159,-0.0763,0.0945,0.0077,-0.0883,-0.0824,-0.0933,-0.126,62.5,0.1367,5.0,-0.0138,-0.34,330.9
Los Angeles,p1619,r_asian,avg,admit_rate,797,0.0159,0.1513,0.2067,0.1628,0.0838,0.0961,0.1502,0.0565,65.0,0.2251,5.0,-0.0705,-2.06,330.9
Los Angeles,p1619,r_black,avg,admit_rate,797,0.0159,0.0313,0.0138,0.0096,0.0117,0.0225,0.0266,0.0001,40.0,0.0268,87.5,-0.0192,-0.55,330.9
Los Angeles,p1619,r_urg,avg,admit_rate,797,0.0159,0.0139,-0.1182,-0.0576,0.0087,0.0719,0.1248,-0.1541,5.0,0.1562,95.0,0.042,1.11,330.9
Los Angeles,p1619,inc,avg,admit_rate,793,0.0142,0.1036,0.1004,0.0557,0.1167,0.0594,0.066,0.0532,22.5,0.1371,5.0,0.0095,0.28,329.3
Los Angeles,p1619,pov,avg,admit_rate,794,0.0154,0.0752,0.1726,0.142,0.0168,0.0875,0.1193,0.0163,52.5,0.1806,5.0,-0.0133,-0.38,329.7
Los Angeles,p1619,ba,avg,admit_rate,794,0.0154,0.0807,0.1448,0.1398,0.1082,-0.0382,-0.037,-0.0438,85.0,0.1452,12.5,-0.0226,-0.63,329.7
Los Angeles,p1619,hs,avg,admit_rate,794,0.0154,0.0577,0.1227,0.1018,-0.0269,0.0191,-0.0047,-0.0341,55.0,0.1348,5.0,-0.0084,-0.22,329.7
Los Angeles,p1619,unemp,avg,admit_rate,794,0.0154,0.0869,0.0209,0.0396,0.0766,0.1268,0.1248,0.003,5.0,0.1314,72.5,0.0221,0.64,329.7
Los Angeles,p1619,homeval,avg,admit_rate,783,0.0173,0.087,0.1591,0.1745,0.1234,0.0076,0.0394,0.0034,75.0,0.1881,30.0,-0.0076,-0.21,325.1
Los Angeles,p1619,rent,avg,admit_rate,793,0.0142,0.1133,0.1477,0.1319,0.0712,0.0733,0.0827,0.0542,60.0,0.1548,5.0,0.0008,0.02,329.3
Los Angeles,p1619,own,avg,admit_rate,794,0.0154,0.0458,0.0472,0.033,0.0005,0.0814,0.113,0.0005,50.0,0.1285,95.0,0.0111,0.32,329.7
Los Angeles,p1619,hisp,avg,admit_rate,794,0.0154,0.0374,-0.1034,-0.0876,-0.0217,0.1579,0.19,-0.1034,12.5,0.2005,95.0,0.0665,1.8,329.7
Los Angeles,p1619,white,avg,admit_rate,794,0.0154,-0.0274,0.0559,0.0354,-0.0362,-0.0958,-0.0547,-0.1079,72.5,0.0755,5.0,-0.0181,-0.46,329.7
Los Angeles,p1619,black,avg,admit_rate,794,0.0154,0.0287,0.0283,0.0201,-0.0481,0.076,0.0979,-0.056,45.0,0.1054,95.0,0.0256,0.74,329.7
Los Angeles,p1619,asian,avg,admit_rate,794,0.0154,0.118,0.1347,0.1096,0.1255,0.068,0.0679,0.0635,85.0,0.153,5.0,-0.0464,-1.38,329.7
Los Angeles,p1619,pop,avg,admit_rate,796,0.0155,0.0158,0.0794,0.0669,0.0192,-0.0401,-0.016,-0.0519,72.5,0.0794,10.0,-0.04,-1.13,330.5
Los Angeles,p1619,ses,avg,admit_rate,794,0.0154,0.1253,0.1742,0.1671,0.0927,0.0321,0.0638,0.0278,75.0,0.1778,5.0,-0.0039,-0.11,329.7
Los Angeles,p1619,app_rate_own,avg,admit_rate,797,0.0159,0.0561,0.0251,0.0346,0.0596,-0.0039,0.0307,-0.0121,75.0,0.0596,50.0,0.037,0.98,330.9
Los Angeles,p1619,app_rate_oth,avg,admit_rate,797,0.0159,0.0654,0.0243,0.055,-0.0549,0.1137,0.1305,-0.0577,52.5,0.1306,87.5,0.0407,1.1,330.9
Los Angeles,p1619,app_vol,avg,admit_rate,797,0.0159,0.1631,0.0656,0.0662,0.3061,0.216,0.1913,0.0605,5.0,0.3116,52.5,0.1428,4.58,330.9
Merced,p1619,upp,avg,admit_rate,874,0.528,0.1524,0.3519,0.3355,0.2348,0.2203,0.2202,0.2022,62.5,0.3521,7.5,0.0546,1.95,362.9
Merced,p1619,sed,avg,admit_rate,874,0.528,0.1623,0.3422,0.3397,0.262,0.2338,0.2245,0.218,95.0,0.3425,12.5,0.0631,2.21,362.9
Merced,p1619,el,avg,admit_rate,874,0.528,0.4214,0.48,0.4639,0.3393,0.4225,0.4382,0.3392,47.5,0.4872,5.0,0.0566,1.94,362.9
Merced,p1619,r_hisp,avg,admit_rate,874,0.528,0.2866,0.483,0.4602,0.356,0.244,0.1984,0.1797,95.0,0.4879,5.0,0.0123,0.4,362.9
Merced,p1619,r_white,avg,admit_rate,874,0.528,0.356,0.3473,0.3614,0.4519,0.3236,0.3541,0.3108,72.5,0.4663,42.5,-0.1025,-3.56,362.9
Merced,p1619,r_asian,avg,admit_rate,874,0.528,0.4228,0.3718,0.3603,0.422,0.4656,0.5043,0.3498,27.5,0.5174,95.0,-0.1073,-3.75,362.9
Merced,p1619,r_black,avg,admit_rate,874,0.528,0.4921,0.5262,0.5387,0.4961,0.4494,0.4771,0.4412,72.5,0.5435,27.5,0.0354,1.22,362.9
Merced,p1619,r_urg,avg,admit_rate,874,0.528,0.155,0.3186,0.3188,0.2119,0.2862,0.3285,0.189,60.0,0.3383,95.0,0.1009,3.61,362.9
Merced,p1619,inc,avg,admit_rate,871,0.5279,0.4052,0.3987,0.3625,0.4081,0.5135,0.5375,0.3541,27.5,0.5419,95.0,-0.0349,-1.28,361.7
Merced,p1619,pov,avg,admit_rate,871,0.5279,0.4545,0.5165,0.5119,0.4712,0.3315,0.3842,0.3291,77.5,0.5168,7.5,0.0376,1.34,361.7
Merced,p1619,ba,avg,admit_rate,871,0.5279,0.4216,0.3115,0.3245,0.4364,0.561,0.5876,0.3089,5.0,0.5903,95.0,0.0062,0.21,361.7
Merced,p1619,hs,avg,admit_rate,871,0.5279,0.4086,0.3461,0.3434,0.4336,0.5183,0.5352,0.3429,5.0,0.5352,87.5,-0.0268,-0.9,361.7
Merced,p1619,unemp,avg,admit_rate,871,0.5279,0.4963,0.5316,0.5382,0.5112,0.439,0.4133,0.4079,95.0,0.54,25.0,0.0075,0.26,361.7
Merced,p1619,homeval,avg,admit_rate,859,0.5231,0.4763,0.3391,0.3824,0.5349,0.5673,0.5775,0.3295,5.0,0.5775,90.0,0.0459,1.54,356.7
Merced,p1619,rent,avg,admit_rate,871,0.5279,0.4544,0.3614,0.3785,0.5061,0.5554,0.5657,0.3573,5.0,0.5657,90.0,0.0207,0.71,361.6
Merced,p1619,own,avg,admit_rate,871,0.5279,0.4902,0.5064,0.4855,0.4545,0.5513,0.5782,0.4533,45.0,0.5819,95.0,-0.0308,-1.11,361.7
Merced,p1619,hisp,avg,admit_rate,871,0.5279,0.4063,0.5684,0.5085,0.4184,0.3365,0.3186,0.3058,95.0,0.5896,5.0,0.0111,0.37,361.7
Merced,p1619,white,avg,admit_rate,871,0.5279,0.4359,0.4245,0.4167,0.4916,0.4169,0.4491,0.4154,77.5,0.4916,50.0,-0.0517,-1.75,361.7
Merced,p1619,black,avg,admit_rate,871,0.5279,0.5009,0.5242,0.5251,0.4687,0.4881,0.5241,0.4666,45.0,0.541,95.0,0.0504,1.81,361.7
Merced,p1619,asian,avg,admit_rate,871,0.5279,0.4917,0.4004,0.419,0.5422,0.5202,0.5326,0.3995,5.0,0.5444,95.0,-0.0754,-2.62,361.6
Merced,p1619,pop,avg,admit_rate,872,0.528,0.529,0.5099,0.5109,0.5356,0.5736,0.555,0.5051,5.0,0.5752,75.0,-0.0186,-0.64,362.1
Merced,p1619,ses,avg,admit_rate,871,0.5279,0.4149,0.3865,0.3455,0.4313,0.508,0.5266,0.3217,30.0,0.5343,95.0,-0.0151,-0.54,361.7
Merced,p1619,app_rate_own,avg,admit_rate,873,0.5281,0.479,0.4526,0.4778,0.488,0.4649,0.438,0.4275,95.0,0.5091,62.5,0.0203,0.68,362.5
Merced,p1619,app_rate_oth,avg,admit_rate,873,0.5281,0.5628,0.3368,0.3514,0.5042,0.6894,0.699,0.3368,10.0,0.699,90.0,0.123,4.31,362.5
Merced,p1619,app_vol,avg,admit_rate,874,0.528,0.5346,0.5692,0.5522,0.4473,0.5717,0.5868,0.4458,47.5,0.5882,95.0,-0.0303,-1.12,363.1
Riverside,p1619,upp,avg,admit_rate,866,0.7094,0.2386,0.5003,0.4931,0.4303,0.2567,0.2315,0.2315,90.0,0.504,5.0,-0.0173,-0.87,359.6
Riverside,p1619,sed,avg,admit_rate,866,0.7094,0.2657,0.5005,0.4914,0.4635,0.2786,0.2435,0.2429,92.5,0.5039,5.0,-0.0125,-0.62,359.6
Riverside,p1619,el,avg,admit_rate,866,0.7094,0.6087,0.5598,0.6107,0.6575,0.6181,0.5992,0.5421,5.0,0.6896,37.5,0.0673,2.75,359.5
Riverside,p1619,r_hisp,avg,admit_rate,866,0.7094,0.4394,0.7227,0.687,0.4871,0.3097,0.2006,0.1617,95.0,0.7234,7.5,-0.0789,-3.51,359.6
Riverside,p1619,r_white,avg,admit_rate,866,0.7094,0.5649,0.4245,0.5169,0.6745,0.5986,0.5852,0.3896,5.0,0.6785,45.0,-0.0051,-0.24,359.6
Riverside,p1619,r_asian,avg,admit_rate,866,0.7094,0.5967,0.3404,0.3967,0.6018,0.6916,0.7051,0.3144,5.0,0.7143,95.0,0.0146,0.63,359.6
Riverside,p1619,r_black,avg,admit_rate,866,0.7094,0.6825,0.7347,0.7295,0.7055,0.6116,0.6155,0.6114,77.5,0.7375,5.0,-0.0674,-2.79,359.6
Riverside,p1619,r_urg,avg,admit_rate,866,0.7094,0.2648,0.5786,0.5597,0.4099,0.2828,0.2709,0.2706,92.5,0.5786,10.0,-0.0194,-0.98,359.6
Riverside,p1619,inc,avg,admit_rate,859,0.7141,0.58,0.5007,0.5127,0.6241,0.6999,0.7201,0.5004,7.5,0.7284,95.0,0.0417,1.94,356.7
Riverside,p1619,pov,avg,admit_rate,860,0.7124,0.6453,0.7434,0.7271,0.6513,0.5083,0.5058,0.5036,85.0,0.7444,7.5,-0.0618,-2.82,357.1
Riverside,p1619,ba,avg,admit_rate,860,0.7124,0.5536,0.3333,0.3757,0.5917,0.7388,0.7601,0.3312,7.5,0.7615,92.5,0.091,3.95,357.1
Riverside,p1619,hs,avg,admit_rate,860,0.7124,0.5811,0.3492,0.3953,0.655,0.6876,0.6787,0.3414,5.0,0.6876,80.0,0.0419,1.81,357.1
Riverside,p1619,unemp,avg,admit_rate,860,0.7124,0.6748,0.7442,0.7545,0.6777,0.581,0.5357,0.5224,95.0,0.7545,20.0,-0.0847,-3.59,357.1
Riverside,p1619,homeval,avg,admit_rate,847,0.7105,0.6304,0.5011,0.5162,0.644,0.7422,0.7454,0.4919,5.0,0.7455,92.5,0.1003,4.18,351.7
Riverside,p1619,rent,avg,admit_rate,859,0.7141,0.6203,0.4623,0.5198,0.6671,0.7338,0.7614,0.4397,5.0,0.7703,95.0,0.0846,3.66,356.7
Riverside,p1619,own,avg,admit_rate,860,0.7124,0.6878,0.6041,0.6258,0.6957,0.7416,0.7541,0.6034,7.5,0.7591,95.0,0.0309,1.39,357.1
Riverside,p1619,hisp,avg,admit_rate,860,0.7124,0.5774,0.7272,0.7133,0.6395,0.4056,0.3506,0.3216,95.0,0.7307,5.0,-0.0704,-2.99,357.1
Riverside,p1619,white,avg,admit_rate,860,0.7124,0.6295,0.5116,0.5766,0.7256,0.6635,0.6362,0.4837,5.0,0.7256,50.0,0.0155,0.66,357.1
Riverside,p1619,black,avg,admit_rate,860,0.7124,0.6976,0.7389,0.7487,0.7123,0.6233,0.6151,0.6135,95.0,0.7496,22.5,-0.0878,-3.87,357.1
Riverside,p1619,asian,avg,admit_rate,860,0.7124,0.6758,0.4789,0.5488,0.648,0.7764,0.8072,0.4465,5.0,0.8204,95.0,0.0533,2.26,357.0
Riverside,p1619,pop,avg,admit_rate,864,0.7096,0.7106,0.682,0.7019,0.7028,0.7462,0.7598,0.6684,5.0,0.7627,95.0,-0.0052,-0.22,358.8
Riverside,p1619,ses,avg,admit_rate,860,0.7124,0.5649,0.4303,0.4344,0.6076,0.7178,0.7343,0.4279,15.0,0.7358,95.0,0.0723,3.31,357.1
Riverside,p1619,app_rate_own,avg,admit_rate,865,0.7095,0.7195,0.6984,0.7184,0.7579,0.6915,0.6858,0.6841,95.0,0.7667,42.5,-0.0305,-1.33,359.2
Riverside,p1619,app_rate_oth,avg,admit_rate,865,0.7095,0.6931,0.6416,0.6477,0.668,0.7483,0.7515,0.6372,5.0,0.7517,87.5,0.0312,1.24,359.2
Riverside,p1619,app_vol,avg,admit_rate,866,0.7094,0.6874,0.5653,0.5944,0.6769,0.7979,0.8364,0.5632,5.0,0.8475,95.0,0.0796,3.4,359.5
San Diego,p1619,upp,avg,admit_rate,936,-0.0706,0.101,-0.0066,0.026,-0.0229,0.1926,0.2592,-0.0335,5.0,0.2851,95.0,0.1117,3.29,388.6
San Diego,p1619,sed,avg,admit_rate,936,-0.0706,0.094,0.0051,0.0065,-0.0013,0.1664,0.2359,-0.0091,5.0,0.2618,95.0,0.0859,2.52,388.6
San Diego,p1619,el,avg,admit_rate,936,-0.0706,-0.0714,-0.0317,-0.1023,-0.1013,-0.0779,-0.0421,-0.1362,30.0,0.0004,5.0,-0.027,-0.81,388.5
San Diego,p1619,r_hisp,avg,admit_rate,936,-0.0706,0.0756,-0.027,-0.0197,0.0281,0.1848,0.2231,-0.0362,5.0,0.2374,95.0,0.1125,3.26,388.6
San Diego,p1619,r_white,avg,admit_rate,936,-0.0706,-0.0254,0.1938,0.0938,-0.1771,-0.0677,0.0008,-0.2162,60.0,0.2377,5.0,-0.0853,-2.43,388.6
San Diego,p1619,r_asian,avg,admit_rate,936,-0.0706,0.0237,0.1555,0.049,-0.0431,-0.0417,-0.0631,-0.0723,95.0,0.2095,5.0,-0.0989,-3.12,388.6
San Diego,p1619,r_black,avg,admit_rate,936,-0.0706,-0.0745,-0.1674,-0.1892,-0.1034,0.0338,0.0996,-0.1892,20.0,0.1244,95.0,0.0825,2.56,388.6
San Diego,p1619,r_urg,avg,admit_rate,936,-0.0706,0.0994,-0.021,-0.0098,0.0208,0.1917,0.2621,-0.0317,35.0,0.2892,95.0,0.1258,3.77,388.6
San Diego,p1619,inc,avg,admit_rate,931,-0.0683,0.0419,0.1531,0.1247,0.0465,-0.1121,-0.1107,-0.1188,85.0,0.1531,10.0,-0.0945,-3.04,386.6
San Diego,p1619,pov,avg,admit_rate,932,-0.0689,-0.0259,-0.1277,-0.1265,-0.0059,0.1011,0.1008,-0.131,15.0,0.1026,85.0,0.0931,2.94,387.0
San Diego,p1619,ba,avg,admit_rate,932,-0.0689,0.0818,0.248,0.1698,0.021,-0.0545,-0.0616,-0.0624,87.5,0.2791,5.0,-0.1245,-3.93,387.0
San Diego,p1619,hs,avg,admit_rate,932,-0.0689,0.0169,0.2176,0.1547,-0.0143,-0.0872,-0.0946,-0.0952,87.5,0.2378,5.0,-0.1037,-3.1,387.0
San Diego,p1619,unemp,avg,admit_rate,932,-0.0689,-0.0103,-0.0785,-0.0885,0.0134,0.0395,0.0493,-0.0885,20.0,0.0528,95.0,0.0617,1.94,387.0
San Diego,p1619,homeval,avg,admit_rate,921,-0.0661,0.0752,0.1613,0.1445,0.0872,-0.0646,-0.0958,-0.1043,95.0,0.1653,5.0,-0.1149,-3.59,382.4
San Diego,p1619,rent,avg,admit_rate,931,-0.0683,0.0274,0.1561,0.1241,0.0024,-0.0695,-0.0987,-0.1175,95.0,0.1562,7.5,-0.0884,-2.76,386.6
San Diego,p1619,own,avg,admit_rate,932,-0.0689,-0.0538,0.0172,0.0179,-0.0475,-0.1143,-0.1667,-0.1918,95.0,0.0179,20.0,-0.0723,-2.24,387.0
San Diego,p1619,hisp,avg,admit_rate,932,-0.0689,0.0281,-0.0558,-0.0273,-0.0242,0.1586,0.2256,-0.07,5.0,0.2476,95.0,0.1077,3.24,387.0
San Diego,p1619,white,avg,admit_rate,932,-0.0689,-0.0238,0.1551,0.0618,-0.1648,-0.0483,-0.0221,-0.1648,50.0,0.1997,5.0,-0.0853,-2.45,387.0
San Diego,p1619,black,avg,admit_rate,932,-0.0689,-0.0516,-0.1358,-0.167,-0.1348,0.1022,0.126,-0.1988,35.0,0.1392,95.0,0.1117,3.54,387.0
San Diego,p1619,asian,avg,admit_rate,932,-0.0689,-0.019,0.187,0.0389,-0.0465,-0.1112,-0.1234,-0.1319,95.0,0.2423,5.0,-0.1051,-3.33,387.0
San Diego,p1619,pop,avg,admit_rate,934,-0.0698,-0.0688,-0.0857,-0.0815,0.0013,-0.1424,-0.1014,-0.1424,80.0,0.0032,52.5,-0.0047,-0.14,387.8
San Diego,p1619,ses,avg,admit_rate,932,-0.0689,0.0731,0.1661,0.1442,0.0229,-0.0467,-0.0633,-0.0633,90.0,0.1722,5.0,-0.0932,-3.03,387.0
San Diego,p1619,app_rate_own,avg,admit_rate,935,-0.0706,-0.0073,0.0141,0.0076,-0.0145,-0.0457,-0.0604,-0.0706,95.0,0.0141,10.0,-0.0163,-0.48,388.2
San Diego,p1619,app_rate_oth,avg,admit_rate,935,-0.0706,0.0009,-0.0712,-0.0433,-0.0162,-0.0273,-0.0586,-0.0722,7.5,0.02,35.0,0.0061,0.18,388.2
San Diego,p1619,app_vol,avg,admit_rate,936,-0.0706,0.0118,0.185,0.1262,-0.0631,-0.2163,-0.2237,-0.2237,90.0,0.1963,5.0,-0.0767,-2.46,388.6
Santa Barbara,p1619,upp,avg,admit_rate,980,-0.1205,-0.3386,-0.0879,-0.2619,-0.38,-0.2612,-0.2735,-0.3964,42.5,0.0194,5.0,0.1056,3.39,406.9
Santa Barbara,p1619,sed,avg,admit_rate,980,-0.1205,-0.3389,-0.118,-0.2855,-0.3695,-0.2103,-0.25,-0.3818,40.0,-0.0096,5.0,0.1052,3.35,406.9
Santa Barbara,p1619,el,avg,admit_rate,980,-0.1205,-0.1716,-0.1527,-0.1733,-0.2583,-0.0525,-0.0171,-0.2625,47.5,-0.0045,95.0,0.0755,2.33,406.8
Santa Barbara,p1619,r_hisp,avg,admit_rate,980,-0.1205,-0.3288,-0.2239,-0.3123,-0.3488,-0.1558,-0.2103,-0.3719,40.0,-0.1558,77.5,0.0231,0.72,406.9
Santa Barbara,p1619,r_white,avg,admit_rate,980,-0.1205,-0.3084,-0.1595,-0.1474,-0.3447,-0.4357,-0.4613,-0.4815,95.0,-0.1463,17.5,-0.2453,-8.25,406.9
Santa Barbara,p1619,r_asian,avg,admit_rate,980,-0.1205,-0.1188,0.0281,-0.0102,-0.2377,-0.2316,-0.1001,-0.3015,67.5,0.0281,10.0,-0.0505,-1.59,406.9
Santa Barbara,p1619,r_black,avg,admit_rate,980,-0.1205,-0.157,-0.0165,-0.0839,-0.2284,-0.2134,-0.1726,-0.2652,62.5,0.0138,5.0,-0.0628,-1.99,406.9
Santa Barbara,p1619,r_urg,avg,admit_rate,980,-0.1205,-0.4019,-0.2892,-0.3684,-0.4327,-0.1952,-0.2273,-0.4409,45.0,-0.1952,80.0,0.0878,2.96,406.9
Santa Barbara,p1619,inc,avg,admit_rate,975,-0.1165,-0.1355,-0.0783,-0.1102,-0.1697,-0.2038,-0.0427,-0.2407,72.5,0.054,95.0,-0.012,-0.39,404.8
Santa Barbara,p1619,pov,avg,admit_rate,976,-0.1179,-0.1588,-0.1284,-0.1731,-0.1922,-0.137,-0.0982,-0.197,45.0,-0.0746,95.0,0.0271,0.86,405.3
Santa Barbara,p1619,ba,avg,admit_rate,976,-0.1179,-0.0926,-0.1321,-0.1075,-0.2101,0.0025,0.2006,-0.2215,57.5,0.2851,95.0,0.0533,1.65,405.3
Santa Barbara,p1619,hs,avg,admit_rate,976,-0.1179,-0.2535,-0.1907,-0.1875,-0.277,-0.1716,-0.0521,-0.3069,60.0,0.0098,95.0,-0.0273,-0.85,405.3
Santa Barbara,p1619,unemp,avg,admit_rate,976,-0.1179,-0.0917,-0.0541,-0.0943,-0.1233,-0.0913,-0.0898,-0.125,47.5,-0.0397,5.0,-0.0184,-0.57,405.2
Santa Barbara,p1619,homeval,avg,admit_rate,966,-0.1232,-0.0282,-0.021,-0.0325,-0.0455,0.0334,0.1989,-0.1071,65.0,0.2765,95.0,0.1319,4.23,401.1
Santa Barbara,p1619,rent,avg,admit_rate,975,-0.1165,-0.0796,-0.0453,-0.0577,-0.1124,-0.1236,-0.0191,-0.173,70.0,0.0305,95.0,0.0584,1.81,404.8
Santa Barbara,p1619,own,avg,admit_rate,976,-0.1179,-0.1711,-0.0641,-0.1019,-0.197,-0.2071,-0.1926,-0.2071,80.0,-0.0463,5.0,-0.0654,-2.15,405.3
Santa Barbara,p1619,hisp,avg,admit_rate,976,-0.1179,-0.241,-0.1263,-0.172,-0.2934,-0.1665,-0.1458,-0.2967,45.0,-0.1095,5.0,0.0116,0.36,405.3
Santa Barbara,p1619,white,avg,admit_rate,976,-0.1179,-0.2522,-0.1135,-0.1256,-0.2684,-0.3327,-0.3203,-0.3486,70.0,-0.1135,10.0,-0.1697,-5.34,405.3
Santa Barbara,p1619,black,avg,admit_rate,976,-0.1179,-0.1598,-0.1005,-0.1375,-0.1906,-0.1539,-0.1194,-0.2027,40.0,-0.0872,5.0,0.0058,0.19,405.2
Santa Barbara,p1619,asian,avg,admit_rate,976,-0.1179,-0.0905,-0.0007,-0.0741,-0.2016,-0.0797,-0.0115,-0.2023,47.5,0.0262,95.0,0.0122,0.39,405.3
Santa Barbara,p1619,pop,avg,admit_rate,978,-0.1195,-0.1188,-0.0602,-0.0773,-0.0992,-0.147,-0.1784,-0.2001,95.0,-0.0602,10.0,-0.0442,-1.39,406.1
Santa Barbara,p1619,ses,avg,admit_rate,976,-0.1179,-0.0996,-0.0825,-0.0855,-0.1628,-0.104,0.1094,-0.2203,67.5,0.2118,95.0,0.0286,0.91,405.3
Santa Barbara,p1619,app_rate_own,avg,admit_rate,979,-0.1205,0.0457,-0.1388,-0.1802,-0.1238,0.1978,0.33,-0.2217,32.5,0.3674,95.0,0.2969,10.57,406.5
Santa Barbara,p1619,app_rate_oth,avg,admit_rate,979,-0.1205,0.0206,-0.2795,-0.3026,-0.2024,0.147,0.2729,-0.3078,25.0,0.3193,95.0,0.3163,11.55,406.5
Santa Barbara,p1619,app_vol,avg,admit_rate,980,-0.1205,-0.0746,-0.1871,-0.1792,-0.0489,0.188,0.357,-0.1875,12.5,0.4227,95.0,0.2324,7.67,406.9
Santa Cruz,p1619,upp,avg,admit_rate,924,0.5137,-0.0092,0.2849,0.2216,0.1035,0.0954,0.0886,0.0674,65.0,0.3154,5.0,0.0445,1.82,383.7
Santa Cruz,p1619,sed,avg,admit_rate,924,0.5137,0.0049,0.2903,0.2069,0.1456,0.0909,0.0626,0.0485,95.0,0.3262,5.0,0.0478,1.94,383.7
Santa Cruz,p1619,el,avg,admit_rate,924,0.5137,0.3079,0.2773,0.3235,0.3648,0.2367,0.1947,0.1802,95.0,0.3658,47.5,0.0182,0.67,383.5
Santa Cruz,p1619,r_hisp,avg,admit_rate,924,0.5137,0.1108,0.2368,0.2353,0.2298,0.2467,0.1977,0.1804,95.0,0.2765,67.5,0.1136,4.55,383.7
Santa Cruz,p1619,r_white,avg,admit_rate,924,0.5137,0.3243,0.2526,0.314,0.3628,0.3908,0.3769,0.2217,5.0,0.3967,72.5,-0.0226,-0.85,383.7
Santa Cruz,p1619,r_asian,avg,admit_rate,924,0.5137,0.4689,0.4232,0.4843,0.4878,0.3804,0.3862,0.3789,82.5,0.5071,32.5,-0.1426,-5.21,383.6
Santa Cruz,p1619,r_black,avg,admit_rate,924,0.5137,0.5814,0.647,0.6549,0.5806,0.493,0.5035,0.4899,72.5,0.6682,30.0,-0.0679,-2.61,383.7
Santa Cruz,p1619,r_urg,avg,admit_rate,924,0.5137,0.0811,0.2699,0.2402,0.2223,0.1725,0.1324,0.1271,95.0,0.2749,5.0,0.0857,3.33,383.7
Santa Cruz,p1619,inc,avg,admit_rate,919,0.5149,0.4039,0.4069,0.417,0.4339,0.4328,0.4406,0.4042,5.0,0.4498,95.0,-0.0362,-1.34,381.6
Santa Cruz,p1619,pov,avg,admit_rate,920,0.5135,0.4561,0.4459,0.4408,0.4475,0.4181,0.3932,0.3932,90.0,0.4663,65.0,0.0354,1.29,382.0
Santa Cruz,p1619,ba,avg,admit_rate,920,0.5135,0.3325,0.2519,0.2709,0.3794,0.4449,0.4574,0.2519,10.0,0.4574,90.0,-0.0142,-0.52,382.0
Santa Cruz,p1619,hs,avg,admit_rate,920,0.5135,0.3328,0.2781,0.2683,0.3991,0.3754,0.3969,0.2672,17.5,0.3998,52.5,-0.0588,-2.24,382.0
Santa Cruz,p1619,unemp,avg,admit_rate,920,0.5135,0.4786,0.4549,0.4657,0.5113,0.4885,0.4509,0.4297,95.0,0.5216,62.5,0.0158,0.56,382.0
Santa Cruz,p1619,homeval,avg,admit_rate,908,0.5121,0.4329,0.388,0.4426,0.4996,0.4063,0.4624,0.3574,5.0,0.5037,45.0,-0.0143,-0.5,377.0
Santa Cruz,p1619,rent,avg,admit_rate,919,0.5149,0.4414,0.4444,0.4414,0.4497,0.5049,0.5177,0.4329,30.0,0.5177,90.0,-0.0187,-0.66,381.6
Santa Cruz,p1619,own,avg,admit_rate,920,0.5135,0.4904,0.4618,0.4987,0.4696,0.514,0.5234,0.4435,5.0,0.5314,95.0,-0.0018,-0.06,382.0
Santa Cruz,p1619,hisp,avg,admit_rate,920,0.5135,0.3181,0.3965,0.362,0.3687,0.329,0.3238,0.3202,32.5,0.4073,5.0,0.0745,2.85,382.0
Santa Cruz,p1619,white,avg,admit_rate,920,0.5135,0.4105,0.3912,0.4104,0.4243,0.4426,0.4697,0.3769,5.0,0.4901,95.0,-0.0023,-0.08,382.0
Santa Cruz,p1619,black,avg,admit_rate,920,0.5135,0.517,0.6415,0.6343,0.538,0.4258,0.4321,0.4256,82.5,0.6422,12.5,-0.0895,-3.3,382.0
Santa Cruz,p1619,asian,avg,admit_rate,920,0.5135,0.5082,0.5294,0.534,0.4912,0.4727,0.4623,0.4605,95.0,0.5361,27.5,-0.1023,-3.67,382.0
Santa Cruz,p1619,pop,avg,admit_rate,923,0.5137,0.516,0.438,0.4632,0.5229,0.5761,0.5845,0.4219,5.0,0.5863,95.0,0.0456,1.58,383.3
Santa Cruz,p1619,ses,avg,admit_rate,920,0.5135,0.3795,0.3629,0.3938,0.4174,0.3954,0.4061,0.3521,5.0,0.4256,37.5,-0.0339,-1.25,382.0
Santa Cruz,p1619,app_rate_own,avg,admit_rate,923,0.5137,0.5111,0.3374,0.3433,0.5428,0.5872,0.5922,0.3349,15.0,0.5922,92.5,0.0494,1.67,383.3
Santa Cruz,p1619,app_rate_oth,avg,admit_rate,923,0.5137,0.538,0.4662,0.4533,0.5065,0.6133,0.6193,0.4418,30.0,0.6202,87.5,0.0277,0.98,383.3
Santa Cruz,p1619,app_vol,avg,admit_rate,924,0.5137,0.4644,0.4039,0.4267,0.5215,0.5484,0.5072,0.3995,5.0,0.5626,70.0,0.0815,2.98,383.7
