entry,campus,cohort,group_type,subgroup,band,band_lo,band_hi,denom,n_first,n_second,n_third,r_first_pct,r_second_pct,r_third_pct
TR,All,2017,ethnicity,aian,1,0.3,3.33,59,34,12,5,57.63,20.34,8.47
TR,All,2017,ethnicity,aian,2,3.33,3.69,51,29,12,5,56.86,23.53,9.8
TR,All,2017,ethnicity,aian,3,3.69,4.0,24,16,5,0,66.67,20.83,0.0
TR,All,2017,ethnicity,asian,1,0.3,3.33,1652,876,454,82,53.03,27.48,4.96
TR,All,2017,ethnicity,asian,2,3.33,3.69,1790,1002,528,89,55.98,29.5,4.97
TR,All,2017,ethnicity,asian,3,3.69,4.0,1850,1160,518,59,62.7,28.0,3.19
TR,All,2017,ethnicity,black,1,0.3,3.33,422,200,106,28,47.39,25.12,6.64
TR,All,2017,ethnicity,black,2,3.33,3.69,303,155,82,23,51.16,27.06,7.59
TR,All,2017,ethnicity,black,3,3.69,4.0,191,115,48,10,60.21,25.13,5.24
TR,All,2017,ethnicity,hispanic_latino,1,0.3,3.33,2131,1075,605,123,50.45,28.39,5.77
TR,All,2017,ethnicity,hispanic_latino,2,3.33,3.69,1566,883,433,70,56.39,27.65,4.47
TR,All,2017,ethnicity,hispanic_latino,3,3.69,4.0,1078,692,252,48,64.19,23.38,4.45
TR,All,2017,ethnicity,international,1,0.3,3.33,537,314,124,24,58.47,23.09,4.47
TR,All,2017,ethnicity,international,2,3.33,3.69,854,597,153,21,69.91,17.92,2.46
TR,All,2017,ethnicity,international,3,3.69,4.0,1381,998,271,32,72.27,19.62,2.32
TR,All,2017,ethnicity,white,1,0.3,3.33,1603,891,383,100,55.58,23.89,6.24
TR,All,2017,ethnicity,white,2,3.33,3.69,1912,1146,485,95,59.94,25.37,4.97
TR,All,2017,ethnicity,white,3,3.69,4.0,2023,1353,461,81,66.88,22.79,4.0
TR,All,2017,first_gen_status,first_gen,1,0.3,3.33,3621,1851,960,208,51.12,26.51,5.74
TR,All,2017,first_gen_status,first_gen,2,3.33,3.69,3232,1887,826,161,58.38,25.56,4.98
TR,All,2017,first_gen_status,first_gen,3,3.69,4.0,2907,1873,711,99,64.43,24.46,3.41
TR,All,2017,first_gen_status,not_first_gen,1,0.3,3.33,2632,1482,662,142,56.31,25.15,5.4
TR,All,2017,first_gen_status,not_first_gen,2,3.33,3.69,3128,1856,837,137,59.34,26.76,4.38
TR,All,2017,first_gen_status,not_first_gen,3,3.69,4.0,3580,2420,838,122,67.6,23.41,3.41
TR,All,2017,overall,overall,1,0.3,3.33,6535,3452,1715,370,52.82,26.24,5.66
TR,All,2017,overall,overall,2,3.33,3.69,6631,3894,1733,310,58.72,26.13,4.68
TR,All,2017,overall,overall,3,3.69,4.0,6718,4447,1596,234,66.2,23.76,3.48
TR,All,2017,pell_status,non_pell,1,0.3,3.33,2589,1551,588,104,59.91,22.71,4.02
TR,All,2017,pell_status,non_pell,2,3.33,3.69,3121,2023,713,95,64.82,22.85,3.04
TR,All,2017,pell_status,non_pell,3,3.69,4.0,3761,2685,756,102,71.39,20.1,2.71
TR,All,2017,pell_status,pell,1,0.3,3.33,3946,1901,1127,266,48.18,28.56,6.74
TR,All,2017,pell_status,pell,2,3.33,3.69,3510,1871,1020,215,53.3,29.06,6.13
TR,All,2017,pell_status,pell,3,3.69,4.0,2957,1762,840,132,59.59,28.41,4.46
TR,All,2018,ethnicity,aian,1,0.32,3.34,40,18,11,3,45.0,27.5,7.5
TR,All,2018,ethnicity,aian,2,3.34,3.7,57,26,18,3,45.61,31.58,5.26
TR,All,2018,ethnicity,aian,3,3.7,4.0,26,16,3,1,61.54,11.54,3.85
TR,All,2018,ethnicity,asian,1,0.32,3.34,1523,800,434,66,52.53,28.5,4.33
TR,All,2018,ethnicity,asian,2,3.34,3.7,1888,1095,549,75,58.0,29.08,3.97
TR,All,2018,ethnicity,asian,3,3.7,4.0,1877,1219,502,51,64.94,26.74,2.72
TR,All,2018,ethnicity,black,1,0.32,3.34,474,217,126,33,45.78,26.58,6.96
TR,All,2018,ethnicity,black,2,3.34,3.7,309,179,82,16,57.93,26.54,5.18
TR,All,2018,ethnicity,black,3,3.7,4.0,181,106,46,9,58.56,25.41,4.97
TR,All,2018,ethnicity,hispanic_latino,1,0.32,3.34,2328,1247,611,103,53.57,26.25,4.42
TR,All,2018,ethnicity,hispanic_latino,2,3.34,3.7,1655,944,428,59,57.04,25.86,3.56
TR,All,2018,ethnicity,hispanic_latino,3,3.7,4.0,1198,809,255,33,67.53,21.29,2.75
TR,All,2018,ethnicity,international,1,0.32,3.34,617,379,138,20,61.43,22.37,3.24
TR,All,2018,ethnicity,international,2,3.34,3.7,892,645,149,14,72.31,16.7,1.57
TR,All,2018,ethnicity,international,3,3.7,4.0,1507,1107,262,34,73.46,17.39,2.26
TR,All,2018,ethnicity,white,1,0.32,3.34,1617,913,378,74,56.46,23.38,4.58
TR,All,2018,ethnicity,white,2,3.34,3.7,1886,1212,429,68,64.26,22.75,3.61
TR,All,2018,ethnicity,white,3,3.7,4.0,2143,1498,487,52,69.9,22.73,2.43
TR,All,2018,first_gen_status,first_gen,1,0.32,3.34,3624,1897,959,181,52.35,26.46,4.99
TR,All,2018,first_gen_status,first_gen,2,3.34,3.7,3322,1958,875,124,58.94,26.34,3.73
TR,All,2018,first_gen_status,first_gen,3,3.7,4.0,3037,2064,710,71,67.96,23.38,2.34
TR,All,2018,first_gen_status,not_first_gen,1,0.32,3.34,2764,1553,688,112,56.19,24.89,4.05
TR,All,2018,first_gen_status,not_first_gen,2,3.34,3.7,3235,2060,757,108,63.68,23.4,3.34
TR,All,2018,first_gen_status,not_first_gen,3,3.7,4.0,3833,2655,832,107,69.27,21.71,2.79
TR,All,2018,overall,overall,1,0.32,3.34,6721,3627,1732,307,53.97,25.77,4.57
TR,All,2018,overall,overall,2,3.34,3.7,6821,4173,1688,241,61.18,24.75,3.53
TR,All,2018,overall,overall,3,3.7,4.0,7124,4884,1603,187,68.56,22.5,2.62
TR,All,2018,pell_status,non_pell,1,0.32,3.34,2740,1651,620,86,60.26,22.63,3.14
TR,All,2018,pell_status,non_pell,2,3.34,3.7,3340,2292,653,79,68.62,19.55,2.37
TR,All,2018,pell_status,non_pell,3,3.7,4.0,4118,3039,752,89,73.8,18.26,2.16
TR,All,2018,pell_status,pell,1,0.32,3.34,3981,1976,1112,221,49.64,27.93,5.55
TR,All,2018,pell_status,pell,2,3.34,3.7,3481,1881,1035,162,54.04,29.73,4.65
TR,All,2018,pell_status,pell,3,3.7,4.0,3006,1845,851,98,61.38,28.31,3.26
TR,All,2019,ethnicity,aian,1,0.32,3.38,44,29,6,0,65.91,13.64,0.0
TR,All,2019,ethnicity,aian,2,3.38,3.73,39,19,10,2,48.72,25.64,5.13
TR,All,2019,ethnicity,aian,3,3.73,4.0,31,21,9,0,67.74,29.03,0.0
TR,All,2019,ethnicity,asian,1,0.32,3.38,1618,904,455,63,55.87,28.12,3.89
TR,All,2019,ethnicity,asian,2,3.38,3.73,1789,1124,463,57,62.83,25.88,3.19
TR,All,2019,ethnicity,asian,3,3.73,4.0,2004,1357,489,56,67.71,24.4,2.79
TR,All,2019,ethnicity,black,1,0.32,3.38,420,209,93,33,49.76,22.14,7.86
TR,All,2019,ethnicity,black,2,3.38,3.73,331,201,74,17,60.73,22.36,5.14
TR,All,2019,ethnicity,black,3,3.73,4.0,199,130,41,7,65.33,20.6,3.52
TR,All,2019,ethnicity,hispanic_latino,1,0.32,3.38,2318,1262,586,118,54.44,25.28,5.09
TR,All,2019,ethnicity,hispanic_latino,2,3.38,3.73,1631,989,393,67,60.64,24.1,4.11
TR,All,2019,ethnicity,hispanic_latino,3,3.73,4.0,1168,809,234,29,69.26,20.03,2.48
TR,All,2019,ethnicity,international,1,0.32,3.38,689,427,127,21,61.97,18.43,3.05
TR,All,2019,ethnicity,international,2,3.38,3.73,898,638,150,32,71.05,16.7,3.56
TR,All,2019,ethnicity,international,3,3.73,4.0,1357,983,239,40,72.44,17.61,2.95
TR,All,2019,ethnicity,white,1,0.32,3.38,1643,943,394,80,57.4,23.98,4.87
TR,All,2019,ethnicity,white,2,3.38,3.73,1844,1173,385,84,63.61,20.88,4.56
TR,All,2019,ethnicity,white,3,3.73,4.0,2113,1493,426,57,70.66,20.16,2.7
TR,All,2019,first_gen_status,first_gen,1,0.32,3.38,3673,2047,886,177,55.73,24.12,4.82
TR,All,2019,first_gen_status,first_gen,2,3.38,3.73,3199,2020,731,111,63.14,22.85,3.47
TR,All,2019,first_gen_status,first_gen,3,3.73,4.0,3005,2087,623,77,69.45,20.73,2.56
TR,All,2019,first_gen_status,not_first_gen,1,0.32,3.38,2849,1614,726,125,56.65,25.48,4.39
TR,All,2019,first_gen_status,not_first_gen,2,3.38,3.73,3231,2055,733,140,63.6,22.69,4.33
TR,All,2019,first_gen_status,not_first_gen,3,3.73,4.0,3794,2645,810,114,69.72,21.35,3.0
TR,All,2019,overall,overall,1,0.32,3.38,6843,3823,1692,324,55.87,24.73,4.73
TR,All,2019,overall,overall,2,3.38,3.73,6668,4227,1507,266,63.39,22.6,3.99
TR,All,2019,overall,overall,3,3.73,4.0,7064,4912,1482,197,69.54,20.98,2.79
TR,All,2019,pell_status,non_pell,1,0.32,3.38,2977,1841,645,84,61.84,21.67,2.82
TR,All,2019,pell_status,non_pell,2,3.38,3.73,3402,2363,647,103,69.46,19.02,3.03
TR,All,2019,pell_status,non_pell,3,3.73,4.0,4141,3009,779,100,72.66,18.81,2.41
TR,All,2019,pell_status,pell,1,0.32,3.38,3866,1982,1047,240,51.27,27.08,6.21
TR,All,2019,pell_status,pell,2,3.38,3.73,3266,1864,860,163,57.07,26.33,4.99
TR,All,2019,pell_status,pell,3,3.73,4.0,2923,1903,703,97,65.1,24.05,3.32
TR,All,2020,ethnicity,aian,1,1.25,3.39,52,18,12,4,34.62,23.08,7.69
TR,All,2020,ethnicity,aian,2,3.39,3.74,32,12,13,0,37.5,40.62,0.0
TR,All,2020,ethnicity,aian,3,3.74,4.0,38,20,13,4,52.63,34.21,10.53
TR,All,2020,ethnicity,asian,1,1.25,3.39,1642,903,417,100,54.99,25.4,6.09
TR,All,2020,ethnicity,asian,2,3.39,3.74,2115,1321,523,89,62.46,24.73,4.21
TR,All,2020,ethnicity,asian,3,3.74,4.0,2236,1476,554,58,66.01,24.78,2.59
TR,All,2020,ethnicity,black,1,1.25,3.39,504,219,126,26,43.45,25.0,5.16
TR,All,2020,ethnicity,black,2,3.39,3.74,328,185,76,15,56.4,23.17,4.57
TR,All,2020,ethnicity,black,3,3.74,4.0,210,132,49,6,62.86,23.33,2.86
TR,All,2020,ethnicity,hispanic_latino,1,1.25,3.39,2433,1199,584,132,49.28,24.0,5.43
TR,All,2020,ethnicity,hispanic_latino,2,3.39,3.74,1786,1057,427,48,59.18,23.91,2.69
TR,All,2020,ethnicity,hispanic_latino,3,3.74,4.0,1246,844,248,41,67.74,19.9,3.29
TR,All,2020,ethnicity,international,1,1.25,3.39,688,367,147,37,53.34,21.37,5.38
TR,All,2020,ethnicity,international,2,3.39,3.74,882,571,197,26,64.74,22.34,2.95
TR,All,2020,ethnicity,international,3,3.74,4.0,1305,897,242,58,68.74,18.54,4.44
TR,All,2020,ethnicity,white,1,1.25,3.39,1621,855,394,80,52.75,24.31,4.94
TR,All,2020,ethnicity,white,2,3.39,3.74,1866,1161,415,73,62.22,22.24,3.91
TR,All,2020,ethnicity,white,3,3.74,4.0,2091,1450,439,61,69.34,20.99,2.92
TR,All,2020,first_gen_status,first_gen,1,1.25,3.39,3929,1979,907,217,50.37,23.08,5.52
TR,All,2020,first_gen_status,first_gen,2,3.39,3.74,3594,2203,808,126,61.3,22.48,3.51
TR,All,2020,first_gen_status,first_gen,3,3.74,4.0,2906,1990,588,93,68.48,20.23,3.2
TR,All,2020,first_gen_status,not_first_gen,1,1.25,3.39,2997,1560,781,161,52.05,26.06,5.37
TR,All,2020,first_gen_status,not_first_gen,2,3.39,3.74,3373,2070,837,126,61.37,24.81,3.74
TR,All,2020,first_gen_status,not_first_gen,3,3.74,4.0,4261,2842,983,137,66.7,23.07,3.22
TR,All,2020,overall,overall,1,1.25,3.39,7145,3660,1736,388,51.22,24.3,5.43
TR,All,2020,overall,overall,2,3.39,3.74,7200,4422,1691,257,61.42,23.49,3.57
TR,All,2020,overall,overall,3,3.74,4.0,7386,4973,1618,239,67.33,21.91,3.24
TR,All,2020,pell_status,non_pell,1,1.25,3.39,3129,1723,695,123,55.07,22.21,3.93
TR,All,2020,pell_status,non_pell,2,3.39,3.74,3740,2412,826,120,64.49,22.09,3.21
TR,All,2020,pell_status,non_pell,3,3.74,4.0,4382,3066,878,133,69.97,20.04,3.04
TR,All,2020,pell_status,pell,1,1.25,3.39,4016,1937,1041,265,48.23,25.92,6.6
TR,All,2020,pell_status,pell,2,3.39,3.74,3460,2010,865,137,58.09,25.0,3.96
TR,All,2020,pell_status,pell,3,3.74,4.0,3004,1907,740,106,63.48,24.63,3.53
TR,All,2021,ethnicity,aian,1,1.0,3.5,35,15,9,2,42.86,25.71,5.71
TR,All,2021,ethnicity,aian,2,3.5,3.82,27,10,3,7,37.04,11.11,25.93
TR,All,2021,ethnicity,aian,3,3.82,4.0,31,23,6,0,74.19,19.35,0.0
TR,All,2021,ethnicity,asian,1,1.0,3.5,1843,1043,442,85,56.59,23.98,4.61
TR,All,2021,ethnicity,asian,2,3.5,3.82,2220,1417,522,75,63.83,23.51,3.38
TR,All,2021,ethnicity,asian,3,3.82,4.0,2333,1634,498,65,70.04,21.35,2.79
TR,All,2021,ethnicity,black,1,1.0,3.5,437,235,87,17,53.78,19.91,3.89
TR,All,2021,ethnicity,black,2,3.5,3.82,313,185,78,21,59.11,24.92,6.71
TR,All,2021,ethnicity,black,3,3.82,4.0,210,128,55,6,60.95,26.19,2.86
TR,All,2021,ethnicity,hispanic_latino,1,1.0,3.5,2444,1342,549,106,54.91,22.46,4.34
TR,All,2021,ethnicity,hispanic_latino,2,3.5,3.82,1843,1184,397,60,64.24,21.54,3.26
TR,All,2021,ethnicity,hispanic_latino,3,3.82,4.0,1226,880,230,26,71.78,18.76,2.12
TR,All,2021,ethnicity,international,1,1.0,3.5,613,373,121,32,60.85,19.74,5.22
TR,All,2021,ethnicity,international,2,3.5,3.82,761,515,137,22,67.67,18.0,2.89
TR,All,2021,ethnicity,international,3,3.82,4.0,1238,866,239,32,69.95,19.31,2.58
TR,All,2021,ethnicity,white,1,1.0,3.5,1647,984,375,61,59.74,22.77,3.7
TR,All,2021,ethnicity,white,2,3.5,3.82,1898,1287,376,61,67.81,19.81,3.21
TR,All,2021,ethnicity,white,3,3.82,4.0,2065,1510,377,64,73.12,18.26,3.1
TR,All,2021,first_gen_status,first_gen,1,1.0,3.5,3960,2189,887,164,55.28,22.4,4.14
TR,All,2021,first_gen_status,first_gen,2,3.5,3.82,3337,2142,710,121,64.19,21.28,3.63
TR,All,2021,first_gen_status,first_gen,3,3.82,4.0,2845,2009,578,74,70.62,20.32,2.6
TR,All,2021,first_gen_status,not_first_gen,1,1.0,3.5,2958,1729,688,134,58.45,23.26,4.53
TR,All,2021,first_gen_status,not_first_gen,2,3.5,3.82,3603,2364,791,118,65.61,21.95,3.28
TR,All,2021,first_gen_status,not_first_gen,3,3.82,4.0,4180,2972,816,116,71.1,19.52,2.78
TR,All,2021,overall,overall,1,1.0,3.5,7109,4038,1610,306,56.8,22.65,4.3
TR,All,2021,overall,overall,2,3.5,3.82,7155,4653,1535,250,65.03,21.45,3.49
TR,All,2021,overall,overall,3,3.82,4.0,7263,5152,1440,199,70.93,19.83,2.74
TR,All,2021,pell_status,non_pell,1,1.0,3.5,3136,1929,632,109,61.51,20.15,3.48
TR,All,2021,pell_status,non_pell,2,3.5,3.82,3758,2575,717,97,68.52,19.08,2.58
TR,All,2021,pell_status,non_pell,3,3.82,4.0,4401,3237,785,100,73.55,17.84,2.27
TR,All,2021,pell_status,pell,1,1.0,3.5,3973,2109,978,197,53.08,24.62,4.96
TR,All,2021,pell_status,pell,2,3.5,3.82,3397,2078,818,153,61.17,24.08,4.5
TR,All,2021,pell_status,pell,3,3.82,4.0,2862,1915,655,99,66.91,22.89,3.46
TR,Berkeley,2010,ethnicity,aian,1,0.33,3.25,2,0,1,0,0.0,50.0,0.0
TR,Berkeley,2010,ethnicity,aian,2,3.25,3.63,8,6,2,0,75.0,25.0,0.0
TR,Berkeley,2010,ethnicity,aian,3,3.63,4.0,8,3,3,0,37.5,37.5,0.0
TR,Berkeley,2010,ethnicity,asian,1,0.33,3.25,21,17,2,0,80.95,9.52,0.0
TR,Berkeley,2010,ethnicity,asian,2,3.25,3.63,138,85,36,6,61.59,26.09,4.35
TR,Berkeley,2010,ethnicity,asian,3,3.63,4.0,434,262,141,13,60.37,32.49,3.0
TR,Berkeley,2010,ethnicity,black,1,0.33,3.25,19,7,5,4,36.84,26.32,21.05
TR,Berkeley,2010,ethnicity,black,2,3.25,3.63,21,7,10,2,33.33,47.62,9.52
TR,Berkeley,2010,ethnicity,black,3,3.63,4.0,44,20,14,3,45.45,31.82,6.82
TR,Berkeley,2010,ethnicity,hispanic_latino,1,0.33,3.25,33,15,9,1,45.45,27.27,3.03
TR,Berkeley,2010,ethnicity,hispanic_latino,2,3.25,3.63,110,60,33,8,54.55,30.0,7.27
TR,Berkeley,2010,ethnicity,hispanic_latino,3,3.63,4.0,169,97,54,5,57.4,31.95,2.96
TR,Berkeley,2010,ethnicity,international,1,0.33,3.25,4,3,0,0,75.0,0.0,0.0
TR,Berkeley,2010,ethnicity,international,2,3.25,3.63,31,20,8,1,64.52,25.81,3.23
TR,Berkeley,2010,ethnicity,international,3,3.63,4.0,260,189,42,12,72.69,16.15,4.62
TR,Berkeley,2010,ethnicity,white,1,0.33,3.25,33,20,10,2,60.61,30.3,6.06
TR,Berkeley,2010,ethnicity,white,2,3.25,3.63,196,119,54,8,60.71,27.55,4.08
TR,Berkeley,2010,ethnicity,white,3,3.63,4.0,489,310,136,16,63.39,27.81,3.27
TR,Berkeley,2010,first_gen_status,first_gen,1,0.33,3.25,65,36,13,4,55.38,20.0,6.15
TR,Berkeley,2010,first_gen_status,first_gen,2,3.25,3.63,268,151,80,17,56.34,29.85,6.34
TR,Berkeley,2010,first_gen_status,first_gen,3,3.63,4.0,574,349,176,17,60.8,30.66,2.96
TR,Berkeley,2010,first_gen_status,not_first_gen,1,0.33,3.25,43,24,10,4,55.81,23.26,9.3
TR,Berkeley,2010,first_gen_status,not_first_gen,2,3.25,3.63,243,143,67,11,58.85,27.57,4.53
TR,Berkeley,2010,first_gen_status,not_first_gen,3,3.63,4.0,778,507,187,33,65.17,24.04,4.24
TR,Berkeley,2010,overall,overall,1,0.33,3.25,122,68,28,8,55.74,22.95,6.56
TR,Berkeley,2010,overall,overall,2,3.25,3.63,558,323,156,31,57.89,27.96,5.56
TR,Berkeley,2010,overall,overall,3,3.63,4.0,1514,950,419,51,62.75,27.68,3.37
TR,Berkeley,2010,pell_status,non_pell,1,0.33,3.25,34,16,11,1,47.06,32.35,2.94
TR,Berkeley,2010,pell_status,non_pell,2,3.25,3.63,201,141,38,5,70.15,18.91,2.49
TR,Berkeley,2010,pell_status,non_pell,3,3.63,4.0,746,540,141,22,72.39,18.9,2.95
TR,Berkeley,2010,pell_status,pell,1,0.33,3.25,88,52,17,7,59.09,19.32,7.95
TR,Berkeley,2010,pell_status,pell,2,3.25,3.63,357,182,118,26,50.98,33.05,7.28
TR,Berkeley,2010,pell_status,pell,3,3.63,4.0,768,410,278,29,53.39,36.2,3.78
TR,Berkeley,2011,ethnicity,aian,1,0.31,3.27,1,1,0,0,100.0,0.0,0.0
TR,Berkeley,2011,ethnicity,aian,2,3.27,3.63,4,4,0,0,100.0,0.0,0.0
TR,Berkeley,2011,ethnicity,aian,3,3.63,4.0,13,7,4,0,53.85,30.77,0.0
TR,Berkeley,2011,ethnicity,asian,1,0.31,3.27,24,15,4,3,62.5,16.67,12.5
TR,Berkeley,2011,ethnicity,asian,2,3.27,3.63,132,88,27,5,66.67,20.45,3.79
TR,Berkeley,2011,ethnicity,asian,3,3.63,4.0,390,222,138,7,56.92,35.38,1.79
TR,Berkeley,2011,ethnicity,black,1,0.31,3.27,17,5,6,2,29.41,35.29,11.76
TR,Berkeley,2011,ethnicity,black,2,3.27,3.63,39,20,12,2,51.28,30.77,5.13
TR,Berkeley,2011,ethnicity,black,3,3.63,4.0,46,21,18,2,45.65,39.13,4.35
TR,Berkeley,2011,ethnicity,hispanic_latino,1,0.31,3.27,33,18,12,0,54.55,36.36,0.0
TR,Berkeley,2011,ethnicity,hispanic_latino,2,3.27,3.63,136,73,48,4,53.68,35.29,2.94
TR,Berkeley,2011,ethnicity,hispanic_latino,3,3.63,4.0,197,96,67,13,48.73,34.01,6.6
TR,Berkeley,2011,ethnicity,international,1,0.31,3.27,12,6,2,3,50.0,16.67,25.0
TR,Berkeley,2011,ethnicity,international,2,3.27,3.63,81,49,18,4,60.49,22.22,4.94
TR,Berkeley,2011,ethnicity,international,3,3.63,4.0,325,206,69,15,63.38,21.23,4.62
TR,Berkeley,2011,ethnicity,white,1,0.31,3.27,51,28,13,2,54.9,25.49,3.92
TR,Berkeley,2011,ethnicity,white,2,3.27,3.63,197,119,47,10,60.41,23.86,5.08
TR,Berkeley,2011,ethnicity,white,3,3.63,4.0,558,353,159,12,63.26,28.49,2.15
TR,Berkeley,2011,first_gen_status,first_gen,1,0.31,3.27,68,32,21,5,47.06,30.88,7.35
TR,Berkeley,2011,first_gen_status,first_gen,2,3.27,3.63,298,166,85,11,55.7,28.52,3.69
TR,Berkeley,2011,first_gen_status,first_gen,3,3.63,4.0,650,373,197,25,57.38,30.31,3.85
TR,Berkeley,2011,first_gen_status,not_first_gen,1,0.31,3.27,69,40,15,5,57.97,21.74,7.25
TR,Berkeley,2011,first_gen_status,not_first_gen,2,3.27,3.63,299,191,70,15,63.88,23.41,5.02
TR,Berkeley,2011,first_gen_status,not_first_gen,3,3.63,4.0,876,525,261,23,59.93,29.79,2.63
TR,Berkeley,2011,overall,overall,1,0.31,3.27,143,75,38,10,52.45,26.57,6.99
TR,Berkeley,2011,overall,overall,2,3.27,3.63,613,369,156,27,60.2,25.45,4.4
TR,Berkeley,2011,overall,overall,3,3.63,4.0,1582,931,473,49,58.85,29.9,3.1
TR,Berkeley,2011,pell_status,non_pell,1,0.31,3.27,47,24,8,7,51.06,17.02,14.89
TR,Berkeley,2011,pell_status,non_pell,2,3.27,3.63,248,173,43,11,69.76,17.34,4.44
TR,Berkeley,2011,pell_status,non_pell,3,3.63,4.0,817,540,189,24,66.1,23.13,2.94
TR,Berkeley,2011,pell_status,pell,1,0.31,3.27,96,51,30,3,53.12,31.25,3.12
TR,Berkeley,2011,pell_status,pell,2,3.27,3.63,365,196,113,16,53.7,30.96,4.38
TR,Berkeley,2011,pell_status,pell,3,3.63,4.0,765,391,284,25,51.11,37.12,3.27
TR,Berkeley,2012,ethnicity,aian,1,0.3,3.3,4,1,3,0,25.0,75.0,0.0
TR,Berkeley,2012,ethnicity,aian,2,3.3,3.65,8,5,3,0,62.5,37.5,0.0
TR,Berkeley,2012,ethnicity,aian,3,3.65,4.0,11,6,3,0,54.55,27.27,0.0
TR,Berkeley,2012,ethnicity,asian,1,0.3,3.3,18,10,5,0,55.56,27.78,0.0
TR,Berkeley,2012,ethnicity,asian,2,3.3,3.65,118,71,27,6,60.17,22.88,5.08
TR,Berkeley,2012,ethnicity,asian,3,3.65,4.0,408,248,119,15,60.78,29.17,3.68
TR,Berkeley,2012,ethnicity,black,1,0.3,3.3,13,2,6,0,15.38,46.15,0.0
TR,Berkeley,2012,ethnicity,black,2,3.3,3.65,17,11,2,2,64.71,11.76,11.76
TR,Berkeley,2012,ethnicity,black,3,3.65,4.0,41,19,18,0,46.34,43.9,0.0
TR,Berkeley,2012,ethnicity,hispanic_latino,1,0.3,3.3,25,9,12,2,36.0,48.0,8.0
TR,Berkeley,2012,ethnicity,hispanic_latino,2,3.3,3.65,101,57,25,5,56.44,24.75,4.95
TR,Berkeley,2012,ethnicity,hispanic_latino,3,3.65,4.0,217,112,78,10,51.61,35.94,4.61
TR,Berkeley,2012,ethnicity,international,1,0.3,3.3,13,8,4,0,61.54,30.77,0.0
TR,Berkeley,2012,ethnicity,international,2,3.3,3.65,65,39,14,3,60.0,21.54,4.62
TR,Berkeley,2012,ethnicity,international,3,3.65,4.0,354,234,74,11,66.1,20.9,3.11
TR,Berkeley,2012,ethnicity,white,1,0.3,3.3,41,17,14,1,41.46,34.15,2.44
TR,Berkeley,2012,ethnicity,white,2,3.3,3.65,173,97,57,6,56.07,32.95,3.47
TR,Berkeley,2012,ethnicity,white,3,3.65,4.0,467,262,145,13,56.1,31.05,2.78
TR,Berkeley,2012,first_gen_status,first_gen,1,0.3,3.3,59,26,22,2,44.07,37.29,3.39
TR,Berkeley,2012,first_gen_status,first_gen,2,3.3,3.65,243,135,69,11,55.56,28.4,4.53
TR,Berkeley,2012,first_gen_status,first_gen,3,3.65,4.0,645,378,184,24,58.6,28.53,3.72
TR,Berkeley,2012,first_gen_status,not_first_gen,1,0.3,3.3,57,22,23,1,38.6,40.35,1.75
TR,Berkeley,2012,first_gen_status,not_first_gen,2,3.3,3.65,242,154,55,12,63.64,22.73,4.96
TR,Berkeley,2012,first_gen_status,not_first_gen,3,3.65,4.0,868,515,254,25,59.33,29.26,2.88
TR,Berkeley,2012,overall,overall,1,0.3,3.3,123,54,46,3,43.9,37.4,2.44
TR,Berkeley,2012,overall,overall,2,3.3,3.65,502,296,128,24,58.96,25.5,4.78
TR,Berkeley,2012,overall,overall,3,3.65,4.0,1558,915,458,50,58.73,29.4,3.21
TR,Berkeley,2012,pell_status,non_pell,1,0.3,3.3,32,14,11,2,43.75,34.38,6.25
TR,Berkeley,2012,pell_status,non_pell,2,3.3,3.65,201,139,32,5,69.15,15.92,2.49
TR,Berkeley,2012,pell_status,non_pell,3,3.65,4.0,772,512,181,18,66.32,23.45,2.33
TR,Berkeley,2012,pell_status,pell,1,0.3,3.3,91,40,35,1,43.96,38.46,1.1
TR,Berkeley,2012,pell_status,pell,2,3.3,3.65,301,157,96,19,52.16,31.89,6.31
TR,Berkeley,2012,pell_status,pell,3,3.65,4.0,786,403,277,32,51.27,35.24,4.07
TR,Berkeley,2013,ethnicity,aian,2,3.31,3.66,7,4,2,1,57.14,28.57,14.29
TR,Berkeley,2013,ethnicity,aian,3,3.66,4.0,8,2,3,2,25.0,37.5,25.0
TR,Berkeley,2013,ethnicity,asian,1,0.32,3.31,16,8,4,0,50.0,25.0,0.0
TR,Berkeley,2013,ethnicity,asian,2,3.31,3.66,110,57,33,3,51.82,30.0,2.73
TR,Berkeley,2013,ethnicity,asian,3,3.66,4.0,432,256,133,14,59.26,30.79,3.24
TR,Berkeley,2013,ethnicity,black,1,0.32,3.31,13,7,3,2,53.85,23.08,15.38
TR,Berkeley,2013,ethnicity,black,2,3.31,3.66,26,12,12,0,46.15,46.15,0.0
TR,Berkeley,2013,ethnicity,black,3,3.66,4.0,53,19,19,4,35.85,35.85,7.55
TR,Berkeley,2013,ethnicity,hispanic_latino,1,0.32,3.31,37,20,7,1,54.05,18.92,2.7
TR,Berkeley,2013,ethnicity,hispanic_latino,2,3.31,3.66,110,55,42,5,50.0,38.18,4.55
TR,Berkeley,2013,ethnicity,hispanic_latino,3,3.66,4.0,193,112,53,14,58.03,27.46,7.25
TR,Berkeley,2013,ethnicity,international,1,0.32,3.31,25,18,6,0,72.0,24.0,0.0
TR,Berkeley,2013,ethnicity,international,2,3.31,3.66,78,47,15,0,60.26,19.23,0.0
