entry,campus,cohort,group_type,subgroup,band,band_lo,band_hi,denom,n_first,n_second,n_third,r_first_pct,r_second_pct,r_third_pct
FR,Los Angeles,2016,ethnicity,hispanic_latino,3,3.86,4.0,768,635,75,4,82.68,9.77,0.52
FR,Los Angeles,2016,ethnicity,international,1,0.85,3.59,35,30,0,0,85.71,0.0,0.0
FR,Los Angeles,2016,ethnicity,international,2,3.59,3.86,87,68,6,5,78.16,6.9,5.75
FR,Los Angeles,2016,ethnicity,international,3,3.86,4.0,326,272,14,6,83.44,4.29,1.84
FR,Los Angeles,2016,ethnicity,white,1,0.85,3.59,121,88,13,3,72.73,10.74,2.48
FR,Los Angeles,2016,ethnicity,white,2,3.59,3.86,321,271,21,1,84.42,6.54,0.31
FR,Los Angeles,2016,ethnicity,white,3,3.86,4.0,1117,1000,56,5,89.53,5.01,0.45
FR,Los Angeles,2016,first_gen_status,first_gen,1,0.85,3.59,270,172,36,8,63.7,13.33,2.96
FR,Los Angeles,2016,first_gen_status,first_gen,2,3.59,3.86,673,523,55,8,77.71,8.17,1.19
FR,Los Angeles,2016,first_gen_status,first_gen,3,3.86,4.0,1095,925,87,5,84.47,7.95,0.46
FR,Los Angeles,2016,first_gen_status,not_first_gen,1,0.85,3.59,284,211,36,3,74.3,12.68,1.06
FR,Los Angeles,2016,first_gen_status,not_first_gen,2,3.59,3.86,866,730,64,12,84.3,7.39,1.39
FR,Los Angeles,2016,first_gen_status,not_first_gen,3,3.86,4.0,2899,2578,164,17,88.93,5.66,0.59
FR,Los Angeles,2016,overall,overall,1,0.85,3.59,564,392,73,11,69.5,12.94,1.95
FR,Los Angeles,2016,overall,overall,2,3.59,3.86,1568,1276,121,20,81.38,7.72,1.28
FR,Los Angeles,2016,overall,overall,3,3.86,4.0,4047,3541,256,23,87.5,6.33,0.57
FR,Los Angeles,2016,pell_status,non_pell,1,0.85,3.59,283,209,32,1,73.85,11.31,0.35
FR,Los Angeles,2016,pell_status,non_pell,2,3.59,3.86,852,725,58,11,85.09,6.81,1.29
FR,Los Angeles,2016,pell_status,non_pell,3,3.86,4.0,2802,2495,156,14,89.04,5.57,0.5
FR,Los Angeles,2016,pell_status,pell,1,0.85,3.59,281,183,41,10,65.12,14.59,3.56
FR,Los Angeles,2016,pell_status,pell,2,3.59,3.86,716,551,63,9,76.96,8.8,1.26
FR,Los Angeles,2016,pell_status,pell,3,3.86,4.0,1245,1046,100,9,84.02,8.03,0.72
FR,Los Angeles,2017,ethnicity,aian,1,0.0,3.63,3,1,1,0,33.33,33.33,0.0
FR,Los Angeles,2017,ethnicity,aian,2,3.63,3.88,9,6,1,0,66.67,11.11,0.0
FR,Los Angeles,2017,ethnicity,aian,3,3.88,4.0,18,15,0,0,83.33,0.0,0.0
FR,Los Angeles,2017,ethnicity,asian,1,0.0,3.63,109,90,6,3,82.57,5.5,2.75
FR,Los Angeles,2017,ethnicity,asian,2,3.63,3.88,372,318,28,3,85.48,7.53,0.81
FR,Los Angeles,2017,ethnicity,asian,3,3.88,4.0,1405,1288,61,11,91.67,4.34,0.78
FR,Los Angeles,2017,ethnicity,black,1,0.0,3.63,86,56,6,1,65.12,6.98,1.16
FR,Los Angeles,2017,ethnicity,black,2,3.63,3.88,107,89,10,0,83.18,9.35,0.0
FR,Los Angeles,2017,ethnicity,black,3,3.88,4.0,122,103,7,0,84.43,5.74,0.0
FR,Los Angeles,2017,ethnicity,hispanic_latino,1,0.0,3.63,180,132,17,3,73.33,9.44,1.67
FR,Los Angeles,2017,ethnicity,hispanic_latino,2,3.63,3.88,456,353,39,6,77.41,8.55,1.32
FR,Los Angeles,2017,ethnicity,hispanic_latino,3,3.88,4.0,673,563,45,6,83.66,6.69,0.89
FR,Los Angeles,2017,ethnicity,international,1,0.0,3.63,48,38,5,0,79.17,10.42,0.0
FR,Los Angeles,2017,ethnicity,international,2,3.63,3.88,80,71,4,2,88.75,5.0,2.5
FR,Los Angeles,2017,ethnicity,international,3,3.88,4.0,243,209,16,2,86.01,6.58,0.82
FR,Los Angeles,2017,ethnicity,white,1,0.0,3.63,137,96,17,8,70.07,12.41,5.84
FR,Los Angeles,2017,ethnicity,white,2,3.63,3.88,326,284,19,0,87.12,5.83,0.0
FR,Los Angeles,2017,ethnicity,white,3,3.88,4.0,1083,971,46,15,89.66,4.25,1.39
FR,Los Angeles,2017,first_gen_status,first_gen,1,0.0,3.63,247,173,23,5,70.04,9.31,2.02
FR,Los Angeles,2017,first_gen_status,first_gen,2,3.63,3.88,557,435,48,6,78.1,8.62,1.08
FR,Los Angeles,2017,first_gen_status,first_gen,3,3.88,4.0,966,825,50,10,85.4,5.18,1.04
FR,Los Angeles,2017,first_gen_status,not_first_gen,1,0.0,3.63,321,245,30,8,76.32,9.35,2.49
FR,Los Angeles,2017,first_gen_status,not_first_gen,2,3.63,3.88,824,709,55,5,86.04,6.67,0.61
FR,Los Angeles,2017,first_gen_status,not_first_gen,3,3.88,4.0,2653,2392,130,23,90.16,4.9,0.87
FR,Los Angeles,2017,overall,overall,1,0.0,3.63,583,426,55,15,73.07,9.43,2.57
FR,Los Angeles,2017,overall,overall,2,3.63,3.88,1409,1169,105,11,82.97,7.45,0.78
FR,Los Angeles,2017,overall,overall,3,3.88,4.0,3670,3263,183,34,88.91,4.99,0.93
FR,Los Angeles,2017,pell_status,non_pell,1,0.0,3.63,311,233,33,7,74.92,10.61,2.25
FR,Los Angeles,2017,pell_status,non_pell,2,3.63,3.88,787,672,48,4,85.39,6.1,0.51
FR,Los Angeles,2017,pell_status,non_pell,3,3.88,4.0,2598,2346,119,25,90.3,4.58,0.96
FR,Los Angeles,2017,pell_status,pell,1,0.0,3.63,272,193,22,8,70.96,8.09,2.94
FR,Los Angeles,2017,pell_status,pell,2,3.63,3.88,622,497,57,7,79.9,9.16,1.13
FR,Los Angeles,2017,pell_status,pell,3,3.88,4.0,1072,917,64,9,85.54,5.97,0.84
FR,Los Angeles,2018,ethnicity,aian,1,0.0,3.68,15,9,2,1,60.0,13.33,6.67
FR,Los Angeles,2018,ethnicity,aian,2,3.68,3.9,9,6,1,0,66.67,11.11,0.0
FR,Los Angeles,2018,ethnicity,aian,3,3.9,4.0,24,20,1,0,83.33,4.17,0.0
FR,Los Angeles,2018,ethnicity,asian,1,0.0,3.68,120,91,10,4,75.83,8.33,3.33
FR,Los Angeles,2018,ethnicity,asian,2,3.68,3.9,389,339,23,2,87.15,5.91,0.51
FR,Los Angeles,2018,ethnicity,asian,3,3.9,4.0,1606,1474,71,10,91.78,4.42,0.62
FR,Los Angeles,2018,ethnicity,black,1,0.0,3.68,93,57,11,3,61.29,11.83,3.23
FR,Los Angeles,2018,ethnicity,black,2,3.68,3.9,99,77,6,3,77.78,6.06,3.03
FR,Los Angeles,2018,ethnicity,black,3,3.9,4.0,143,120,9,2,83.92,6.29,1.4
FR,Los Angeles,2018,ethnicity,hispanic_latino,1,0.0,3.68,193,125,18,2,64.77,9.33,1.04
FR,Los Angeles,2018,ethnicity,hispanic_latino,2,3.68,3.9,324,246,24,9,75.93,7.41,2.78
FR,Los Angeles,2018,ethnicity,hispanic_latino,3,3.9,4.0,665,567,40,4,85.26,6.02,0.6
FR,Los Angeles,2018,ethnicity,international,1,0.0,3.68,49,39,4,0,79.59,8.16,0.0
FR,Los Angeles,2018,ethnicity,international,2,3.68,3.9,83,64,9,4,77.11,10.84,4.82
FR,Los Angeles,2018,ethnicity,international,3,3.9,4.0,260,230,11,4,88.46,4.23,1.54
FR,Los Angeles,2018,ethnicity,white,1,0.0,3.68,141,95,19,3,67.38,13.48,2.13
FR,Los Angeles,2018,ethnicity,white,2,3.68,3.9,284,245,15,3,86.27,5.28,1.06
FR,Los Angeles,2018,ethnicity,white,3,3.9,4.0,1147,1021,63,10,89.01,5.49,0.87
FR,Los Angeles,2018,first_gen_status,first_gen,1,0.0,3.68,265,164,25,4,61.89,9.43,1.51
FR,Los Angeles,2018,first_gen_status,first_gen,2,3.68,3.9,431,325,36,8,75.41,8.35,1.86
FR,Los Angeles,2018,first_gen_status,first_gen,3,3.9,4.0,914,785,53,10,85.89,5.8,1.09
FR,Los Angeles,2018,first_gen_status,not_first_gen,1,0.0,3.68,346,252,36,10,72.83,10.4,2.89
FR,Los Angeles,2018,first_gen_status,not_first_gen,2,3.68,3.9,781,672,41,13,86.04,5.25,1.66
FR,Los Angeles,2018,first_gen_status,not_first_gen,3,3.9,4.0,3045,2753,153,20,90.41,5.02,0.66
FR,Los Angeles,2018,overall,overall,1,0.0,3.68,634,429,66,14,67.67,10.41,2.21
FR,Los Angeles,2018,overall,overall,2,3.68,3.9,1237,1017,80,22,82.22,6.47,1.78
FR,Los Angeles,2018,overall,overall,3,3.9,4.0,4016,3585,211,31,89.27,5.25,0.77
FR,Los Angeles,2018,pell_status,non_pell,1,0.0,3.68,356,255,40,5,71.63,11.24,1.4
FR,Los Angeles,2018,pell_status,non_pell,2,3.68,3.9,762,654,39,12,85.83,5.12,1.57
FR,Los Angeles,2018,pell_status,non_pell,3,3.9,4.0,2915,2636,144,16,90.43,4.94,0.55
FR,Los Angeles,2018,pell_status,pell,1,0.0,3.68,278,174,26,9,62.59,9.35,3.24
FR,Los Angeles,2018,pell_status,pell,2,3.68,3.9,475,363,41,10,76.42,8.63,2.11
FR,Los Angeles,2018,pell_status,pell,3,3.9,4.0,1101,949,67,15,86.19,6.09,1.36
FR,Los Angeles,2019,ethnicity,aian,1,1.38,3.69,11,8,0,1,72.73,0.0,9.09
FR,Los Angeles,2019,ethnicity,aian,2,3.69,3.91,11,8,1,0,72.73,9.09,0.0
FR,Los Angeles,2019,ethnicity,aian,3,3.91,4.0,17,15,0,0,88.24,0.0,0.0
FR,Los Angeles,2019,ethnicity,asian,1,1.38,3.69,94,76,7,1,80.85,7.45,1.06
FR,Los Angeles,2019,ethnicity,asian,2,3.69,3.91,392,347,27,2,88.52,6.89,0.51
FR,Los Angeles,2019,ethnicity,asian,3,3.91,4.0,1598,1480,63,7,92.62,3.94,0.44
FR,Los Angeles,2019,ethnicity,black,1,1.38,3.69,85,54,8,3,63.53,9.41,3.53
FR,Los Angeles,2019,ethnicity,black,2,3.69,3.91,101,72,10,2,71.29,9.9,1.98
FR,Los Angeles,2019,ethnicity,black,3,3.91,4.0,155,127,8,3,81.94,5.16,1.94
FR,Los Angeles,2019,ethnicity,hispanic_latino,1,1.38,3.69,148,108,20,2,72.97,13.51,1.35
FR,Los Angeles,2019,ethnicity,hispanic_latino,2,3.69,3.91,365,280,25,2,76.71,6.85,0.55
FR,Los Angeles,2019,ethnicity,hispanic_latino,3,3.91,4.0,700,596,37,11,85.14,5.29,1.57
FR,Los Angeles,2019,ethnicity,international,1,1.38,3.69,30,23,3,0,76.67,10.0,0.0
FR,Los Angeles,2019,ethnicity,international,2,3.69,3.91,48,41,2,1,85.42,4.17,2.08
FR,Los Angeles,2019,ethnicity,international,3,3.91,4.0,244,209,10,9,85.66,4.1,3.69
FR,Los Angeles,2019,ethnicity,white,1,1.38,3.69,104,80,11,1,76.92,10.58,0.96
FR,Los Angeles,2019,ethnicity,white,2,3.69,3.91,270,226,20,1,83.7,7.41,0.37
FR,Los Angeles,2019,ethnicity,white,3,3.91,4.0,1069,951,57,6,88.96,5.33,0.56
FR,Los Angeles,2019,first_gen_status,first_gen,1,1.38,3.69,190,131,24,3,68.95,12.63,1.58
FR,Los Angeles,2019,first_gen_status,first_gen,2,3.69,3.91,451,350,29,3,77.61,6.43,0.67
FR,Los Angeles,2019,first_gen_status,first_gen,3,3.91,4.0,901,773,39,11,85.79,4.33,1.22
FR,Los Angeles,2019,first_gen_status,not_first_gen,1,1.38,3.69,285,218,26,5,76.49,9.12,1.75
FR,Los Angeles,2019,first_gen_status,not_first_gen,2,3.69,3.91,751,637,55,5,84.82,7.32,0.67
FR,Los Angeles,2019,first_gen_status,not_first_gen,3,3.91,4.0,2956,2666,147,25,90.19,4.97,0.85
FR,Los Angeles,2019,overall,overall,1,1.38,3.69,484,356,51,8,73.55,10.54,1.65
FR,Los Angeles,2019,overall,overall,2,3.69,3.91,1221,1002,86,8,82.06,7.04,0.66
FR,Los Angeles,2019,overall,overall,3,3.91,4.0,3930,3506,188,37,89.21,4.78,0.94
FR,Los Angeles,2019,pell_status,non_pell,1,1.38,3.69,260,202,22,6,77.69,8.46,2.31
FR,Los Angeles,2019,pell_status,non_pell,2,3.69,3.91,711,595,52,5,83.68,7.31,0.7
FR,Los Angeles,2019,pell_status,non_pell,3,3.91,4.0,2864,2575,139,24,89.91,4.85,0.84
FR,Los Angeles,2019,pell_status,pell,1,1.38,3.69,224,154,29,2,68.75,12.95,0.89
FR,Los Angeles,2019,pell_status,pell,2,3.69,3.91,510,407,34,3,79.8,6.67,0.59
FR,Los Angeles,2019,pell_status,pell,3,3.91,4.0,1066,931,49,13,87.34,4.6,1.22
FR,Los Angeles,2020,ethnicity,aian,1,1.1,3.67,3,1,2,0,33.33,66.67,0.0
FR,Los Angeles,2020,ethnicity,aian,2,3.67,3.91,11,10,1,0,90.91,9.09,0.0
FR,Los Angeles,2020,ethnicity,aian,3,3.91,4.0,15,11,0,0,73.33,0.0,0.0
FR,Los Angeles,2020,ethnicity,asian,1,1.1,3.67,115,81,10,0,70.43,8.7,0.0
FR,Los Angeles,2020,ethnicity,asian,2,3.67,3.91,512,464,16,0,90.62,3.12,0.0
FR,Los Angeles,2020,ethnicity,asian,3,3.91,4.0,1844,1710,67,0,92.73,3.63,0.0
FR,Los Angeles,2020,ethnicity,black,1,1.1,3.67,83,50,12,0,60.24,14.46,0.0
FR,Los Angeles,2020,ethnicity,black,2,3.67,3.91,111,85,9,0,76.58,8.11,0.0
FR,Los Angeles,2020,ethnicity,black,3,3.91,4.0,133,106,7,0,79.7,5.26,0.0
FR,Los Angeles,2020,ethnicity,hispanic_latino,1,1.1,3.67,128,88,8,0,68.75,6.25,0.0
FR,Los Angeles,2020,ethnicity,hispanic_latino,2,3.67,3.91,395,313,19,0,79.24,4.81,0.0
FR,Los Angeles,2020,ethnicity,hispanic_latino,3,3.91,4.0,702,608,35,0,86.61,4.99,0.0
FR,Los Angeles,2020,ethnicity,international,1,1.1,3.67,18,16,0,0,88.89,0.0,0.0
FR,Los Angeles,2020,ethnicity,international,2,3.67,3.91,67,54,7,0,80.6,10.45,0.0
FR,Los Angeles,2020,ethnicity,international,3,3.91,4.0,252,214,16,0,84.92,6.35,0.0
FR,Los Angeles,2020,ethnicity,white,1,1.1,3.67,113,67,13,0,59.29,11.5,0.0
FR,Los Angeles,2020,ethnicity,white,2,3.67,3.91,278,245,12,0,88.13,4.32,0.0
FR,Los Angeles,2020,ethnicity,white,3,3.91,4.0,1195,1094,38,0,91.55,3.18,0.0
FR,Los Angeles,2020,first_gen_status,first_gen,1,1.1,3.67,165,102,16,0,61.82,9.7,0.0
FR,Los Angeles,2020,first_gen_status,first_gen,2,3.67,3.91,469,369,29,0,78.68,6.18,0.0
FR,Los Angeles,2020,first_gen_status,first_gen,3,3.91,4.0,864,748,37,0,86.57,4.28,0.0
FR,Los Angeles,2020,first_gen_status,not_first_gen,1,1.1,3.67,295,201,29,0,68.14,9.83,0.0
FR,Los Angeles,2020,first_gen_status,not_first_gen,2,3.67,3.91,914,814,32,0,89.06,3.5,0.0
FR,Los Angeles,2020,first_gen_status,not_first_gen,3,3.91,4.0,3346,3068,125,0,91.69,3.74,0.0
FR,Los Angeles,2020,overall,overall,1,1.1,3.67,472,313,45,0,66.31,9.53,0.0
FR,Los Angeles,2020,overall,overall,2,3.67,3.91,1412,1207,64,0,85.48,4.53,0.0
FR,Los Angeles,2020,overall,overall,3,3.91,4.0,4323,3916,168,0,90.59,3.89,0.0
FR,Los Angeles,2020,pell_status,non_pell,1,1.1,3.67,271,191,21,0,70.48,7.75,0.0
FR,Los Angeles,2020,pell_status,non_pell,2,3.67,3.91,894,793,34,0,88.7,3.8,0.0
FR,Los Angeles,2020,pell_status,non_pell,3,3.91,4.0,3286,2997,126,0,91.21,3.83,0.0
FR,Los Angeles,2020,pell_status,pell,1,1.1,3.67,201,122,24,0,60.7,11.94,0.0
FR,Los Angeles,2020,pell_status,pell,2,3.67,3.91,518,414,30,0,79.92,5.79,0.0
FR,Los Angeles,2020,pell_status,pell,3,3.91,4.0,1037,919,42,0,88.62,4.05,0.0
FR,Los Angeles,2021,ethnicity,aian,1,0.0,3.71,9,2,0,0,22.22,0.0,0.0
FR,Los Angeles,2021,ethnicity,aian,2,3.71,3.92,16,14,0,0,87.5,0.0,0.0
FR,Los Angeles,2021,ethnicity,aian,3,3.92,4.0,21,15,0,0,71.43,0.0,0.0
FR,Los Angeles,2021,ethnicity,asian,1,0.0,3.71,86,70,0,0,81.4,0.0,0.0
FR,Los Angeles,2021,ethnicity,asian,2,3.71,3.92,349,316,0,0,90.54,0.0,0.0
FR,Los Angeles,2021,ethnicity,asian,3,3.92,4.0,1797,1666,0,0,92.71,0.0,0.0
FR,Los Angeles,2021,ethnicity,black,1,0.0,3.71,85,49,0,0,57.65,0.0,0.0
FR,Los Angeles,2021,ethnicity,black,2,3.71,3.92,136,106,0,0,77.94,0.0,0.0
FR,Los Angeles,2021,ethnicity,black,3,3.92,4.0,193,163,0,0,84.46,0.0,0.0
FR,Los Angeles,2021,ethnicity,hispanic_latino,1,0.0,3.71,149,101,0,0,67.79,0.0,0.0
FR,Los Angeles,2021,ethnicity,hispanic_latino,2,3.71,3.92,371,291,0,0,78.44,0.0,0.0
FR,Los Angeles,2021,ethnicity,hispanic_latino,3,3.92,4.0,761,642,0,0,84.36,0.0,0.0
FR,Los Angeles,2021,ethnicity,international,1,0.0,3.71,36,28,0,0,77.78,0.0,0.0
FR,Los Angeles,2021,ethnicity,international,2,3.71,3.92,63,55,0,0,87.3,0.0,0.0
FR,Los Angeles,2021,ethnicity,international,3,3.92,4.0,365,329,0,0,90.14,0.0,0.0
FR,Los Angeles,2021,ethnicity,white,1,0.0,3.71,82,55,0,0,67.07,0.0,0.0
FR,Los Angeles,2021,ethnicity,white,2,3.71,3.92,242,202,0,0,83.47,0.0,0.0
FR,Los Angeles,2021,ethnicity,white,3,3.92,4.0,1358,1228,0,0,90.43,0.0,0.0
FR,Los Angeles,2021,first_gen_status,first_gen,1,0.0,3.71,204,128,0,0,62.75,0.0,0.0
FR,Los Angeles,2021,first_gen_status,first_gen,2,3.71,3.92,452,345,0,0,76.33,0.0,0.0
FR,Los Angeles,2021,first_gen_status,first_gen,3,3.92,4.0,913,787,0,0,86.2,0.0,0.0
FR,Los Angeles,2021,first_gen_status,not_first_gen,1,0.0,3.71,251,176,0,0,70.12,0.0,0.0
FR,Los Angeles,2021,first_gen_status,not_first_gen,2,3.71,3.92,759,659,0,0,86.82,0.0,0.0
FR,Los Angeles,2021,first_gen_status,not_first_gen,3,3.92,4.0,3644,3310,0,0,90.83,0.0,0.0
FR,Los Angeles,2021,overall,overall,1,0.0,3.71,471,315,0,0,66.88,0.0,0.0
FR,Los Angeles,2021,overall,overall,2,3.71,3.92,1230,1019,0,0,82.85,0.0,0.0
FR,Los Angeles,2021,overall,overall,3,3.92,4.0,4662,4191,0,0,89.9,0.0,0.0
FR,Los Angeles,2021,pell_status,non_pell,1,0.0,3.71,246,165,0,0,67.07,0.0,0.0
FR,Los Angeles,2021,pell_status,non_pell,2,3.71,3.92,727,631,0,0,86.8,0.0,0.0
FR,Los Angeles,2021,pell_status,non_pell,3,3.92,4.0,3497,3181,0,0,90.96,0.0,0.0
FR,Los Angeles,2021,pell_status,pell,1,0.0,3.71,225,150,0,0,66.67,0.0,0.0
FR,Los Angeles,2021,pell_status,pell,2,3.71,3.92,503,388,0,0,77.14,0.0,0.0
FR,Los Angeles,2021,pell_status,pell,3,3.92,4.0,1165,1010,0,0,86.7,0.0,0.0
FR,Merced,2010,ethnicity,aian,1,1.75,3.47,8,1,2,2,12.5,25.0,25.0
FR,Merced,2010,ethnicity,aian,3,3.79,4.0,1,0,1,0,0.0,100.0,0.0
FR,Merced,2010,ethnicity,asian,1,1.75,3.47,305,138,71,16,45.25,23.28,5.25
FR,Merced,2010,ethnicity,asian,2,3.47,3.79,77,24,33,2,31.17,42.86,2.6
FR,Merced,2010,ethnicity,asian,3,3.79,4.0,37,22,9,0,59.46,24.32,0.0
FR,Merced,2010,ethnicity,black,1,1.75,3.47,81,27,29,4,33.33,35.8,4.94
FR,Merced,2010,ethnicity,black,2,3.47,3.79,17,5,6,0,29.41,35.29,0.0
FR,Merced,2010,ethnicity,black,3,3.79,4.0,5,3,1,0,60.0,20.0,0.0
FR,Merced,2010,ethnicity,hispanic_latino,1,1.75,3.47,387,129,101,11,33.33,26.1,2.84
FR,Merced,2010,ethnicity,hispanic_latino,2,3.47,3.79,101,45,25,2,44.55,24.75,1.98
FR,Merced,2010,ethnicity,hispanic_latino,3,3.79,4.0,29,9,10,1,31.03,34.48,3.45
FR,Merced,2010,ethnicity,international,1,1.75,3.47,9,1,1,1,11.11,11.11,11.11
FR,Merced,2010,ethnicity,international,2,3.47,3.79,4,1,1,0,25.0,25.0,0.0
FR,Merced,2010,ethnicity,international,3,3.79,4.0,,0,0,0,0.0,0.0,0.0
FR,Merced,2010,ethnicity,white,1,1.75,3.47,157,58,35,11,36.94,22.29,7.01
FR,Merced,2010,ethnicity,white,2,3.47,3.79,48,21,12,3,43.75,25.0,6.25
FR,Merced,2010,ethnicity,white,3,3.79,4.0,22,11,7,1,50.0,31.82,4.55
FR,Merced,2010,first_gen_status,first_gen,1,1.75,3.47,558,181,143,30,32.44,25.63,5.38
FR,Merced,2010,first_gen_status,first_gen,2,3.47,3.79,154,59,39,6,38.31,25.32,3.9
FR,Merced,2010,first_gen_status,first_gen,3,3.79,4.0,65,31,19,1,47.69,29.23,1.54
FR,Merced,2010,first_gen_status,not_first_gen,1,1.75,3.47,386,174,91,14,45.08,23.58,3.63
FR,Merced,2010,first_gen_status,not_first_gen,2,3.47,3.79,94,39,36,2,41.49,38.3,2.13
FR,Merced,2010,first_gen_status,not_first_gen,3,3.79,4.0,30,13,9,1,43.33,30.0,3.33
FR,Merced,2010,overall,overall,1,1.75,3.47,985,372,246,47,37.77,24.97,4.77
FR,Merced,2010,overall,overall,2,3.47,3.79,256,100,79,9,39.06,30.86,3.52
FR,Merced,2010,overall,overall,3,3.79,4.0,97,46,28,2,47.42,28.87,2.06
FR,Merced,2010,pell_status,non_pell,1,1.75,3.47,345,145,76,17,42.03,22.03,4.93
FR,Merced,2010,pell_status,non_pell,2,3.47,3.79,73,27,30,1,36.99,41.1,1.37
FR,Merced,2010,pell_status,non_pell,3,3.79,4.0,28,12,7,0,42.86,25.0,0.0
FR,Merced,2010,pell_status,pell,1,1.75,3.47,640,227,170,30,35.47,26.56,4.69
FR,Merced,2010,pell_status,pell,2,3.47,3.79,183,73,49,8,39.89,26.78,4.37
FR,Merced,2010,pell_status,pell,3,3.79,4.0,69,34,21,2,49.28,30.43,2.9
FR,Merced,2011,ethnicity,aian,1,0.87,3.5,6,3,0,0,50.0,0.0,0.0
FR,Merced,2011,ethnicity,aian,2,3.5,3.8,1,0,0,1,0.0,0.0,100.0
FR,Merced,2011,ethnicity,aian,3,3.8,4.0,1,0,1,0,0.0,100.0,0.0
FR,Merced,2011,ethnicity,asian,1,0.87,3.5,350,136,107,21,38.86,30.57,6.0
FR,Merced,2011,ethnicity,asian,2,3.5,3.8,71,26,29,4,36.62,40.85,5.63
FR,Merced,2011,ethnicity,asian,3,3.8,4.0,19,11,6,1,57.89,31.58,5.26
FR,Merced,2011,ethnicity,black,1,0.87,3.5,115,32,28,6,27.83,24.35,5.22
FR,Merced,2011,ethnicity,black,2,3.5,3.8,22,9,6,0,40.91,27.27,0.0
FR,Merced,2011,ethnicity,black,3,3.8,4.0,5,2,2,0,40.0,40.0,0.0
FR,Merced,2011,ethnicity,hispanic_latino,1,0.87,3.5,448,126,108,18,28.12,24.11,4.02
FR,Merced,2011,ethnicity,hispanic_latino,2,3.5,3.8,128,41,39,5,32.03,30.47,3.91
FR,Merced,2011,ethnicity,hispanic_latino,3,3.8,4.0,34,13,13,1,38.24,38.24,2.94
FR,Merced,2011,ethnicity,international,1,0.87,3.5,6,2,2,0,33.33,33.33,0.0
FR,Merced,2011,ethnicity,international,2,3.5,3.8,2,1,0,0,50.0,0.0,0.0
FR,Merced,2011,ethnicity,white,1,0.87,3.5,151,56,44,9,37.09,29.14,5.96
FR,Merced,2011,ethnicity,white,2,3.5,3.8,34,19,11,1,55.88,32.35,2.94
FR,Merced,2011,ethnicity,white,3,3.8,4.0,17,11,2,2,64.71,11.76,11.76
FR,Merced,2011,first_gen_status,first_gen,1,0.87,3.5,640,198,162,28,30.94,25.31,4.38
FR,Merced,2011,first_gen_status,first_gen,2,3.5,3.8,168,59,51,8,35.12,30.36,4.76
FR,Merced,2011,first_gen_status,first_gen,3,3.8,4.0,51,24,17,1,47.06,33.33,1.96
FR,Merced,2011,first_gen_status,not_first_gen,1,0.87,3.5,429,158,123,23,36.83,28.67,5.36
FR,Merced,2011,first_gen_status,not_first_gen,2,3.5,3.8,87,36,33,2,41.38,37.93,2.3
FR,Merced,2011,first_gen_status,not_first_gen,3,3.8,4.0,24,13,7,2,54.17,29.17,8.33
FR,Merced,2011,overall,overall,1,0.87,3.5,1094,363,293,54,33.18,26.78,4.94
FR,Merced,2011,overall,overall,2,3.5,3.8,259,96,85,11,37.07,32.82,4.25
FR,Merced,2011,overall,overall,3,3.8,4.0,77,37,25,4,48.05,32.47,5.19
FR,Merced,2011,pell_status,non_pell,1,0.87,3.5,399,150,106,20,37.59,26.57,5.01
FR,Merced,2011,pell_status,non_pell,2,3.5,3.8,75,31,30,2,41.33,40.0,2.67
FR,Merced,2011,pell_status,non_pell,3,3.8,4.0,24,14,5,1,58.33,20.83,4.17
FR,Merced,2011,pell_status,pell,1,0.87,3.5,695,213,187,34,30.65,26.91,4.89
FR,Merced,2011,pell_status,pell,2,3.5,3.8,184,65,55,9,35.33,29.89,4.89
FR,Merced,2011,pell_status,pell,3,3.8,4.0,53,23,20,3,43.4,37.74,5.66
FR,Merced,2012,ethnicity,aian,1,1.02,3.52,5,2,2,0,40.0,40.0,0.0
FR,Merced,2012,ethnicity,aian,2,3.52,3.81,2,1,1,0,50.0,50.0,0.0
FR,Merced,2012,ethnicity,aian,3,3.81,4.0,2,1,1,0,50.0,50.0,0.0
FR,Merced,2012,ethnicity,asian,1,1.02,3.52,321,122,93,15,38.01,28.97,4.67
FR,Merced,2012,ethnicity,asian,2,3.52,3.81,65,27,24,5,41.54,36.92,7.69
FR,Merced,2012,ethnicity,asian,3,3.81,4.0,24,9,10,1,37.5,41.67,4.17
FR,Merced,2012,ethnicity,black,1,1.02,3.52,104,45,22,3,43.27,21.15,2.88
FR,Merced,2012,ethnicity,black,2,3.52,3.81,24,11,7,0,45.83,29.17,0.0
FR,Merced,2012,ethnicity,black,3,3.81,4.0,,0,0,0,0.0,0.0,0.0
FR,Merced,2012,ethnicity,hispanic_latino,1,1.02,3.52,532,197,113,20,37.03,21.24,3.76
FR,Merced,2012,ethnicity,hispanic_latino,2,3.52,3.81,98,36,31,5,36.73,31.63,5.1
FR,Merced,2012,ethnicity,hispanic_latino,3,3.81,4.0,38,16,11,2,42.11,28.95,5.26
FR,Merced,2012,ethnicity,international,1,1.02,3.52,38,16,7,2,42.11,18.42,5.26
FR,Merced,2012,ethnicity,international,2,3.52,3.81,8,1,1,0,12.5,12.5,0.0
FR,Merced,2012,ethnicity,international,3,3.81,4.0,5,1,3,0,20.0,60.0,0.0
FR,Merced,2012,ethnicity,white,1,1.02,3.52,139,61,30,6,43.88,21.58,4.32
