level,family,subgroup,school,cohort,measure,rate_pct,numer,denom
FR,pell,pell,Global Policy & Strategy,2022,ret2,86.3,63,73
FR,pell,pell,Global Policy & Strategy,2023,ret1,91.36,74,81
FR,pell,pell,Global Policy & Strategy,2023,ret2,88.89,72,81
FR,pell,pell,Global Policy & Strategy,2024,ret1,94.81,73,77
FR,pell,pell,Halicioğlu Data Science Institute,2017,grad4,66.67,12,18
FR,pell,pell,Halicioğlu Data Science Institute,2017,grad5,88.89,16,18
FR,pell,pell,Halicioğlu Data Science Institute,2017,grad6,94.44,17,18
FR,pell,pell,Halicioğlu Data Science Institute,2017,ret1,100.0,18,18
FR,pell,pell,Halicioğlu Data Science Institute,2017,ret2,100.0,18,18
FR,pell,pell,Halicioğlu Data Science Institute,2018,grad4,68.18,15,22
FR,pell,pell,Halicioğlu Data Science Institute,2018,grad5,90.91,20,22
FR,pell,pell,Halicioğlu Data Science Institute,2018,grad6,90.91,20,22
FR,pell,pell,Halicioğlu Data Science Institute,2018,ret1,95.45,21,22
FR,pell,pell,Halicioğlu Data Science Institute,2018,ret2,95.45,21,22
FR,pell,pell,Halicioğlu Data Science Institute,2019,grad4,76.47,13,17
FR,pell,pell,Halicioğlu Data Science Institute,2019,grad5,82.35,14,17
FR,pell,pell,Halicioğlu Data Science Institute,2019,grad6,82.35,14,17
FR,pell,pell,Halicioğlu Data Science Institute,2019,ret1,100.0,17,17
FR,pell,pell,Halicioğlu Data Science Institute,2019,ret2,88.24,15,17
FR,pell,pell,Halicioğlu Data Science Institute,2020,grad4,76.19,16,21
FR,pell,pell,Halicioğlu Data Science Institute,2020,grad5,90.48,19,21
FR,pell,pell,Halicioğlu Data Science Institute,2020,ret1,100.0,21,21
FR,pell,pell,Halicioğlu Data Science Institute,2020,ret2,95.24,20,21
FR,pell,pell,Halicioğlu Data Science Institute,2021,grad4,90.48,19,21
FR,pell,pell,Halicioğlu Data Science Institute,2021,ret1,95.24,20,21
FR,pell,pell,Halicioğlu Data Science Institute,2021,ret2,100.0,21,21
FR,pell,pell,Halicioğlu Data Science Institute,2022,ret1,92.73,51,55
FR,pell,pell,Halicioğlu Data Science Institute,2022,ret2,96.36,53,55
FR,pell,pell,Halicioğlu Data Science Institute,2023,ret1,100.0,51,51
FR,pell,pell,Halicioğlu Data Science Institute,2023,ret2,98.04,50,51
FR,pell,pell,Halicioğlu Data Science Institute,2024,ret1,95.52,64,67
FR,pell,pell,Physical Sciences,2013,grad4,51.81,86,166
FR,pell,pell,Physical Sciences,2013,grad5,74.1,123,166
FR,pell,pell,Physical Sciences,2013,grad6,77.11,128,166
FR,pell,pell,Physical Sciences,2013,ret1,93.37,155,166
FR,pell,pell,Physical Sciences,2013,ret2,86.14,143,166
FR,pell,pell,Physical Sciences,2014,grad4,63.49,153,241
FR,pell,pell,Physical Sciences,2014,grad5,83.4,201,241
FR,pell,pell,Physical Sciences,2014,grad6,85.89,207,241
FR,pell,pell,Physical Sciences,2014,ret1,95.44,230,241
FR,pell,pell,Physical Sciences,2014,ret2,90.46,218,241
FR,pell,pell,Physical Sciences,2015,grad4,69.68,131,188
FR,pell,pell,Physical Sciences,2015,grad5,85.64,161,188
FR,pell,pell,Physical Sciences,2015,grad6,88.3,166,188
FR,pell,pell,Physical Sciences,2015,ret1,97.34,183,188
FR,pell,pell,Physical Sciences,2015,ret2,95.21,179,188
FR,pell,pell,Physical Sciences,2016,grad4,61.75,134,217
FR,pell,pell,Physical Sciences,2016,grad5,79.72,173,217
FR,pell,pell,Physical Sciences,2016,grad6,82.03,178,217
FR,pell,pell,Physical Sciences,2016,ret1,93.55,203,217
FR,pell,pell,Physical Sciences,2016,ret2,89.86,195,217
FR,pell,pell,Physical Sciences,2017,grad4,71.32,189,265
FR,pell,pell,Physical Sciences,2017,grad5,85.66,227,265
FR,pell,pell,Physical Sciences,2017,grad6,86.79,230,265
FR,pell,pell,Physical Sciences,2017,ret1,94.34,250,265
FR,pell,pell,Physical Sciences,2017,ret2,90.19,239,265
FR,pell,pell,Physical Sciences,2018,grad4,71.31,251,352
FR,pell,pell,Physical Sciences,2018,grad5,79.55,280,352
FR,pell,pell,Physical Sciences,2018,grad6,84.09,296,352
FR,pell,pell,Physical Sciences,2018,ret1,93.75,330,352
FR,pell,pell,Physical Sciences,2018,ret2,90.91,320,352
FR,pell,pell,Physical Sciences,2019,grad4,67.48,193,286
FR,pell,pell,Physical Sciences,2019,grad5,78.67,225,286
FR,pell,pell,Physical Sciences,2019,grad6,81.12,232,286
FR,pell,pell,Physical Sciences,2019,ret1,94.41,270,286
FR,pell,pell,Physical Sciences,2019,ret2,87.76,251,286
FR,pell,pell,Physical Sciences,2020,grad4,71.84,148,206
FR,pell,pell,Physical Sciences,2020,grad5,81.07,167,206
FR,pell,pell,Physical Sciences,2020,ret1,94.66,195,206
FR,pell,pell,Physical Sciences,2020,ret2,90.78,187,206
FR,pell,pell,Physical Sciences,2021,grad4,77.12,209,271
FR,pell,pell,Physical Sciences,2021,ret1,95.94,260,271
FR,pell,pell,Physical Sciences,2021,ret2,92.99,252,271
FR,pell,pell,Physical Sciences,2022,ret1,93.11,284,305
FR,pell,pell,Physical Sciences,2022,ret2,88.52,270,305
FR,pell,pell,Physical Sciences,2023,ret1,95.36,267,280
FR,pell,pell,Physical Sciences,2023,ret2,92.5,259,280
FR,pell,pell,Physical Sciences,2024,ret1,92.88,287,309
FR,pell,pell,Public Health (Wertheim),2014,grad4,68.42,13,19
FR,pell,pell,Public Health (Wertheim),2014,grad5,84.21,16,19
FR,pell,pell,Public Health (Wertheim),2014,grad6,89.47,17,19
FR,pell,pell,Public Health (Wertheim),2014,ret1,89.47,17,19
FR,pell,pell,Public Health (Wertheim),2014,ret2,84.21,16,19
FR,pell,pell,Public Health (Wertheim),2016,grad4,90.48,19,21
FR,pell,pell,Public Health (Wertheim),2016,grad5,90.48,19,21
FR,pell,pell,Public Health (Wertheim),2016,grad6,90.48,19,21
FR,pell,pell,Public Health (Wertheim),2016,ret1,100.0,21,21
FR,pell,pell,Public Health (Wertheim),2016,ret2,100.0,21,21
FR,pell,pell,Public Health (Wertheim),2017,grad4,84.0,21,25
FR,pell,pell,Public Health (Wertheim),2017,grad5,88.0,22,25
FR,pell,pell,Public Health (Wertheim),2017,grad6,88.0,22,25
FR,pell,pell,Public Health (Wertheim),2017,ret1,88.0,22,25
FR,pell,pell,Public Health (Wertheim),2017,ret2,88.0,22,25
FR,pell,pell,Public Health (Wertheim),2019,grad4,75.0,12,16
FR,pell,pell,Public Health (Wertheim),2019,grad5,87.5,14,16
FR,pell,pell,Public Health (Wertheim),2019,grad6,93.75,15,16
FR,pell,pell,Public Health (Wertheim),2019,ret1,87.5,14,16
FR,pell,pell,Public Health (Wertheim),2019,ret2,93.75,15,16
FR,pell,pell,Public Health (Wertheim),2020,grad4,80.0,24,30
FR,pell,pell,Public Health (Wertheim),2020,grad5,83.33,25,30
FR,pell,pell,Public Health (Wertheim),2020,ret1,90.0,27,30
FR,pell,pell,Public Health (Wertheim),2020,ret2,83.33,25,30
FR,pell,pell,Public Health (Wertheim),2021,grad4,86.05,37,43
FR,pell,pell,Public Health (Wertheim),2021,ret1,97.67,42,43
FR,pell,pell,Public Health (Wertheim),2021,ret2,95.35,41,43
FR,pell,pell,Public Health (Wertheim),2022,ret1,94.0,47,50
FR,pell,pell,Public Health (Wertheim),2022,ret2,90.0,45,50
FR,pell,pell,Public Health (Wertheim),2023,ret1,85.71,72,84
FR,pell,pell,Public Health (Wertheim),2023,ret2,84.52,71,84
FR,pell,pell,Public Health (Wertheim),2024,ret1,91.07,51,56
FR,pell,pell,Scripps Institution of Oceanography,2013,grad4,56.67,17,30
FR,pell,pell,Scripps Institution of Oceanography,2013,grad5,86.67,26,30
FR,pell,pell,Scripps Institution of Oceanography,2013,grad6,86.67,26,30
FR,pell,pell,Scripps Institution of Oceanography,2013,ret1,86.67,26,30
FR,pell,pell,Scripps Institution of Oceanography,2013,ret2,86.67,26,30
FR,pell,pell,Scripps Institution of Oceanography,2014,grad4,42.42,14,33
FR,pell,pell,Scripps Institution of Oceanography,2014,grad5,75.76,25,33
FR,pell,pell,Scripps Institution of Oceanography,2014,grad6,78.79,26,33
FR,pell,pell,Scripps Institution of Oceanography,2014,ret1,96.97,32,33
FR,pell,pell,Scripps Institution of Oceanography,2014,ret2,84.85,28,33
FR,pell,pell,Scripps Institution of Oceanography,2015,grad4,71.43,20,28
FR,pell,pell,Scripps Institution of Oceanography,2015,grad5,82.14,23,28
FR,pell,pell,Scripps Institution of Oceanography,2015,grad6,85.71,24,28
FR,pell,pell,Scripps Institution of Oceanography,2015,ret1,96.43,27,28
FR,pell,pell,Scripps Institution of Oceanography,2015,ret2,89.29,25,28
FR,pell,pell,Scripps Institution of Oceanography,2016,grad4,48.48,16,33
FR,pell,pell,Scripps Institution of Oceanography,2016,grad5,75.76,25,33
FR,pell,pell,Scripps Institution of Oceanography,2016,grad6,81.82,27,33
FR,pell,pell,Scripps Institution of Oceanography,2016,ret1,84.85,28,33
FR,pell,pell,Scripps Institution of Oceanography,2016,ret2,87.88,29,33
FR,pell,pell,Scripps Institution of Oceanography,2017,grad4,54.55,24,44
FR,pell,pell,Scripps Institution of Oceanography,2017,grad5,70.45,31,44
FR,pell,pell,Scripps Institution of Oceanography,2017,grad6,72.73,32,44
FR,pell,pell,Scripps Institution of Oceanography,2017,ret1,84.09,37,44
FR,pell,pell,Scripps Institution of Oceanography,2017,ret2,81.82,36,44
FR,pell,pell,Scripps Institution of Oceanography,2018,grad4,65.52,38,58
FR,pell,pell,Scripps Institution of Oceanography,2018,grad5,77.59,45,58
FR,pell,pell,Scripps Institution of Oceanography,2018,grad6,81.03,47,58
FR,pell,pell,Scripps Institution of Oceanography,2018,ret1,93.1,54,58
FR,pell,pell,Scripps Institution of Oceanography,2018,ret2,87.93,51,58
FR,pell,pell,Scripps Institution of Oceanography,2019,grad4,64.15,34,53
FR,pell,pell,Scripps Institution of Oceanography,2019,grad5,69.81,37,53
FR,pell,pell,Scripps Institution of Oceanography,2019,grad6,71.7,38,53
FR,pell,pell,Scripps Institution of Oceanography,2019,ret1,84.91,45,53
FR,pell,pell,Scripps Institution of Oceanography,2019,ret2,84.91,45,53
FR,pell,pell,Scripps Institution of Oceanography,2020,grad4,69.57,32,46
FR,pell,pell,Scripps Institution of Oceanography,2020,grad5,76.09,35,46
FR,pell,pell,Scripps Institution of Oceanography,2020,ret1,89.13,41,46
FR,pell,pell,Scripps Institution of Oceanography,2020,ret2,84.78,39,46
FR,pell,pell,Scripps Institution of Oceanography,2021,grad4,65.22,30,46
FR,pell,pell,Scripps Institution of Oceanography,2021,ret1,91.3,42,46
FR,pell,pell,Scripps Institution of Oceanography,2021,ret2,89.13,41,46
FR,pell,pell,Scripps Institution of Oceanography,2022,ret1,95.71,67,70
FR,pell,pell,Scripps Institution of Oceanography,2022,ret2,87.14,61,70
FR,pell,pell,Scripps Institution of Oceanography,2023,ret1,93.1,54,58
FR,pell,pell,Scripps Institution of Oceanography,2023,ret2,91.38,53,58
FR,pell,pell,Scripps Institution of Oceanography,2024,ret1,90.41,66,73
FR,pell,pell,Social Sciences,2013,grad4,64.84,177,273
FR,pell,pell,Social Sciences,2013,grad5,84.98,232,273
FR,pell,pell,Social Sciences,2013,grad6,88.28,241,273
FR,pell,pell,Social Sciences,2013,ret1,94.14,257,273
FR,pell,pell,Social Sciences,2013,ret2,90.48,247,273
FR,pell,pell,Social Sciences,2014,grad4,70.17,167,238
FR,pell,pell,Social Sciences,2014,grad5,82.77,197,238
FR,pell,pell,Social Sciences,2014,grad6,85.71,204,238
FR,pell,pell,Social Sciences,2014,ret1,94.54,225,238
FR,pell,pell,Social Sciences,2014,ret2,89.92,214,238
FR,pell,pell,Social Sciences,2015,grad4,73.3,140,191
FR,pell,pell,Social Sciences,2015,grad5,88.48,169,191
FR,pell,pell,Social Sciences,2015,grad6,89.53,171,191
FR,pell,pell,Social Sciences,2015,ret1,93.72,179,191
FR,pell,pell,Social Sciences,2015,ret2,90.05,172,191
FR,pell,pell,Social Sciences,2016,grad4,67.66,249,368
FR,pell,pell,Social Sciences,2016,grad5,80.71,297,368
FR,pell,pell,Social Sciences,2016,grad6,82.34,303,368
FR,pell,pell,Social Sciences,2016,ret1,91.58,337,368
FR,pell,pell,Social Sciences,2016,ret2,89.67,330,368
FR,pell,pell,Social Sciences,2017,grad4,74.33,307,413
FR,pell,pell,Social Sciences,2017,grad5,81.6,337,413
FR,pell,pell,Social Sciences,2017,grad6,83.29,344,413
FR,pell,pell,Social Sciences,2017,ret1,92.49,382,413
FR,pell,pell,Social Sciences,2017,ret2,87.65,362,413
FR,pell,pell,Social Sciences,2018,grad4,72.68,399,549
FR,pell,pell,Social Sciences,2018,grad5,79.05,434,549
FR,pell,pell,Social Sciences,2018,grad6,83.24,457,549
FR,pell,pell,Social Sciences,2018,ret1,91.99,505,549
FR,pell,pell,Social Sciences,2018,ret2,88.89,488,549
FR,pell,pell,Social Sciences,2019,grad4,74.53,357,479
FR,pell,pell,Social Sciences,2019,grad5,82.46,395,479
FR,pell,pell,Social Sciences,2019,grad6,84.55,405,479
FR,pell,pell,Social Sciences,2019,ret1,93.53,448,479
FR,pell,pell,Social Sciences,2019,ret2,89.77,430,479
FR,pell,pell,Social Sciences,2020,grad4,79.85,325,407
FR,pell,pell,Social Sciences,2020,grad5,86.49,352,407
FR,pell,pell,Social Sciences,2020,ret1,94.1,383,407
FR,pell,pell,Social Sciences,2020,ret2,90.66,369,407
FR,pell,pell,Social Sciences,2021,grad4,76.56,454,593
FR,pell,pell,Social Sciences,2021,ret1,91.4,542,593
FR,pell,pell,Social Sciences,2021,ret2,88.03,522,593
FR,pell,pell,Social Sciences,2022,ret1,92.0,793,862
FR,pell,pell,Social Sciences,2022,ret2,88.75,765,862
FR,pell,pell,Social Sciences,2023,ret1,91.7,685,747
FR,pell,pell,Social Sciences,2023,ret2,87.55,654,747
FR,pell,pell,Social Sciences,2024,ret1,96.07,783,815
FR,pell,pell,Special,2013,grad4,54.14,144,266
FR,pell,pell,Special,2013,grad5,81.2,216,266
FR,pell,pell,Special,2013,grad6,86.47,230,266
FR,pell,pell,Special,2013,ret1,93.61,249,266
FR,pell,pell,Special,2013,ret2,87.97,234,266
FR,pell,pell,Special,2014,grad4,50.44,173,343
FR,pell,pell,Special,2014,grad5,75.8,260,343
FR,pell,pell,Special,2014,grad6,79.88,274,343
FR,pell,pell,Special,2014,ret1,93.59,321,343
FR,pell,pell,Special,2014,ret2,87.76,301,343
FR,pell,pell,Special,2015,grad4,56.15,137,244
FR,pell,pell,Special,2015,grad5,76.64,187,244
FR,pell,pell,Special,2015,grad6,79.1,193,244
FR,pell,pell,Special,2015,ret1,90.98,222,244
FR,pell,pell,Special,2015,ret2,87.3,213,244
FR,pell,pell,Special,2016,grad4,52.54,155,295
FR,pell,pell,Special,2016,grad5,73.9,218,295
FR,pell,pell,Special,2016,grad6,75.25,222,295
FR,pell,pell,Special,2016,ret1,89.83,265,295
FR,pell,pell,Special,2016,ret2,85.42,252,295
FR,pell,pell,Special,2017,grad4,54.98,149,271
FR,pell,pell,Special,2017,grad5,69.37,188,271
FR,pell,pell,Special,2017,grad6,73.43,199,271
FR,pell,pell,Special,2017,ret1,85.24,231,271
FR,pell,pell,Special,2017,ret2,79.34,215,271
FR,pell,pell,Special,2018,grad4,58.16,171,294
FR,pell,pell,Special,2018,grad5,69.73,205,294
FR,pell,pell,Special,2018,grad6,72.79,214,294
FR,pell,pell,Special,2018,ret1,86.39,254,294
FR,pell,pell,Special,2018,ret2,82.31,242,294
FR,pell,pell,Special,2019,grad4,58.08,115,198
FR,pell,pell,Special,2019,grad5,71.72,142,198
FR,pell,pell,Special,2019,grad6,73.74,146,198
FR,pell,pell,Special,2019,ret1,90.91,180,198
FR,pell,pell,Special,2019,ret2,81.82,162,198
FR,pell,pell,Special,2020,grad4,65.98,64,97
FR,pell,pell,Special,2020,grad5,75.26,73,97
FR,pell,pell,Special,2020,ret1,91.75,89,97
FR,pell,pell,Special,2020,ret2,84.54,82,97
FR,pell,pell,Special,2021,grad4,65.84,133,202
FR,pell,pell,Special,2021,ret1,88.61,179,202
FR,pell,pell,Special,2021,ret2,82.18,166,202
FR,pell,pell,Special,2022,ret1,87.01,201,231
FR,pell,pell,Special,2022,ret2,82.25,190,231
FR,pell,pell,Special,2023,ret1,89.29,175,196
FR,pell,pell,Special,2023,ret2,82.65,162,196
FR,pell,pell,Special,2024,ret1,88.73,189,213
TR,eth,aian,Social Sciences,2023,grad2,66.67,8,12
TR,eth,aian,Social Sciences,2023,ret1,100.0,12,12
TR,eth,aian,Social Sciences,2024,ret1,100.0,18,18
TR,eth,asian,Arts & Humanities,2014,grad2,28.57,10,35
TR,eth,asian,Arts & Humanities,2014,grad3,77.14,27,35
TR,eth,asian,Arts & Humanities,2014,grad4,82.86,29,35
TR,eth,asian,Arts & Humanities,2014,grad5,2.86,1,35
TR,eth,asian,Arts & Humanities,2014,ret1,91.43,32,35
TR,eth,asian,Arts & Humanities,2015,grad2,32.43,12,37
TR,eth,asian,Arts & Humanities,2015,grad3,75.68,28,37
TR,eth,asian,Arts & Humanities,2015,grad4,89.19,33,37
TR,eth,asian,Arts & Humanities,2015,ret1,89.19,33,37
TR,eth,asian,Arts & Humanities,2016,grad2,48.78,20,41
TR,eth,asian,Arts & Humanities,2016,grad3,82.93,34,41
TR,eth,asian,Arts & Humanities,2016,grad4,85.37,35,41
TR,eth,asian,Arts & Humanities,2016,ret1,95.12,39,41
TR,eth,asian,Arts & Humanities,2017,grad2,47.83,22,46
TR,eth,asian,Arts & Humanities,2017,grad3,76.09,35,46
TR,eth,asian,Arts & Humanities,2017,grad4,84.78,39,46
TR,eth,asian,Arts & Humanities,2017,ret1,100.0,46,46
TR,eth,asian,Arts & Humanities,2018,grad2,58.33,28,48
TR,eth,asian,Arts & Humanities,2018,grad3,85.42,41,48
TR,eth,asian,Arts & Humanities,2018,grad4,87.5,42,48
TR,eth,asian,Arts & Humanities,2018,ret1,93.75,45,48
TR,eth,asian,Arts & Humanities,2019,grad2,69.23,36,52
TR,eth,asian,Arts & Humanities,2019,grad3,82.69,43,52
TR,eth,asian,Arts & Humanities,2019,grad4,90.38,47,52
TR,eth,asian,Arts & Humanities,2019,grad5,1.92,1,52
TR,eth,asian,Arts & Humanities,2019,ret1,86.54,45,52
TR,eth,asian,Arts & Humanities,2020,grad2,52.94,36,68
TR,eth,asian,Arts & Humanities,2020,grad3,80.88,55,68
TR,eth,asian,Arts & Humanities,2020,grad4,88.24,60,68
TR,eth,asian,Arts & Humanities,2020,ret1,89.71,61,68
TR,eth,asian,Arts & Humanities,2021,grad2,62.5,45,72
TR,eth,asian,Arts & Humanities,2021,grad3,81.94,59,72
TR,eth,asian,Arts & Humanities,2021,grad4,86.11,62,72
TR,eth,asian,Arts & Humanities,2021,ret1,94.44,68,72
TR,eth,asian,Arts & Humanities,2022,grad2,63.64,35,55
TR,eth,asian,Arts & Humanities,2022,grad3,85.45,47,55
TR,eth,asian,Arts & Humanities,2022,ret1,96.36,53,55
TR,eth,asian,Arts & Humanities,2023,grad2,50.0,36,72
TR,eth,asian,Arts & Humanities,2023,ret1,94.44,68,72
TR,eth,asian,Arts & Humanities,2024,ret1,95.52,64,67
TR,eth,asian,Biology,2014,grad2,46.67,56,120
TR,eth,asian,Biology,2014,grad3,82.5,99,120
TR,eth,asian,Biology,2014,grad4,89.17,107,120
TR,eth,asian,Biology,2014,grad5,4.17,5,120
TR,eth,asian,Biology,2014,ret1,94.17,113,120
TR,eth,asian,Biology,2015,grad2,47.56,78,164
TR,eth,asian,Biology,2015,grad3,79.27,130,164
TR,eth,asian,Biology,2015,grad4,86.59,142,164
TR,eth,asian,Biology,2015,ret1,96.34,158,164
TR,eth,asian,Biology,2016,grad2,46.88,60,128
TR,eth,asian,Biology,2016,grad3,82.81,106,128
TR,eth,asian,Biology,2016,grad4,87.5,112,128
TR,eth,asian,Biology,2016,ret1,93.75,120,128
TR,eth,asian,Biology,2017,grad2,58.26,67,115
TR,eth,asian,Biology,2017,grad3,89.57,103,115
TR,eth,asian,Biology,2017,grad4,95.65,110,115
TR,eth,asian,Biology,2017,ret1,98.26,113,115
TR,eth,asian,Biology,2018,grad2,75.76,75,99
TR,eth,asian,Biology,2018,grad3,86.87,86,99
TR,eth,asian,Biology,2018,grad4,87.88,87,99
TR,eth,asian,Biology,2018,grad5,2.02,2,99
TR,eth,asian,Biology,2018,ret1,95.96,95,99
TR,eth,asian,Biology,2019,grad2,67.24,78,116
TR,eth,asian,Biology,2019,grad3,93.1,108,116
TR,eth,asian,Biology,2019,grad4,93.97,109,116
TR,eth,asian,Biology,2019,grad5,0.86,1,116
TR,eth,asian,Biology,2019,ret1,97.41,113,116
TR,eth,asian,Biology,2020,grad2,75.63,90,119
TR,eth,asian,Biology,2020,grad3,94.12,112,119
TR,eth,asian,Biology,2020,grad4,94.96,113,119
TR,eth,asian,Biology,2020,ret1,97.48,116,119
TR,eth,asian,Biology,2021,grad2,69.29,97,140
TR,eth,asian,Biology,2021,grad3,86.43,121,140
TR,eth,asian,Biology,2021,grad4,89.29,125,140
TR,eth,asian,Biology,2021,ret1,98.57,138,140
TR,eth,asian,Biology,2022,grad2,59.31,86,145
TR,eth,asian,Biology,2022,grad3,82.07,119,145
TR,eth,asian,Biology,2022,ret1,95.17,138,145
TR,eth,asian,Biology,2023,grad2,69.78,97,139
TR,eth,asian,Biology,2023,ret1,97.84,136,139
TR,eth,asian,Biology,2024,ret1,97.2,139,143
TR,eth,asian,Engineering,2014,grad2,4.44,11,248
TR,eth,asian,Engineering,2014,grad3,69.76,173,248
TR,eth,asian,Engineering,2014,grad4,85.89,213,248
TR,eth,asian,Engineering,2014,grad5,2.42,6,248
TR,eth,asian,Engineering,2014,ret1,95.56,237,248
TR,eth,asian,Engineering,2015,grad3,78.5,84,107
TR,eth,asian,Engineering,2015,grad4,90.65,97,107
TR,eth,asian,Engineering,2015,ret1,96.26,103,107
TR,eth,asian,Engineering,2016,grad2,13.04,12,92
TR,eth,asian,Engineering,2016,grad3,72.83,67,92
TR,eth,asian,Engineering,2016,grad4,84.78,78,92
TR,eth,asian,Engineering,2016,ret1,92.39,85,92
TR,eth,asian,Engineering,2017,grad2,8.87,11,124
TR,eth,asian,Engineering,2017,grad3,86.29,107,124
TR,eth,asian,Engineering,2017,grad4,93.55,116,124
TR,eth,asian,Engineering,2017,ret1,97.58,121,124
TR,eth,asian,Engineering,2018,grad2,16.15,42,260
TR,eth,asian,Engineering,2018,grad3,78.46,204,260
TR,eth,asian,Engineering,2018,grad4,88.85,231,260
TR,eth,asian,Engineering,2018,grad5,3.46,9,260
TR,eth,asian,Engineering,2018,ret1,95.38,248,260
TR,eth,asian,Engineering,2019,grad2,22.6,33,146
TR,eth,asian,Engineering,2019,grad3,82.19,120,146
TR,eth,asian,Engineering,2019,grad4,90.41,132,146
TR,eth,asian,Engineering,2019,grad5,0.68,1,146
TR,eth,asian,Engineering,2019,ret1,98.63,144,146
TR,eth,asian,Engineering,2020,grad2,22.16,37,167
TR,eth,asian,Engineering,2020,grad3,77.25,129,167
TR,eth,asian,Engineering,2020,grad4,91.02,152,167
TR,eth,asian,Engineering,2020,grad5,1.2,2,167
TR,eth,asian,Engineering,2020,ret1,95.81,160,167
TR,eth,asian,Engineering,2021,grad2,29.94,50,167
TR,eth,asian,Engineering,2021,grad3,85.03,142,167
TR,eth,asian,Engineering,2021,grad4,91.02,152,167
TR,eth,asian,Engineering,2021,ret1,95.81,160,167
TR,eth,asian,Engineering,2022,grad2,25.56,34,133
TR,eth,asian,Engineering,2022,grad3,78.2,104,133
TR,eth,asian,Engineering,2022,ret1,97.74,130,133
TR,eth,asian,Engineering,2023,grad2,35.61,47,132
TR,eth,asian,Engineering,2023,ret1,95.45,126,132
TR,eth,asian,Engineering,2024,ret1,96.88,217,224
TR,eth,asian,Global Policy & Strategy,2014,grad2,50.0,6,12
TR,eth,asian,Global Policy & Strategy,2014,grad3,25.0,3,12
TR,eth,asian,Global Policy & Strategy,2014,ret1,91.67,11,12
TR,eth,asian,Global Policy & Strategy,2015,grad3,62.96,17,27
TR,eth,asian,Global Policy & Strategy,2015,grad4,77.78,21,27
TR,eth,asian,Global Policy & Strategy,2015,ret1,74.07,20,27
TR,eth,asian,Global Policy & Strategy,2016,grad2,53.95,41,76
TR,eth,asian,Global Policy & Strategy,2016,grad3,81.58,62,76
TR,eth,asian,Global Policy & Strategy,2016,grad4,85.53,65,76
TR,eth,asian,Global Policy & Strategy,2016,ret1,90.79,69,76
TR,eth,asian,Global Policy & Strategy,2017,grad2,57.33,43,75
TR,eth,asian,Global Policy & Strategy,2017,grad3,82.67,62,75
TR,eth,asian,Global Policy & Strategy,2017,grad4,89.33,67,75
TR,eth,asian,Global Policy & Strategy,2017,ret1,98.67,74,75
TR,eth,asian,Global Policy & Strategy,2018,grad2,56.76,42,74
TR,eth,asian,Global Policy & Strategy,2018,grad3,86.49,64,74
TR,eth,asian,Global Policy & Strategy,2018,grad4,87.84,65,74
TR,eth,asian,Global Policy & Strategy,2018,grad5,4.05,3,74
TR,eth,asian,Global Policy & Strategy,2018,ret1,91.89,68,74
TR,eth,asian,Global Policy & Strategy,2019,grad2,65.15,43,66
TR,eth,asian,Global Policy & Strategy,2019,grad3,89.39,59,66
TR,eth,asian,Global Policy & Strategy,2019,grad4,92.42,61,66
TR,eth,asian,Global Policy & Strategy,2019,ret1,95.45,63,66
TR,eth,asian,Global Policy & Strategy,2020,grad2,64.95,63,97
TR,eth,asian,Global Policy & Strategy,2020,grad3,82.47,80,97
TR,eth,asian,Global Policy & Strategy,2020,grad4,87.63,85,97
TR,eth,asian,Global Policy & Strategy,2020,grad5,1.03,1,97
TR,eth,asian,Global Policy & Strategy,2020,ret1,92.78,90,97
TR,eth,asian,Global Policy & Strategy,2021,grad2,61.11,55,90
TR,eth,asian,Global Policy & Strategy,2021,grad3,84.44,76,90
TR,eth,asian,Global Policy & Strategy,2021,grad4,86.67,78,90
TR,eth,asian,Global Policy & Strategy,2021,ret1,88.89,80,90
TR,eth,asian,Global Policy & Strategy,2022,grad2,51.72,30,58
TR,eth,asian,Global Policy & Strategy,2022,grad3,75.86,44,58
TR,eth,asian,Global Policy & Strategy,2022,ret1,94.83,55,58
TR,eth,asian,Global Policy & Strategy,2023,grad2,57.58,38,66
TR,eth,asian,Global Policy & Strategy,2023,ret1,92.42,61,66
TR,eth,asian,Global Policy & Strategy,2024,ret1,96.49,55,57
TR,eth,asian,Halicioğlu Data Science Institute,2020,grad3,77.27,17,22
TR,eth,asian,Halicioğlu Data Science Institute,2020,grad4,86.36,19,22
TR,eth,asian,Halicioğlu Data Science Institute,2020,grad5,4.55,1,22
TR,eth,asian,Halicioğlu Data Science Institute,2020,ret1,90.91,20,22
TR,eth,asian,Halicioğlu Data Science Institute,2021,grad3,68.75,11,16
TR,eth,asian,Halicioğlu Data Science Institute,2021,grad4,87.5,14,16
TR,eth,asian,Halicioğlu Data Science Institute,2021,ret1,93.75,15,16
TR,eth,asian,Halicioğlu Data Science Institute,2022,grad2,3.23,1,31
TR,eth,asian,Halicioğlu Data Science Institute,2022,grad3,90.32,28,31
TR,eth,asian,Halicioğlu Data Science Institute,2022,ret1,90.32,28,31
TR,eth,asian,Halicioğlu Data Science Institute,2023,grad2,5.66,3,53
TR,eth,asian,Halicioğlu Data Science Institute,2023,ret1,98.11,52,53
TR,eth,asian,Halicioğlu Data Science Institute,2024,ret1,98.46,64,65
TR,eth,asian,Physical Sciences,2014,grad2,31.37,16,51
