level,family,subgroup,school,cohort,measure,rate_pct,numer,denom
FR,eth,aian,Biology,2024,ret1,90.91,10,11
FR,eth,aian,Engineering,2024,ret1,100.0,10,10
FR,eth,aian,Social Sciences,2022,ret1,100.0,10,10
FR,eth,asian,Arts & Humanities,2013,grad4,76.47,39,51
FR,eth,asian,Arts & Humanities,2013,grad5,84.31,43,51
FR,eth,asian,Arts & Humanities,2013,grad6,86.27,44,51
FR,eth,asian,Arts & Humanities,2013,ret1,94.12,48,51
FR,eth,asian,Arts & Humanities,2013,ret2,92.16,47,51
FR,eth,asian,Arts & Humanities,2014,grad4,68.42,26,38
FR,eth,asian,Arts & Humanities,2014,grad5,84.21,32,38
FR,eth,asian,Arts & Humanities,2014,grad6,86.84,33,38
FR,eth,asian,Arts & Humanities,2014,ret1,89.47,34,38
FR,eth,asian,Arts & Humanities,2014,ret2,89.47,34,38
FR,eth,asian,Arts & Humanities,2015,grad4,75.86,44,58
FR,eth,asian,Arts & Humanities,2015,grad5,89.66,52,58
FR,eth,asian,Arts & Humanities,2015,grad6,91.38,53,58
FR,eth,asian,Arts & Humanities,2015,ret1,96.55,56,58
FR,eth,asian,Arts & Humanities,2015,ret2,87.93,51,58
FR,eth,asian,Arts & Humanities,2016,grad4,80.88,55,68
FR,eth,asian,Arts & Humanities,2016,grad5,94.12,64,68
FR,eth,asian,Arts & Humanities,2016,grad6,94.12,64,68
FR,eth,asian,Arts & Humanities,2016,ret1,98.53,67,68
FR,eth,asian,Arts & Humanities,2016,ret2,95.59,65,68
FR,eth,asian,Arts & Humanities,2017,grad4,72.29,60,83
FR,eth,asian,Arts & Humanities,2017,grad5,87.95,73,83
FR,eth,asian,Arts & Humanities,2017,grad6,89.16,74,83
FR,eth,asian,Arts & Humanities,2017,ret1,95.18,79,83
FR,eth,asian,Arts & Humanities,2017,ret2,91.57,76,83
FR,eth,asian,Arts & Humanities,2018,grad4,72.73,72,99
FR,eth,asian,Arts & Humanities,2018,grad5,84.85,84,99
FR,eth,asian,Arts & Humanities,2018,grad6,86.87,86,99
FR,eth,asian,Arts & Humanities,2018,ret1,91.92,91,99
FR,eth,asian,Arts & Humanities,2018,ret2,89.9,89,99
FR,eth,asian,Arts & Humanities,2019,grad4,74.65,53,71
FR,eth,asian,Arts & Humanities,2019,grad5,87.32,62,71
FR,eth,asian,Arts & Humanities,2019,grad6,88.73,63,71
FR,eth,asian,Arts & Humanities,2019,ret1,98.59,70,71
FR,eth,asian,Arts & Humanities,2019,ret2,92.96,66,71
FR,eth,asian,Arts & Humanities,2020,grad4,77.78,91,117
FR,eth,asian,Arts & Humanities,2020,grad5,86.32,101,117
FR,eth,asian,Arts & Humanities,2020,ret1,93.16,109,117
FR,eth,asian,Arts & Humanities,2020,ret2,89.74,105,117
FR,eth,asian,Arts & Humanities,2021,grad4,79.44,85,107
FR,eth,asian,Arts & Humanities,2021,ret1,92.52,99,107
FR,eth,asian,Arts & Humanities,2021,ret2,91.59,98,107
FR,eth,asian,Arts & Humanities,2022,ret1,95.56,172,180
FR,eth,asian,Arts & Humanities,2022,ret2,91.67,165,180
FR,eth,asian,Arts & Humanities,2023,ret1,99.35,153,154
FR,eth,asian,Arts & Humanities,2023,ret2,95.45,147,154
FR,eth,asian,Arts & Humanities,2024,ret1,97.24,141,145
FR,eth,asian,Biology,2013,grad4,76.58,533,696
FR,eth,asian,Biology,2013,grad5,89.94,626,696
FR,eth,asian,Biology,2013,grad6,92.1,641,696
FR,eth,asian,Biology,2013,ret1,96.7,673,696
FR,eth,asian,Biology,2013,ret2,95.55,665,696
FR,eth,asian,Biology,2014,grad4,78.55,465,592
FR,eth,asian,Biology,2014,grad5,90.54,536,592
FR,eth,asian,Biology,2014,grad6,92.57,548,592
FR,eth,asian,Biology,2014,ret1,96.96,574,592
FR,eth,asian,Biology,2014,ret2,94.93,562,592
FR,eth,asian,Biology,2015,grad4,81.09,519,640
FR,eth,asian,Biology,2015,grad5,92.5,592,640
FR,eth,asian,Biology,2015,grad6,94.06,602,640
FR,eth,asian,Biology,2015,ret1,97.81,626,640
FR,eth,asian,Biology,2015,ret2,96.09,615,640
FR,eth,asian,Biology,2016,grad4,83.31,514,617
FR,eth,asian,Biology,2016,grad5,93.68,578,617
FR,eth,asian,Biology,2016,grad6,94.65,584,617
FR,eth,asian,Biology,2016,ret1,97.41,601,617
FR,eth,asian,Biology,2016,ret2,95.14,587,617
FR,eth,asian,Biology,2017,grad4,84.39,438,519
FR,eth,asian,Biology,2017,grad5,92.29,479,519
FR,eth,asian,Biology,2017,grad6,93.45,485,519
FR,eth,asian,Biology,2017,ret1,97.5,506,519
FR,eth,asian,Biology,2017,ret2,95.18,494,519
FR,eth,asian,Biology,2018,grad4,84.42,428,507
FR,eth,asian,Biology,2018,grad5,89.94,456,507
FR,eth,asian,Biology,2018,grad6,91.72,465,507
FR,eth,asian,Biology,2018,ret1,95.86,486,507
FR,eth,asian,Biology,2018,ret2,95.66,485,507
FR,eth,asian,Biology,2019,grad4,83.91,412,491
FR,eth,asian,Biology,2019,grad5,90.02,442,491
FR,eth,asian,Biology,2019,grad6,92.06,452,491
FR,eth,asian,Biology,2019,ret1,96.95,476,491
FR,eth,asian,Biology,2019,ret2,94.7,465,491
FR,eth,asian,Biology,2020,grad4,86.75,563,649
FR,eth,asian,Biology,2020,grad5,94.14,611,649
FR,eth,asian,Biology,2020,ret1,99.23,644,649
FR,eth,asian,Biology,2020,ret2,96.76,628,649
FR,eth,asian,Biology,2021,grad4,87.15,522,599
FR,eth,asian,Biology,2021,ret1,97.5,584,599
FR,eth,asian,Biology,2021,ret2,96.66,579,599
FR,eth,asian,Biology,2022,ret1,96.77,420,434
FR,eth,asian,Biology,2022,ret2,95.62,415,434
FR,eth,asian,Biology,2023,ret1,97.19,589,606
FR,eth,asian,Biology,2023,ret2,95.71,580,606
FR,eth,asian,Biology,2024,ret1,97.59,649,665
FR,eth,asian,Engineering,2013,grad4,64.63,402,622
FR,eth,asian,Engineering,2013,grad5,90.19,561,622
FR,eth,asian,Engineering,2013,grad6,92.93,578,622
FR,eth,asian,Engineering,2013,ret1,97.43,606,622
FR,eth,asian,Engineering,2013,ret2,95.34,593,622
FR,eth,asian,Engineering,2014,grad4,71.7,337,470
FR,eth,asian,Engineering,2014,grad5,90.85,427,470
FR,eth,asian,Engineering,2014,grad6,93.83,441,470
FR,eth,asian,Engineering,2014,ret1,98.3,462,470
FR,eth,asian,Engineering,2014,ret2,96.6,454,470
FR,eth,asian,Engineering,2015,grad4,76.15,364,478
FR,eth,asian,Engineering,2015,grad5,93.72,448,478
FR,eth,asian,Engineering,2015,grad6,94.98,454,478
FR,eth,asian,Engineering,2015,ret1,98.74,472,478
FR,eth,asian,Engineering,2015,ret2,97.07,464,478
FR,eth,asian,Engineering,2016,grad4,70.74,220,311
FR,eth,asian,Engineering,2016,grad5,88.1,274,311
FR,eth,asian,Engineering,2016,grad6,91.64,285,311
FR,eth,asian,Engineering,2016,ret1,96.14,299,311
FR,eth,asian,Engineering,2016,ret2,94.53,294,311
FR,eth,asian,Engineering,2017,grad4,76.44,386,505
FR,eth,asian,Engineering,2017,grad5,87.92,444,505
FR,eth,asian,Engineering,2017,grad6,90.5,457,505
FR,eth,asian,Engineering,2017,ret1,95.25,481,505
FR,eth,asian,Engineering,2017,ret2,92.28,466,505
FR,eth,asian,Engineering,2018,grad4,78.32,437,558
FR,eth,asian,Engineering,2018,grad5,89.61,500,558
FR,eth,asian,Engineering,2018,grad6,90.86,507,558
FR,eth,asian,Engineering,2018,ret1,97.31,543,558
FR,eth,asian,Engineering,2018,ret2,95.34,532,558
FR,eth,asian,Engineering,2019,grad4,81.13,387,477
FR,eth,asian,Engineering,2019,grad5,90.57,432,477
FR,eth,asian,Engineering,2019,grad6,92.45,441,477
FR,eth,asian,Engineering,2019,ret1,96.86,462,477
FR,eth,asian,Engineering,2019,ret2,95.39,455,477
FR,eth,asian,Engineering,2020,grad4,81.01,435,537
FR,eth,asian,Engineering,2020,grad5,90.5,486,537
FR,eth,asian,Engineering,2020,ret1,98.14,527,537
FR,eth,asian,Engineering,2020,ret2,95.16,511,537
FR,eth,asian,Engineering,2021,grad4,78.86,455,577
FR,eth,asian,Engineering,2021,ret1,97.05,560,577
FR,eth,asian,Engineering,2021,ret2,94.63,546,577
FR,eth,asian,Engineering,2022,ret1,97.6,487,499
FR,eth,asian,Engineering,2022,ret2,94.99,474,499
FR,eth,asian,Engineering,2023,ret1,94.95,395,416
FR,eth,asian,Engineering,2023,ret2,94.23,392,416
FR,eth,asian,Engineering,2024,ret1,97.94,475,485
FR,eth,asian,Global Policy & Strategy,2014,grad4,77.27,17,22
FR,eth,asian,Global Policy & Strategy,2014,grad5,90.91,20,22
FR,eth,asian,Global Policy & Strategy,2014,grad6,90.91,20,22
FR,eth,asian,Global Policy & Strategy,2014,ret1,95.45,21,22
FR,eth,asian,Global Policy & Strategy,2014,ret2,95.45,21,22
FR,eth,asian,Global Policy & Strategy,2015,grad4,80.0,24,30
FR,eth,asian,Global Policy & Strategy,2015,grad5,90.0,27,30
FR,eth,asian,Global Policy & Strategy,2015,grad6,96.67,29,30
FR,eth,asian,Global Policy & Strategy,2015,ret1,96.67,29,30
FR,eth,asian,Global Policy & Strategy,2015,ret2,93.33,28,30
FR,eth,asian,Global Policy & Strategy,2016,grad4,78.0,39,50
FR,eth,asian,Global Policy & Strategy,2016,grad5,86.0,43,50
FR,eth,asian,Global Policy & Strategy,2016,grad6,88.0,44,50
FR,eth,asian,Global Policy & Strategy,2016,ret1,96.0,48,50
FR,eth,asian,Global Policy & Strategy,2016,ret2,88.0,44,50
FR,eth,asian,Global Policy & Strategy,2017,grad4,84.78,39,46
FR,eth,asian,Global Policy & Strategy,2017,grad5,97.83,45,46
FR,eth,asian,Global Policy & Strategy,2017,grad6,97.83,45,46
FR,eth,asian,Global Policy & Strategy,2017,ret1,100.0,46,46
FR,eth,asian,Global Policy & Strategy,2017,ret2,93.48,43,46
FR,eth,asian,Global Policy & Strategy,2018,grad4,73.13,49,67
FR,eth,asian,Global Policy & Strategy,2018,grad5,82.09,55,67
FR,eth,asian,Global Policy & Strategy,2018,grad6,85.07,57,67
FR,eth,asian,Global Policy & Strategy,2018,ret1,83.58,56,67
FR,eth,asian,Global Policy & Strategy,2018,ret2,83.58,56,67
FR,eth,asian,Global Policy & Strategy,2019,grad4,78.33,47,60
FR,eth,asian,Global Policy & Strategy,2019,grad5,86.67,52,60
FR,eth,asian,Global Policy & Strategy,2019,grad6,86.67,52,60
FR,eth,asian,Global Policy & Strategy,2019,ret1,95.0,57,60
FR,eth,asian,Global Policy & Strategy,2019,ret2,93.33,56,60
FR,eth,asian,Global Policy & Strategy,2020,grad4,78.95,60,76
FR,eth,asian,Global Policy & Strategy,2020,grad5,86.84,66,76
FR,eth,asian,Global Policy & Strategy,2020,ret1,98.68,75,76
FR,eth,asian,Global Policy & Strategy,2020,ret2,93.42,71,76
FR,eth,asian,Global Policy & Strategy,2021,grad4,86.76,59,68
FR,eth,asian,Global Policy & Strategy,2021,ret1,98.53,67,68
FR,eth,asian,Global Policy & Strategy,2021,ret2,94.12,64,68
FR,eth,asian,Global Policy & Strategy,2022,ret1,95.38,62,65
FR,eth,asian,Global Policy & Strategy,2022,ret2,93.85,61,65
FR,eth,asian,Global Policy & Strategy,2023,ret1,100.0,57,57
FR,eth,asian,Global Policy & Strategy,2023,ret2,96.49,55,57
FR,eth,asian,Global Policy & Strategy,2024,ret1,100.0,50,50
FR,eth,asian,Halicioğlu Data Science Institute,2017,grad4,82.14,23,28
FR,eth,asian,Halicioğlu Data Science Institute,2017,grad5,89.29,25,28
FR,eth,asian,Halicioğlu Data Science Institute,2017,grad6,92.86,26,28
FR,eth,asian,Halicioğlu Data Science Institute,2017,ret1,100.0,28,28
FR,eth,asian,Halicioğlu Data Science Institute,2017,ret2,100.0,28,28
FR,eth,asian,Halicioğlu Data Science Institute,2018,grad4,87.88,58,66
FR,eth,asian,Halicioğlu Data Science Institute,2018,grad5,93.94,62,66
FR,eth,asian,Halicioğlu Data Science Institute,2018,grad6,96.97,64,66
FR,eth,asian,Halicioğlu Data Science Institute,2018,ret1,100.0,66,66
FR,eth,asian,Halicioğlu Data Science Institute,2018,ret2,96.97,64,66
FR,eth,asian,Halicioğlu Data Science Institute,2019,grad4,84.48,49,58
FR,eth,asian,Halicioğlu Data Science Institute,2019,grad5,91.38,53,58
FR,eth,asian,Halicioğlu Data Science Institute,2019,grad6,93.1,54,58
FR,eth,asian,Halicioğlu Data Science Institute,2019,ret1,100.0,58,58
FR,eth,asian,Halicioğlu Data Science Institute,2019,ret2,98.28,57,58
FR,eth,asian,Halicioğlu Data Science Institute,2020,grad4,82.0,82,100
FR,eth,asian,Halicioğlu Data Science Institute,2020,grad5,92.0,92,100
FR,eth,asian,Halicioğlu Data Science Institute,2020,ret1,98.0,98,100
FR,eth,asian,Halicioğlu Data Science Institute,2020,ret2,93.0,93,100
FR,eth,asian,Halicioğlu Data Science Institute,2021,grad4,87.32,62,71
FR,eth,asian,Halicioğlu Data Science Institute,2021,ret1,90.14,64,71
FR,eth,asian,Halicioğlu Data Science Institute,2021,ret2,92.96,66,71
FR,eth,asian,Halicioğlu Data Science Institute,2022,ret1,95.04,115,121
FR,eth,asian,Halicioğlu Data Science Institute,2022,ret2,96.69,117,121
FR,eth,asian,Halicioğlu Data Science Institute,2023,ret1,97.52,157,161
FR,eth,asian,Halicioğlu Data Science Institute,2023,ret2,94.41,152,161
FR,eth,asian,Halicioğlu Data Science Institute,2024,ret1,97.78,132,135
FR,eth,asian,Physical Sciences,2013,grad4,67.26,152,226
FR,eth,asian,Physical Sciences,2013,grad5,85.84,194,226
FR,eth,asian,Physical Sciences,2013,grad6,88.05,199,226
FR,eth,asian,Physical Sciences,2013,ret1,96.9,219,226
FR,eth,asian,Physical Sciences,2013,ret2,92.48,209,226
FR,eth,asian,Physical Sciences,2014,grad4,72.0,198,275
FR,eth,asian,Physical Sciences,2014,grad5,88.73,244,275
FR,eth,asian,Physical Sciences,2014,grad6,90.55,249,275
FR,eth,asian,Physical Sciences,2014,ret1,97.45,268,275
FR,eth,asian,Physical Sciences,2014,ret2,93.45,257,275
FR,eth,asian,Physical Sciences,2015,grad4,79.93,243,304
FR,eth,asian,Physical Sciences,2015,grad5,89.14,271,304
FR,eth,asian,Physical Sciences,2015,grad6,90.79,276,304
FR,eth,asian,Physical Sciences,2015,ret1,98.03,298,304
FR,eth,asian,Physical Sciences,2015,ret2,94.41,287,304
FR,eth,asian,Physical Sciences,2016,grad4,74.92,224,299
FR,eth,asian,Physical Sciences,2016,grad5,89.3,267,299
FR,eth,asian,Physical Sciences,2016,grad6,90.97,272,299
FR,eth,asian,Physical Sciences,2016,ret1,95.32,285,299
FR,eth,asian,Physical Sciences,2016,ret2,91.97,275,299
FR,eth,asian,Physical Sciences,2017,grad4,82.3,186,226
FR,eth,asian,Physical Sciences,2017,grad5,92.48,209,226
FR,eth,asian,Physical Sciences,2017,grad6,93.36,211,226
FR,eth,asian,Physical Sciences,2017,ret1,97.35,220,226
FR,eth,asian,Physical Sciences,2017,ret2,92.92,210,226
FR,eth,asian,Physical Sciences,2018,grad4,85.5,336,393
FR,eth,asian,Physical Sciences,2018,grad5,89.82,353,393
FR,eth,asian,Physical Sciences,2018,grad6,91.6,360,393
FR,eth,asian,Physical Sciences,2018,ret1,95.93,377,393
FR,eth,asian,Physical Sciences,2018,ret2,95.67,376,393
FR,eth,asian,Physical Sciences,2019,grad4,81.25,273,336
FR,eth,asian,Physical Sciences,2019,grad5,89.58,301,336
FR,eth,asian,Physical Sciences,2019,grad6,91.67,308,336
FR,eth,asian,Physical Sciences,2019,ret1,97.62,328,336
FR,eth,asian,Physical Sciences,2019,ret2,93.75,315,336
FR,eth,asian,Physical Sciences,2020,grad4,81.69,299,366
FR,eth,asian,Physical Sciences,2020,grad5,89.07,326,366
FR,eth,asian,Physical Sciences,2020,ret1,96.45,353,366
FR,eth,asian,Physical Sciences,2020,ret2,94.26,345,366
FR,eth,asian,Physical Sciences,2021,grad4,84.9,371,437
FR,eth,asian,Physical Sciences,2021,ret1,95.65,418,437
FR,eth,asian,Physical Sciences,2021,ret2,93.59,409,437
FR,eth,asian,Physical Sciences,2022,ret1,96.0,360,375
FR,eth,asian,Physical Sciences,2022,ret2,93.87,352,375
FR,eth,asian,Physical Sciences,2023,ret1,95.34,327,343
FR,eth,asian,Physical Sciences,2023,ret2,92.13,316,343
FR,eth,asian,Physical Sciences,2024,ret1,97.49,388,398
FR,eth,asian,Public Health (Wertheim),2014,grad4,81.82,18,22
FR,eth,asian,Public Health (Wertheim),2014,grad5,100.0,22,22
FR,eth,asian,Public Health (Wertheim),2014,grad6,100.0,22,22
FR,eth,asian,Public Health (Wertheim),2014,ret1,100.0,22,22
FR,eth,asian,Public Health (Wertheim),2014,ret2,95.45,21,22
FR,eth,asian,Public Health (Wertheim),2015,grad4,76.47,13,17
FR,eth,asian,Public Health (Wertheim),2015,grad5,94.12,16,17
FR,eth,asian,Public Health (Wertheim),2015,grad6,94.12,16,17
FR,eth,asian,Public Health (Wertheim),2015,ret1,100.0,17,17
FR,eth,asian,Public Health (Wertheim),2015,ret2,100.0,17,17
FR,eth,asian,Public Health (Wertheim),2016,grad4,86.67,26,30
FR,eth,asian,Public Health (Wertheim),2016,grad5,90.0,27,30
FR,eth,asian,Public Health (Wertheim),2016,grad6,90.0,27,30
FR,eth,asian,Public Health (Wertheim),2016,ret1,100.0,30,30
FR,eth,asian,Public Health (Wertheim),2016,ret2,100.0,30,30
FR,eth,asian,Public Health (Wertheim),2017,grad4,94.74,18,19
FR,eth,asian,Public Health (Wertheim),2017,grad5,94.74,18,19
FR,eth,asian,Public Health (Wertheim),2017,grad6,94.74,18,19
FR,eth,asian,Public Health (Wertheim),2017,ret1,94.74,18,19
FR,eth,asian,Public Health (Wertheim),2017,ret2,94.74,18,19
FR,eth,asian,Public Health (Wertheim),2019,grad4,94.12,16,17
FR,eth,asian,Public Health (Wertheim),2019,grad5,94.12,16,17
FR,eth,asian,Public Health (Wertheim),2019,grad6,94.12,16,17
FR,eth,asian,Public Health (Wertheim),2019,ret1,94.12,16,17
FR,eth,asian,Public Health (Wertheim),2019,ret2,94.12,16,17
FR,eth,asian,Public Health (Wertheim),2020,grad4,81.82,27,33
FR,eth,asian,Public Health (Wertheim),2020,grad5,90.91,30,33
FR,eth,asian,Public Health (Wertheim),2020,ret1,96.97,32,33
FR,eth,asian,Public Health (Wertheim),2020,ret2,93.94,31,33
FR,eth,asian,Public Health (Wertheim),2021,grad4,87.72,50,57
FR,eth,asian,Public Health (Wertheim),2021,ret1,96.49,55,57
FR,eth,asian,Public Health (Wertheim),2021,ret2,94.74,54,57
FR,eth,asian,Public Health (Wertheim),2022,ret1,96.97,32,33
FR,eth,asian,Public Health (Wertheim),2022,ret2,96.97,32,33
FR,eth,asian,Public Health (Wertheim),2023,ret1,92.11,35,38
FR,eth,asian,Public Health (Wertheim),2023,ret2,94.74,36,38
FR,eth,asian,Public Health (Wertheim),2024,ret1,93.75,60,64
FR,eth,asian,Scripps Institution of Oceanography,2013,grad4,61.11,11,18
FR,eth,asian,Scripps Institution of Oceanography,2013,grad5,83.33,15,18
FR,eth,asian,Scripps Institution of Oceanography,2013,grad6,83.33,15,18
FR,eth,asian,Scripps Institution of Oceanography,2013,ret1,94.44,17,18
FR,eth,asian,Scripps Institution of Oceanography,2013,ret2,88.89,16,18
FR,eth,asian,Scripps Institution of Oceanography,2014,grad4,70.0,21,30
FR,eth,asian,Scripps Institution of Oceanography,2014,grad5,86.67,26,30
FR,eth,asian,Scripps Institution of Oceanography,2014,grad6,90.0,27,30
FR,eth,asian,Scripps Institution of Oceanography,2014,ret1,96.67,29,30
FR,eth,asian,Scripps Institution of Oceanography,2014,ret2,93.33,28,30
FR,eth,asian,Scripps Institution of Oceanography,2015,grad4,75.76,25,33
FR,eth,asian,Scripps Institution of Oceanography,2015,grad5,96.97,32,33
FR,eth,asian,Scripps Institution of Oceanography,2015,grad6,100.0,33,33
FR,eth,asian,Scripps Institution of Oceanography,2015,ret1,100.0,33,33
FR,eth,asian,Scripps Institution of Oceanography,2015,ret2,100.0,33,33
FR,eth,asian,Scripps Institution of Oceanography,2016,grad4,70.97,22,31
FR,eth,asian,Scripps Institution of Oceanography,2016,grad5,90.32,28,31
FR,eth,asian,Scripps Institution of Oceanography,2016,grad6,90.32,28,31
FR,eth,asian,Scripps Institution of Oceanography,2016,ret1,93.55,29,31
FR,eth,asian,Scripps Institution of Oceanography,2016,ret2,90.32,28,31
FR,eth,asian,Scripps Institution of Oceanography,2017,grad4,82.86,29,35
FR,eth,asian,Scripps Institution of Oceanography,2017,grad5,94.29,33,35
FR,eth,asian,Scripps Institution of Oceanography,2017,grad6,100.0,35,35
FR,eth,asian,Scripps Institution of Oceanography,2017,ret1,100.0,35,35
FR,eth,asian,Scripps Institution of Oceanography,2017,ret2,97.14,34,35
FR,eth,asian,Scripps Institution of Oceanography,2018,grad4,90.2,46,51
FR,eth,asian,Scripps Institution of Oceanography,2018,grad5,94.12,48,51
FR,eth,asian,Scripps Institution of Oceanography,2018,grad6,94.12,48,51
FR,eth,asian,Scripps Institution of Oceanography,2018,ret1,96.08,49,51
FR,eth,asian,Scripps Institution of Oceanography,2018,ret2,96.08,49,51
FR,eth,asian,Scripps Institution of Oceanography,2019,grad4,72.09,31,43
FR,eth,asian,Scripps Institution of Oceanography,2019,grad5,74.42,32,43
FR,eth,asian,Scripps Institution of Oceanography,2019,grad6,83.72,36,43
FR,eth,asian,Scripps Institution of Oceanography,2019,ret1,93.02,40,43
FR,eth,asian,Scripps Institution of Oceanography,2019,ret2,90.7,39,43
FR,eth,asian,Scripps Institution of Oceanography,2020,grad4,86.0,43,50
FR,eth,asian,Scripps Institution of Oceanography,2020,grad5,90.0,45,50
FR,eth,asian,Scripps Institution of Oceanography,2020,ret1,96.0,48,50
FR,eth,asian,Scripps Institution of Oceanography,2020,ret2,92.0,46,50
FR,eth,asian,Scripps Institution of Oceanography,2021,grad4,76.47,39,51
FR,eth,asian,Scripps Institution of Oceanography,2021,ret1,92.16,47,51
FR,eth,asian,Scripps Institution of Oceanography,2021,ret2,86.27,44,51
FR,eth,asian,Scripps Institution of Oceanography,2022,ret1,93.75,45,48
FR,eth,asian,Scripps Institution of Oceanography,2022,ret2,89.58,43,48
FR,eth,asian,Scripps Institution of Oceanography,2023,ret1,94.12,64,68
FR,eth,asian,Scripps Institution of Oceanography,2023,ret2,89.71,61,68
FR,eth,asian,Scripps Institution of Oceanography,2024,ret1,98.59,70,71
FR,eth,asian,Social Sciences,2013,grad4,80.3,265,330
FR,eth,asian,Social Sciences,2013,grad5,90.91,300,330
FR,eth,asian,Social Sciences,2013,grad6,92.12,304,330
FR,eth,asian,Social Sciences,2013,ret1,97.27,321,330
FR,eth,asian,Social Sciences,2013,ret2,94.24,311,330
FR,eth,asian,Social Sciences,2014,grad4,81.35,205,252
FR,eth,asian,Social Sciences,2014,grad5,91.27,230,252
FR,eth,asian,Social Sciences,2014,grad6,92.86,234,252
FR,eth,asian,Social Sciences,2014,ret1,96.83,244,252
FR,eth,asian,Social Sciences,2014,ret2,94.44,238,252
FR,eth,asian,Social Sciences,2015,grad4,82.99,200,241
FR,eth,asian,Social Sciences,2015,grad5,92.12,222,241
FR,eth,asian,Social Sciences,2015,grad6,93.36,225,241
FR,eth,asian,Social Sciences,2015,ret1,97.1,234,241
FR,eth,asian,Social Sciences,2015,ret2,95.44,230,241
FR,eth,asian,Social Sciences,2016,grad4,80.05,345,431
FR,eth,asian,Social Sciences,2016,grad5,89.1,384,431
FR,eth,asian,Social Sciences,2016,grad6,90.26,389,431
FR,eth,asian,Social Sciences,2016,ret1,96.06,414,431
FR,eth,asian,Social Sciences,2016,ret2,93.04,401,431
FR,eth,asian,Social Sciences,2017,grad4,84.71,349,412
FR,eth,asian,Social Sciences,2017,grad5,91.5,377,412
FR,eth,asian,Social Sciences,2017,grad6,93.2,384,412
FR,eth,asian,Social Sciences,2017,ret1,96.36,397,412
FR,eth,asian,Social Sciences,2017,ret2,93.2,384,412
FR,eth,asian,Social Sciences,2018,grad4,80.87,444,549
FR,eth,asian,Social Sciences,2018,grad5,88.71,487,549
FR,eth,asian,Social Sciences,2018,grad6,90.71,498,549
FR,eth,asian,Social Sciences,2018,ret1,96.9,532,549
FR,eth,asian,Social Sciences,2018,ret2,93.08,511,549
FR,eth,asian,Social Sciences,2019,grad4,80.42,386,480
FR,eth,asian,Social Sciences,2019,grad5,87.08,418,480
FR,eth,asian,Social Sciences,2019,grad6,88.54,425,480
FR,eth,asian,Social Sciences,2019,ret1,94.17,452,480
FR,eth,asian,Social Sciences,2019,ret2,91.46,439,480
FR,eth,asian,Social Sciences,2020,grad4,82.28,506,615
FR,eth,asian,Social Sciences,2020,grad5,91.06,560,615
FR,eth,asian,Social Sciences,2020,ret1,95.61,588,615
FR,eth,asian,Social Sciences,2020,ret2,92.52,569,615
FR,eth,asian,Social Sciences,2021,grad4,87.65,596,680
FR,eth,asian,Social Sciences,2021,ret1,95.88,652,680
FR,eth,asian,Social Sciences,2021,ret2,93.68,637,680
FR,eth,asian,Social Sciences,2022,ret1,96.3,677,703
FR,eth,asian,Social Sciences,2022,ret2,94.59,665,703
FR,eth,asian,Social Sciences,2023,ret1,97.33,692,711
FR,eth,asian,Social Sciences,2023,ret2,93.25,663,711
FR,eth,asian,Social Sciences,2024,ret1,95.71,780,815
FR,eth,asian,Special,2013,grad4,62.16,184,296
FR,eth,asian,Special,2013,grad5,86.49,256,296
FR,eth,asian,Special,2013,grad6,91.55,271,296
FR,eth,asian,Special,2013,ret1,95.27,282,296
FR,eth,asian,Special,2013,ret2,91.55,271,296
FR,eth,asian,Special,2014,grad4,66.87,218,326
FR,eth,asian,Special,2014,grad5,86.2,281,326
FR,eth,asian,Special,2014,grad6,88.65,289,326
FR,eth,asian,Special,2014,ret1,96.32,314,326
FR,eth,asian,Special,2014,ret2,91.72,299,326
FR,eth,asian,Special,2015,grad4,70.36,216,307
FR,eth,asian,Special,2015,grad5,88.93,273,307
FR,eth,asian,Special,2015,grad6,92.51,284,307
FR,eth,asian,Special,2015,ret1,97.07,298,307
FR,eth,asian,Special,2015,ret2,95.44,293,307
FR,eth,asian,Special,2016,grad4,69.8,208,298
FR,eth,asian,Special,2016,grad5,86.91,259,298
FR,eth,asian,Special,2016,grad6,88.93,265,298
FR,eth,asian,Special,2016,ret1,94.3,281,298
FR,eth,asian,Special,2016,ret2,89.93,268,298
FR,eth,asian,Special,2017,grad4,73.73,160,217
FR,eth,asian,Special,2017,grad5,88.02,191,217
FR,eth,asian,Special,2017,grad6,91.24,198,217
FR,eth,asian,Special,2017,ret1,94.93,206,217
FR,eth,asian,Special,2017,ret2,93.55,203,217
FR,eth,asian,Special,2018,grad4,69.35,172,248
FR,eth,asian,Special,2018,grad5,83.47,207,248
FR,eth,asian,Special,2018,grad6,86.29,214,248
FR,eth,asian,Special,2018,ret1,93.15,231,248
FR,eth,asian,Special,2018,ret2,92.74,230,248
FR,eth,asian,Special,2019,grad4,72.43,134,185
FR,eth,asian,Special,2019,grad5,88.11,163,185
FR,eth,asian,Special,2019,grad6,90.27,167,185
FR,eth,asian,Special,2019,ret1,96.22,178,185
FR,eth,asian,Special,2019,ret2,90.81,168,185
FR,eth,asian,Special,2020,grad4,73.29,118,161
FR,eth,asian,Special,2020,grad5,87.58,141,161
FR,eth,asian,Special,2020,ret1,95.03,153,161
FR,eth,asian,Special,2020,ret2,90.06,145,161
FR,eth,asian,Special,2021,grad4,79.59,195,245
