campus,year,cip2,cip2_title,total,urm,urm_share_pct
Santa Cruz,2022,30,30 - Multi/interdisciplinary studies,125,35,28.0
Santa Cruz,2022,38,38 - Philosophy and religious studies,42,14,33.3
Santa Cruz,2022,40,40 - Physical sciences,235,71,30.2
Santa Cruz,2022,42,42 - Psychology,430,159,37.0
Santa Cruz,2022,44,44 - Public administration and social service,29,8,27.6
Santa Cruz,2022,45,45 - Social sciences,524,173,33.0
Santa Cruz,2022,50,50 - Visual and performing arts,430,98,22.8
Santa Cruz,2022,52,52 - Business/management/marketing,279,44,15.8
Santa Cruz,2022,54,54 - History,93,30,32.3
Santa Cruz,2023,01,01 - Agriculture,36,10,27.8
Santa Cruz,2023,03,03 - Natural resources,159,48,30.2
Santa Cruz,2023,05,"05 - Area, ethnic, cultural, gender, and group studies",105,66,62.9
Santa Cruz,2023,11,11 - Computer and information sciences,758,100,13.2
Santa Cruz,2023,13,13 - Education,76,37,48.7
Santa Cruz,2023,14,14 - Engineering,207,39,18.8
Santa Cruz,2023,16,16 - Foreign languages,181,54,29.8
Santa Cruz,2023,22,22 - Legal professions,104,41,39.4
Santa Cruz,2023,26,26 - Biological sciences,695,206,29.6
Santa Cruz,2023,27,27 - Mathematics and statistics,96,29,30.2
Santa Cruz,2023,30,30 - Multi/interdisciplinary studies,142,40,28.2
Santa Cruz,2023,38,38 - Philosophy and religious studies,39,10,25.6
Santa Cruz,2023,40,40 - Physical sciences,226,60,26.5
Santa Cruz,2023,42,42 - Psychology,448,172,38.4
Santa Cruz,2023,44,44 - Public administration and social service,26,10,38.5
Santa Cruz,2023,45,45 - Social sciences,475,146,30.7
Santa Cruz,2023,50,50 - Visual and performing arts,469,135,28.8
Santa Cruz,2023,51,51 - Health professions,19,8,42.1
Santa Cruz,2023,52,52 - Business/management/marketing,304,80,26.3
Santa Cruz,2023,54,54 - History,93,30,32.3
