campus,year,cip2,cip2_title,total,urm,urm_share_pct
Berkeley,2011,03,03 - Natural resources,398,47,11.8
Berkeley,2011,04,04 - Architecture,172,32,18.6
Berkeley,2011,05,"05 - Area, ethnic, cultural, gender, and group studies",288,117,40.6
Berkeley,2011,09,09 - Communication/journalism,194,33,17.0
Berkeley,2011,11,11 - Computer and information sciences,91,6,6.6
Berkeley,2011,14,14 - Engineering,918,44,4.8
Berkeley,2011,16,16 - Foreign languages,211,45,21.3
Berkeley,2011,22,22 - Legal professions,108,22,20.4
Berkeley,2011,23,23 - English language and literature,372,70,18.8
Berkeley,2011,26,26 - Biological sciences,882,83,9.4
Berkeley,2011,27,27 - Mathematics and statistics,268,15,5.6
Berkeley,2011,30,30 - Multi/interdisciplinary studies,393,62,15.8
Berkeley,2011,38,38 - Philosophy and religious studies,81,12,14.8
Berkeley,2011,40,40 - Physical sciences,241,17,7.1
Berkeley,2011,42,42 - Psychology,299,49,16.4
Berkeley,2011,44,44 - Public administration and social service,101,39,38.6
Berkeley,2011,45,45 - Social sciences,1519,280,18.4
Berkeley,2011,50,50 - Visual and performing arts,285,57,20.0
Berkeley,2011,51,51 - Health professions,148,18,12.2
Berkeley,2011,52,52 - Business/management/marketing,356,22,6.2
Berkeley,2011,54,54 - History,201,43,21.4
Berkeley,2012,03,03 - Natural resources,384,51,13.3
Berkeley,2012,04,04 - Architecture,158,30,19.0
Berkeley,2012,05,"05 - Area, ethnic, cultural, gender, and group studies",258,101,39.1
Berkeley,2012,09,09 - Communication/journalism,242,42,17.4
Berkeley,2012,11,11 - Computer and information sciences,149,7,4.7
Berkeley,2012,14,14 - Engineering,912,56,6.1
Berkeley,2012,16,16 - Foreign languages,226,39,17.3
Berkeley,2012,22,22 - Legal professions,124,22,17.7
Berkeley,2012,23,23 - English language and literature,452,106,23.5
Berkeley,2012,26,26 - Biological sciences,908,85,9.4
Berkeley,2012,27,27 - Mathematics and statistics,298,27,9.1
Berkeley,2012,30,30 - Multi/interdisciplinary studies,385,67,17.4
Berkeley,2012,38,38 - Philosophy and religious studies,113,25,22.1
Berkeley,2012,40,40 - Physical sciences,245,13,5.3
Berkeley,2012,42,42 - Psychology,341,60,17.6
Berkeley,2012,44,44 - Public administration and social service,102,53,52.0
Berkeley,2012,45,45 - Social sciences,1609,298,18.5
Berkeley,2012,50,50 - Visual and performing arts,246,44,17.9
Berkeley,2012,51,51 - Health professions,114,15,13.2
Berkeley,2012,52,52 - Business/management/marketing,340,26,7.6
Berkeley,2012,54,54 - History,169,31,18.3
Berkeley,2013,03,03 - Natural resources,341,53,15.5
Berkeley,2013,04,04 - Architecture,156,22,14.1
Berkeley,2013,05,"05 - Area, ethnic, cultural, gender, and group studies",217,96,44.2
Berkeley,2013,09,09 - Communication/journalism,194,30,15.5
Berkeley,2013,11,11 - Computer and information sciences,191,7,3.7
Berkeley,2013,14,14 - Engineering,993,52,5.2
Berkeley,2013,16,16 - Foreign languages,179,39,21.8
Berkeley,2013,22,22 - Legal professions,126,46,36.5
Berkeley,2013,23,23 - English language and literature,390,87,22.3
Berkeley,2013,26,26 - Biological sciences,898,92,10.2
Berkeley,2013,27,27 - Mathematics and statistics,323,30,9.3
Berkeley,2013,30,30 - Multi/interdisciplinary studies,421,52,12.4
Berkeley,2013,38,38 - Philosophy and religious studies,75,15,20.0
Berkeley,2013,40,40 - Physical sciences,250,21,8.4
Berkeley,2013,42,42 - Psychology,281,51,18.1
Berkeley,2013,44,44 - Public administration and social service,89,56,62.9
Berkeley,2013,45,45 - Social sciences,1583,273,17.2
Berkeley,2013,50,50 - Visual and performing arts,231,44,19.0
Berkeley,2013,51,51 - Health professions,156,12,7.7
Berkeley,2013,52,52 - Business/management/marketing,332,31,9.3
Berkeley,2013,54,54 - History,139,38,27.3
Berkeley,2014,03,03 - Natural resources,304,41,13.5
Berkeley,2014,04,04 - Architecture,147,35,23.8
Berkeley,2014,05,"05 - Area, ethnic, cultural, gender, and group studies",205,88,42.9
Berkeley,2014,09,09 - Communication/journalism,188,33,17.6
Berkeley,2014,11,11 - Computer and information sciences,286,18,6.3
Berkeley,2014,14,14 - Engineering,936,44,4.7
Berkeley,2014,16,16 - Foreign languages,188,31,16.5
Berkeley,2014,22,22 - Legal professions,98,29,29.6
Berkeley,2014,23,23 - English language and literature,328,68,20.7
Berkeley,2014,26,26 - Biological sciences,872,94,10.8
Berkeley,2014,27,27 - Mathematics and statistics,372,24,6.5
Berkeley,2014,30,30 - Multi/interdisciplinary studies,426,61,14.3
Berkeley,2014,38,38 - Philosophy and religious studies,81,20,24.7
Berkeley,2014,40,40 - Physical sciences,287,24,8.4
Berkeley,2014,42,42 - Psychology,341,78,22.9
Berkeley,2014,44,44 - Public administration and social service,93,45,48.4
Berkeley,2014,45,45 - Social sciences,1616,295,18.3
Berkeley,2014,50,50 - Visual and performing arts,232,48,20.7
Berkeley,2014,51,51 - Health professions,164,19,11.6
Berkeley,2014,52,52 - Business/management/marketing,356,34,9.6
Berkeley,2014,54,54 - History,127,31,24.4
Berkeley,2015,03,03 - Natural resources,333,52,15.6
Berkeley,2015,04,04 - Architecture,130,24,18.5
Berkeley,2015,05,"05 - Area, ethnic, cultural, gender, and group studies",197,90,45.7
Berkeley,2015,09,09 - Communication/journalism,189,37,19.6
Berkeley,2015,11,11 - Computer and information sciences,380,13,3.4
Berkeley,2015,14,14 - Engineering,887,47,5.3
Berkeley,2015,16,16 - Foreign languages,171,37,21.6
Berkeley,2015,22,22 - Legal professions,129,46,35.7
Berkeley,2015,23,23 - English language and literature,313,86,27.5
Berkeley,2015,26,26 - Biological sciences,785,97,12.4
Berkeley,2015,27,27 - Mathematics and statistics,334,31,9.3
Berkeley,2015,30,30 - Multi/interdisciplinary studies,477,78,16.4
Berkeley,2015,38,38 - Philosophy and religious studies,78,11,14.1
Berkeley,2015,40,40 - Physical sciences,260,28,10.8
Berkeley,2015,42,42 - Psychology,305,73,23.9
Berkeley,2015,44,44 - Public administration and social service,98,57,58.2
Berkeley,2015,45,45 - Social sciences,1493,277,18.6
Berkeley,2015,50,50 - Visual and performing arts,200,40,20.0
Berkeley,2015,51,51 - Health professions,236,39,16.5
Berkeley,2015,52,52 - Business/management/marketing,338,31,9.2
Berkeley,2015,54,54 - History,124,19,15.3
Berkeley,2016,03,03 - Natural resources,353,47,13.3
Berkeley,2016,04,04 - Architecture,143,30,21.0
Berkeley,2016,05,"05 - Area, ethnic, cultural, gender, and group studies",175,71,40.6
Berkeley,2016,09,09 - Communication/journalism,227,33,14.5
Berkeley,2016,11,11 - Computer and information sciences,501,15,3.0
Berkeley,2016,14,14 - Engineering,917,49,5.3
Berkeley,2016,16,16 - Foreign languages,150,30,20.0
Berkeley,2016,22,22 - Legal professions,158,60,38.0
Berkeley,2016,23,23 - English language and literature,298,74,24.8
Berkeley,2016,24,24 - Liberal arts/general studies,1,1,100.0
Berkeley,2016,26,26 - Biological sciences,828,101,12.2
Berkeley,2016,27,27 - Mathematics and statistics,387,32,8.3
Berkeley,2016,30,30 - Multi/interdisciplinary studies,554,82,14.8
Berkeley,2016,38,38 - Philosophy and religious studies,83,17,20.5
Berkeley,2016,40,40 - Physical sciences,269,17,6.3
Berkeley,2016,42,42 - Psychology,317,62,19.6
Berkeley,2016,44,44 - Public administration and social service,117,57,48.7
Berkeley,2016,45,45 - Social sciences,1491,249,16.7
Berkeley,2016,50,50 - Visual and performing arts,208,50,24.0
Berkeley,2016,51,51 - Health professions,204,48,23.5
Berkeley,2016,52,52 - Business/management/marketing,388,44,11.3
Berkeley,2016,54,54 - History,137,27,19.7
Berkeley,2017,03,03 - Natural resources,497,81,16.3
Berkeley,2017,04,04 - Architecture,164,25,15.2
Berkeley,2017,05,"05 - Area, ethnic, cultural, gender, and group studies",196,80,40.8
Berkeley,2017,09,09 - Communication/journalism,277,40,14.4
Berkeley,2017,11,11 - Computer and information sciences,532,13,2.4
Berkeley,2017,14,14 - Engineering,889,69,7.8
Berkeley,2017,16,16 - Foreign languages,148,30,20.3
Berkeley,2017,22,22 - Legal professions,143,56,39.2
Berkeley,2017,23,23 - English language and literature,318,80,25.2
Berkeley,2017,26,26 - Biological sciences,813,106,13.0
Berkeley,2017,27,27 - Mathematics and statistics,419,31,7.4
Berkeley,2017,30,30 - Multi/interdisciplinary studies,547,86,15.7
Berkeley,2017,38,38 - Philosophy and religious studies,98,25,25.5
Berkeley,2017,40,40 - Physical sciences,284,28,9.9
Berkeley,2017,42,42 - Psychology,240,53,22.1
Berkeley,2017,44,44 - Public administration and social service,124,54,43.5
Berkeley,2017,45,45 - Social sciences,1656,328,19.8
Berkeley,2017,50,50 - Visual and performing arts,185,34,18.4
Berkeley,2017,51,51 - Health professions,188,59,31.4
Berkeley,2017,52,52 - Business/management/marketing,344,43,12.5
Berkeley,2017,54,54 - History,151,31,20.5
Berkeley,2018,03,03 - Natural resources,539,79,14.7
Berkeley,2018,04,04 - Architecture,182,26,14.3
Berkeley,2018,05,"05 - Area, ethnic, cultural, gender, and group studies",191,90,47.1
Berkeley,2018,09,09 - Communication/journalism,239,51,21.3
Berkeley,2018,11,11 - Computer and information sciences,637,14,2.2
Berkeley,2018,14,14 - Engineering,1012,88,8.7
Berkeley,2018,16,16 - Foreign languages,124,33,26.6
Berkeley,2018,22,22 - Legal professions,143,53,37.1
Berkeley,2018,23,23 - English language and literature,321,95,29.6
Berkeley,2018,26,26 - Biological sciences,916,129,14.1
Berkeley,2018,27,27 - Mathematics and statistics,448,35,7.8
Berkeley,2018,30,30 - Multi/interdisciplinary studies,593,79,13.3
Berkeley,2018,38,38 - Philosophy and religious studies,99,22,22.2
Berkeley,2018,40,40 - Physical sciences,349,48,13.8
Berkeley,2018,42,42 - Psychology,206,48,23.3
Berkeley,2018,44,44 - Public administration and social service,117,62,53.0
Berkeley,2018,45,45 - Social sciences,1771,347,19.6
Berkeley,2018,50,50 - Visual and performing arts,211,43,20.4
Berkeley,2018,51,51 - Health professions,172,40,23.3
Berkeley,2018,52,52 - Business/management/marketing,344,44,12.8
Berkeley,2018,54,54 - History,113,26,23.0
Berkeley,2019,03,03 - Natural resources,482,87,18.0
Berkeley,2019,04,04 - Architecture,142,27,19.0
Berkeley,2019,05,"05 - Area, ethnic, cultural, gender, and group studies",184,92,50.0
Berkeley,2019,09,09 - Communication/journalism,262,64,24.4
Berkeley,2019,11,11 - Computer and information sciences,1012,41,4.1
Berkeley,2019,14,14 - Engineering,992,72,7.3
Berkeley,2019,16,16 - Foreign languages,156,38,24.4
Berkeley,2019,22,22 - Legal professions,154,60,39.0
Berkeley,2019,23,23 - English language and literature,266,71,26.7
Berkeley,2019,26,26 - Biological sciences,939,145,15.4
Berkeley,2019,27,27 - Mathematics and statistics,488,42,8.6
Berkeley,2019,30,30 - Multi/interdisciplinary studies,596,82,13.8
Berkeley,2019,38,38 - Philosophy and religious studies,89,12,13.5
Berkeley,2019,40,40 - Physical sciences,343,57,16.6
Berkeley,2019,42,42 - Psychology,236,37,15.7
Berkeley,2019,44,44 - Public administration and social service,87,38,43.7
Berkeley,2019,45,45 - Social sciences,1735,351,20.2
Berkeley,2019,50,50 - Visual and performing arts,231,49,21.2
Berkeley,2019,51,51 - Health professions,215,51,23.7
Berkeley,2019,52,52 - Business/management/marketing,385,52,13.5
Berkeley,2019,54,54 - History,102,28,27.5
Berkeley,2020,03,03 - Natural resources,455,102,22.4
Berkeley,2020,04,04 - Architecture,165,39,23.6
Berkeley,2020,05,"05 - Area, ethnic, cultural, gender, and group studies",182,85,46.7
Berkeley,2020,09,09 - Communication/journalism,244,57,23.4
Berkeley,2020,11,11 - Computer and information sciences,1131,63,5.6
Berkeley,2020,14,14 - Engineering,1144,105,9.2
Berkeley,2020,16,16 - Foreign languages,146,38,26.0
Berkeley,2020,22,22 - Legal professions,171,66,38.6
Berkeley,2020,23,23 - English language and literature,276,66,23.9
Berkeley,2020,26,26 - Biological sciences,1027,175,17.0
Berkeley,2020,27,27 - Mathematics and statistics,398,40,10.1
Berkeley,2020,30,30 - Multi/interdisciplinary studies,553,101,18.3
Berkeley,2020,38,38 - Philosophy and religious studies,92,15,16.3
Berkeley,2020,40,40 - Physical sciences,306,35,11.4
Berkeley,2020,42,42 - Psychology,254,63,24.8
Berkeley,2020,44,44 - Public administration and social service,77,39,50.6
Berkeley,2020,45,45 - Social sciences,1784,412,23.1
Berkeley,2020,50,50 - Visual and performing arts,208,57,27.4
Berkeley,2020,51,51 - Health professions,208,48,23.1
Berkeley,2020,52,52 - Business/management/marketing,392,33,8.4
Berkeley,2020,54,54 - History,113,29,25.7
Berkeley,2021,03,03 - Natural resources,401,78,19.5
Berkeley,2021,04,04 - Architecture,150,38,25.3
Berkeley,2021,05,"05 - Area, ethnic, cultural, gender, and group studies",147,88,59.9
Berkeley,2021,09,09 - Communication/journalism,226,46,20.4
Berkeley,2021,11,11 - Computer and information sciences,1166,59,5.1
Berkeley,2021,14,14 - Engineering,1114,125,11.2
Berkeley,2021,16,16 - Foreign languages,152,46,30.3
Berkeley,2021,22,22 - Legal professions,169,87,51.5
Berkeley,2021,23,23 - English language and literature,246,74,30.1
Berkeley,2021,26,26 - Biological sciences,907,174,19.2
Berkeley,2021,27,27 - Mathematics and statistics,336,28,8.3
Berkeley,2021,30,30 - Multi/interdisciplinary studies,464,86,18.5
Berkeley,2021,38,38 - Philosophy and religious studies,82,24,29.3
Berkeley,2021,40,40 - Physical sciences,288,41,14.2
Berkeley,2021,42,42 - Psychology,280,78,27.9
Berkeley,2021,44,44 - Public administration and social service,82,52,63.4
Berkeley,2021,45,45 - Social sciences,1684,398,23.6
Berkeley,2021,50,50 - Visual and performing arts,200,51,25.5
Berkeley,2021,51,51 - Health professions,187,37,19.8
Berkeley,2021,52,52 - Business/management/marketing,409,49,12.0
Berkeley,2021,54,54 - History,99,21,21.2
Berkeley,2022,03,03 - Natural resources,453,95,21.0
Berkeley,2022,04,04 - Architecture,143,28,19.6
Berkeley,2022,05,"05 - Area, ethnic, cultural, gender, and group studies",124,70,56.5
Berkeley,2022,09,09 - Communication/journalism,226,66,29.2
Berkeley,2022,11,11 - Computer and information sciences,1394,93,6.7
Berkeley,2022,14,14 - Engineering,1128,127,11.3
Berkeley,2022,16,16 - Foreign languages,133,34,25.6
Berkeley,2022,22,22 - Legal professions,180,93,51.7
Berkeley,2022,23,23 - English language and literature,256,83,32.4
Berkeley,2022,26,26 - Biological sciences,920,144,15.7
Berkeley,2022,27,27 - Mathematics and statistics,349,40,11.5
Berkeley,2022,30,30 - Multi/interdisciplinary studies,462,64,13.9
Berkeley,2022,38,38 - Philosophy and religious studies,88,24,27.3
Berkeley,2022,40,40 - Physical sciences,305,42,13.8
Berkeley,2022,42,42 - Psychology,322,81,25.2
Berkeley,2022,44,44 - Public administration and social service,73,41,56.2
Berkeley,2022,45,45 - Social sciences,1686,429,25.4
Berkeley,2022,50,50 - Visual and performing arts,271,76,28.0
Berkeley,2022,51,51 - Health professions,185,43,23.2
Berkeley,2022,52,52 - Business/management/marketing,428,54,12.6
Berkeley,2022,54,54 - History,90,25,27.8
Berkeley,2023,03,03 - Natural resources,433,103,23.8
Berkeley,2023,04,04 - Architecture,159,49,30.8
Berkeley,2023,05,"05 - Area, ethnic, cultural, gender, and group studies",138,77,55.8
Berkeley,2023,09,09 - Communication/journalism,226,55,24.3
Berkeley,2023,11,11 - Computer and information sciences,1567,138,8.8
Berkeley,2023,14,14 - Engineering,1180,224,19.0
Berkeley,2023,16,16 - Foreign languages,121,41,33.9
Berkeley,2023,22,22 - Legal professions,163,81,49.7
Berkeley,2023,23,23 - English language and literature,238,75,31.5
Berkeley,2023,26,26 - Biological sciences,935,175,18.7
Berkeley,2023,27,27 - Mathematics and statistics,328,44,13.4
Berkeley,2023,30,30 - Multi/interdisciplinary studies,450,101,22.4
Berkeley,2023,38,38 - Philosophy and religious studies,87,24,27.6
Berkeley,2023,40,40 - Physical sciences,295,54,18.3
Berkeley,2023,42,42 - Psychology,307,101,32.9
Berkeley,2023,44,44 - Public administration and social service,64,33,51.6
Berkeley,2023,45,45 - Social sciences,1520,464,30.5
Berkeley,2023,50,50 - Visual and performing arts,287,77,26.8
Berkeley,2023,51,51 - Health professions,170,51,30.0
Berkeley,2023,52,52 - Business/management/marketing,425,60,14.1
Berkeley,2023,54,54 - History,114,32,28.1
Davis,2011,01,01 - Agriculture,251,43,17.1
Davis,2011,03,03 - Natural resources,157,23,14.6
Davis,2011,04,04 - Architecture,109,23,21.1
Davis,2011,05,"05 - Area, ethnic, cultural, gender, and group studies",112,50,44.6
Davis,2011,09,09 - Communication/journalism,228,28,12.3
Davis,2011,11,11 - Computer and information sciences,60,3,5.0
Davis,2011,13,13 - Education,6,1,16.7
Davis,2011,14,14 - Engineering,593,71,12.0
Davis,2011,16,16 - Foreign languages,194,43,22.2
Davis,2011,19,19 - Family and consumer sciences,264,51,19.3
Davis,2011,23,23 - English language and literature,234,49,20.9
Davis,2011,26,26 - Biological sciences,1350,170,12.6
Davis,2011,27,27 - Mathematics and statistics,73,6,8.2
Davis,2011,30,30 - Multi/interdisciplinary studies,148,19,12.8
Davis,2011,38,38 - Philosophy and religious studies,63,13,20.6
Davis,2011,40,40 - Physical sciences,213,25,11.7
Davis,2011,42,42 - Psychology,677,139,20.5
Davis,2011,45,45 - Social sciences,1230,225,18.3
Davis,2011,50,50 - Visual and performing arts,312,63,20.2
Davis,2011,52,52 - Business/management/marketing,297,16,5.4
Davis,2011,54,54 - History,167,35,21.0
Davis,2012,01,01 - Agriculture,336,71,21.1
Davis,2012,03,03 - Natural resources,216,26,12.0
Davis,2012,04,04 - Architecture,109,33,30.3
Davis,2012,05,"05 - Area, ethnic, cultural, gender, and group studies",104,53,51.0
Davis,2012,09,09 - Communication/journalism,245,41,16.7
Davis,2012,11,11 - Computer and information sciences,90,7,7.8
Davis,2012,13,13 - Education,7,1,14.3
Davis,2012,14,14 - Engineering,598,67,11.2
Davis,2012,16,16 - Foreign languages,179,62,34.6
Davis,2012,19,19 - Family and consumer sciences,261,57,21.8
Davis,2012,23,23 - English language and literature,221,46,20.8
Davis,2012,26,26 - Biological sciences,1400,178,12.7
Davis,2012,27,27 - Mathematics and statistics,97,13,13.4
Davis,2012,30,30 - Multi/interdisciplinary studies,171,18,10.5
Davis,2012,38,38 - Philosophy and religious studies,53,12,22.6
Davis,2012,40,40 - Physical sciences,145,14,9.7
Davis,2012,42,42 - Psychology,734,151,20.6
Davis,2012,45,45 - Social sciences,1264,267,21.1
Davis,2012,50,50 - Visual and performing arts,288,43,14.9
Davis,2012,51,51 - Health professions,72,11,15.3
Davis,2012,52,52 - Business/management/marketing,281,24,8.5
Davis,2012,54,54 - History,144,28,19.4
Davis,2013,01,01 - Agriculture,333,72,21.6
Davis,2013,03,03 - Natural resources,192,28,14.6
Davis,2013,04,04 - Architecture,92,35,38.0
Davis,2013,05,"05 - Area, ethnic, cultural, gender, and group studies",75,37,49.3
Davis,2013,09,09 - Communication/journalism,211,38,18.0
Davis,2013,11,11 - Computer and information sciences,123,7,5.7
Davis,2013,13,13 - Education,2,0,0.0
Davis,2013,14,14 - Engineering,655,98,15.0
Davis,2013,16,16 - Foreign languages,151,48,31.8
Davis,2013,19,19 - Family and consumer sciences,261,74,28.4
Davis,2013,23,23 - English language and literature,166,38,22.9
Davis,2013,26,26 - Biological sciences,1430,177,12.4
Davis,2013,27,27 - Mathematics and statistics,92,9,9.8
Davis,2013,30,30 - Multi/interdisciplinary studies,164,27,16.5
Davis,2013,38,38 - Philosophy and religious studies,59,12,20.3
Davis,2013,40,40 - Physical sciences,133,15,11.3
Davis,2013,42,42 - Psychology,717,156,21.8
Davis,2013,45,45 - Social sciences,1121,209,18.6
Davis,2013,50,50 - Visual and performing arts,246,43,17.5
Davis,2013,51,51 - Health professions,83,7,8.4
Davis,2013,52,52 - Business/management/marketing,337,32,9.5
Davis,2013,54,54 - History,122,27,22.1
Davis,2014,01,01 - Agriculture,379,74,19.5
Davis,2014,03,03 - Natural resources,196,26,13.3
Davis,2014,04,04 - Architecture,120,39,32.5
Davis,2014,05,"05 - Area, ethnic, cultural, gender, and group studies",93,52,55.9
Davis,2014,09,09 - Communication/journalism,218,38,17.4
Davis,2014,11,11 - Computer and information sciences,154,10,6.5
Davis,2014,13,13 - Education,9,2,22.2
Davis,2014,14,14 - Engineering,710,104,14.6
Davis,2014,16,16 - Foreign languages,153,58,37.9
Davis,2014,19,19 - Family and consumer sciences,266,66,24.8
Davis,2014,23,23 - English language and literature,186,49,26.3
Davis,2014,26,26 - Biological sciences,1460,212,14.5
Davis,2014,27,27 - Mathematics and statistics,105,11,10.5
Davis,2014,30,30 - Multi/interdisciplinary studies,179,20,11.2
Davis,2014,38,38 - Philosophy and religious studies,40,8,20.0
Davis,2014,40,40 - Physical sciences,136,21,15.4
Davis,2014,42,42 - Psychology,607,146,24.1
Davis,2014,45,45 - Social sciences,1189,261,22.0
Davis,2014,50,50 - Visual and performing arts,284,59,20.8
Davis,2014,51,51 - Health professions,124,13,10.5
Davis,2014,52,52 - Business/management/marketing,398,33,8.3
Davis,2014,54,54 - History,114,24,21.1
Davis,2015,01,01 - Agriculture,435,80,18.4
Davis,2015,03,03 - Natural resources,190,29,15.3
Davis,2015,04,04 - Architecture,104,34,32.7
Davis,2015,05,"05 - Area, ethnic, cultural, gender, and group studies",91,50,54.9
Davis,2015,09,09 - Communication/journalism,247,43,17.4
Davis,2015,11,11 - Computer and information sciences,222,16,7.2
Davis,2015,13,13 - Education,6,2,33.3
Davis,2015,14,14 - Engineering,810,127,15.7
Davis,2015,16,16 - Foreign languages,154,54,35.1
Davis,2015,19,19 - Family and consumer sciences,308,86,27.9
Davis,2015,23,23 - English language and literature,176,34,19.3
Davis,2015,26,26 - Biological sciences,1493,233,15.6
Davis,2015,27,27 - Mathematics and statistics,154,22,14.3
Davis,2015,30,30 - Multi/interdisciplinary studies,185,30,16.2
Davis,2015,38,38 - Philosophy and religious studies,51,18,35.3
Davis,2015,40,40 - Physical sciences,157,27,17.2
Davis,2015,42,42 - Psychology,664,163,24.5
Davis,2015,45,45 - Social sciences,1140,270,23.7
Davis,2015,50,50 - Visual and performing arts,253,41,16.2
Davis,2015,51,51 - Health professions,118,11,9.3
Davis,2015,52,52 - Business/management/marketing,493,42,8.5
Davis,2015,54,54 - History,109,30,27.5
Davis,2016,01,01 - Agriculture,429,94,21.9
Davis,2016,03,03 - Natural resources,257,49,19.1
Davis,2016,04,04 - Architecture,117,31,26.5
Davis,2016,05,"05 - Area, ethnic, cultural, gender, and group studies",110,67,60.9
Davis,2016,09,09 - Communication/journalism,283,48,17.0
Davis,2016,11,11 - Computer and information sciences,279,23,8.2
Davis,2016,13,13 - Education,8,3,37.5
Davis,2016,14,14 - Engineering,802,147,18.3
Davis,2016,16,16 - Foreign languages,178,78,43.8
Davis,2016,19,19 - Family and consumer sciences,331,106,32.0
Davis,2016,23,23 - English language and literature,182,44,24.2
Davis,2016,26,26 - Biological sciences,1379,200,14.5
Davis,2016,27,27 - Mathematics and statistics,185,18,9.7
Davis,2016,30,30 - Multi/interdisciplinary studies,253,52,20.6
Davis,2016,38,38 - Philosophy and religious studies,34,7,20.6
Davis,2016,40,40 - Physical sciences,153,33,21.6
Davis,2016,42,42 - Psychology,652,167,25.6
Davis,2016,45,45 - Social sciences,1161,272,23.4
Davis,2016,50,50 - Visual and performing arts,297,49,16.5
Davis,2016,51,51 - Health professions,118,20,16.9
Davis,2016,52,52 - Business/management/marketing,558,63,11.3
Davis,2016,54,54 - History,89,20,22.5
Davis,2017,01,01 - Agriculture,485,117,24.1
Davis,2017,03,03 - Natural resources,300,48,16.0
Davis,2017,04,04 - Architecture,71,25,35.2
Davis,2017,05,"05 - Area, ethnic, cultural, gender, and group studies",107,72,67.3
Davis,2017,09,09 - Communication/journalism,275,63,22.9
Davis,2017,11,11 - Computer and information sciences,303,14,4.6
Davis,2017,13,13 - Education,8,2,25.0
Davis,2017,14,14 - Engineering,817,133,16.3
Davis,2017,16,16 - Foreign languages,132,55,41.7
Davis,2017,19,19 - Family and consumer sciences,288,90,31.2
Davis,2017,23,23 - English language and literature,152,42,27.6
Davis,2017,26,26 - Biological sciences,1411,240,17.0
Davis,2017,27,27 - Mathematics and statistics,246,21,8.5
Davis,2017,30,30 - Multi/interdisciplinary studies,253,51,20.2
Davis,2017,38,38 - Philosophy and religious studies,40,9,22.5
Davis,2017,40,40 - Physical sciences,158,27,17.1
Davis,2017,42,42 - Psychology,670,168,25.1
Davis,2017,45,45 - Social sciences,1245,291,23.4
Davis,2017,50,50 - Visual and performing arts,345,69,20.0
Davis,2017,51,51 - Health professions,132,20,15.2
Davis,2017,52,52 - Business/management/marketing,580,69,11.9
Davis,2017,54,54 - History,119,27,22.7
Davis,2018,01,01 - Agriculture,471,122,25.9
Davis,2018,03,03 - Natural resources,300,68,22.7
Davis,2018,04,04 - Architecture,50,24,48.0
Davis,2018,05,"05 - Area, ethnic, cultural, gender, and group studies",113,71,62.8
Davis,2018,09,09 - Communication/journalism,268,62,23.1
Davis,2018,11,11 - Computer and information sciences,271,19,7.0
Davis,2018,13,13 - Education,7,2,28.6
Davis,2018,14,14 - Engineering,787,117,14.9
Davis,2018,16,16 - Foreign languages,173,67,38.7
Davis,2018,19,19 - Family and consumer sciences,309,115,37.2
Davis,2018,23,23 - English language and literature,181,63,34.8
Davis,2018,26,26 - Biological sciences,1266,232,18.3
Davis,2018,27,27 - Mathematics and statistics,309,34,11.0
Davis,2018,30,30 - Multi/interdisciplinary studies,293,71,24.2
Davis,2018,38,38 - Philosophy and religious studies,48,11,22.9
Davis,2018,40,40 - Physical sciences,164,29,17.7
Davis,2018,42,42 - Psychology,722,219,30.3
Davis,2018,45,45 - Social sciences,1193,306,25.6
Davis,2018,50,50 - Visual and performing arts,340,74,21.8
Davis,2018,51,51 - Health professions,117,15,12.8
Davis,2018,52,52 - Business/management/marketing,512,62,12.1
Davis,2018,54,54 - History,99,26,26.3
Davis,2019,01,01 - Agriculture,544,156,28.7
Davis,2019,03,03 - Natural resources,369,94,25.5
Davis,2019,04,04 - Architecture,41,20,48.8
Davis,2019,05,"05 - Area, ethnic, cultural, gender, and group studies",110,76,69.1
Davis,2019,09,09 - Communication/journalism,269,60,22.3
Davis,2019,11,11 - Computer and information sciences,295,22,7.5
Davis,2019,13,13 - Education,12,3,25.0
Davis,2019,14,14 - Engineering,840,152,18.1
Davis,2019,16,16 - Foreign languages,164,62,37.8
Davis,2019,19,19 - Family and consumer sciences,338,127,37.6
Davis,2019,23,23 - English language and literature,172,50,29.1
Davis,2019,26,26 - Biological sciences,1468,289,19.7
Davis,2019,27,27 - Mathematics and statistics,279,28,10.0
Davis,2019,30,30 - Multi/interdisciplinary studies,332,61,18.4
Davis,2019,38,38 - Philosophy and religious studies,50,13,26.0
Davis,2019,40,40 - Physical sciences,140,29,20.7
Davis,2019,42,42 - Psychology,738,208,28.2
Davis,2019,45,45 - Social sciences,1274,343,26.9
Davis,2019,50,50 - Visual and performing arts,383,97,25.3
Davis,2019,51,51 - Health professions,132,19,14.4
Davis,2019,52,52 - Business/management/marketing,592,71,12.0
Davis,2019,54,54 - History,94,26,27.7
Davis,2020,01,01 - Agriculture,524,166,31.7
Davis,2020,03,03 - Natural resources,354,88,24.9
Davis,2020,04,04 - Architecture,49,24,49.0
Davis,2020,05,"05 - Area, ethnic, cultural, gender, and group studies",144,90,62.5
Davis,2020,09,09 - Communication/journalism,246,65,26.4
Davis,2020,11,11 - Computer and information sciences,329,23,7.0
Davis,2020,13,13 - Education,11,3,27.3
Davis,2020,14,14 - Engineering,862,178,20.6
Davis,2020,16,16 - Foreign languages,151,58,38.4
