ceeb,name,city,county
053400,South Gate High School,South Gate,Los Angeles
053404,South El Monte High School,South El Monte,Los Angeles
053410,South Pasadena High School,South Pasadena,Los Angeles
053413,El Camino High,South San Francisco,San Mateo
053415,South San Francisco Hs,South San Francisco,San Mateo
053416,Monte Vista High School,Spring Valley,San Diego
053417,Mount Miguel High School,Spring Valley,San Diego
053420,Edison Senior High School,Stockton,San Joaquin
053425,Franklin High School,Stockton,San Joaquin
053430,Lincoln High School,Stockton,San Joaquin
053435,Saint Marys High School,Stockton,San Joaquin
053436,Bear Creek High School,Stockton,San Joaquin
053442,Stagg High School,Stockton,San Joaquin
053459,Moreno Valley High School,Moreno Valley,Riverside
053460,Fremont High School,Sunnyvale,Santa Clara
053462,Homestead High School,Cupertino,Santa Clara
053463,Lynbrook High School,San Jose,Santa Clara
053466,Monta Vista High School,Cupertino,Santa Clara
053467,John Rancis Polytechnic High School,Sun Valley,Los Angeles
053468,Village Christian High School,Sun Valley,Los Angeles
053475,Sutter Union High School,Sutter,Sutter
053480,Amador High School,Sutter Creek,Amador
053488,Montclair College Prep School,Van Nuys,Los Angeles
053490,Tehachapi High School,Tehachapi,Kern
053495,Temple City High School,Temple City,Los Angeles
053499,Temecula Valley High School,Temecula,Riverside
053500,Templeton High School,Templeton,San Luis Obispo
053501,La Reina High School,Thousand Oaks,Ventura
053502,Thousand Oaks High School,Thousand Oaks,Ventura
053503,Westlake High School,Westlake Village,Ventura
053505,Sierra High School,Tollhouse,Fresno
053512,Bishop Montgomery High School,Torrance,Los Angeles
053515,Carson High School,Carson,Los Angeles
053520,North High School,Torrance,Los Angeles
053521,West High School,Torrance,Los Angeles
053522,South High School,Torrance,Los Angeles
053523,Torrance High School,Torrance,Los Angeles
053525,Tracy High School,Tracy,San Joaquin
053530,Tranquillity High School,Tranquillity,Fresno
053532,Merrill F West High School,Tracy,San Joaquin
053533,Vanden High School,Fairfield,Solano
053537,North Tahoe High School,Tahoe City,Placer
053539,Chaparral High School,Temecula,Riverside
053540,Truckee High School,Truckee,Placer
053545,Verdugo Hills High School,Tujunga,Los Angeles
053550,Tulare Union High School,Tulare,Tulare
053552,Tulare Western High School,Tulare,Tulare
053557,Soledad High School,Soledad,Monterey
053560,Summerville Union High School,Tuolumne,Tuolumne
053565,Turlock High School,Turlock,Stanislaus
053570,Tustin High School,Tustin,Orange
053580,Ukiah High School,Ukiah,Mendocino
053582,Upland Christian Schools,Upland,San Bernardino
053585,Western Christian High School,Upland,San Bernardino
053586,Upland High School,Upland,San Bernardino
053593,Vacaville Christian High School,Vacaville,Solano
053595,Vacaville High School,Vacaville,Solano
053596,Buckingham Collegiate Charter,Vacaville,Solano
053597,Will C Wood High School,Vacaville,Solano
053598,Scotts Valley High School,Scotts Valley,Santa Cruz
053599,Middle College High School,Stockton,San Joaquin
053603,Dr James J Hogan High School,Vallejo,Solano
053604,St Patrick-St Vincent Catholic Hs,Vallejo,Solano
053608,Valencia High School,Valencia,Los Angeles
053610,Vallejo High School,Vallejo,Solano
053613,Steele Canyon High School,Spring Valley,San Diego
053615,Birmingham Community Charter Hs,Lake Balboa,Los Angeles
053626,Sonoma Academy,Santa Rosa,Sonoma
053628,San Ysidro High School,San Diego,San Diego
053630,Rancho San Juan High School,Salinas,Monterey
053631,Saint Genevieve High School,Panorama City,Los Angeles
053633,Ulysses S Grant High School,Van Nuys,Los Angeles
053635,Van Nuys High School,Van Nuys,Los Angeles
053643,Temecula Preparatory School,Winchester,Riverside
053644,John H Pitman High School,Turlock,Stanislaus
053647,Buena High School,Ventura,Ventura
053648,El Camino High School,Ventura,Ventura
053650,Saint Bonaventure High School,Ventura,Ventura
053655,Ventura High School,Ventura,Ventura
053660,Victor Valley High School,Victorville,San Bernardino
053662,Golden West High School,Visalia,Tulare
053665,Redwood High School,Visalia,Tulare
053668,Rancho Buena Vista High School,Vista,San Diego
053669,Tri-City Christian School,Vista,San Diego
053670,Mount Whitney High School,Visalia,Tulare
053675,Vista High School,Vista,San Diego
053676,Walnut High School,Walnut,Los Angeles
053680,Las Lomas High School,Walnut Creek,Contra Costa
053681,Southlands Christian School,Rowland Heights,Los Angeles
053682,Silverado High School,Victorville,San Bernardino
053683,Berean Christian High School,Walnut Creek,Contra Costa
053685,Wasco Union High School,Wasco,Kern
053686,Excelsior Charter Schl Victorville,Victorville,San Bernardino
053690,Jesse M Bethel High School,Vallejo,Solano
053691,Foothill Technology Hs,Ventura,Ventura
053695,Valley Center High School,Valley Center,San Diego
053699,El Diamante High School,Visalia,Tulare
053704,Waterford High School,Waterford,Stanislaus
053705,Monte Vista Christian School,Watsonville,Santa Cruz
053711,Mount Madonna School,Watsonville,Santa Cruz
053716,Saint Francis Hs Salesian Col Prep,Watsonville,Santa Cruz
053722,Watsonville High School,Watsonville,Santa Cruz
053737,La Quinta High School,Westminster,Orange
053738,West Covina High School,West Covina,Los Angeles
053739,Westminster High School,Westminster,Orange
053740,River City High School,West Sacramento,Yolo
053746,Oaks Christian School,Westlake Village,Ventura
053747,Dr Richard Vladovic Harbor Aca,Wilmington,Los Angeles
053748,De Toledo High School,West Hills,Los Angeles
053750,Wheatland High School,Wheatland,Yuba
053755,California High School,Whittier,Los Angeles
053756,La Serna High School,Whittier,Los Angeles
053760,Pioneer High School,Whittier,Los Angeles
053761,Saint Paul High School,Santa Fe Springs,Los Angeles
053763,Whittier Christian High School,La Habra,Orange
053765,Whittier High School,Whittier,Los Angeles
053770,Williams High School,Williams,Colusa
053775,Willits High School,Willits,Mendocino
053785,Phineas Banning High School,Wilmington,Los Angeles
053787,Windsor High School,Windsor,Sonoma
053790,Winters High School,Winters,Yolo
053795,Woodlake High School,Woodlake,Tulare
053800,Woodland High School,Woodland,Yolo
053801,El Camino Real Charter High Sc,Woodland Hills,Los Angeles
053802,Louisville High School,Woodland Hills,Los Angeles
053806,William Howard Taft Hs,Woodland Hills,Los Angeles
053808,Woodside High School,Woodside,San Mateo
053810,Yreka High School,Yreka,Siskiyou
053815,Yuba City High School,Yuba City,Sutter
053818,Yucca Valley High School,Yucca Valley,San Bernardino
053820,Yucaipa Senior High School,Yucaipa,San Bernardino
053833,Mare Island Technology Academy,Vallejo,Solano
053839,Weston Ranch High School,Stockton,San Joaquin
053843,Aspire Benjamin Holt Colg Prep,Stockton,San Joaquin
053847,Pioneer Valley High School,Santa Maria,Santa Barbara
053849,Technology High School,Rohnert Park,Sonoma
053855,Wilmer Amina Carter Hs,Rialto,San Bernardino
053861,Pioneer High School,Woodland,Yolo
053864,West Ranch High School,Valencia,Los Angeles
053868,Mission Hills High School,San Marcos,San Diego
053871,Golden Valley High School,Santa Clarita,Los Angeles
053877,Bradshaw Christian School,Sacramento,Sacramento
053878,Summit Preparatory Charter Hig,Redwood City,San Mateo
053879,Northridge Academy High School,Northridge,Los Angeles
053880,Great Oak High School,Temecula,Riverside
053884,June Jordan School for Equity,San Francisco,San Francisco
053893,Kearny College Connections,San Diego,San Diego
053900,Kearny Sch Biomed Science Tech,San Diego,San Diego
053903,San Diego High School,San Diego,San Diego
053904,Icef View Park Preparatory High Sch,Los Angeles,Los Angeles
053906,Ann Sobrato High School,Morgan Hill,Santa Clara
053907,San Diego Intl Studies,San Diego,San Diego
053909,San Diego Metro Regional Technical,San Diego,San Diego
053910,Catch Prep Charter High,Los Angeles,Los Angeles
053912,University Preparatory School,Redding,Shasta
053927,Rosemont High School,Sacramento,Sacramento
053929,National University Virtual Hs,Chula Vista,San Diego
053937,Whitney High School,Rocklin,Placer
053941,Venture Academy,Stockton,San Joaquin
053945,High Tech High International,San Diego,San Diego
053952,Pacific Law Academy,Stockton,San Joaquin
053953,Pleasant Grove High School,Elk Grove,Sacramento
053958,Ronald E Mcnair High School,Stockton,San Joaquin
053964,River Valley High School,Yuba City,Sutter
053966,Cesar Chavez High School,Stockton,San Joaquin
053970,Leadership Public Sch Richmond,Richmond,Contra Costa
053972,Oakland Military Inst Col Prep,Oakland,Alameda
053973,Vistamar School,El Segundo,Los Angeles
053974,Santee Education Complex,Los Angeles,Los Angeles
053975,Animo S Los Angeles Charter Hs,Los Angeles,Los Angeles
053978,Citrus Hill High School,Perris,Riverside
053980,South East High School,South Gate,Los Angeles
053983,Alliance Gertz-Ressler High Sc,Los Angeles,Los Angeles
053985,Bay School of San Francisco,San Francisco,San Francisco
053988,Central Valley High School,Ceres,Stanislaus
053989,Alsion Montessori Middle/High,Fremont,Alameda
053991,Camino Nuevo High School,Los Angeles,Los Angeles
053995,Lakeside High School,Lake Elsinore,Riverside
053998,Maywood Academy High School,Maywood,Los Angeles
054003,Design Science Middle Colg Hs,Fresno,Fresno
054005,Pacifica Christian High School,Santa Monica,Los Angeles
054013,Desert Mirage High School,Thermal,Riverside
054015,Vaughn Next Century Learn Ctr,San Fernando,Los Angeles
054018,Segerstrom High School,Santa Ana,Orange
054020,Millennium High School,Tracy,San Joaquin
054025,New Designs Charter School,Los Angeles,Los Angeles
054027,San Jacinto Valley Academy,San Jacinto,Riverside
054028,International Studies Learning Ctr,South Gate,Los Angeles
054030,Robert Fulton College Prep Sch,Van Nuys,Los Angeles
054038,Sierra Canyon School,Chatsworth,Los Angeles
054043,James C Enochs High School,Modesto,Stanislaus
054044,Roseland University Prep,Santa Rosa,Sonoma
054045,Pajaro Valley Hs,Watsonville,Santa Cruz
054046,Charter Hs Arts Media Perform,Van Nuys,Los Angeles
054047,City Arts and Leadership Academy,San Francisco,San Francisco
054053,M C Learning Complx-Sch of Bus&trsm,Los Angeles,Los Angeles
054054,High Tech High Media Arts,San Diego,San Diego
054055,Port of Los Angeles Hs,San Pedro,Los Angeles
054056,Maranatha Christian Schools,San Diego,San Diego
054057,Los Angeles School Global Studies,Los Angeles,Los Angeles
054058,Frontier High School,Bakersfield,Kern
054060,Eastside High School,Lancaster,Los Angeles
054065,Puc Community Charter Early Coll Hs,Sylmar,Los Angeles
054069,Animo Venice Charter Hs,Venice,Los Angeles
054072,Olympian High School,Chula Vista,San Diego
054073,John F Kennedy Middle Colg Hs,Norco,Riverside
054078,Eleanor Roosevelt High School,Eastvale,Riverside
054081,Panorama High School,Panorama City,Los Angeles
054082,East Valley High School,North Hollywood,Los Angeles
054088,Alliance Judy Burton Tech Acad,Los Angeles,Los Angeles
054092,Ca Online Public Schools Southrn Ca,San Juan Capistrano,Orange
054095,Natomas Pacific Pathways Prep,Sacramento,Sacramento
054101,University Preparatory,Victorville,San Bernardino
054103,Xavier College Preparatory Hs,Palm Desert,Riverside
054104,Nova Academy Early College Hs,Santa Ana,Orange
054118,Alliance Collins College Ready Hs,Huntington Park,Los Angeles
054120,Lincoln High School,San Diego,San Diego
054127,Stanford Online High School,Redwood City,San Mateo
054135,Academy of the Redwoods,Eureka,Humboldt
054141,Heritage High School,Menifee,Riverside
054150,Hector Godinez Fundamental Hs,Santa Ana,Orange
054151,Lighthouse Community Char Hs,Oakland,Alameda
054159,Patriot High School,Jurupa Valley,Riverside
054162,Los Angeles Hs of the Arts,Los Angeles,Los Angeles
054163,Alliance M&e Stern Math Sci Sch,Los Angeles,Los Angeles
054166,Vista Del Lago High School,Folsom,Sacramento
054173,California Military Institute,Perris,Riverside
054176,Aims College Prep High School,Oakland,Alameda
054181,San Juan Hills High School,San Juan Capistrano,Orange
054194,Classical Academy High School,Escondido,San Diego
054199,Animo Jackie Robinson Chrt Sch,Los Angeles,Los Angeles
054201,Health Sciences High/Mid Coll,San Diego,San Diego
054203,Summit Collegiate High School,Porterville,Tulare
054204,Cosumnes Oaks High School,Elk Grove,Sacramento
054207,Stella High Charter Academy,Los Angeles,Los Angeles
054211,Cristo Rey Hs-Sacramento,Sacramento,Sacramento
054214,Tahquitz High School,Hemet,Riverside
054218,Alliance Neuwirth Leadership Acadmy,Los Angeles,Los Angeles
054219,High Tech High - North County,San Marcos,San Diego
054225,West Adams Preparatory Hs,Los Angeles,Los Angeles
054231,Kipp King Collegiate High Sch,San Lorenzo,Alameda
054238,Animo Pat Brown Charter Hs,Los Angeles,Los Angeles
054241,Riverside Preparatory,Oro Grande,San Bernardino
054242,Independence High School,Bakersfield,Kern
054243,School Visual Arts and Humanities,Los Angeles,Los Angeles
054245,University Prep Academy,San Jose,Santa Clara
054247,Academia Avance Charter School,Los Angeles,Los Angeles
054248,Mission Oak High School,Tulare,Tulare
054249,Helen Bernstein High School,Hollywood,Los Angeles
054250,Antelope High School,Antelope,Sacramento
054254,Academic Leadership Community,Los Angeles,Los Angeles
054255,Impact Acad Arts/Technology,Hayward,Alameda
054257,Aspire East Palo Alto Phoenix,East Palo Alto,San Mateo
054259,Animo Ralph Bunche Charter Hs,Los Angeles,Los Angeles
054260,Aspire Golden State Collg Prep Acad,Oakland,Alameda
054267,Lathrop High School,Lathrop,San Joaquin
054280,Robert F Kennedy High School,Delano,Kern
054283,Animo Watts Collge Prep Acdmy,Los Angeles,Los Angeles
054285,Envision Acad Arts/Technology,Oakland,Alameda
054287,Orcutt Academy Charter High School,Orcutt,Santa Barbara
054303,Oakland Charter High School,Oakland,Alameda
054310,Castaic High School,Castaic,Los Angeles
054313,High Tech High Chula Vista,Chula Vista,San Diego
054316,Oak Hills High School,Oak Hills,San Bernardino
054317,Mira Monte High School,Bakersfield,Kern
054321,Yorba Linda High School,Yorba Linda,Orange
054331,Citrus Valley High School,Redlands,San Bernardino
054332,Anahuacalmecac Intrl Univ Prep,Los Angeles,Los Angeles
054345,Shadow Hills High School,Indio,Riverside
054346,Alliance Morgan Mckinzie Hs,Los Angeles,Los Angeles
054347,Mission Vista High School,Oceanside,San Diego
054351,Del Norte High School,San Diego,San Diego
054353,Gompers Preparatory Academy,San Diego,San Diego
054355,Dozier-Libbey Medical High Sch,Antioch,Contra Costa
054356,United Christian Academy,Rancho Cucamonga,San Bernardino
054357,Murrieta Mesa High School,Murrieta,Riverside
054360,Alliance Leichtman-Levine Eshs,Los Angeles,Los Angeles
054361,Alliance Piera Barbaglia Shaheen Hs,Los Angeles,Los Angeles
054364,Christopher High School,Gilroy,Santa Clara
054367,Alain Leroy Locke College Prep,Los Angeles,Los Angeles
054368,Daniel Pearl Magnet High Schl,Van Nuys,Los Angeles
054369,Animo Locke Ii Charter Hs,Los Angeles,Los Angeles
054375,John C Kimball High School,Tracy,San Joaquin
054376,Cortines School Vpa,Los Angeles,Los Angeles
054377,Kipp San Jose Collegiate,San Jose,Santa Clara
054378,Da Vinci Science High School,El Segundo,Los Angeles
054379,Western Sierra Collegiate Acad,Rocklin,Placer
054381,Felicitas and Gonzalo Mendez Hs,Los Angeles,Los Angeles
054394,Pacheco High School,Los Banos,Merced
054406,American Canyon High School,American Canyon,Napa
054407,Riverside Virtual School,Riverside,Riverside
054411,Stockton Early College Academy,Stockton,San Joaquin
054412,Coliseum College Prep Academy,Oakland,Alameda
054414,Harmony Magnet Academy,Strathmore,Tulare
054418,Rancho Christian High School,Temecula,Riverside
054422,Sierra Pacific High School,Hanford,Kings
054424,Stockton Collegiate Intl High Schoo,Stockton,San Joaquin
054429,Everest Public High School,Redwood City,San Mateo
054432,School Law & Government at Rhs,Los Angeles,Los Angeles
054436,Math Science Technology Magnet,Los Angeles,Los Angeles
054438,Liberty Ranch High School,Galt,Sacramento
054439,Academy-San Fran @ Mcateer,San Francisco,San Francisco
054441,Torres Hs Engineering & Technical,Los Angeles,Los Angeles
054444,Torres Hs - Social Justice Leadrshp,Los Angeles,Los Angeles
054446,Aspire Vanguard Col Prep Acad,Modesto,Stanislaus
054451,Torres Hs-Humanitas Acad Art &tech,Los Angeles,Los Angeles
054452,Torres Hs Performing Arts Academy,Los Angeles,Los Angeles
054457,New Open World Academy,Los Angeles,Los Angeles
054458,University Prepartory High Sch,Visalia,Tulare
054460,Aspire Langston Hughes Academy,Stockton,San Joaquin
054475,Magnolia Science Academy 2 Valley,Van Nuys,Los Angeles
054481,Edgewood High School,West Covina,Los Angeles
054493,Albert Einstein Letter Art Sci,Agua Dulce,Los Angeles
054502,Credo High School Arts/Letters/Sci,Rohnert Park,Sonoma
054507,King-Chavez Community High School,San Diego,San Diego
054513,Alliance Ted K Tajima High Sch,Los Angeles,Los Angeles
054515,San Francisco International Hs,San Francisco,San Francisco
054519,Puc Lakeview Charter High Schl,Sylmar,Los Angeles
054522,Palomares Academy Health Science,Pomona,Los Angeles
054523,Fremont Acd Engineering/Design,Pomona,Los Angeles
054525,Rancho Dominguez Prep School,Long Beach,Los Angeles
054527,Alliance Tennenbaum Family Tech Hs,Los Angeles,Los Angeles
054531,Synergy Quantum Academy,Los Angeles,Los Angeles
054532,Puc Triumph Charter Academy Hs,Sylmar,Los Angeles
054539,Wonderful College Prep Acad Delano,Delano,Kern
054541,Puc Early Colg Academy Leaders,Los Angeles,Los Angeles
054542,Social Justice Humanitas Acad,San Fernando,Los Angeles
054544,Comm&tech School Rivera Lrng Complx,Los Angeles,Los Angeles
054545,School History & Dramatic Arts,Los Angeles,Los Angeles
054547,Dr Maya Angelou Community Hs,Los Angeles,Los Angeles
054548,Valley Academy Arts & Sciences,Granada Hills,Los Angeles
054553,Making Waves Academy,Richmond,Contra Costa
054554,Pacific Academy Irvine,Irvine,Orange
054555,Chavez La Artes,San Fernando,Los Angeles
054605,Indian Springs High School,San Bernardino,San Bernardino
054606,Grand Terrace High School,Grand Terrace,San Bernardino
054607,Applied Technology Center,Montebello,Los Angeles
054611,Castlemont High School,Oakland,Alameda
054617,Academies Education/Empowermnt,Carson,Los Angeles
054618,Academy of Medical Arts at Carson,Carson,Los Angeles
054620,Summit Public School-Tahoma,San Jose,Santa Clara
054621,Summit Public School-Rainier,San Jose,Santa Clara
054624,Stem Academy of Hollywood,Hollywood,Los Angeles
054629,Ofarrell Charter School,San Diego,San Diego
054630,Crawford High School,San Diego,San Diego
054631,Health Careers Academy Hs,Stockton,San Joaquin
054632,Critical Design and Gaming Sch,Los Angeles,Los Angeles
054636,Alliance Smidt Technology High,Los Angeles,Los Angeles
054643,Ca Online Public Sch Northern Ca,Ripon,San Joaquin
054644,Libra Academy at Linda Marquez Hs,Huntington Park,Los Angeles
054645,Linda Marquez Hs-Social Justice,Huntington Park,Los Angeles
054649,Steam at Legacy High School Complex,South Gate,Los Angeles
054654,Chula Vista Lrng Cmnty Charter,Chula Vista,San Diego
054660,Ace Charter High School,San Jose,Santa Clara
054663,New West Charter School,Los Angeles,Los Angeles
054666,Reedley Middle College Hs,Reedley,Fresno
054667,Huntington Park Inst Appld Medicine,Huntington Park,Los Angeles
054672,Adelanto High School,Adelanto,San Bernardino
054673,Usc Hybrid High College Prep,Los Angeles,Los Angeles
054677,Hillcrest High School,Riverside,Riverside
054683,Larchmont Charter School,Los Angeles,Los Angeles
054693,Camino Nuevo High Sch Dalzell Lance,Los Angeles,Los Angeles
054695,Sch Social Justice-Cont Learn Ctr,Los Angeles,Los Angeles
054697,El Capitan High School,Merced,Merced
054701,Early College Acad La Trade Tech,Los Angeles,Los Angeles
054702,Rancho Mirage High School,Rancho Mirage,Riverside
054704,Lps Oakland R&d Campus,Oakland,Alameda
054705,Palmdale Aerospace Academy,Palmdale,Los Angeles
054709,Sage Creek High School,Carlsbad,San Diego
054719,Cobalt Institute of Math & Science,Victorville,San Bernardino
054723,E3 Civic High,San Diego,San Diego
054725,Ernest S Mcbride Sr High Schl,Long Beach,Los Angeles
054728,Valor Academy High School,North Hills,Los Angeles
054735,Aspire Ollin Univ Prep Acdmy,Huntington Park,Los Angeles
054746,Del Lago Academy,Escondido,San Diego
054750,Downtown College Prep Alum Roc,San Jose,Santa Clara
054751,Samueli Academy,Santa Ana,Orange
054764,Western Center Academy,Hemet,Riverside
054767,Math and Science College Prep,Los Angeles,Los Angeles
054768,Madison Park Academy,Oakland,Alameda
054772,Alliance Margaret M Bloomfield,Huntington Park,Los Angeles
054776,Basis Independent Silicon Valley,San Jose,Santa Clara
054784,Riverside Stem Academy,Riverside,Riverside
054787,Sun Valley Magnet School,Sun Valley,Los Angeles
054794,Da Vinci Communications Hs,El Segundo,Los Angeles
054812,Leroy Greene Academy,Sacramento,Sacramento
054813,Mountain House High School,Mountain House,San Joaquin
054814,Design Tech High School,Redwood City,San Mateo
054815,Summit Public Schools Shasta,Daly City,San Mateo
054816,Kipp San Francisco Colg Prep,San Francisco,San Francisco
054818,Luis Valdez Leadership Academy,San Jose,Santa Clara
054826,Nava College Prep Academy,Los Angeles,Los Angeles
054837,Sato Academy of Math & Science,Long Beach,Los Angeles
054846,Ilead Exploration Hybrid,Acton,Los Angeles
054847,Aspire Richmond Ca Colg Prep,Richmond,Contra Costa
054851,Rancho Campana High School,Camarillo,Ventura
054856,John Henry High School,Richmond,Contra Costa
054860,Cristo Rey San Jose Jesuit Hs,San Jose,Santa Clara
054865,Compton Early College High Sch,Compton,Los Angeles
054869,Alpha Cindy Avitia High School,San Jose,Santa Clara
054877,South Hills Academy,West Covina,Los Angeles
054891,University Prep Value Hs,Los Angeles,Los Angeles
054927,Kipp Navigate College Prep,San Jose,Santa Clara
054928,Summit Public School Tamalpais,San Pablo,Contra Costa
054936,Tide Academy,Menlo Park,San Mateo
054970,East Bay Innovation Academy,Oakland,Alameda
054985,Twelve Bridges High School,Lincoln,Placer
054992,Liberty High School,Winchester,Riverside
054994,South La College Prep,Los Angeles,Los Angeles
054997,Justin Garza High School,Fresno,Fresno
055037,Sanger West High School,Fresno,Fresno
055051,Legacy Magnet Academy,Tustin,Orange
059801,East Bay Innovation Academy,Oakland,Alameda
1251598,Alliance Ouchi-O'donovan 6-12,Los Angeles,Los Angeles
1252154,Lake Balboa College Prep K-12,Van Nuys,Los Angeles
252215,Summit Public School K2,El Cerrito,Contra Costa
989915,Cleveland Humanities Magnet,Reseda,Los Angeles
