level,slice,eth,pell,fg,cohort,measure,value,n
FR,all,all,all,all,1999,gradgpa_mean,3.293,21941
FR,all,all,all,all,1999,ttd_mean,4.34,
FR,all,all,all,all,2000,grad3,2.1,28717
FR,all,all,all,all,2000,grad4,50.5,28717
FR,all,all,all,all,2000,grad5,76.8,28717
FR,all,all,all,all,2000,grad6,81.1,28717
FR,all,all,all,all,2000,grad7p,82.5,28717
FR,all,all,all,all,2000,gradgpa_mean,3.272,23287
FR,all,all,all,all,2000,ret1,90.8,28717
FR,all,all,all,all,2000,ttd_mean,4.33,
FR,all,all,all,all,2001,grad3,2.5,30586
FR,all,all,all,all,2001,grad4,53.4,30586
FR,all,all,all,all,2001,grad5,77.3,30586
FR,all,all,all,all,2001,grad6,81.5,30586
FR,all,all,all,all,2001,grad7p,82.9,30586
FR,all,all,all,all,2001,gradgpa_mean,3.26,24923
FR,all,all,all,all,2001,ret1,91.0,30586
FR,all,all,all,all,2001,ttd_mean,4.29,
FR,all,all,all,all,2002,grad3,2.5,31643
FR,all,all,all,all,2002,grad4,55.3,31643
FR,all,all,all,all,2002,grad5,78.2,31643
FR,all,all,all,all,2002,grad6,82.2,31643
FR,all,all,all,all,2002,grad7p,83.5,31643
FR,all,all,all,all,2002,gradgpa_mean,3.25,26021
FR,all,all,all,all,2002,ret1,91.0,31643
FR,all,all,all,all,2002,ttd_mean,4.26,
FR,all,all,all,all,2003,grad3,2.5,31990
FR,all,all,all,all,2003,grad4,56.2,31990
FR,all,all,all,all,2003,grad5,78.3,31990
FR,all,all,all,all,2003,grad6,82.0,31990
FR,all,all,all,all,2003,grad7p,83.3,31990
FR,all,all,all,all,2003,gradgpa_mean,3.268,26232
FR,all,all,all,all,2003,ret1,91.2,31990
FR,all,all,all,all,2003,ttd_mean,4.25,
FR,all,all,all,all,2004,grad3,2.6,29620
FR,all,all,all,all,2004,grad4,58.6,29620
FR,all,all,all,all,2004,grad5,79.9,29620
FR,all,all,all,all,2004,grad6,83.5,29620
FR,all,all,all,all,2004,grad7p,84.6,29620
FR,all,all,all,all,2004,gradgpa_mean,3.296,24735
FR,all,all,all,all,2004,ret1,91.9,29620
FR,all,all,all,all,2004,ttd_mean,4.23,
FR,all,all,all,all,2005,grad3,2.9,31550
FR,all,all,all,all,2005,grad4,59.9,31550
FR,all,all,all,all,2005,grad5,80.2,31550
FR,all,all,all,all,2005,grad6,83.6,31550
FR,all,all,all,all,2005,grad7p,84.8,31550
FR,all,all,all,all,2005,gradgpa_mean,3.3,26369
FR,all,all,all,all,2005,ret1,91.7,31550
FR,all,all,all,all,2005,ttd_mean,4.21,
FR,all,all,all,all,2006,grad3,2.7,35440
FR,all,all,all,all,2006,grad4,60.5,35440
FR,all,all,all,all,2006,grad5,80.5,35440
FR,all,all,all,all,2006,grad6,84.0,35440
FR,all,all,all,all,2006,grad7p,85.2,35440
FR,all,all,all,all,2006,gradgpa_mean,3.285,29771
FR,all,all,all,all,2006,ret1,92.0,35440
FR,all,all,all,all,2006,ttd_mean,4.21,
FR,all,all,all,all,2007,grad3,3.0,35346
FR,all,all,all,all,2007,grad4,60.2,35346
FR,all,all,all,all,2007,grad5,80.1,35346
FR,all,all,all,all,2007,grad6,83.5,35346
FR,all,all,all,all,2007,grad7p,84.8,35346
FR,all,all,all,all,2007,gradgpa_mean,3.288,29520
FR,all,all,all,all,2007,ret1,91.6,35346
FR,all,all,all,all,2007,ttd_mean,4.21,
FR,all,all,all,all,2008,grad3,3.2,36600
FR,all,all,all,all,2008,grad4,61.6,36600
FR,all,all,all,all,2008,grad5,81.1,36600
FR,all,all,all,all,2008,grad6,84.3,36600
FR,all,all,all,all,2008,grad7p,85.4,36600
FR,all,all,all,all,2008,gradgpa_mean,3.273,30837
FR,all,all,all,all,2008,ret1,92.3,36600
FR,all,all,all,all,2008,ttd_mean,4.19,
FR,all,all,all,all,2009,grad3,3.0,34298
FR,all,all,all,all,2009,grad4,63.2,34298
FR,all,all,all,all,2009,grad5,82.4,34298
FR,all,all,all,all,2009,grad6,85.2,34298
FR,all,all,all,all,2009,grad7p,86.2,34298
FR,all,all,all,all,2009,gradgpa_mean,3.29,29214
FR,all,all,all,all,2009,ret1,92.7,34298
FR,all,all,all,all,2009,ttd_mean,4.18,
FR,all,all,all,all,2010,grad3,2.9,34453
FR,all,all,all,all,2010,grad4,62.5,34453
FR,all,all,all,all,2010,grad5,82.1,34453
FR,all,all,all,all,2010,grad6,84.9,34453
FR,all,all,all,all,2010,grad6_nonuc,84.9,
FR,all,all,all,all,2010,grad7p,85.9,34453
FR,all,all,all,all,2010,gradgpa_mean,3.296,29251
FR,all,all,all,all,2010,ret1,92.8,34453
FR,all,all,all,all,2010,ttd_mean,4.19,
FR,all,all,all,all,2011,grad3,3.0,36391
FR,all,all,all,all,2011,grad4,64.0,36391
FR,all,all,all,all,2011,grad5,81.9,36391
FR,all,all,all,all,2011,grad6,84.7,36391
FR,all,all,all,all,2011,grad6_nonuc,86.9,
FR,all,all,all,all,2011,grad7p,85.8,36391
FR,all,all,all,all,2011,gradgpa_mean,3.298,30819
FR,all,all,all,all,2011,ret1,92.4,36391
FR,all,all,all,all,2011,ttd_mean,4.17,
FR,all,all,all,all,2012,grad3,2.8,38776
FR,all,all,all,all,2012,grad4,64.4,38776
FR,all,all,all,all,2012,grad5,81.5,38776
FR,all,all,all,all,2012,grad6,84.3,38776
FR,all,all,all,all,2012,grad6_nonuc,86.7,
FR,all,all,all,all,2012,grad7p,85.3,38776
FR,all,all,all,all,2012,gradgpa_mean,3.304,32678
FR,all,all,all,all,2012,ret1,92.4,38776
FR,all,all,all,all,2012,ttd_mean,4.16,
FR,all,all,all,all,2013,grad3,3.0,40055
FR,all,all,all,all,2013,grad4,66.5,40055
FR,all,all,all,all,2013,grad5,82.7,40055
FR,all,all,all,all,2013,grad6,85.4,40055
FR,all,all,all,all,2013,grad6_nonuc,87.6,
FR,all,all,all,all,2013,grad7p,86.4,40055
FR,all,all,all,all,2013,gradgpa_mean,3.342,34194
FR,all,all,all,all,2013,ret1,92.6,40055
FR,all,all,all,all,2013,ttd_mean,4.15,
FR,all,all,all,all,2014,grad3,3.5,41628
FR,all,all,all,all,2014,grad4,68.1,41628
FR,all,all,all,all,2014,grad5,83.2,41628
FR,all,all,all,all,2014,grad6,85.6,41628
FR,all,all,all,all,2014,grad6_nonuc,87.9,
FR,all,all,all,all,2014,grad7p,86.6,41628
FR,all,all,all,all,2014,gradgpa_mean,3.36,35654
FR,all,all,all,all,2014,ret1,92.8,41628
FR,all,all,all,all,2014,ttd_mean,4.12,
FR,all,all,all,all,2015,grad3,4.0,41626
FR,all,all,all,all,2015,grad4,69.6,41626
FR,all,all,all,all,2015,grad5,84.1,41626
FR,all,all,all,all,2015,grad6,86.4,41626
FR,all,all,all,all,2015,grad6_nonuc,88.6,
FR,all,all,all,all,2015,grad7p,87.2,41626
FR,all,all,all,all,2015,gradgpa_mean,3.399,35950
FR,all,all,all,all,2015,ret1,93.3,41626
FR,all,all,all,all,2015,ttd_mean,4.1,
FR,all,all,all,all,2016,grad3,4.1,47528
FR,all,all,all,all,2016,grad4,71.4,47528
FR,all,all,all,all,2016,grad5,84.3,47528
FR,all,all,all,all,2016,grad6,86.1,47528
FR,all,all,all,all,2016,grad6_nonuc,88.2,
FR,all,all,all,all,2016,grad7p,86.8,47528
FR,all,all,all,all,2016,gradgpa_mean,3.485,40914
FR,all,all,all,all,2016,ret1,92.9,47528
FR,all,all,all,all,2016,ttd_mean,4.07,
FR,all,all,all,all,2017,grad3,5.3,46062
FR,all,all,all,all,2017,grad4,72.7,46062
FR,all,all,all,all,2017,grad5,83.8,46062
FR,all,all,all,all,2017,grad6,85.7,46062
FR,all,all,all,all,2017,grad6_nonuc,88.1,
FR,all,all,all,all,2017,grad7p,86.6,46062
FR,all,all,all,all,2017,gradgpa_mean,3.555,39493
FR,all,all,all,all,2017,ret1,92.5,46062
FR,all,all,all,all,2017,ttd_mean,4.03,
FR,all,all,all,all,2018,grad3,6.7,46746
FR,all,all,all,all,2018,grad4,72.9,46746
FR,all,all,all,all,2018,grad5,83.7,46746
FR,all,all,all,all,2018,grad6,85.9,46746
FR,all,all,all,all,2018,grad6_nonuc,88.1,
FR,all,all,all,all,2018,grad7p,86.7,46746
FR,all,all,all,all,2018,gradgpa_mean,3.504,40146
FR,all,all,all,all,2018,ret1,92.8,46746
FR,all,all,all,all,2018,ttd_mean,4.01,
FR,all,all,all,all,2019,grad3,6.8,46023
FR,all,all,all,all,2019,grad4,73.4,46023
FR,all,all,all,all,2019,grad5,84.1,46023
FR,all,all,all,all,2019,grad6,86.1,46023
FR,all,all,all,all,2019,grad6_nonuc,88.4,
FR,all,all,all,all,2019,gradgpa_mean,3.484,39608
FR,all,all,all,all,2019,ret1,92.6,46023
FR,all,all,all,all,2020,grad3,5.8,46806
FR,all,all,all,all,2020,grad4,72.7,46806
FR,all,all,all,all,2020,grad5,83.0,46806
FR,all,all,all,all,2020,gradgpa_mean,3.477,38860
FR,all,all,all,all,2020,ret1,92.1,46806
FR,all,all,all,all,2021,grad3,6.4,51931
FR,all,all,all,all,2021,grad4,74.0,51931
FR,all,all,all,all,2021,gradgpa_mean,3.536,38435
FR,all,all,all,all,2021,ret1,91.7,51931
FR,all,all,all,all,2022,grad3,7.6,48787
FR,all,all,all,all,2022,gradgpa_mean,3.61,3699
FR,all,all,all,all,2022,ret1,92.6,48787
FR,all,all,all,all,2023,ret1,92.6,51074
FR,all,all,all,all,2024,ret1,93.0,50742
FR,eth,aian,all,all,1999,gradgpa_mean,3.459,91
FR,eth,aian,all,all,1999,ttd_mean,4.43,
FR,eth,aian,all,all,2000,grad3,3.1,163
FR,eth,aian,all,all,2000,grad4,42.3,163
FR,eth,aian,all,all,2000,grad5,69.9,163
FR,eth,aian,all,all,2000,grad6,74.2,163
FR,eth,aian,all,all,2000,grad7p,76.1,163
FR,eth,aian,all,all,2000,gradgpa_mean,3.382,109
FR,eth,aian,all,all,2000,ret1,87.1,163
FR,eth,aian,all,all,2000,ttd_mean,4.41,
FR,eth,aian,all,all,2001,grad3,3.4,178
FR,eth,aian,all,all,2001,grad4,43.3,178
FR,eth,aian,all,all,2001,grad5,66.9,178
FR,eth,aian,all,all,2001,grad6,70.8,178
FR,eth,aian,all,all,2001,grad7p,73.0,178
FR,eth,aian,all,all,2001,gradgpa_mean,3.241,113
FR,eth,aian,all,all,2001,ret1,83.7,178
FR,eth,aian,all,all,2001,ttd_mean,4.34,
FR,eth,aian,all,all,2002,grad3,2.3,172
FR,eth,aian,all,all,2002,grad4,51.2,172
FR,eth,aian,all,all,2002,grad5,69.2,172
FR,eth,aian,all,all,2002,grad6,74.4,172
FR,eth,aian,all,all,2002,grad7p,76.2,172
FR,eth,aian,all,all,2002,gradgpa_mean,3.27,115
FR,eth,aian,all,all,2002,ret1,86.0,172
FR,eth,aian,all,all,2002,ttd_mean,4.29,
FR,eth,aian,all,all,2003,grad3,2.8,144
FR,eth,aian,all,all,2003,grad4,47.9,144
FR,eth,aian,all,all,2003,grad5,69.4,144
FR,eth,aian,all,all,2003,grad6,74.3,144
FR,eth,aian,all,all,2003,grad7p,76.4,144
FR,eth,aian,all,all,2003,gradgpa_mean,3.354,96
FR,eth,aian,all,all,2003,ret1,94.4,144
FR,eth,aian,all,all,2003,ttd_mean,4.35,
FR,eth,aian,all,all,2004,grad3,2.1,143
FR,eth,aian,all,all,2004,grad4,48.3,143
FR,eth,aian,all,all,2004,grad5,68.5,143
FR,eth,aian,all,all,2004,grad6,70.6,143
FR,eth,aian,all,all,2004,grad7p,72.0,143
FR,eth,aian,all,all,2004,gradgpa_mean,3.291,95
FR,eth,aian,all,all,2004,ret1,86.7,143
FR,eth,aian,all,all,2004,ttd_mean,4.27,
FR,eth,aian,all,all,2005,grad3,1.3,152
FR,eth,aian,all,all,2005,grad4,55.9,152
FR,eth,aian,all,all,2005,grad5,77.0,152
FR,eth,aian,all,all,2005,grad6,79.6,152
FR,eth,aian,all,all,2005,grad7p,80.3,152
FR,eth,aian,all,all,2005,gradgpa_mean,3.434,115
FR,eth,aian,all,all,2005,ret1,90.1,152
FR,eth,aian,all,all,2005,ttd_mean,4.24,
FR,eth,aian,all,all,2006,grad3,5.0,180
FR,eth,aian,all,all,2006,grad4,59.4,180
FR,eth,aian,all,all,2006,grad5,76.7,180
FR,eth,aian,all,all,2006,grad6,79.4,180
FR,eth,aian,all,all,2006,grad7p,80.6,180
FR,eth,aian,all,all,2006,gradgpa_mean,3.498,129
FR,eth,aian,all,all,2006,ret1,89.4,180
FR,eth,aian,all,all,2006,ttd_mean,4.16,
FR,eth,aian,all,all,2007,grad3,4.0,177
FR,eth,aian,all,all,2007,grad4,59.3,177
FR,eth,aian,all,all,2007,grad5,75.7,177
FR,eth,aian,all,all,2007,grad6,78.5,177
FR,eth,aian,all,all,2007,grad7p,80.2,177
FR,eth,aian,all,all,2007,gradgpa_mean,3.35,127
FR,eth,aian,all,all,2007,ret1,89.8,177
FR,eth,aian,all,all,2007,ttd_mean,4.22,
FR,eth,aian,all,all,2008,grad3,3.0,167
FR,eth,aian,all,all,2008,grad4,46.7,167
FR,eth,aian,all,all,2008,grad5,70.1,167
FR,eth,aian,all,all,2008,grad6,74.3,167
FR,eth,aian,all,all,2008,grad7p,75.4,167
FR,eth,aian,all,all,2008,gradgpa_mean,3.154,112
FR,eth,aian,all,all,2008,ret1,86.8,167
FR,eth,aian,all,all,2008,ttd_mean,4.29,
FR,eth,aian,all,all,2009,grad3,4.7,214
FR,eth,aian,all,all,2009,grad4,59.3,214
FR,eth,aian,all,all,2009,grad5,77.1,214
FR,eth,aian,all,all,2009,grad6,82.7,214
FR,eth,aian,all,all,2009,grad7p,83.2,214
FR,eth,aian,all,all,2009,gradgpa_mean,3.28,177
FR,eth,aian,all,all,2009,ret1,91.6,214
FR,eth,aian,all,all,2009,ttd_mean,4.19,
FR,eth,aian,all,all,2010,grad3,4.0,251
FR,eth,aian,all,all,2010,grad4,60.2,251
FR,eth,aian,all,all,2010,grad5,78.9,251
FR,eth,aian,all,all,2010,grad6,81.7,251
FR,eth,aian,all,all,2010,grad6_nonuc,81.7,
FR,eth,aian,all,all,2010,grad7p,82.1,251
FR,eth,aian,all,all,2010,gradgpa_mean,3.36,198
FR,eth,aian,all,all,2010,ret1,90.4,251
FR,eth,aian,all,all,2010,ttd_mean,4.16,
FR,eth,aian,all,all,2011,grad3,5.2,232
FR,eth,aian,all,all,2011,grad4,57.8,232
FR,eth,aian,all,all,2011,grad5,75.9,232
FR,eth,aian,all,all,2011,grad6,78.9,232
FR,eth,aian,all,all,2011,grad6_nonuc,81.9,
FR,eth,aian,all,all,2011,grad7p,80.2,232
FR,eth,aian,all,all,2011,gradgpa_mean,3.399,176
FR,eth,aian,all,all,2011,ret1,90.5,232
FR,eth,aian,all,all,2011,ttd_mean,4.17,
FR,eth,aian,all,all,2012,grad3,1.7,240
FR,eth,aian,all,all,2012,grad4,59.2,240
FR,eth,aian,all,all,2012,grad5,73.8,240
FR,eth,aian,all,all,2012,grad6,75.0,240
FR,eth,aian,all,all,2012,grad6_nonuc,78.8,
FR,eth,aian,all,all,2012,grad7p,75.8,240
FR,eth,aian,all,all,2012,gradgpa_mean,3.308,173
FR,eth,aian,all,all,2012,ret1,89.2,240
FR,eth,aian,all,all,2012,ttd_mean,4.14,
FR,eth,aian,all,all,2013,grad3,2.0,198
FR,eth,aian,all,all,2013,grad4,58.6,198
FR,eth,aian,all,all,2013,grad5,74.7,198
FR,eth,aian,all,all,2013,grad6,76.8,198
FR,eth,aian,all,all,2013,grad6_nonuc,82.8,
FR,eth,aian,all,all,2013,grad7p,77.8,198
FR,eth,aian,all,all,2013,gradgpa_mean,3.459,144
FR,eth,aian,all,all,2013,ret1,87.9,198
FR,eth,aian,all,all,2013,ttd_mean,4.17,
FR,eth,aian,all,all,2014,grad3,3.6,247
FR,eth,aian,all,all,2014,grad4,60.3,247
FR,eth,aian,all,all,2014,grad5,81.0,247
FR,eth,aian,all,all,2014,grad6,83.0,247
FR,eth,aian,all,all,2014,grad6_nonuc,85.4,
FR,eth,aian,all,all,2014,grad7p,83.4,247
FR,eth,aian,all,all,2014,gradgpa_mean,3.365,191
FR,eth,aian,all,all,2014,ret1,90.7,247
FR,eth,aian,all,all,2014,ttd_mean,4.15,
FR,eth,aian,all,all,2015,grad3,4.5,220
FR,eth,aian,all,all,2015,grad4,63.2,220
FR,eth,aian,all,all,2015,grad5,76.8,220
FR,eth,aian,all,all,2015,grad6,81.8,220
FR,eth,aian,all,all,2015,grad6_nonuc,86.4,
FR,eth,aian,all,all,2015,grad7p,82.3,220
FR,eth,aian,all,all,2015,gradgpa_mean,3.486,180
FR,eth,aian,all,all,2015,ret1,87.3,220
FR,eth,aian,all,all,2015,ttd_mean,4.12,
FR,eth,aian,all,all,2016,grad3,2.7,224
FR,eth,aian,all,all,2016,grad4,65.2,224
FR,eth,aian,all,all,2016,grad5,77.7,224
FR,eth,aian,all,all,2016,grad6,79.9,224
FR,eth,aian,all,all,2016,grad6_nonuc,84.8,
FR,eth,aian,all,all,2016,grad7p,81.3,224
FR,eth,aian,all,all,2016,gradgpa_mean,3.528,168
FR,eth,aian,all,all,2016,ret1,86.2,224
FR,eth,aian,all,all,2016,ttd_mean,4.13,
FR,eth,aian,all,all,2017,grad3,7.3,206
FR,eth,aian,all,all,2017,grad4,62.6,206
FR,eth,aian,all,all,2017,grad5,74.8,206
FR,eth,aian,all,all,2017,grad6,78.2,206
FR,eth,aian,all,all,2017,grad6_nonuc,81.1,
FR,eth,aian,all,all,2017,grad7p,79.1,206
FR,eth,aian,all,all,2017,gradgpa_mean,3.597,154
FR,eth,aian,all,all,2017,ret1,87.9,206
FR,eth,aian,all,all,2017,ttd_mean,4.05,
FR,eth,aian,all,all,2018,grad3,6.2,211
FR,eth,aian,all,all,2018,grad4,63.5,211
FR,eth,aian,all,all,2018,grad5,76.8,211
FR,eth,aian,all,all,2018,grad6,77.7,211
FR,eth,aian,all,all,2018,grad6_nonuc,80.6,
FR,eth,aian,all,all,2018,grad7p,80.1,211
FR,eth,aian,all,all,2018,gradgpa_mean,3.495,162
FR,eth,aian,all,all,2018,ret1,89.1,211
FR,eth,aian,all,all,2018,ttd_mean,4.1,
FR,eth,aian,all,all,2019,grad3,4.8,188
FR,eth,aian,all,all,2019,grad4,64.4,188
FR,eth,aian,all,all,2019,grad5,76.1,188
FR,eth,aian,all,all,2019,grad6,78.2,188
FR,eth,aian,all,all,2019,grad6_nonuc,83.0,
FR,eth,aian,all,all,2019,gradgpa_mean,3.478,134
FR,eth,aian,all,all,2019,ret1,87.2,188
FR,eth,aian,all,all,2020,grad3,5.7,176
FR,eth,aian,all,all,2020,grad4,64.8,176
FR,eth,aian,all,all,2020,grad5,75.6,176
FR,eth,aian,all,all,2020,gradgpa_mean,3.513,133
FR,eth,aian,all,all,2020,ret1,86.4,176
FR,eth,aian,all,all,2021,grad3,7.4,217
FR,eth,aian,all,all,2021,grad4,65.4,217
FR,eth,aian,all,all,2021,gradgpa_mean,3.444,142
FR,eth,aian,all,all,2021,ret1,87.6,217
FR,eth,aian,all,all,2022,grad3,7.7,311
FR,eth,aian,all,all,2022,gradgpa_mean,3.28,24
FR,eth,aian,all,all,2022,ret1,92.0,311
FR,eth,aian,all,all,2023,ret1,90.3,320
FR,eth,aian,all,all,2024,ret1,90.2,347
FR,eth,asian_pi,all,all,1999,gradgpa_mean,3.248,8390
FR,eth,asian_pi,all,all,1999,ttd_mean,4.36,
FR,eth,asian_pi,all,all,2000,grad3,1.8,10615
FR,eth,asian_pi,all,all,2000,grad4,50.6,10615
FR,eth,asian_pi,all,all,2000,grad5,79.1,10615
FR,eth,asian_pi,all,all,2000,grad6,83.3,10615
FR,eth,asian_pi,all,all,2000,grad7p,84.5,10615
FR,eth,asian_pi,all,all,2000,gradgpa_mean,3.223,8838
FR,eth,asian_pi,all,all,2000,ret1,92.7,10615
FR,eth,asian_pi,all,all,2000,ttd_mean,4.33,
FR,eth,asian_pi,all,all,2001,grad3,2.2,11532
FR,eth,asian_pi,all,all,2001,grad4,54.2,11532
FR,eth,asian_pi,all,all,2001,grad5,80.3,11532
FR,eth,asian_pi,all,all,2001,grad6,84.3,11532
FR,eth,asian_pi,all,all,2001,grad7p,85.6,11532
FR,eth,asian_pi,all,all,2001,gradgpa_mean,3.211,9720
FR,eth,asian_pi,all,all,2001,ret1,93.3,11532
FR,eth,asian_pi,all,all,2001,ttd_mean,4.29,
FR,eth,asian_pi,all,all,2002,grad3,2.2,12125
FR,eth,asian_pi,all,all,2002,grad4,56.6,12125
FR,eth,asian_pi,all,all,2002,grad5,80.9,12125
FR,eth,asian_pi,all,all,2002,grad6,85.2,12125
FR,eth,asian_pi,all,all,2002,grad7p,86.3,12125
FR,eth,asian_pi,all,all,2002,gradgpa_mean,3.196,10325
FR,eth,asian_pi,all,all,2002,ret1,93.2,12125
FR,eth,asian_pi,all,all,2002,ttd_mean,4.27,
FR,eth,asian_pi,all,all,2003,grad3,2.4,12046
FR,eth,asian_pi,all,all,2003,grad4,58.9,12046
FR,eth,asian_pi,all,all,2003,grad5,82.3,12046
FR,eth,asian_pi,all,all,2003,grad6,85.9,12046
FR,eth,asian_pi,all,all,2003,grad7p,87.2,12046
FR,eth,asian_pi,all,all,2003,gradgpa_mean,3.221,10353
FR,eth,asian_pi,all,all,2003,ret1,93.6,12046
FR,eth,asian_pi,all,all,2003,ttd_mean,4.25,
FR,eth,asian_pi,all,all,2004,grad3,2.2,11449
FR,eth,asian_pi,all,all,2004,grad4,60.6,11449
FR,eth,asian_pi,all,all,2004,grad5,83.4,11449
FR,eth,asian_pi,all,all,2004,grad6,86.9,11449
FR,eth,asian_pi,all,all,2004,grad7p,88.0,11449
FR,eth,asian_pi,all,all,2004,gradgpa_mean,3.242,9951
FR,eth,asian_pi,all,all,2004,ret1,94.1,11449
FR,eth,asian_pi,all,all,2004,ttd_mean,4.23,
FR,eth,asian_pi,all,all,2005,grad3,2.6,12620
FR,eth,asian_pi,all,all,2005,grad4,61.8,12620
FR,eth,asian_pi,all,all,2005,grad5,83.0,12620
FR,eth,asian_pi,all,all,2005,grad6,86.7,12620
FR,eth,asian_pi,all,all,2005,grad7p,87.8,12620
FR,eth,asian_pi,all,all,2005,gradgpa_mean,3.258,10938
FR,eth,asian_pi,all,all,2005,ret1,93.8,12620
FR,eth,asian_pi,all,all,2005,ttd_mean,4.22,
FR,eth,asian_pi,all,all,2006,grad3,2.6,14499
FR,eth,asian_pi,all,all,2006,grad4,63.0,14499
FR,eth,asian_pi,all,all,2006,grad5,84.1,14499
FR,eth,asian_pi,all,all,2006,grad6,87.6,14499
FR,eth,asian_pi,all,all,2006,grad7p,88.7,14499
FR,eth,asian_pi,all,all,2006,gradgpa_mean,3.239,12698
FR,eth,asian_pi,all,all,2006,ret1,94.2,14499
FR,eth,asian_pi,all,all,2006,ttd_mean,4.21,
FR,eth,asian_pi,all,all,2007,grad3,2.5,14342
FR,eth,asian_pi,all,all,2007,grad4,62.8,14342
FR,eth,asian_pi,all,all,2007,grad5,83.7,14342
FR,eth,asian_pi,all,all,2007,grad6,87.1,14342
FR,eth,asian_pi,all,all,2007,grad7p,88.3,14342
FR,eth,asian_pi,all,all,2007,gradgpa_mean,3.247,12494
FR,eth,asian_pi,all,all,2007,ret1,94.1,14342
FR,eth,asian_pi,all,all,2007,ttd_mean,4.21,
FR,eth,asian_pi,all,all,2008,grad3,3.0,14118
FR,eth,asian_pi,all,all,2008,grad4,64.6,14118
FR,eth,asian_pi,all,all,2008,grad5,84.9,14118
FR,eth,asian_pi,all,all,2008,grad6,88.0,14118
FR,eth,asian_pi,all,all,2008,grad7p,89.0,14118
FR,eth,asian_pi,all,all,2008,gradgpa_mean,3.245,12421
FR,eth,asian_pi,all,all,2008,ret1,94.5,14118
FR,eth,asian_pi,all,all,2008,ttd_mean,4.18,
FR,eth,asian_pi,all,all,2009,grad3,2.7,13612
FR,eth,asian_pi,all,all,2009,grad4,66.6,13612
FR,eth,asian_pi,all,all,2009,grad5,86.7,13612
FR,eth,asian_pi,all,all,2009,grad6,89.2,13612
FR,eth,asian_pi,all,all,2009,grad7p,90.1,13612
FR,eth,asian_pi,all,all,2009,gradgpa_mean,3.271,12137
FR,eth,asian_pi,all,all,2009,ret1,94.7,13612
FR,eth,asian_pi,all,all,2009,ttd_mean,4.17,
FR,eth,asian_pi,all,all,2010,grad3,2.7,13675
FR,eth,asian_pi,all,all,2010,grad4,66.7,13675
FR,eth,asian_pi,all,all,2010,grad5,86.0,13675
FR,eth,asian_pi,all,all,2010,grad6,88.6,13675
FR,eth,asian_pi,all,all,2010,grad6_nonuc,88.6,
FR,eth,asian_pi,all,all,2010,grad7p,89.5,13675
FR,eth,asian_pi,all,all,2010,gradgpa_mean,3.274,12111
FR,eth,asian_pi,all,all,2010,ret1,94.7,13675
FR,eth,asian_pi,all,all,2010,ttd_mean,4.17,
FR,eth,asian_pi,all,all,2011,grad3,2.7,14189
FR,eth,asian_pi,all,all,2011,grad4,70.0,14189
FR,eth,asian_pi,all,all,2011,grad5,86.8,14189
FR,eth,asian_pi,all,all,2011,grad6,89.2,14189
FR,eth,asian_pi,all,all,2011,grad6_nonuc,91.0,
FR,eth,asian_pi,all,all,2011,grad7p,90.1,14189
FR,eth,asian_pi,all,all,2011,gradgpa_mean,3.288,12659
FR,eth,asian_pi,all,all,2011,ret1,94.9,14189
FR,eth,asian_pi,all,all,2011,ttd_mean,4.14,
FR,eth,asian_pi,all,all,2012,grad3,2.8,14732
FR,eth,asian_pi,all,all,2012,grad4,70.5,14732
FR,eth,asian_pi,all,all,2012,grad5,87.1,14732
FR,eth,asian_pi,all,all,2012,grad6,89.5,14732
FR,eth,asian_pi,all,all,2012,grad6_nonuc,91.4,
FR,eth,asian_pi,all,all,2012,grad7p,90.3,14732
FR,eth,asian_pi,all,all,2012,gradgpa_mean,3.302,13180
FR,eth,asian_pi,all,all,2012,ret1,95.1,14732
FR,eth,asian_pi,all,all,2012,ttd_mean,4.13,
FR,eth,asian_pi,all,all,2013,grad3,2.7,14528
FR,eth,asian_pi,all,all,2013,grad4,72.1,14528
FR,eth,asian_pi,all,all,2013,grad5,87.0,14528
FR,eth,asian_pi,all,all,2013,grad6,89.2,14528
FR,eth,asian_pi,all,all,2013,grad6_nonuc,91.1,
FR,eth,asian_pi,all,all,2013,grad7p,90.2,14528
FR,eth,asian_pi,all,all,2013,gradgpa_mean,3.335,12965
FR,eth,asian_pi,all,all,2013,ret1,94.9,14528
FR,eth,asian_pi,all,all,2013,ttd_mean,4.12,
FR,eth,asian_pi,all,all,2014,grad3,3.3,14938
FR,eth,asian_pi,all,all,2014,grad4,74.3,14938
FR,eth,asian_pi,all,all,2014,grad5,88.1,14938
FR,eth,asian_pi,all,all,2014,grad6,90.1,14938
FR,eth,asian_pi,all,all,2014,grad6_nonuc,92.1,
FR,eth,asian_pi,all,all,2014,grad7p,90.8,14938
FR,eth,asian_pi,all,all,2014,gradgpa_mean,3.379,13455
FR,eth,asian_pi,all,all,2014,ret1,95.1,14938
FR,eth,asian_pi,all,all,2014,ttd_mean,4.09,
FR,eth,asian_pi,all,all,2015,grad3,3.6,14559
FR,eth,asian_pi,all,all,2015,grad4,76.3,14559
FR,eth,asian_pi,all,all,2015,grad5,89.3,14559
FR,eth,asian_pi,all,all,2015,grad6,91.2,14559
FR,eth,asian_pi,all,all,2015,grad6_nonuc,92.9,
FR,eth,asian_pi,all,all,2015,grad7p,91.8,14559
FR,eth,asian_pi,all,all,2015,gradgpa_mean,3.396,13274
