level,slice,eth,pell,fg,cohort,measure,value,n
TR,eth,black,all,all,2019,grad3,78.7,966
TR,eth,black,all,all,2019,grad4,84.7,966
TR,eth,black,all,all,2019,grad5p,86.7,966
TR,eth,black,all,all,2019,gradgpa_mean,3.341,838
TR,eth,black,all,all,2019,ret1,93.1,966
TR,eth,black,all,all,2020,grad2,51.2,1046
TR,eth,black,all,all,2020,grad3,75.2,1046
TR,eth,black,all,all,2020,grad4,79.9,1046
TR,eth,black,all,all,2020,grad5p,82.2,1046
TR,eth,black,all,all,2020,gradgpa_mean,3.304,860
TR,eth,black,all,all,2020,ret1,89.7,1046
TR,eth,black,all,all,2021,grad2,56.9,963
TR,eth,black,all,all,2021,grad3,80.0,963
TR,eth,black,all,all,2021,grad4,84.5,963
TR,eth,black,all,all,2021,gradgpa_mean,3.313,814
TR,eth,black,all,all,2021,ret1,91.9,963
TR,eth,black,all,all,2022,grad2,59.8,958
TR,eth,black,all,all,2022,grad3,79.9,958
TR,eth,black,all,all,2022,gradgpa_mean,3.295,765
TR,eth,black,all,all,2022,ret1,92.5,958
TR,eth,black,all,all,2023,grad2,60.2,994
TR,eth,black,all,all,2023,gradgpa_mean,3.39,598
TR,eth,black,all,all,2023,ret1,93.1,994
TR,eth,black,all,all,2024,ret1,92.7,1026
TR,eth,hispanic_latino,all,all,1999,grad2,37.7,1011
TR,eth,hispanic_latino,all,all,1999,grad3,70.2,1011
TR,eth,hispanic_latino,all,all,1999,grad4,78.7,1011
TR,eth,hispanic_latino,all,all,1999,grad5p,81.6,1011
TR,eth,hispanic_latino,all,all,1999,gradgpa_mean,3.107,825
TR,eth,hispanic_latino,all,all,1999,ret1,89.5,1011
TR,eth,hispanic_latino,all,all,1999,ttd_mean,2.65,
TR,eth,hispanic_latino,all,all,2000,grad2,40.7,1399
TR,eth,hispanic_latino,all,all,2000,grad3,71.8,1399
TR,eth,hispanic_latino,all,all,2000,grad4,79.8,1399
TR,eth,hispanic_latino,all,all,2000,grad5p,82.6,1399
TR,eth,hispanic_latino,all,all,2000,gradgpa_mean,3.134,1156
TR,eth,hispanic_latino,all,all,2000,ret1,90.1,1399
TR,eth,hispanic_latino,all,all,2000,ttd_mean,2.63,
TR,eth,hispanic_latino,all,all,2001,grad2,37.5,1628
TR,eth,hispanic_latino,all,all,2001,grad3,69.9,1628
TR,eth,hispanic_latino,all,all,2001,grad4,79.1,1628
TR,eth,hispanic_latino,all,all,2001,grad5p,81.4,1628
TR,eth,hispanic_latino,all,all,2001,gradgpa_mean,3.137,1326
TR,eth,hispanic_latino,all,all,2001,ret1,88.6,1628
TR,eth,hispanic_latino,all,all,2001,ttd_mean,2.68,
TR,eth,hispanic_latino,all,all,2002,grad2,42.7,1671
TR,eth,hispanic_latino,all,all,2002,grad3,74.1,1671
TR,eth,hispanic_latino,all,all,2002,grad4,81.4,1671
TR,eth,hispanic_latino,all,all,2002,grad5p,83.8,1671
TR,eth,hispanic_latino,all,all,2002,gradgpa_mean,3.141,1400
TR,eth,hispanic_latino,all,all,2002,ret1,91.4,1671
TR,eth,hispanic_latino,all,all,2002,ttd_mean,2.59,
TR,eth,hispanic_latino,all,all,2003,grad2,43.8,1898
TR,eth,hispanic_latino,all,all,2003,grad3,74.8,1898
TR,eth,hispanic_latino,all,all,2003,grad4,80.5,1898
TR,eth,hispanic_latino,all,all,2003,grad5p,83.2,1898
TR,eth,hispanic_latino,all,all,2003,gradgpa_mean,3.131,1579
TR,eth,hispanic_latino,all,all,2003,ret1,88.9,1898
TR,eth,hispanic_latino,all,all,2003,ttd_mean,2.55,
TR,eth,hispanic_latino,all,all,2004,grad2,46.7,1871
TR,eth,hispanic_latino,all,all,2004,grad3,76.0,1871
TR,eth,hispanic_latino,all,all,2004,grad4,82.6,1871
TR,eth,hispanic_latino,all,all,2004,grad5p,84.7,1871
TR,eth,hispanic_latino,all,all,2004,gradgpa_mean,3.141,1584
TR,eth,hispanic_latino,all,all,2004,ret1,90.2,1871
TR,eth,hispanic_latino,all,all,2004,ttd_mean,2.51,
TR,eth,hispanic_latino,all,all,2005,grad2,48.3,1923
TR,eth,hispanic_latino,all,all,2005,grad3,77.1,1923
TR,eth,hispanic_latino,all,all,2005,grad4,83.3,1923
TR,eth,hispanic_latino,all,all,2005,grad5p,85.2,1923
TR,eth,hispanic_latino,all,all,2005,gradgpa_mean,3.158,1638
TR,eth,hispanic_latino,all,all,2005,ret1,91.4,1923
TR,eth,hispanic_latino,all,all,2005,ttd_mean,2.51,
TR,eth,hispanic_latino,all,all,2006,grad2,46.6,1937
TR,eth,hispanic_latino,all,all,2006,grad3,76.1,1937
TR,eth,hispanic_latino,all,all,2006,grad4,82.8,1937
TR,eth,hispanic_latino,all,all,2006,grad5p,85.0,1937
TR,eth,hispanic_latino,all,all,2006,gradgpa_mean,3.186,1646
TR,eth,hispanic_latino,all,all,2006,ret1,91.7,1937
TR,eth,hispanic_latino,all,all,2006,ttd_mean,2.52,
TR,eth,hispanic_latino,all,all,2007,grad2,45.5,2030
TR,eth,hispanic_latino,all,all,2007,grad3,76.0,2030
TR,eth,hispanic_latino,all,all,2007,grad4,82.3,2030
TR,eth,hispanic_latino,all,all,2007,grad5p,84.8,2030
TR,eth,hispanic_latino,all,all,2007,gradgpa_mean,3.164,1722
TR,eth,hispanic_latino,all,all,2007,ret1,90.5,2030
TR,eth,hispanic_latino,all,all,2007,ttd_mean,2.53,
TR,eth,hispanic_latino,all,all,2008,grad2,45.4,2132
TR,eth,hispanic_latino,all,all,2008,grad3,78.0,2132
TR,eth,hispanic_latino,all,all,2008,grad4,85.0,2132
TR,eth,hispanic_latino,all,all,2008,grad5p,86.8,2132
TR,eth,hispanic_latino,all,all,2008,gradgpa_mean,3.151,1851
TR,eth,hispanic_latino,all,all,2008,ret1,91.2,2132
TR,eth,hispanic_latino,all,all,2008,ttd_mean,2.53,
TR,eth,hispanic_latino,all,all,2009,grad2,48.4,2429
TR,eth,hispanic_latino,all,all,2009,grad3,77.9,2429
TR,eth,hispanic_latino,all,all,2009,grad4,84.1,2429
TR,eth,hispanic_latino,all,all,2009,grad5p,86.4,2429
TR,eth,hispanic_latino,all,all,2009,gradgpa_mean,3.161,2099
TR,eth,hispanic_latino,all,all,2009,ret1,90.7,2429
TR,eth,hispanic_latino,all,all,2009,ttd_mean,2.51,
TR,eth,hispanic_latino,all,all,2010,grad2,48.6,2781
TR,eth,hispanic_latino,all,all,2010,grad3,78.9,2781
TR,eth,hispanic_latino,all,all,2010,grad4,84.4,2781
TR,eth,hispanic_latino,all,all,2010,grad5p,85.9,2781
TR,eth,hispanic_latino,all,all,2010,gradgpa_mean,3.166,2390
TR,eth,hispanic_latino,all,all,2010,ret1,91.3,2781
TR,eth,hispanic_latino,all,all,2010,ttd_mean,2.48,
TR,eth,hispanic_latino,all,all,2011,grad2,51.1,3111
TR,eth,hispanic_latino,all,all,2011,grad3,81.0,3111
TR,eth,hispanic_latino,all,all,2011,grad4,86.6,3111
TR,eth,hispanic_latino,all,all,2011,grad5p,88.1,3111
TR,eth,hispanic_latino,all,all,2011,gradgpa_mean,3.176,2740
TR,eth,hispanic_latino,all,all,2011,ret1,92.2,3111
TR,eth,hispanic_latino,all,all,2011,ttd_mean,2.47,
TR,eth,hispanic_latino,all,all,2012,grad2,51.6,3067
TR,eth,hispanic_latino,all,all,2012,grad3,82.2,3067
TR,eth,hispanic_latino,all,all,2012,grad4,87.0,3067
TR,eth,hispanic_latino,all,all,2012,grad5p,88.6,3067
TR,eth,hispanic_latino,all,all,2012,gradgpa_mean,3.195,2716
TR,eth,hispanic_latino,all,all,2012,ret1,92.8,3067
TR,eth,hispanic_latino,all,all,2012,ttd_mean,2.43,
TR,eth,hispanic_latino,all,all,2013,grad2,51.7,3400
TR,eth,hispanic_latino,all,all,2013,grad3,81.2,3400
TR,eth,hispanic_latino,all,all,2013,grad4,87.0,3400
TR,eth,hispanic_latino,all,all,2013,grad5p,88.6,3400
TR,eth,hispanic_latino,all,all,2013,gradgpa_mean,3.186,3011
TR,eth,hispanic_latino,all,all,2013,ret1,93.0,3400
TR,eth,hispanic_latino,all,all,2013,ttd_mean,2.45,
TR,eth,hispanic_latino,all,all,2014,grad2,51.9,3571
TR,eth,hispanic_latino,all,all,2014,grad3,82.7,3571
TR,eth,hispanic_latino,all,all,2014,grad4,87.7,3571
TR,eth,hispanic_latino,all,all,2014,grad5p,89.1,3571
TR,eth,hispanic_latino,all,all,2014,gradgpa_mean,3.218,3180
TR,eth,hispanic_latino,all,all,2014,ret1,93.1,3571
TR,eth,hispanic_latino,all,all,2014,ttd_mean,2.44,
TR,eth,hispanic_latino,all,all,2015,grad2,54.4,3544
TR,eth,hispanic_latino,all,all,2015,grad3,82.1,3544
TR,eth,hispanic_latino,all,all,2015,grad4,87.1,3544
TR,eth,hispanic_latino,all,all,2015,grad5p,88.5,3544
TR,eth,hispanic_latino,all,all,2015,gradgpa_mean,3.226,3138
TR,eth,hispanic_latino,all,all,2015,ret1,92.9,3544
TR,eth,hispanic_latino,all,all,2015,ttd_mean,2.43,
TR,eth,hispanic_latino,all,all,2016,grad2,55.5,4387
TR,eth,hispanic_latino,all,all,2016,grad3,82.0,4387
TR,eth,hispanic_latino,all,all,2016,grad4,86.8,4387
TR,eth,hispanic_latino,all,all,2016,grad5p,88.2,4387
TR,eth,hispanic_latino,all,all,2016,gradgpa_mean,3.24,3871
TR,eth,hispanic_latino,all,all,2016,ret1,92.6,4387
TR,eth,hispanic_latino,all,all,2016,ttd_mean,2.39,
TR,eth,hispanic_latino,all,all,2017,grad2,55.4,4789
TR,eth,hispanic_latino,all,all,2017,grad3,82.5,4789
TR,eth,hispanic_latino,all,all,2017,grad4,87.6,4789
TR,eth,hispanic_latino,all,all,2017,grad5p,88.9,4789
TR,eth,hispanic_latino,all,all,2017,gradgpa_mean,3.245,4257
TR,eth,hispanic_latino,all,all,2017,ret1,92.4,4789
TR,eth,hispanic_latino,all,all,2017,ttd_mean,2.39,
TR,eth,hispanic_latino,all,all,2018,grad2,57.6,5269
TR,eth,hispanic_latino,all,all,2018,grad3,82.7,5269
TR,eth,hispanic_latino,all,all,2018,grad4,86.6,5269
TR,eth,hispanic_latino,all,all,2018,grad5p,87.7,5269
TR,eth,hispanic_latino,all,all,2018,gradgpa_mean,3.365,4622
TR,eth,hispanic_latino,all,all,2018,ret1,91.8,5269
TR,eth,hispanic_latino,all,all,2018,ttd_mean,2.35,
TR,eth,hispanic_latino,all,all,2019,grad2,59.9,5182
TR,eth,hispanic_latino,all,all,2019,grad3,83.5,5182
TR,eth,hispanic_latino,all,all,2019,grad4,87.7,5182
TR,eth,hispanic_latino,all,all,2019,grad5p,89.3,5182
TR,eth,hispanic_latino,all,all,2019,gradgpa_mean,3.377,4629
TR,eth,hispanic_latino,all,all,2019,ret1,93.2,5182
TR,eth,hispanic_latino,all,all,2020,grad2,56.7,5470
TR,eth,hispanic_latino,all,all,2020,grad3,79.7,5470
TR,eth,hispanic_latino,all,all,2020,grad4,83.8,5470
TR,eth,hispanic_latino,all,all,2020,grad5p,85.1,5470
TR,eth,hispanic_latino,all,all,2020,gradgpa_mean,3.35,4655
TR,eth,hispanic_latino,all,all,2020,ret1,90.8,5470
TR,eth,hispanic_latino,all,all,2021,grad2,61.8,5515
TR,eth,hispanic_latino,all,all,2021,grad3,83.1,5515
TR,eth,hispanic_latino,all,all,2021,grad4,86.6,5515
TR,eth,hispanic_latino,all,all,2021,gradgpa_mean,3.325,4776
TR,eth,hispanic_latino,all,all,2021,ret1,91.9,5515
TR,eth,hispanic_latino,all,all,2022,grad2,63.3,4991
TR,eth,hispanic_latino,all,all,2022,grad3,84.0,4991
TR,eth,hispanic_latino,all,all,2022,gradgpa_mean,3.338,4194
TR,eth,hispanic_latino,all,all,2022,ret1,93.5,4991
TR,eth,hispanic_latino,all,all,2023,grad2,67.1,4968
TR,eth,hispanic_latino,all,all,2023,gradgpa_mean,3.42,3332
TR,eth,hispanic_latino,all,all,2023,ret1,94.3,4968
TR,eth,hispanic_latino,all,all,2024,ret1,94.4,5290
TR,eth,international,all,all,1999,grad2,51.9,540
TR,eth,international,all,all,1999,grad3,83.5,540
TR,eth,international,all,all,1999,grad4,89.1,540
TR,eth,international,all,all,1999,grad5p,91.1,540
TR,eth,international,all,all,1999,gradgpa_mean,3.097,492
TR,eth,international,all,all,1999,ret1,91.5,540
TR,eth,international,all,all,1999,ttd_mean,2.38,
TR,eth,international,all,all,2000,grad2,49.0,669
TR,eth,international,all,all,2000,grad3,83.6,669
TR,eth,international,all,all,2000,grad4,88.6,669
TR,eth,international,all,all,2000,grad5p,90.1,669
TR,eth,international,all,all,2000,gradgpa_mean,3.236,603
TR,eth,international,all,all,2000,ret1,90.7,669
TR,eth,international,all,all,2000,ttd_mean,2.35,
TR,eth,international,all,all,2001,grad2,52.6,742
TR,eth,international,all,all,2001,grad3,82.7,742
TR,eth,international,all,all,2001,grad4,87.7,742
TR,eth,international,all,all,2001,grad5p,88.7,742
TR,eth,international,all,all,2001,gradgpa_mean,3.18,651
TR,eth,international,all,all,2001,ret1,91.6,742
TR,eth,international,all,all,2001,ttd_mean,2.3,
TR,eth,international,all,all,2002,grad2,55.7,890
TR,eth,international,all,all,2002,grad3,85.8,890
TR,eth,international,all,all,2002,grad4,89.4,890
TR,eth,international,all,all,2002,grad5p,89.9,890
TR,eth,international,all,all,2002,gradgpa_mean,3.135,796
TR,eth,international,all,all,2002,ret1,89.9,890
TR,eth,international,all,all,2002,ttd_mean,2.27,
TR,eth,international,all,all,2003,grad2,60.8,1068
TR,eth,international,all,all,2003,grad3,86.0,1068
TR,eth,international,all,all,2003,grad4,90.4,1068
TR,eth,international,all,all,2003,grad5p,91.5,1068
TR,eth,international,all,all,2003,gradgpa_mean,3.134,977
TR,eth,international,all,all,2003,ret1,91.7,1068
TR,eth,international,all,all,2003,ttd_mean,2.23,
TR,eth,international,all,all,2004,grad2,62.3,1017
TR,eth,international,all,all,2004,grad3,86.4,1017
TR,eth,international,all,all,2004,grad4,89.4,1017
TR,eth,international,all,all,2004,grad5p,90.4,1017
TR,eth,international,all,all,2004,gradgpa_mean,3.151,919
TR,eth,international,all,all,2004,ret1,91.8,1017
TR,eth,international,all,all,2004,ttd_mean,2.21,
TR,eth,international,all,all,2005,grad2,61.0,889
TR,eth,international,all,all,2005,grad3,84.0,889
TR,eth,international,all,all,2005,grad4,88.1,889
TR,eth,international,all,all,2005,grad5p,89.9,889
TR,eth,international,all,all,2005,gradgpa_mean,3.162,799
TR,eth,international,all,all,2005,ret1,89.5,889
TR,eth,international,all,all,2005,ttd_mean,2.28,
TR,eth,international,all,all,2006,grad2,64.8,866
TR,eth,international,all,all,2006,grad3,87.8,866
TR,eth,international,all,all,2006,grad4,90.3,866
TR,eth,international,all,all,2006,grad5p,92.5,866
TR,eth,international,all,all,2006,gradgpa_mean,3.208,801
TR,eth,international,all,all,2006,ret1,92.1,866
TR,eth,international,all,all,2006,ttd_mean,2.23,
TR,eth,international,all,all,2007,grad2,61.0,963
TR,eth,international,all,all,2007,grad3,84.0,963
TR,eth,international,all,all,2007,grad4,88.5,963
TR,eth,international,all,all,2007,grad5p,90.3,963
TR,eth,international,all,all,2007,gradgpa_mean,3.104,870
TR,eth,international,all,all,2007,ret1,90.8,963
TR,eth,international,all,all,2007,ttd_mean,2.28,
TR,eth,international,all,all,2008,grad2,61.6,1157
TR,eth,international,all,all,2008,grad3,83.8,1157
TR,eth,international,all,all,2008,grad4,86.8,1157
TR,eth,international,all,all,2008,grad5p,88.5,1157
TR,eth,international,all,all,2008,gradgpa_mean,3.169,1024
TR,eth,international,all,all,2008,ret1,89.6,1157
TR,eth,international,all,all,2008,ttd_mean,2.25,
TR,eth,international,all,all,2009,grad2,62.6,1337
TR,eth,international,all,all,2009,grad3,84.5,1337
TR,eth,international,all,all,2009,grad4,87.7,1337
TR,eth,international,all,all,2009,grad5p,89.9,1337
TR,eth,international,all,all,2009,gradgpa_mean,3.166,1202
TR,eth,international,all,all,2009,ret1,88.9,1337
TR,eth,international,all,all,2009,ttd_mean,2.24,
TR,eth,international,all,all,2010,grad2,66.4,1539
TR,eth,international,all,all,2010,grad3,86.9,1539
TR,eth,international,all,all,2010,grad4,90.5,1539
TR,eth,international,all,all,2010,grad5p,92.7,1539
TR,eth,international,all,all,2010,gradgpa_mean,3.191,1427
TR,eth,international,all,all,2010,ret1,89.7,1539
TR,eth,international,all,all,2010,ttd_mean,2.21,
TR,eth,international,all,all,2011,grad2,61.7,1732
TR,eth,international,all,all,2011,grad3,84.5,1732
TR,eth,international,all,all,2011,grad4,89.1,1732
TR,eth,international,all,all,2011,grad5p,91.6,1732
TR,eth,international,all,all,2011,gradgpa_mean,3.119,1587
TR,eth,international,all,all,2011,ret1,88.8,1732
TR,eth,international,all,all,2011,ttd_mean,2.28,
TR,eth,international,all,all,2012,grad2,61.0,1910
TR,eth,international,all,all,2012,grad3,83.6,1910
TR,eth,international,all,all,2012,grad4,86.8,1910
TR,eth,international,all,all,2012,grad5p,89.6,1910
TR,eth,international,all,all,2012,gradgpa_mean,3.117,1711
TR,eth,international,all,all,2012,ret1,89.0,1910
TR,eth,international,all,all,2012,ttd_mean,2.31,
TR,eth,international,all,all,2013,grad2,63.6,2275
TR,eth,international,all,all,2013,grad3,86.2,2275
TR,eth,international,all,all,2013,grad4,89.7,2275
TR,eth,international,all,all,2013,grad5p,92.0,2275
TR,eth,international,all,all,2013,gradgpa_mean,3.161,2093
TR,eth,international,all,all,2013,ret1,91.1,2275
TR,eth,international,all,all,2013,ttd_mean,2.28,
TR,eth,international,all,all,2014,grad2,66.1,2390
TR,eth,international,all,all,2014,grad3,87.3,2390
TR,eth,international,all,all,2014,grad4,90.8,2390
TR,eth,international,all,all,2014,grad5p,92.4,2390
TR,eth,international,all,all,2014,gradgpa_mean,3.172,2208
TR,eth,international,all,all,2014,ret1,91.4,2390
TR,eth,international,all,all,2014,ttd_mean,2.24,
TR,eth,international,all,all,2015,grad2,65.6,2549
TR,eth,international,all,all,2015,grad3,86.5,2549
TR,eth,international,all,all,2015,grad4,89.8,2549
TR,eth,international,all,all,2015,grad5p,91.3,2549
TR,eth,international,all,all,2015,gradgpa_mean,3.201,2328
TR,eth,international,all,all,2015,ret1,89.7,2549
TR,eth,international,all,all,2015,ttd_mean,2.21,
TR,eth,international,all,all,2016,grad2,66.2,2820
TR,eth,international,all,all,2016,grad3,87.1,2820
TR,eth,international,all,all,2016,grad4,90.3,2820
TR,eth,international,all,all,2016,grad5p,91.7,2820
TR,eth,international,all,all,2016,gradgpa_mean,3.189,2585
TR,eth,international,all,all,2016,ret1,90.7,2820
TR,eth,international,all,all,2016,ttd_mean,2.2,
TR,eth,international,all,all,2017,grad2,68.9,2800
TR,eth,international,all,all,2017,grad3,88.6,2800
TR,eth,international,all,all,2017,grad4,91.5,2800
TR,eth,international,all,all,2017,grad5p,92.5,2800
TR,eth,international,all,all,2017,gradgpa_mean,3.239,2590
TR,eth,international,all,all,2017,ret1,91.7,2800
TR,eth,international,all,all,2017,ttd_mean,2.16,
TR,eth,international,all,all,2018,grad2,70.6,3043
TR,eth,international,all,all,2018,grad3,88.9,3043
TR,eth,international,all,all,2018,grad4,91.1,3043
TR,eth,international,all,all,2018,grad5p,92.5,3043
TR,eth,international,all,all,2018,gradgpa_mean,3.333,2816
TR,eth,international,all,all,2018,ret1,91.4,3043
TR,eth,international,all,all,2018,ttd_mean,2.12,
TR,eth,international,all,all,2019,grad2,69.7,2971
TR,eth,international,all,all,2019,grad3,87.1,2971
TR,eth,international,all,all,2019,grad4,90.3,2971
TR,eth,international,all,all,2019,grad5p,91.8,2971
TR,eth,international,all,all,2019,gradgpa_mean,3.397,2727
TR,eth,international,all,all,2019,ret1,89.2,2971
TR,eth,international,all,all,2020,grad2,63.7,2892
TR,eth,international,all,all,2020,grad3,84.2,2892
TR,eth,international,all,all,2020,grad4,88.5,2892
TR,eth,international,all,all,2020,grad5p,90.4,2892
TR,eth,international,all,all,2020,gradgpa_mean,3.352,2615
TR,eth,international,all,all,2020,ret1,84.1,2892
TR,eth,international,all,all,2021,grad2,67.3,2642
TR,eth,international,all,all,2021,grad3,86.2,2642
TR,eth,international,all,all,2021,grad4,89.5,2642
TR,eth,international,all,all,2021,gradgpa_mean,3.388,2365
TR,eth,international,all,all,2021,ret1,90.2,2642
TR,eth,international,all,all,2022,grad2,66.4,1707
TR,eth,international,all,all,2022,grad3,85.8,1707
TR,eth,international,all,all,2022,gradgpa_mean,3.378,1465
TR,eth,international,all,all,2022,ret1,90.9,1707
TR,eth,international,all,all,2023,grad2,66.3,1526
TR,eth,international,all,all,2023,gradgpa_mean,3.44,1011
TR,eth,international,all,all,2023,ret1,89.6,1526
TR,eth,international,all,all,2024,ret1,88.4,1663
TR,eth,unknown,all,all,1999,grad2,40.2,798
TR,eth,unknown,all,all,1999,grad3,73.3,798
TR,eth,unknown,all,all,1999,grad4,81.8,798
TR,eth,unknown,all,all,1999,grad5p,84.0,798
TR,eth,unknown,all,all,1999,gradgpa_mean,3.184,670
TR,eth,unknown,all,all,1999,ret1,90.4,798
TR,eth,unknown,all,all,1999,ttd_mean,2.6,
TR,eth,unknown,all,all,2000,grad2,42.8,1093
TR,eth,unknown,all,all,2000,grad3,74.4,1093
TR,eth,unknown,all,all,2000,grad4,82.3,1093
TR,eth,unknown,all,all,2000,grad5p,84.4,1093
TR,eth,unknown,all,all,2000,gradgpa_mean,3.246,923
TR,eth,unknown,all,all,2000,ret1,88.9,1093
TR,eth,unknown,all,all,2000,ttd_mean,2.57,
TR,eth,unknown,all,all,2001,grad2,42.6,1236
TR,eth,unknown,all,all,2001,grad3,73.5,1236
TR,eth,unknown,all,all,2001,grad4,82.1,1236
TR,eth,unknown,all,all,2001,grad5p,83.9,1236
TR,eth,unknown,all,all,2001,gradgpa_mean,3.258,1037
TR,eth,unknown,all,all,2001,ret1,89.2,1236
TR,eth,unknown,all,all,2001,ttd_mean,2.58,
TR,eth,unknown,all,all,2002,grad2,43.8,1196
TR,eth,unknown,all,all,2002,grad3,74.2,1196
TR,eth,unknown,all,all,2002,grad4,81.9,1196
TR,eth,unknown,all,all,2002,grad5p,84.7,1196
TR,eth,unknown,all,all,2002,gradgpa_mean,3.207,1013
TR,eth,unknown,all,all,2002,ret1,90.4,1196
TR,eth,unknown,all,all,2002,ttd_mean,2.58,
TR,eth,unknown,all,all,2003,grad2,46.8,1328
TR,eth,unknown,all,all,2003,grad3,76.7,1328
TR,eth,unknown,all,all,2003,grad4,83.2,1328
TR,eth,unknown,all,all,2003,grad5p,85.3,1328
TR,eth,unknown,all,all,2003,gradgpa_mean,3.213,1133
TR,eth,unknown,all,all,2003,ret1,90.0,1328
TR,eth,unknown,all,all,2003,ttd_mean,2.48,
TR,eth,unknown,all,all,2004,grad2,51.6,1230
TR,eth,unknown,all,all,2004,grad3,78.9,1230
TR,eth,unknown,all,all,2004,grad4,84.9,1230
TR,eth,unknown,all,all,2004,grad5p,87.2,1230
TR,eth,unknown,all,all,2004,gradgpa_mean,3.213,1073
TR,eth,unknown,all,all,2004,ret1,90.5,1230
TR,eth,unknown,all,all,2004,ttd_mean,2.45,
TR,eth,unknown,all,all,2005,grad2,48.4,1162
TR,eth,unknown,all,all,2005,grad3,76.9,1162
TR,eth,unknown,all,all,2005,grad4,83.3,1162
TR,eth,unknown,all,all,2005,grad5p,85.5,1162
TR,eth,unknown,all,all,2005,gradgpa_mean,3.229,994
TR,eth,unknown,all,all,2005,ret1,91.0,1162
TR,eth,unknown,all,all,2005,ttd_mean,2.49,
TR,eth,unknown,all,all,2006,grad2,46.0,1150
TR,eth,unknown,all,all,2006,grad3,75.5,1150
TR,eth,unknown,all,all,2006,grad4,83.2,1150
TR,eth,unknown,all,all,2006,grad5p,85.4,1150
TR,eth,unknown,all,all,2006,gradgpa_mean,3.194,982
TR,eth,unknown,all,all,2006,ret1,89.6,1150
TR,eth,unknown,all,all,2006,ttd_mean,2.54,
TR,eth,unknown,all,all,2007,grad2,50.0,1052
TR,eth,unknown,all,all,2007,grad3,78.1,1052
TR,eth,unknown,all,all,2007,grad4,85.3,1052
TR,eth,unknown,all,all,2007,grad5p,87.5,1052
TR,eth,unknown,all,all,2007,gradgpa_mean,3.201,921
TR,eth,unknown,all,all,2007,ret1,91.7,1052
TR,eth,unknown,all,all,2007,ttd_mean,2.48,
TR,eth,unknown,all,all,2008,grad2,50.8,1013
TR,eth,unknown,all,all,2008,grad3,78.3,1013
TR,eth,unknown,all,all,2008,grad4,84.4,1013
TR,eth,unknown,all,all,2008,grad5p,86.5,1013
TR,eth,unknown,all,all,2008,gradgpa_mean,3.234,876
TR,eth,unknown,all,all,2008,ret1,91.9,1013
TR,eth,unknown,all,all,2008,ttd_mean,2.46,
TR,eth,unknown,all,all,2009,grad2,50.8,1102
TR,eth,unknown,all,all,2009,grad3,79.7,1102
TR,eth,unknown,all,all,2009,grad4,85.1,1102
TR,eth,unknown,all,all,2009,grad5p,86.9,1102
TR,eth,unknown,all,all,2009,gradgpa_mean,3.244,958
TR,eth,unknown,all,all,2009,ret1,90.9,1102
TR,eth,unknown,all,all,2009,ttd_mean,2.42,
TR,eth,unknown,all,all,2010,grad2,52.8,1215
TR,eth,unknown,all,all,2010,grad3,78.5,1215
TR,eth,unknown,all,all,2010,grad4,84.4,1215
TR,eth,unknown,all,all,2010,grad5p,86.0,1215
TR,eth,unknown,all,all,2010,gradgpa_mean,3.21,1045
TR,eth,unknown,all,all,2010,ret1,91.9,1215
TR,eth,unknown,all,all,2010,ttd_mean,2.4,
TR,eth,unknown,all,all,2011,grad2,54.0,552
TR,eth,unknown,all,all,2011,grad3,79.5,552
TR,eth,unknown,all,all,2011,grad4,85.0,552
TR,eth,unknown,all,all,2011,grad5p,86.4,552
TR,eth,unknown,all,all,2011,gradgpa_mean,3.247,469
TR,eth,unknown,all,all,2011,ret1,90.9,552
TR,eth,unknown,all,all,2011,ttd_mean,2.4,
TR,eth,unknown,all,all,2012,grad2,55.9,526
TR,eth,unknown,all,all,2012,grad3,83.5,526
TR,eth,unknown,all,all,2012,grad4,90.7,526
TR,eth,unknown,all,all,2012,grad5p,92.0,526
TR,eth,unknown,all,all,2012,gradgpa_mean,3.339,477
TR,eth,unknown,all,all,2012,ret1,95.2,526
TR,eth,unknown,all,all,2012,ttd_mean,2.41,
TR,eth,unknown,all,all,2013,grad2,51.7,429
TR,eth,unknown,all,all,2013,grad3,84.1,429
TR,eth,unknown,all,all,2013,grad4,89.3,429
TR,eth,unknown,all,all,2013,grad5p,90.9,429
TR,eth,unknown,all,all,2013,gradgpa_mean,3.282,383
TR,eth,unknown,all,all,2013,ret1,92.1,429
TR,eth,unknown,all,all,2013,ttd_mean,2.38,
TR,eth,unknown,all,all,2014,grad2,48.8,426
TR,eth,unknown,all,all,2014,grad3,79.6,426
TR,eth,unknown,all,all,2014,grad4,85.2,426
TR,eth,unknown,all,all,2014,grad5p,86.6,426
TR,eth,unknown,all,all,2014,gradgpa_mean,3.357,363
TR,eth,unknown,all,all,2014,ret1,91.1,426
TR,eth,unknown,all,all,2014,ttd_mean,2.44,
TR,eth,unknown,all,all,2015,grad2,55.8,432
TR,eth,unknown,all,all,2015,grad3,81.0,432
TR,eth,unknown,all,all,2015,grad4,87.3,432
TR,eth,unknown,all,all,2015,grad5p,88.9,432
TR,eth,unknown,all,all,2015,gradgpa_mean,3.349,377
TR,eth,unknown,all,all,2015,ret1,91.7,432
TR,eth,unknown,all,all,2015,ttd_mean,2.42,
TR,eth,unknown,all,all,2016,grad2,53.3,486
TR,eth,unknown,all,all,2016,grad3,81.1,486
