entry,campus,cohort,group_type,subgroup,band,band_lo,band_hi,c_first,c_second,c_third,r_first_pct,r_second_pct,r_third_pct
FR,Davis,2021,ethnicity,black,2,3.71,3.92,49,0,0,,,
FR,Davis,2021,ethnicity,black,3,3.92,4.0,28,0,0,,,
FR,Davis,2021,ethnicity,hispanic_latino,1,0.0,3.71,296,0,0,,,
FR,Davis,2021,ethnicity,hispanic_latino,2,3.71,3.92,385,0,0,,,
FR,Davis,2021,ethnicity,hispanic_latino,3,3.92,4.0,305,0,0,,,
FR,Davis,2021,ethnicity,international,1,0.0,3.71,551,0,0,,,
FR,Davis,2021,ethnicity,international,2,3.71,3.92,194,0,0,,,
FR,Davis,2021,ethnicity,international,3,3.92,4.0,108,0,0,,,
FR,Davis,2021,ethnicity,white,1,0.0,3.71,203,0,0,,,
FR,Davis,2021,ethnicity,white,2,3.71,3.92,422,0,0,,,
FR,Davis,2021,ethnicity,white,3,3.92,4.0,434,0,0,,,
FR,Davis,2021,first_gen_status,first_gen,1,0.0,3.71,520,0,0,,,
FR,Davis,2021,first_gen_status,first_gen,2,3.71,3.92,626,0,0,,,
FR,Davis,2021,first_gen_status,first_gen,3,3.92,4.0,496,0,0,,,
FR,Davis,2021,first_gen_status,not_first_gen,1,0.0,3.71,1042,0,0,,,
FR,Davis,2021,first_gen_status,not_first_gen,2,3.71,3.92,1310,0,0,,,
FR,Davis,2021,first_gen_status,not_first_gen,3,3.92,4.0,1068,0,0,,,
FR,Davis,2021,pell_status,non_pell,1,0.0,3.71,1121,0,0,,,
FR,Davis,2021,pell_status,non_pell,2,3.71,3.92,1322,0,0,,,
FR,Davis,2021,pell_status,non_pell,3,3.92,4.0,1065,0,0,,,
FR,Davis,2021,pell_status,pell,1,0.0,3.71,487,0,0,,,
FR,Davis,2021,pell_status,pell,2,3.71,3.92,670,0,0,,,
FR,Davis,2021,pell_status,pell,3,3.92,4.0,539,0,0,,,
FR,Irvine,2010,ethnicity,aian,1,1.75,3.47,2,1,0,,,
FR,Irvine,2010,ethnicity,aian,2,3.47,3.79,10,1,0,,,
FR,Irvine,2010,ethnicity,aian,3,3.79,4.0,3,2,0,,,
FR,Irvine,2010,ethnicity,asian,1,1.75,3.47,430,83,12,,,
FR,Irvine,2010,ethnicity,asian,2,3.47,3.79,969,168,17,,,
FR,Irvine,2010,ethnicity,asian,3,3.79,4.0,395,69,3,,,
FR,Irvine,2010,ethnicity,black,1,1.75,3.47,19,4,1,,,
FR,Irvine,2010,ethnicity,black,2,3.47,3.79,32,6,0,,,
FR,Irvine,2010,ethnicity,black,3,3.79,4.0,16,5,0,,,
FR,Irvine,2010,ethnicity,hispanic_latino,1,1.75,3.47,99,40,8,,,
FR,Irvine,2010,ethnicity,hispanic_latino,2,3.47,3.79,237,77,8,,,
FR,Irvine,2010,ethnicity,hispanic_latino,3,3.79,4.0,124,33,2,,,
FR,Irvine,2010,ethnicity,international,1,1.75,3.47,20,1,0,,,
FR,Irvine,2010,ethnicity,international,2,3.47,3.79,27,7,1,,,
FR,Irvine,2010,ethnicity,international,3,3.79,4.0,28,2,1,,,
FR,Irvine,2010,ethnicity,white,1,1.75,3.47,124,34,4,,,
FR,Irvine,2010,ethnicity,white,2,3.47,3.79,278,56,4,,,
FR,Irvine,2010,ethnicity,white,3,3.79,4.0,193,32,6,,,
FR,Irvine,2010,first_gen_status,first_gen,1,1.75,3.47,245,66,10,,,
FR,Irvine,2010,first_gen_status,first_gen,2,3.47,3.79,570,134,14,,,
FR,Irvine,2010,first_gen_status,first_gen,3,3.79,4.0,310,67,2,,,
FR,Irvine,2010,first_gen_status,not_first_gen,1,1.75,3.47,442,88,12,,,
FR,Irvine,2010,first_gen_status,not_first_gen,2,3.47,3.79,974,172,18,,,
FR,Irvine,2010,first_gen_status,not_first_gen,3,3.79,4.0,424,75,11,,,
FR,Irvine,2010,pell_status,non_pell,1,1.75,3.47,429,80,12,,,
FR,Irvine,2010,pell_status,non_pell,2,3.47,3.79,926,155,13,,,
FR,Irvine,2010,pell_status,non_pell,3,3.79,4.0,442,66,12,,,
FR,Irvine,2010,pell_status,pell,1,1.75,3.47,302,87,13,,,
FR,Irvine,2010,pell_status,pell,2,3.47,3.79,711,172,19,,,
FR,Irvine,2010,pell_status,pell,3,3.79,4.0,343,82,1,,,
FR,Irvine,2011,ethnicity,aian,1,0.87,3.5,4,1,0,,,
FR,Irvine,2011,ethnicity,aian,2,3.5,3.8,6,1,0,,,
FR,Irvine,2011,ethnicity,aian,3,3.8,4.0,7,0,0,,,
FR,Irvine,2011,ethnicity,asian,1,0.87,3.5,417,76,9,,,
FR,Irvine,2011,ethnicity,asian,2,3.5,3.8,1047,147,13,,,
FR,Irvine,2011,ethnicity,asian,3,3.8,4.0,576,44,6,,,
FR,Irvine,2011,ethnicity,black,1,0.87,3.5,36,14,0,,,
FR,Irvine,2011,ethnicity,black,2,3.5,3.8,33,10,1,,,
FR,Irvine,2011,ethnicity,black,3,3.8,4.0,12,2,0,,,
FR,Irvine,2011,ethnicity,hispanic_latino,1,0.87,3.5,231,85,8,,,
FR,Irvine,2011,ethnicity,hispanic_latino,2,3.5,3.8,309,107,13,,,
FR,Irvine,2011,ethnicity,hispanic_latino,3,3.8,4.0,152,50,4,,,
FR,Irvine,2011,ethnicity,international,1,0.87,3.5,29,13,8,,,
FR,Irvine,2011,ethnicity,international,2,3.5,3.8,63,10,5,,,
FR,Irvine,2011,ethnicity,international,3,3.8,4.0,40,8,0,,,
FR,Irvine,2011,ethnicity,white,1,0.87,3.5,112,30,6,,,
FR,Irvine,2011,ethnicity,white,2,3.5,3.8,254,32,4,,,
FR,Irvine,2011,ethnicity,white,3,3.8,4.0,203,25,2,,,
FR,Irvine,2011,first_gen_status,first_gen,1,0.87,3.5,440,113,12,,,
FR,Irvine,2011,first_gen_status,first_gen,2,3.5,3.8,754,152,19,,,
FR,Irvine,2011,first_gen_status,first_gen,3,3.8,4.0,401,62,6,,,
FR,Irvine,2011,first_gen_status,not_first_gen,1,0.87,3.5,381,103,18,,,
FR,Irvine,2011,first_gen_status,not_first_gen,2,3.5,3.8,959,161,19,,,
FR,Irvine,2011,first_gen_status,not_first_gen,3,3.8,4.0,593,65,6,,,
FR,Irvine,2011,pell_status,non_pell,1,0.87,3.5,343,75,17,,,
FR,Irvine,2011,pell_status,non_pell,2,3.5,3.8,926,141,17,,,
FR,Irvine,2011,pell_status,non_pell,3,3.8,4.0,551,62,4,,,
FR,Irvine,2011,pell_status,pell,1,0.87,3.5,496,146,15,,,
FR,Irvine,2011,pell_status,pell,2,3.5,3.8,813,177,22,,,
FR,Irvine,2011,pell_status,pell,3,3.8,4.0,454,68,8,,,
FR,Irvine,2012,ethnicity,aian,1,1.02,3.52,1,0,1,,,
FR,Irvine,2012,ethnicity,aian,2,3.52,3.81,1,0,0,,,
FR,Irvine,2012,ethnicity,aian,3,3.81,4.0,3,1,0,,,
FR,Irvine,2012,ethnicity,asian,1,1.02,3.52,374,84,12,,,
FR,Irvine,2012,ethnicity,asian,2,3.52,3.81,938,144,12,,,
FR,Irvine,2012,ethnicity,asian,3,3.81,4.0,498,81,4,,,
FR,Irvine,2012,ethnicity,black,1,1.02,3.52,37,12,3,,,
FR,Irvine,2012,ethnicity,black,2,3.52,3.81,31,6,0,,,
FR,Irvine,2012,ethnicity,black,3,3.81,4.0,22,3,0,,,
FR,Irvine,2012,ethnicity,hispanic_latino,1,1.02,3.52,180,79,11,,,
FR,Irvine,2012,ethnicity,hispanic_latino,2,3.52,3.81,318,85,13,,,
FR,Irvine,2012,ethnicity,hispanic_latino,3,3.81,4.0,202,37,5,,,
FR,Irvine,2012,ethnicity,international,1,1.02,3.52,63,11,1,,,
FR,Irvine,2012,ethnicity,international,2,3.52,3.81,136,38,5,,,
FR,Irvine,2012,ethnicity,international,3,3.81,4.0,88,33,1,,,
FR,Irvine,2012,ethnicity,white,1,1.02,3.52,66,24,5,,,
FR,Irvine,2012,ethnicity,white,2,3.52,3.81,182,33,6,,,
FR,Irvine,2012,ethnicity,white,3,3.81,4.0,168,24,2,,,
FR,Irvine,2012,first_gen_status,first_gen,1,1.02,3.52,390,141,24,,,
FR,Irvine,2012,first_gen_status,first_gen,2,3.52,3.81,782,168,18,,,
FR,Irvine,2012,first_gen_status,first_gen,3,3.81,4.0,473,93,2,,,
FR,Irvine,2012,first_gen_status,not_first_gen,1,1.02,3.52,320,77,8,,,
FR,Irvine,2012,first_gen_status,not_first_gen,2,3.52,3.81,821,135,18,,,
FR,Irvine,2012,first_gen_status,not_first_gen,3,3.81,4.0,516,88,10,,,
FR,Irvine,2012,pell_status,non_pell,1,1.02,3.52,330,64,9,,,
FR,Irvine,2012,pell_status,non_pell,2,3.52,3.81,766,121,13,,,
FR,Irvine,2012,pell_status,non_pell,3,3.81,4.0,512,85,6,,,
FR,Irvine,2012,pell_status,pell,1,1.02,3.52,399,154,24,,,
FR,Irvine,2012,pell_status,pell,2,3.52,3.81,861,189,24,,,
FR,Irvine,2012,pell_status,pell,3,3.81,4.0,493,99,6,,,
FR,Irvine,2013,ethnicity,aian,1,1.21,3.57,2,1,0,,,
FR,Irvine,2013,ethnicity,aian,2,3.57,3.84,4,0,0,,,
FR,Irvine,2013,ethnicity,aian,3,3.84,4.0,2,0,0,,,
FR,Irvine,2013,ethnicity,asian,1,1.21,3.57,482,100,10,,,
FR,Irvine,2013,ethnicity,asian,2,3.57,3.84,863,134,8,,,
FR,Irvine,2013,ethnicity,asian,3,3.84,4.0,412,36,8,,,
FR,Irvine,2013,ethnicity,black,1,1.21,3.57,31,11,0,,,
FR,Irvine,2013,ethnicity,black,2,3.57,3.84,26,8,2,,,
FR,Irvine,2013,ethnicity,black,3,3.84,4.0,14,3,2,,,
FR,Irvine,2013,ethnicity,hispanic_latino,1,1.21,3.57,294,80,9,,,
FR,Irvine,2013,ethnicity,hispanic_latino,2,3.57,3.84,343,107,10,,,
FR,Irvine,2013,ethnicity,hispanic_latino,3,3.84,4.0,158,43,6,,,
FR,Irvine,2013,ethnicity,international,1,1.21,3.57,113,30,5,,,
FR,Irvine,2013,ethnicity,international,2,3.57,3.84,179,33,10,,,
FR,Irvine,2013,ethnicity,international,3,3.84,4.0,100,23,6,,,
FR,Irvine,2013,ethnicity,white,1,1.21,3.57,103,28,7,,,
FR,Irvine,2013,ethnicity,white,2,3.57,3.84,194,30,8,,,
FR,Irvine,2013,ethnicity,white,3,3.84,4.0,186,20,2,,,
FR,Irvine,2013,first_gen_status,first_gen,1,1.21,3.57,773,175,18,,,
FR,Irvine,2013,first_gen_status,first_gen,2,3.57,3.84,912,205,18,,,
FR,Irvine,2013,first_gen_status,first_gen,3,3.84,4.0,363,78,12,,,
FR,Irvine,2013,first_gen_status,not_first_gen,1,1.21,3.57,241,73,13,,,
FR,Irvine,2013,first_gen_status,not_first_gen,2,3.57,3.84,690,106,19,,,
FR,Irvine,2013,first_gen_status,not_first_gen,3,3.84,4.0,514,48,13,,,
FR,Irvine,2013,pell_status,non_pell,1,1.21,3.57,400,91,11,,,
FR,Irvine,2013,pell_status,non_pell,2,3.57,3.84,771,123,21,,,
FR,Irvine,2013,pell_status,non_pell,3,3.84,4.0,517,55,14,,,
FR,Irvine,2013,pell_status,pell,1,1.21,3.57,650,165,21,,,
FR,Irvine,2013,pell_status,pell,2,3.57,3.84,869,197,18,,,
FR,Irvine,2013,pell_status,pell,3,3.84,4.0,379,73,11,,,
FR,Irvine,2014,ethnicity,aian,1,0.25,3.59,3,1,0,,,
FR,Irvine,2014,ethnicity,aian,2,3.59,3.86,0,3,1,,,
FR,Irvine,2014,ethnicity,aian,3,3.86,4.0,2,1,0,,,
FR,Irvine,2014,ethnicity,asian,1,0.25,3.59,273,69,6,,,
FR,Irvine,2014,ethnicity,asian,2,3.59,3.86,868,120,18,,,
FR,Irvine,2014,ethnicity,asian,3,3.86,4.0,490,63,8,,,
FR,Irvine,2014,ethnicity,black,1,0.25,3.59,36,14,2,,,
FR,Irvine,2014,ethnicity,black,2,3.59,3.86,30,2,1,,,
FR,Irvine,2014,ethnicity,black,3,3.86,4.0,22,4,2,,,
FR,Irvine,2014,ethnicity,hispanic_latino,1,0.25,3.59,298,132,13,,,
FR,Irvine,2014,ethnicity,hispanic_latino,2,3.59,3.86,368,108,14,,,
FR,Irvine,2014,ethnicity,hispanic_latino,3,3.86,4.0,166,47,8,,,
FR,Irvine,2014,ethnicity,international,1,0.25,3.59,97,29,2,,,
FR,Irvine,2014,ethnicity,international,2,3.59,3.86,178,39,6,,,
FR,Irvine,2014,ethnicity,international,3,3.86,4.0,140,19,6,,,
FR,Irvine,2014,ethnicity,white,1,0.25,3.59,66,34,3,,,
FR,Irvine,2014,ethnicity,white,2,3.59,3.86,223,32,2,,,
FR,Irvine,2014,ethnicity,white,3,3.86,4.0,176,32,1,,,
FR,Irvine,2014,first_gen_status,first_gen,1,0.25,3.59,464,193,15,,,
FR,Irvine,2014,first_gen_status,first_gen,2,3.59,3.86,746,171,21,,,
FR,Irvine,2014,first_gen_status,first_gen,3,3.86,4.0,418,79,15,,,
FR,Irvine,2014,first_gen_status,not_first_gen,1,0.25,3.59,298,84,11,,,
FR,Irvine,2014,first_gen_status,not_first_gen,2,3.59,3.86,917,127,21,,,
FR,Irvine,2014,first_gen_status,not_first_gen,3,3.86,4.0,580,80,11,,,
FR,Irvine,2014,pell_status,non_pell,1,0.25,3.59,323,92,11,,,
FR,Irvine,2014,pell_status,non_pell,2,3.59,3.86,942,121,22,,,
FR,Irvine,2014,pell_status,non_pell,3,3.86,4.0,620,76,13,,,
FR,Irvine,2014,pell_status,pell,1,0.25,3.59,466,189,15,,,
FR,Irvine,2014,pell_status,pell,2,3.59,3.86,758,186,20,,,
FR,Irvine,2014,pell_status,pell,3,3.86,4.0,397,92,13,,,
FR,Irvine,2015,ethnicity,aian,1,1.0,3.61,1,0,0,,,
FR,Irvine,2015,ethnicity,aian,2,3.61,3.87,4,0,0,,,
FR,Irvine,2015,ethnicity,aian,3,3.87,4.0,7,0,0,,,
FR,Irvine,2015,ethnicity,asian,1,1.0,3.61,329,81,7,,,
FR,Irvine,2015,ethnicity,asian,2,3.61,3.87,748,98,10,,,
FR,Irvine,2015,ethnicity,asian,3,3.87,4.0,417,43,5,,,
FR,Irvine,2015,ethnicity,black,1,1.0,3.61,41,13,2,,,
FR,Irvine,2015,ethnicity,black,2,3.61,3.87,42,9,2,,,
FR,Irvine,2015,ethnicity,black,3,3.87,4.0,15,5,0,,,
FR,Irvine,2015,ethnicity,hispanic_latino,1,1.0,3.61,326,134,11,,,
FR,Irvine,2015,ethnicity,hispanic_latino,2,3.61,3.87,367,103,9,,,
FR,Irvine,2015,ethnicity,hispanic_latino,3,3.87,4.0,164,49,4,,,
FR,Irvine,2015,ethnicity,international,1,1.0,3.61,152,34,5,,,
FR,Irvine,2015,ethnicity,international,2,3.61,3.87,305,55,6,,,
FR,Irvine,2015,ethnicity,international,3,3.87,4.0,177,27,7,,,
FR,Irvine,2015,ethnicity,white,1,1.0,3.61,98,32,3,,,
FR,Irvine,2015,ethnicity,white,2,3.61,3.87,194,37,2,,,
FR,Irvine,2015,ethnicity,white,3,3.87,4.0,180,21,1,,,
FR,Irvine,2015,first_gen_status,first_gen,1,1.0,3.61,601,201,15,,,
FR,Irvine,2015,first_gen_status,first_gen,2,3.61,3.87,837,184,16,,,
FR,Irvine,2015,first_gen_status,first_gen,3,3.87,4.0,397,74,8,,,
FR,Irvine,2015,first_gen_status,not_first_gen,1,1.0,3.61,339,92,14,,,
FR,Irvine,2015,first_gen_status,not_first_gen,2,3.61,3.87,811,117,13,,,
FR,Irvine,2015,first_gen_status,not_first_gen,3,3.87,4.0,559,74,10,,,
FR,Irvine,2015,pell_status,non_pell,1,1.0,3.61,426,106,13,,,
FR,Irvine,2015,pell_status,non_pell,2,3.61,3.87,931,135,13,,,
FR,Irvine,2015,pell_status,non_pell,3,3.87,4.0,597,78,10,,,
FR,Irvine,2015,pell_status,pell,1,1.0,3.61,536,192,17,,,
FR,Irvine,2015,pell_status,pell,2,3.61,3.87,758,171,16,,,
FR,Irvine,2015,pell_status,pell,3,3.87,4.0,385,71,8,,,
FR,Irvine,2016,ethnicity,aian,1,0.85,3.59,1,1,0,,,
FR,Irvine,2016,ethnicity,aian,2,3.59,3.86,5,1,0,,,
FR,Irvine,2016,ethnicity,aian,3,3.86,4.0,2,1,0,,,
FR,Irvine,2016,ethnicity,asian,1,0.85,3.59,369,68,10,,,
FR,Irvine,2016,ethnicity,asian,2,3.59,3.86,961,157,16,,,
FR,Irvine,2016,ethnicity,asian,3,3.86,4.0,525,63,1,,,
FR,Irvine,2016,ethnicity,black,1,0.85,3.59,39,15,3,,,
FR,Irvine,2016,ethnicity,black,2,3.59,3.86,44,10,1,,,
FR,Irvine,2016,ethnicity,black,3,3.86,4.0,30,2,0,,,
FR,Irvine,2016,ethnicity,hispanic_latino,1,0.85,3.59,316,102,10,,,
FR,Irvine,2016,ethnicity,hispanic_latino,2,3.59,3.86,507,139,8,,,
FR,Irvine,2016,ethnicity,hispanic_latino,3,3.86,4.0,226,54,3,,,
FR,Irvine,2016,ethnicity,international,1,0.85,3.59,74,20,1,,,
FR,Irvine,2016,ethnicity,international,2,3.59,3.86,364,50,7,,,
FR,Irvine,2016,ethnicity,international,3,3.86,4.0,246,34,7,,,
FR,Irvine,2016,ethnicity,white,1,0.85,3.59,100,23,1,,,
FR,Irvine,2016,ethnicity,white,2,3.59,3.86,269,35,1,,,
FR,Irvine,2016,ethnicity,white,3,3.86,4.0,188,21,0,,,
FR,Irvine,2016,first_gen_status,first_gen,1,0.85,3.59,475,127,14,,,
FR,Irvine,2016,first_gen_status,first_gen,2,3.59,3.86,986,199,14,,,
FR,Irvine,2016,first_gen_status,first_gen,3,3.86,4.0,504,81,5,,,
FR,Irvine,2016,first_gen_status,not_first_gen,1,0.85,3.59,419,102,10,,,
FR,Irvine,2016,first_gen_status,not_first_gen,2,3.59,3.86,1171,190,19,,,
FR,Irvine,2016,first_gen_status,not_first_gen,3,3.86,4.0,722,92,7,,,
FR,Irvine,2016,pell_status,non_pell,1,0.85,3.59,438,92,8,,,
FR,Irvine,2016,pell_status,non_pell,2,3.59,3.86,1230,189,14,,,
FR,Irvine,2016,pell_status,non_pell,3,3.86,4.0,772,93,7,,,
FR,Irvine,2016,pell_status,pell,1,0.85,3.59,473,141,17,,,
FR,Irvine,2016,pell_status,pell,2,3.59,3.86,970,213,19,,,
FR,Irvine,2016,pell_status,pell,3,3.86,4.0,471,85,5,,,
FR,Irvine,2017,ethnicity,aian,1,0.0,3.63,1,1,0,,,
FR,Irvine,2017,ethnicity,aian,2,3.63,3.88,3,0,0,,,
FR,Irvine,2017,ethnicity,aian,3,3.88,4.0,4,0,0,,,
FR,Irvine,2017,ethnicity,asian,1,0.0,3.63,454,85,15,,,
FR,Irvine,2017,ethnicity,asian,2,3.63,3.88,1071,117,14,,,
FR,Irvine,2017,ethnicity,asian,3,3.88,4.0,595,66,4,,,
FR,Irvine,2017,ethnicity,black,1,0.0,3.63,66,10,2,,,
FR,Irvine,2017,ethnicity,black,2,3.63,3.88,50,12,2,,,
FR,Irvine,2017,ethnicity,black,3,3.88,4.0,22,2,0,,,
FR,Irvine,2017,ethnicity,hispanic_latino,1,0.0,3.63,301,73,14,,,
FR,Irvine,2017,ethnicity,hispanic_latino,2,3.63,3.88,533,105,15,,,
FR,Irvine,2017,ethnicity,hispanic_latino,3,3.88,4.0,245,52,4,,,
FR,Irvine,2017,ethnicity,international,1,0.0,3.63,148,29,4,,,
FR,Irvine,2017,ethnicity,international,2,3.63,3.88,246,28,6,,,
FR,Irvine,2017,ethnicity,international,3,3.88,4.0,183,27,4,,,
FR,Irvine,2017,ethnicity,white,1,0.0,3.63,94,33,4,,,
FR,Irvine,2017,ethnicity,white,2,3.63,3.88,190,46,6,,,
FR,Irvine,2017,ethnicity,white,3,3.88,4.0,210,24,1,,,
FR,Irvine,2017,first_gen_status,first_gen,1,0.0,3.63,462,99,20,,,
FR,Irvine,2017,first_gen_status,first_gen,2,3.63,3.88,1088,176,23,,,
FR,Irvine,2017,first_gen_status,first_gen,3,3.88,4.0,525,83,8,,,
FR,Irvine,2017,first_gen_status,not_first_gen,1,0.0,3.63,597,127,21,,,
FR,Irvine,2017,first_gen_status,not_first_gen,2,3.63,3.88,999,125,20,,,
FR,Irvine,2017,first_gen_status,not_first_gen,3,3.88,4.0,739,85,5,,,
FR,Irvine,2017,pell_status,non_pell,1,0.0,3.63,630,123,25,,,
FR,Irvine,2017,pell_status,non_pell,2,3.63,3.88,1127,129,22,,,
FR,Irvine,2017,pell_status,non_pell,3,3.88,4.0,788,89,8,,,
FR,Irvine,2017,pell_status,pell,1,0.0,3.63,453,110,16,,,
FR,Irvine,2017,pell_status,pell,2,3.63,3.88,1010,182,21,,,
FR,Irvine,2017,pell_status,pell,3,3.88,4.0,504,84,5,,,
FR,Irvine,2018,ethnicity,aian,1,0.0,3.68,1,4,0,,,
FR,Irvine,2018,ethnicity,aian,2,3.68,3.9,4,1,0,,,
FR,Irvine,2018,ethnicity,aian,3,3.9,4.0,4,0,0,,,
FR,Irvine,2018,ethnicity,asian,1,0.0,3.68,346,56,13,,,
FR,Irvine,2018,ethnicity,asian,2,3.68,3.9,899,102,17,,,
FR,Irvine,2018,ethnicity,asian,3,3.9,4.0,670,74,8,,,
FR,Irvine,2018,ethnicity,black,1,0.0,3.68,92,29,6,,,
FR,Irvine,2018,ethnicity,black,2,3.68,3.9,36,11,3,,,
FR,Irvine,2018,ethnicity,black,3,3.9,4.0,26,2,1,,,
FR,Irvine,2018,ethnicity,hispanic_latino,1,0.0,3.68,219,55,11,,,
FR,Irvine,2018,ethnicity,hispanic_latino,2,3.68,3.9,366,90,10,,,
FR,Irvine,2018,ethnicity,hispanic_latino,3,3.9,4.0,273,45,9,,,
FR,Irvine,2018,ethnicity,international,1,0.0,3.68,171,22,8,,,
FR,Irvine,2018,ethnicity,international,2,3.68,3.9,242,37,8,,,
FR,Irvine,2018,ethnicity,international,3,3.9,4.0,159,12,9,,,
FR,Irvine,2018,ethnicity,white,1,0.0,3.68,66,20,6,,,
FR,Irvine,2018,ethnicity,white,2,3.68,3.9,162,17,3,,,
FR,Irvine,2018,ethnicity,white,3,3.9,4.0,201,28,7,,,
FR,Irvine,2018,first_gen_status,first_gen,1,0.0,3.68,387,97,19,,,
FR,Irvine,2018,first_gen_status,first_gen,2,3.68,3.9,778,143,16,,,
FR,Irvine,2018,first_gen_status,first_gen,3,3.9,4.0,522,80,16,,,
FR,Irvine,2018,first_gen_status,not_first_gen,1,0.0,3.68,497,90,26,,,
FR,Irvine,2018,first_gen_status,not_first_gen,2,3.68,3.9,940,112,25,,,
FR,Irvine,2018,first_gen_status,not_first_gen,3,3.9,4.0,827,83,16,,,
FR,Irvine,2018,pell_status,non_pell,1,0.0,3.68,549,95,23,,,
FR,Irvine,2018,pell_status,non_pell,2,3.68,3.9,1064,150,23,,,
FR,Irvine,2018,pell_status,non_pell,3,3.9,4.0,862,93,21,,,
FR,Irvine,2018,pell_status,pell,1,0.0,3.68,358,97,22,,,
FR,Irvine,2018,pell_status,pell,2,3.68,3.9,696,112,18,,,
FR,Irvine,2018,pell_status,pell,3,3.9,4.0,513,72,13,,,
FR,Irvine,2019,ethnicity,aian,1,1.38,3.69,4,0,0,,,
FR,Irvine,2019,ethnicity,aian,2,3.69,3.91,4,0,0,,,
FR,Irvine,2019,ethnicity,aian,3,3.91,4.0,3,0,0,,,
FR,Irvine,2019,ethnicity,asian,1,1.38,3.69,472,67,15,,,
FR,Irvine,2019,ethnicity,asian,2,3.69,3.91,996,107,16,,,
FR,Irvine,2019,ethnicity,asian,3,3.91,4.0,492,45,9,,,
FR,Irvine,2019,ethnicity,black,1,1.38,3.69,49,14,1,,,
FR,Irvine,2019,ethnicity,black,2,3.69,3.91,40,9,3,,,
FR,Irvine,2019,ethnicity,black,3,3.91,4.0,21,3,0,,,
FR,Irvine,2019,ethnicity,hispanic_latino,1,1.38,3.69,370,92,13,,,
FR,Irvine,2019,ethnicity,hispanic_latino,2,3.69,3.91,470,74,9,,,
FR,Irvine,2019,ethnicity,hispanic_latino,3,3.91,4.0,214,36,7,,,
FR,Irvine,2019,ethnicity,international,1,1.38,3.69,164,24,3,,,
FR,Irvine,2019,ethnicity,international,2,3.69,3.91,299,37,8,,,
FR,Irvine,2019,ethnicity,international,3,3.91,4.0,197,26,2,,,
FR,Irvine,2019,ethnicity,white,1,1.38,3.69,101,24,2,,,
FR,Irvine,2019,ethnicity,white,2,3.69,3.91,216,38,2,,,
FR,Irvine,2019,ethnicity,white,3,3.91,4.0,166,11,1,,,
FR,Irvine,2019,first_gen_status,first_gen,1,1.38,3.69,672,139,22,,,
FR,Irvine,2019,first_gen_status,first_gen,2,3.69,3.91,871,115,18,,,
FR,Irvine,2019,first_gen_status,first_gen,3,3.91,4.0,449,53,9,,,
FR,Irvine,2019,first_gen_status,not_first_gen,1,1.38,3.69,488,85,12,,,
FR,Irvine,2019,first_gen_status,not_first_gen,2,3.69,3.91,1146,145,20,,,
FR,Irvine,2019,first_gen_status,not_first_gen,3,3.91,4.0,639,71,9,,,
FR,Irvine,2019,pell_status,non_pell,1,1.38,3.69,584,91,17,,,
FR,Irvine,2019,pell_status,non_pell,2,3.69,3.91,1201,140,22,,,
FR,Irvine,2019,pell_status,non_pell,3,3.91,4.0,685,69,6,,,
FR,Irvine,2019,pell_status,pell,1,1.38,3.69,597,137,19,,,
FR,Irvine,2019,pell_status,pell,2,3.69,3.91,858,126,17,,,
FR,Irvine,2019,pell_status,pell,3,3.91,4.0,427,57,13,,,
FR,Irvine,2020,ethnicity,aian,1,1.1,3.67,2,1,0,,,
FR,Irvine,2020,ethnicity,aian,2,3.67,3.91,3,0,0,,,
FR,Irvine,2020,ethnicity,aian,3,3.91,4.0,6,0,0,,,
FR,Irvine,2020,ethnicity,asian,1,1.1,3.67,589,113,0,,,
FR,Irvine,2020,ethnicity,asian,2,3.67,3.91,874,92,0,,,
FR,Irvine,2020,ethnicity,asian,3,3.91,4.0,669,49,0,,,
FR,Irvine,2020,ethnicity,black,1,1.1,3.67,40,7,0,,,
FR,Irvine,2020,ethnicity,black,2,3.67,3.91,36,4,0,,,
FR,Irvine,2020,ethnicity,black,3,3.91,4.0,24,3,0,,,
FR,Irvine,2020,ethnicity,hispanic_latino,1,1.1,3.67,262,59,0,,,
FR,Irvine,2020,ethnicity,hispanic_latino,2,3.67,3.91,330,50,0,,,
FR,Irvine,2020,ethnicity,hispanic_latino,3,3.91,4.0,230,29,0,,,
FR,Irvine,2020,ethnicity,international,1,1.1,3.67,130,35,0,,,
FR,Irvine,2020,ethnicity,international,2,3.67,3.91,269,35,0,,,
FR,Irvine,2020,ethnicity,international,3,3.91,4.0,162,18,0,,,
FR,Irvine,2020,ethnicity,white,1,1.1,3.67,134,21,0,,,
FR,Irvine,2020,ethnicity,white,2,3.67,3.91,190,16,0,,,
FR,Irvine,2020,ethnicity,white,3,3.91,4.0,174,15,0,,,
FR,Irvine,2020,first_gen_status,first_gen,1,1.1,3.67,635,126,0,,,
FR,Irvine,2020,first_gen_status,first_gen,2,3.67,3.91,977,111,0,,,
FR,Irvine,2020,first_gen_status,first_gen,3,3.91,4.0,602,62,0,,,
FR,Irvine,2020,first_gen_status,not_first_gen,1,1.1,3.67,529,109,0,,,
FR,Irvine,2020,first_gen_status,not_first_gen,2,3.67,3.91,720,84,0,,,
FR,Irvine,2020,first_gen_status,not_first_gen,3,3.91,4.0,661,51,0,,,
FR,Irvine,2020,pell_status,non_pell,1,1.1,3.67,590,113,0,,,
