entry,campus,cohort,group_type,subgroup,band,band_lo,band_hi,c_first,c_second,c_third,r_first_pct,r_second_pct,r_third_pct
TR,All,2011,ethnicity,white,2,3.27,3.63,1127,548,72,57,28,4
TR,All,2011,ethnicity,white,3,3.63,4.0,1404,576,78,63,26,4
TR,All,2011,first_gen_status,first_gen,1,0.31,3.27,1362,808,169,48,29,6
TR,All,2011,first_gen_status,first_gen,2,3.27,3.63,1352,770,109,53,30,4
TR,All,2011,first_gen_status,first_gen,3,3.63,4.0,1451,674,101,60,28,4
TR,All,2011,first_gen_status,not_first_gen,1,0.31,3.27,1292,732,176,50,28,7
TR,All,2011,first_gen_status,not_first_gen,2,3.27,3.63,1540,785,136,56,28,5
TR,All,2011,first_gen_status,not_first_gen,3,3.63,4.0,1975,848,134,62,27,4
TR,All,2011,pell_status,non_pell,1,0.31,3.27,1215,526,113,56,24,5
TR,All,2011,pell_status,non_pell,2,3.27,3.63,1525,627,97,61,25,4
TR,All,2011,pell_status,non_pell,3,3.63,4.0,2026,641,111,68,21,4
TR,All,2011,pell_status,pell,1,0.31,3.27,1529,1074,246,44,31,7
TR,All,2011,pell_status,pell,2,3.27,3.63,1467,974,163,49,32,5
TR,All,2011,pell_status,pell,3,3.63,4.0,1508,934,129,54,33,5
TR,All,2012,ethnicity,aian,1,0.3,3.3,19,21,3,35,39,6
TR,All,2012,ethnicity,aian,2,3.3,3.65,30,14,1,58,27,2
TR,All,2012,ethnicity,aian,3,3.65,4.0,32,13,2,59,24,4
TR,All,2012,ethnicity,asian,1,0.3,3.3,753,477,106,48,30,7
TR,All,2012,ethnicity,asian,2,3.3,3.65,856,477,76,54,30,5
TR,All,2012,ethnicity,asian,3,3.65,4.0,927,501,53,59,32,3
TR,All,2012,ethnicity,black,1,0.3,3.3,107,76,22,42,30,9
TR,All,2012,ethnicity,black,2,3.3,3.65,66,55,15,41,34,9
TR,All,2012,ethnicity,black,3,3.65,4.0,55,38,3,48,33,3
TR,All,2012,ethnicity,hispanic_latino,1,0.3,3.3,619,390,71,47,30,5
TR,All,2012,ethnicity,hispanic_latino,2,3.3,3.65,555,311,46,54,30,4
TR,All,2012,ethnicity,hispanic_latino,3,3.65,4.0,400,231,26,56,32,4
TR,All,2012,ethnicity,international,1,0.3,3.3,220,87,15,56,22,4
TR,All,2012,ethnicity,international,2,3.3,3.65,336,128,19,61,23,3
TR,All,2012,ethnicity,international,3,3.65,4.0,610,211,26,64,22,3
TR,All,2012,ethnicity,white,1,0.3,3.3,883,444,92,54,27,6
TR,All,2012,ethnicity,white,2,3.3,3.65,1034,518,90,56,28,5
TR,All,2012,ethnicity,white,3,3.65,4.0,1169,523,70,61,27,4
TR,All,2012,first_gen_status,first_gen,1,0.3,3.3,1345,824,169,49,30,6
TR,All,2012,first_gen_status,first_gen,2,3.3,3.65,1424,775,122,55,30,5
TR,All,2012,first_gen_status,first_gen,3,3.65,4.0,1462,674,82,60,28,3
TR,All,2012,first_gen_status,not_first_gen,1,0.3,3.3,1237,660,137,52,28,6
TR,All,2012,first_gen_status,not_first_gen,2,3.3,3.65,1458,728,126,56,28,5
TR,All,2012,first_gen_status,not_first_gen,3,3.65,4.0,1778,846,99,60,28,3
TR,All,2012,pell_status,non_pell,1,0.3,3.3,1207,521,92,57,25,4
TR,All,2012,pell_status,non_pell,2,3.3,3.65,1484,566,84,62,24,4
TR,All,2012,pell_status,non_pell,3,3.65,4.0,1846,661,74,66,24,3
TR,All,2012,pell_status,pell,1,0.3,3.3,1469,1012,229,45,31,7
TR,All,2012,pell_status,pell,2,3.3,3.65,1488,983,180,50,33,6
TR,All,2012,pell_status,pell,3,3.65,4.0,1467,916,114,53,33,4
TR,All,2013,ethnicity,aian,1,0.32,3.31,33,12,1,60,22,2
TR,All,2013,ethnicity,aian,2,3.31,3.66,23,13,3,51,29,7
TR,All,2013,ethnicity,aian,3,3.66,4.0,21,14,2,51,34,5
TR,All,2013,ethnicity,asian,1,0.32,3.31,758,416,104,51,28,7
TR,All,2013,ethnicity,asian,2,3.31,3.66,765,509,79,50,34,5
TR,All,2013,ethnicity,asian,3,3.66,4.0,857,482,59,57,32,4
TR,All,2013,ethnicity,black,1,0.32,3.31,129,75,28,45,26,10
TR,All,2013,ethnicity,black,2,3.31,3.66,86,55,13,49,31,7
TR,All,2013,ethnicity,black,3,3.66,4.0,65,50,9,45,35,6
TR,All,2013,ethnicity,hispanic_latino,1,0.32,3.31,711,435,85,48,30,6
TR,All,2013,ethnicity,hispanic_latino,2,3.31,3.66,598,351,67,52,31,6
TR,All,2013,ethnicity,hispanic_latino,3,3.66,4.0,442,215,42,58,28,5
TR,All,2013,ethnicity,international,1,0.32,3.31,274,131,21,56,27,4
TR,All,2013,ethnicity,international,2,3.31,3.66,420,155,29,61,23,4
TR,All,2013,ethnicity,international,3,3.66,4.0,751,224,28,69,21,3
TR,All,2013,ethnicity,white,1,0.32,3.31,840,430,81,53,27,5
TR,All,2013,ethnicity,white,2,3.31,3.66,1032,539,87,56,29,5
TR,All,2013,ethnicity,white,3,3.66,4.0,1191,567,76,61,29,4
TR,All,2013,first_gen_status,first_gen,1,0.32,3.31,1456,824,165,50,28,6
TR,All,2013,first_gen_status,first_gen,2,3.31,3.66,1454,835,135,53,31,5
TR,All,2013,first_gen_status,first_gen,3,3.66,4.0,1534,731,101,60,28,4
TR,All,2013,first_gen_status,not_first_gen,1,0.32,3.31,1245,657,148,52,28,6
TR,All,2013,first_gen_status,not_first_gen,2,3.31,3.66,1468,794,142,55,30,5
TR,All,2013,first_gen_status,not_first_gen,3,3.66,4.0,1808,836,111,61,28,4
TR,All,2013,pell_status,non_pell,1,0.32,3.31,1224,488,93,58,23,4
TR,All,2013,pell_status,non_pell,2,3.31,3.66,1549,639,95,61,25,4
TR,All,2013,pell_status,non_pell,3,3.66,4.0,1993,680,83,68,23,3
TR,All,2013,pell_status,pell,1,0.32,3.31,1566,1044,231,46,31,7
TR,All,2013,pell_status,pell,2,3.31,3.66,1458,1037,195,48,34,6
TR,All,2013,pell_status,pell,3,3.66,4.0,1426,924,139,52,34,5
TR,All,2014,ethnicity,aian,1,0.82,3.34,34,20,3,49,29,4
TR,All,2014,ethnicity,aian,2,3.34,3.68,32,10,4,52,16,7
TR,All,2014,ethnicity,aian,3,3.68,4.0,21,12,4,53,30,10
TR,All,2014,ethnicity,asian,1,0.82,3.34,707,399,89,51,29,6
TR,All,2014,ethnicity,asian,2,3.34,3.68,818,544,65,51,34,4
TR,All,2014,ethnicity,asian,3,3.68,4.0,930,520,72,57,32,4
TR,All,2014,ethnicity,black,1,0.82,3.34,125,95,31,40,30,10
TR,All,2014,ethnicity,black,2,3.34,3.68,92,73,12,46,37,6
TR,All,2014,ethnicity,black,3,3.68,4.0,78,45,5,55,32,4
TR,All,2014,ethnicity,hispanic_latino,1,0.82,3.34,768,472,69,50,31,4
TR,All,2014,ethnicity,hispanic_latino,2,3.34,3.68,672,376,62,54,30,5
TR,All,2014,ethnicity,hispanic_latino,3,3.68,4.0,402,250,46,52,33,6
TR,All,2014,ethnicity,international,1,0.82,3.34,276,122,15,58,25,3
TR,All,2014,ethnicity,international,2,3.34,3.68,450,151,23,65,22,3
TR,All,2014,ethnicity,international,3,3.68,4.0,844,231,42,70,19,4
TR,All,2014,ethnicity,white,1,0.82,3.34,877,425,67,55,27,4
TR,All,2014,ethnicity,white,2,3.34,3.68,966,490,84,56,28,5
TR,All,2014,ethnicity,white,3,3.68,4.0,1148,497,71,62,27,4
TR,All,2014,first_gen_status,first_gen,1,0.82,3.34,1506,860,145,51,29,5
TR,All,2014,first_gen_status,first_gen,2,3.34,3.68,1531,809,127,55,29,5
TR,All,2014,first_gen_status,first_gen,3,3.68,4.0,1580,727,112,61,28,4
TR,All,2014,first_gen_status,not_first_gen,1,0.82,3.34,1241,660,122,52,28,5
TR,All,2014,first_gen_status,not_first_gen,2,3.34,3.68,1480,818,122,55,30,5
TR,All,2014,first_gen_status,not_first_gen,3,3.68,4.0,1815,826,126,61,28,4
TR,All,2014,pell_status,non_pell,1,0.82,3.34,1226,523,78,58,25,4
TR,All,2014,pell_status,non_pell,2,3.34,3.68,1582,623,78,63,25,3
TR,All,2014,pell_status,non_pell,3,3.68,4.0,2001,693,106,67,23,4
TR,All,2014,pell_status,pell,1,0.82,3.34,1619,1048,201,47,31,6
TR,All,2014,pell_status,pell,2,3.34,3.68,1511,1064,180,48,34,6
TR,All,2014,pell_status,pell,3,3.68,4.0,1509,912,144,54,33,5
TR,All,2015,ethnicity,aian,1,1.4,3.34,23,13,3,51,29,7
TR,All,2015,ethnicity,aian,2,3.34,3.68,22,14,2,54,34,5
TR,All,2015,ethnicity,aian,3,3.68,4.0,20,13,1,50,33,3
TR,All,2015,ethnicity,asian,1,1.4,3.34,756,417,60,52,29,4
TR,All,2015,ethnicity,asian,2,3.34,3.68,826,455,66,55,30,4
TR,All,2015,ethnicity,asian,3,3.68,4.0,910,469,64,59,30,4
TR,All,2015,ethnicity,black,1,1.4,3.34,132,73,33,42,23,11
TR,All,2015,ethnicity,black,2,3.34,3.68,124,60,8,56,27,4
TR,All,2015,ethnicity,black,3,3.68,4.0,56,51,6,43,39,5
TR,All,2015,ethnicity,hispanic_latino,1,1.4,3.34,804,419,99,51,27,6
TR,All,2015,ethnicity,hispanic_latino,2,3.34,3.68,618,334,42,55,30,4
TR,All,2015,ethnicity,hispanic_latino,3,3.68,4.0,500,229,34,60,28,4
TR,All,2015,ethnicity,international,1,1.4,3.34,291,112,19,58,22,4
TR,All,2015,ethnicity,international,2,3.34,3.68,499,184,24,63,23,3
TR,All,2015,ethnicity,international,3,3.68,4.0,875,237,37,70,19,3
TR,All,2015,ethnicity,white,1,1.4,3.34,847,401,79,55,26,5
TR,All,2015,ethnicity,white,2,3.34,3.68,1007,459,64,59,27,4
TR,All,2015,ethnicity,white,3,3.68,4.0,1176,481,63,64,26,3
TR,All,2015,first_gen_status,first_gen,1,1.4,3.34,1559,788,155,52,26,5
TR,All,2015,first_gen_status,first_gen,2,3.34,3.68,1588,767,101,58,28,4
TR,All,2015,first_gen_status,first_gen,3,3.68,4.0,1561,636,89,63,26,4
TR,All,2015,first_gen_status,not_first_gen,1,1.4,3.34,1266,614,128,54,26,5
TR,All,2015,first_gen_status,not_first_gen,2,3.34,3.68,1471,715,99,58,28,4
TR,All,2015,first_gen_status,not_first_gen,3,3.68,4.0,1976,814,119,63,26,4
TR,All,2015,pell_status,non_pell,1,1.4,3.34,1265,515,82,59,24,4
TR,All,2015,pell_status,non_pell,2,3.34,3.68,1634,621,76,63,24,3
TR,All,2015,pell_status,non_pell,3,3.68,4.0,2151,677,84,69,22,3
TR,All,2015,pell_status,pell,1,1.4,3.34,1654,954,216,49,28,6
TR,All,2015,pell_status,pell,2,3.34,3.68,1531,920,138,52,31,5
TR,All,2015,pell_status,pell,3,3.68,4.0,1491,841,133,56,31,5
TR,All,2016,ethnicity,aian,1,0.36,3.33,27,16,3,48,29,5
TR,All,2016,ethnicity,aian,2,3.33,3.68,28,12,4,47,20,7
TR,All,2016,ethnicity,aian,3,3.68,4.0,18,8,2,60,27,7
TR,All,2016,ethnicity,asian,1,0.36,3.33,778,434,122,49,28,8
TR,All,2016,ethnicity,asian,2,3.33,3.68,950,577,103,52,32,6
TR,All,2016,ethnicity,asian,3,3.68,4.0,1032,544,62,59,31,4
TR,All,2016,ethnicity,black,1,0.36,3.33,194,112,39,45,26,9
TR,All,2016,ethnicity,black,2,3.33,3.68,136,69,17,53,27,7
TR,All,2016,ethnicity,black,3,3.68,4.0,110,58,8,56,30,4
TR,All,2016,ethnicity,hispanic_latino,1,0.36,3.33,998,524,100,51,27,5
TR,All,2016,ethnicity,hispanic_latino,2,3.33,3.68,826,369,63,58,26,4
TR,All,2016,ethnicity,hispanic_latino,3,3.68,4.0,595,269,43,60,27,4
TR,All,2016,ethnicity,international,1,0.36,3.33,333,113,18,61,21,3
TR,All,2016,ethnicity,international,2,3.33,3.68,582,194,21,66,22,2
TR,All,2016,ethnicity,international,3,3.68,4.0,933,277,50,69,20,4
TR,All,2016,ethnicity,white,1,0.36,3.33,912,408,114,54,24,7
TR,All,2016,ethnicity,white,2,3.33,3.68,1061,470,84,58,26,5
TR,All,2016,ethnicity,white,3,3.68,4.0,1299,521,82,64,25,4
TR,All,2016,first_gen_status,first_gen,1,0.36,3.33,1767,885,211,51,26,6
TR,All,2016,first_gen_status,first_gen,2,3.33,3.68,1866,890,146,57,27,4
TR,All,2016,first_gen_status,first_gen,3,3.68,4.0,1753,792,112,61,28,4
TR,All,2016,first_gen_status,not_first_gen,1,0.36,3.33,1416,687,179,53,26,7
TR,All,2016,first_gen_status,not_first_gen,2,3.33,3.68,1681,768,144,58,27,5
TR,All,2016,first_gen_status,not_first_gen,3,3.68,4.0,2202,886,122,64,26,4
TR,All,2016,pell_status,non_pell,1,0.36,3.33,1554,562,111,60,22,4
TR,All,2016,pell_status,non_pell,2,3.33,3.68,1954,720,96,64,23,3
TR,All,2016,pell_status,non_pell,3,3.68,4.0,2509,807,120,68,22,3
TR,All,2016,pell_status,pell,1,0.36,3.33,1763,1081,296,47,29,8
TR,All,2016,pell_status,pell,2,3.33,3.68,1701,1015,207,51,30,6
TR,All,2016,pell_status,pell,3,3.68,4.0,1587,923,131,55,32,5
TR,All,2017,ethnicity,aian,1,0.3,3.33,34,12,5,58,20,8
TR,All,2017,ethnicity,aian,2,3.33,3.69,29,12,5,57,24,10
TR,All,2017,ethnicity,aian,3,3.69,4.0,16,5,0,67,21,0
TR,All,2017,ethnicity,asian,1,0.3,3.33,876,454,82,53,27,5
TR,All,2017,ethnicity,asian,2,3.33,3.69,1002,528,89,56,29,5
TR,All,2017,ethnicity,asian,3,3.69,4.0,1160,518,59,63,28,3
TR,All,2017,ethnicity,black,1,0.3,3.33,200,106,28,47,25,7
TR,All,2017,ethnicity,black,2,3.33,3.69,155,82,23,51,27,8
TR,All,2017,ethnicity,black,3,3.69,4.0,115,48,10,60,25,5
TR,All,2017,ethnicity,hispanic_latino,1,0.3,3.33,1075,605,123,50,28,6
TR,All,2017,ethnicity,hispanic_latino,2,3.33,3.69,883,433,70,56,28,4
TR,All,2017,ethnicity,hispanic_latino,3,3.69,4.0,692,252,48,64,23,4
TR,All,2017,ethnicity,international,1,0.3,3.33,314,124,24,58,23,4
TR,All,2017,ethnicity,international,2,3.33,3.69,597,153,21,70,18,2
TR,All,2017,ethnicity,international,3,3.69,4.0,998,271,32,72,20,2
TR,All,2017,ethnicity,white,1,0.3,3.33,891,383,100,56,24,6
TR,All,2017,ethnicity,white,2,3.33,3.69,1146,485,95,60,25,5
TR,All,2017,ethnicity,white,3,3.69,4.0,1353,461,81,67,23,4
TR,All,2017,first_gen_status,first_gen,1,0.3,3.33,1851,960,208,51,27,6
TR,All,2017,first_gen_status,first_gen,2,3.33,3.69,1887,826,161,58,26,5
TR,All,2017,first_gen_status,first_gen,3,3.69,4.0,1873,711,99,64,24,3
TR,All,2017,first_gen_status,not_first_gen,1,0.3,3.33,1482,662,142,56,25,5
TR,All,2017,first_gen_status,not_first_gen,2,3.33,3.69,1856,837,137,59,27,4
TR,All,2017,first_gen_status,not_first_gen,3,3.69,4.0,2420,838,122,68,23,3
TR,All,2017,pell_status,non_pell,1,0.3,3.33,1551,588,104,60,23,4
TR,All,2017,pell_status,non_pell,2,3.33,3.69,2023,713,95,65,23,3
TR,All,2017,pell_status,non_pell,3,3.69,4.0,2685,756,102,71,20,3
TR,All,2017,pell_status,pell,1,0.3,3.33,1901,1127,266,48,29,7
TR,All,2017,pell_status,pell,2,3.33,3.69,1871,1020,215,53,29,6
TR,All,2017,pell_status,pell,3,3.69,4.0,1762,840,132,60,28,4
TR,All,2018,ethnicity,aian,1,0.32,3.34,18,11,3,45,28,8
TR,All,2018,ethnicity,aian,2,3.34,3.7,26,18,3,46,32,5
TR,All,2018,ethnicity,aian,3,3.7,4.0,16,3,1,62,12,4
TR,All,2018,ethnicity,asian,1,0.32,3.34,800,434,66,53,28,4
TR,All,2018,ethnicity,asian,2,3.34,3.7,1095,549,75,58,29,4
TR,All,2018,ethnicity,asian,3,3.7,4.0,1219,502,51,65,27,3
TR,All,2018,ethnicity,black,1,0.32,3.34,217,126,33,46,27,7
TR,All,2018,ethnicity,black,2,3.34,3.7,179,82,16,58,27,5
TR,All,2018,ethnicity,black,3,3.7,4.0,106,46,9,59,25,5
TR,All,2018,ethnicity,hispanic_latino,1,0.32,3.34,1247,611,103,54,26,4
TR,All,2018,ethnicity,hispanic_latino,2,3.34,3.7,944,428,59,57,26,4
TR,All,2018,ethnicity,hispanic_latino,3,3.7,4.0,809,255,33,68,21,3
TR,All,2018,ethnicity,international,1,0.32,3.34,379,138,20,61,22,3
TR,All,2018,ethnicity,international,2,3.34,3.7,645,149,14,72,17,2
TR,All,2018,ethnicity,international,3,3.7,4.0,1107,262,34,73,17,2
TR,All,2018,ethnicity,white,1,0.32,3.34,913,378,74,56,23,5
TR,All,2018,ethnicity,white,2,3.34,3.7,1212,429,68,64,23,4
TR,All,2018,ethnicity,white,3,3.7,4.0,1498,487,52,70,23,2
TR,All,2018,first_gen_status,first_gen,1,0.32,3.34,1897,959,181,52,26,5
TR,All,2018,first_gen_status,first_gen,2,3.34,3.7,1958,875,124,59,26,4
TR,All,2018,first_gen_status,first_gen,3,3.7,4.0,2064,710,71,68,23,2
TR,All,2018,first_gen_status,not_first_gen,1,0.32,3.34,1553,688,112,56,25,4
TR,All,2018,first_gen_status,not_first_gen,2,3.34,3.7,2060,757,108,64,23,3
TR,All,2018,first_gen_status,not_first_gen,3,3.7,4.0,2655,832,107,69,22,3
TR,All,2018,pell_status,non_pell,1,0.32,3.34,1651,620,86,60,23,3
TR,All,2018,pell_status,non_pell,2,3.34,3.7,2292,653,79,69,20,2
TR,All,2018,pell_status,non_pell,3,3.7,4.0,3039,752,89,74,18,2
TR,All,2018,pell_status,pell,1,0.32,3.34,1976,1112,221,50,28,6
TR,All,2018,pell_status,pell,2,3.34,3.7,1881,1035,162,54,30,5
TR,All,2018,pell_status,pell,3,3.7,4.0,1845,851,98,61,28,3
TR,All,2019,ethnicity,aian,1,0.32,3.38,29,6,0,66,14,0
TR,All,2019,ethnicity,aian,2,3.38,3.73,19,10,2,49,26,5
TR,All,2019,ethnicity,aian,3,3.73,4.0,21,9,0,68,29,0
TR,All,2019,ethnicity,asian,1,0.32,3.38,904,455,63,56,28,4
TR,All,2019,ethnicity,asian,2,3.38,3.73,1124,463,57,63,26,3
TR,All,2019,ethnicity,asian,3,3.73,4.0,1357,489,56,68,24,3
TR,All,2019,ethnicity,black,1,0.32,3.38,209,93,33,50,22,8
TR,All,2019,ethnicity,black,2,3.38,3.73,201,74,17,61,22,5
TR,All,2019,ethnicity,black,3,3.73,4.0,130,41,7,65,21,4
TR,All,2019,ethnicity,hispanic_latino,1,0.32,3.38,1262,586,118,54,25,5
TR,All,2019,ethnicity,hispanic_latino,2,3.38,3.73,989,393,67,61,24,4
TR,All,2019,ethnicity,hispanic_latino,3,3.73,4.0,809,234,29,69,20,2
TR,All,2019,ethnicity,international,1,0.32,3.38,427,127,21,62,18,3
TR,All,2019,ethnicity,international,2,3.38,3.73,638,150,32,71,17,4
TR,All,2019,ethnicity,international,3,3.73,4.0,983,239,40,72,18,3
TR,All,2019,ethnicity,white,1,0.32,3.38,943,394,80,57,24,5
TR,All,2019,ethnicity,white,2,3.38,3.73,1173,385,84,64,21,5
TR,All,2019,ethnicity,white,3,3.73,4.0,1493,426,57,71,20,3
TR,All,2019,first_gen_status,first_gen,1,0.32,3.38,2047,886,177,56,24,5
TR,All,2019,first_gen_status,first_gen,2,3.38,3.73,2020,731,111,63,23,3
TR,All,2019,first_gen_status,first_gen,3,3.73,4.0,2087,623,77,69,21,3
TR,All,2019,first_gen_status,not_first_gen,1,0.32,3.38,1614,726,125,57,25,4
TR,All,2019,first_gen_status,not_first_gen,2,3.38,3.73,2055,733,140,64,23,4
TR,All,2019,first_gen_status,not_first_gen,3,3.73,4.0,2645,810,114,70,21,3
TR,All,2019,pell_status,non_pell,1,0.32,3.38,1841,645,84,62,22,3
TR,All,2019,pell_status,non_pell,2,3.38,3.73,2363,647,103,69,19,3
TR,All,2019,pell_status,non_pell,3,3.73,4.0,3009,779,100,73,19,2
TR,All,2019,pell_status,pell,1,0.32,3.38,1982,1047,240,51,27,6
TR,All,2019,pell_status,pell,2,3.38,3.73,1864,860,163,57,26,5
TR,All,2019,pell_status,pell,3,3.73,4.0,1903,703,97,65,24,3
TR,All,2020,ethnicity,aian,1,1.25,3.39,18,12,4,35,23,8
TR,All,2020,ethnicity,aian,2,3.39,3.74,12,13,0,38,41,0
TR,All,2020,ethnicity,aian,3,3.74,4.0,20,13,4,53,34,11
TR,All,2020,ethnicity,asian,1,1.25,3.39,903,417,100,55,25,6
TR,All,2020,ethnicity,asian,2,3.39,3.74,1321,523,89,62,25,4
TR,All,2020,ethnicity,asian,3,3.74,4.0,1476,554,58,66,25,3
TR,All,2020,ethnicity,black,1,1.25,3.39,219,126,26,43,25,5
TR,All,2020,ethnicity,black,2,3.39,3.74,185,76,15,56,23,5
TR,All,2020,ethnicity,black,3,3.74,4.0,132,49,6,63,23,3
TR,All,2020,ethnicity,hispanic_latino,1,1.25,3.39,1199,584,132,49,24,5
TR,All,2020,ethnicity,hispanic_latino,2,3.39,3.74,1057,427,48,59,24,3
TR,All,2020,ethnicity,hispanic_latino,3,3.74,4.0,844,248,41,68,20,3
TR,All,2020,ethnicity,international,1,1.25,3.39,367,147,37,53,21,5
TR,All,2020,ethnicity,international,2,3.39,3.74,571,197,26,65,22,3
TR,All,2020,ethnicity,international,3,3.74,4.0,897,242,58,69,19,4
TR,All,2020,ethnicity,white,1,1.25,3.39,855,394,80,53,24,5
TR,All,2020,ethnicity,white,2,3.39,3.74,1161,415,73,62,22,4
TR,All,2020,ethnicity,white,3,3.74,4.0,1450,439,61,69,21,3
TR,All,2020,first_gen_status,first_gen,1,1.25,3.39,1979,907,217,50,23,6
TR,All,2020,first_gen_status,first_gen,2,3.39,3.74,2203,808,126,61,22,4
TR,All,2020,first_gen_status,first_gen,3,3.74,4.0,1990,588,93,68,20,3
TR,All,2020,first_gen_status,not_first_gen,1,1.25,3.39,1560,781,161,52,26,5
TR,All,2020,first_gen_status,not_first_gen,2,3.39,3.74,2070,837,126,61,25,4
TR,All,2020,first_gen_status,not_first_gen,3,3.74,4.0,2842,983,137,67,23,3
TR,All,2020,pell_status,non_pell,1,1.25,3.39,1723,695,123,55,22,4
TR,All,2020,pell_status,non_pell,2,3.39,3.74,2412,826,120,64,22,3
TR,All,2020,pell_status,non_pell,3,3.74,4.0,3066,878,133,70,20,3
TR,All,2020,pell_status,pell,1,1.25,3.39,1937,1041,265,48,26,7
TR,All,2020,pell_status,pell,2,3.39,3.74,2010,865,137,58,25,4
TR,All,2020,pell_status,pell,3,3.74,4.0,1907,740,106,63,25,4
TR,All,2021,ethnicity,aian,1,1.0,3.5,15,9,2,43,26,6
TR,All,2021,ethnicity,aian,2,3.5,3.82,10,3,7,37,11,26
TR,All,2021,ethnicity,aian,3,3.82,4.0,23,6,0,74,19,0
TR,All,2021,ethnicity,asian,1,1.0,3.5,1043,442,85,57,24,5
TR,All,2021,ethnicity,asian,2,3.5,3.82,1417,522,75,64,24,3
TR,All,2021,ethnicity,asian,3,3.82,4.0,1634,498,65,70,21,3
TR,All,2021,ethnicity,black,1,1.0,3.5,235,87,17,54,20,4
TR,All,2021,ethnicity,black,2,3.5,3.82,185,78,21,59,25,7
TR,All,2021,ethnicity,black,3,3.82,4.0,128,55,6,61,26,3
TR,All,2021,ethnicity,hispanic_latino,1,1.0,3.5,1342,549,106,55,22,4
TR,All,2021,ethnicity,hispanic_latino,2,3.5,3.82,1184,397,60,64,22,3
TR,All,2021,ethnicity,hispanic_latino,3,3.82,4.0,880,230,26,72,19,2
TR,All,2021,ethnicity,international,1,1.0,3.5,373,121,32,61,20,5
TR,All,2021,ethnicity,international,2,3.5,3.82,515,137,22,68,18,3
TR,All,2021,ethnicity,international,3,3.82,4.0,866,239,32,70,19,3
TR,All,2021,ethnicity,white,1,1.0,3.5,984,375,61,60,23,4
TR,All,2021,ethnicity,white,2,3.5,3.82,1287,376,61,68,20,3
TR,All,2021,ethnicity,white,3,3.82,4.0,1510,377,64,73,18,3
TR,All,2021,first_gen_status,first_gen,1,1.0,3.5,2189,887,164,55,22,4
TR,All,2021,first_gen_status,first_gen,2,3.5,3.82,2142,710,121,64,21,4
TR,All,2021,first_gen_status,first_gen,3,3.82,4.0,2009,578,74,71,20,3
TR,All,2021,first_gen_status,not_first_gen,1,1.0,3.5,1729,688,134,58,23,5
TR,All,2021,first_gen_status,not_first_gen,2,3.5,3.82,2364,791,118,66,22,3
TR,All,2021,first_gen_status,not_first_gen,3,3.82,4.0,2972,816,116,71,20,3
TR,All,2021,pell_status,non_pell,1,1.0,3.5,1929,632,109,62,20,3
TR,All,2021,pell_status,non_pell,2,3.5,3.82,2575,717,97,69,19,3
TR,All,2021,pell_status,non_pell,3,3.82,4.0,3237,785,100,74,18,2
TR,All,2021,pell_status,pell,1,1.0,3.5,2109,978,197,53,25,5
TR,All,2021,pell_status,pell,2,3.5,3.82,2078,818,153,61,24,5
TR,All,2021,pell_status,pell,3,3.82,4.0,1915,655,99,67,23,3
TR,Berkeley,2010,ethnicity,aian,1,0.33,3.25,0,1,0,0,50,0
TR,Berkeley,2010,ethnicity,aian,2,3.25,3.63,6,2,0,75,25,0
TR,Berkeley,2010,ethnicity,aian,3,3.63,4.0,3,3,0,38,38,0
TR,Berkeley,2010,ethnicity,asian,1,0.33,3.25,17,2,0,81,10,0
TR,Berkeley,2010,ethnicity,asian,2,3.25,3.63,85,36,6,62,26,4
TR,Berkeley,2010,ethnicity,asian,3,3.63,4.0,262,141,13,60,32,3
TR,Berkeley,2010,ethnicity,black,1,0.33,3.25,7,5,4,37,26,21
TR,Berkeley,2010,ethnicity,black,2,3.25,3.63,7,10,2,33,48,10
TR,Berkeley,2010,ethnicity,black,3,3.63,4.0,20,14,3,45,32,7
TR,Berkeley,2010,ethnicity,hispanic_latino,1,0.33,3.25,15,9,1,45,27,3
TR,Berkeley,2010,ethnicity,hispanic_latino,2,3.25,3.63,60,33,8,55,30,7
TR,Berkeley,2010,ethnicity,hispanic_latino,3,3.63,4.0,97,54,5,57,32,3
TR,Berkeley,2010,ethnicity,international,1,0.33,3.25,3,0,0,75,0,0
TR,Berkeley,2010,ethnicity,international,2,3.25,3.63,20,8,1,65,26,3
TR,Berkeley,2010,ethnicity,international,3,3.63,4.0,189,42,12,73,16,5
TR,Berkeley,2010,ethnicity,white,1,0.33,3.25,20,10,2,61,30,6
TR,Berkeley,2010,ethnicity,white,2,3.25,3.63,119,54,8,61,28,4
TR,Berkeley,2010,ethnicity,white,3,3.63,4.0,310,136,16,63,28,3
TR,Berkeley,2010,first_gen_status,first_gen,1,0.33,3.25,36,13,4,55,20,6
TR,Berkeley,2010,first_gen_status,first_gen,2,3.25,3.63,151,80,17,56,30,6
TR,Berkeley,2010,first_gen_status,first_gen,3,3.63,4.0,349,176,17,61,31,3
TR,Berkeley,2010,first_gen_status,not_first_gen,1,0.33,3.25,24,10,4,56,23,9
TR,Berkeley,2010,first_gen_status,not_first_gen,2,3.25,3.63,143,67,11,59,28,5
TR,Berkeley,2010,first_gen_status,not_first_gen,3,3.63,4.0,507,187,33,65,24,4
TR,Berkeley,2010,pell_status,non_pell,1,0.33,3.25,16,11,1,47,32,3
TR,Berkeley,2010,pell_status,non_pell,2,3.25,3.63,141,38,5,70,19,2
