level,dimension,subgroup,cohort,measure,rate_pct,numer,denom
TR,firstgen,Not First Generation College,2019,grad4,91.72,1240,1352
TR,firstgen,Not First Generation College,2020,grad4,91.13,1212,1330
TR,firstgen,Not First Generation College,2021,grad4,91.38,1240,1357
TR,firstgen,Unknown Parental Education,2012,grad4,86.3,63,73
TR,firstgen,Unknown Parental Education,2013,grad4,84.75,50,59
TR,firstgen,Unknown Parental Education,2014,grad4,91.43,64,70
TR,firstgen,Unknown Parental Education,2015,grad4,88.24,60,68
TR,firstgen,Unknown Parental Education,2016,grad4,88.31,68,77
TR,firstgen,Unknown Parental Education,2017,grad4,89.61,69,77
TR,firstgen,Unknown Parental Education,2018,grad4,87.5,63,72
TR,firstgen,Unknown Parental Education,2019,grad4,82.19,60,73
TR,firstgen,Unknown Parental Education,2020,grad4,84.78,39,46
TR,firstgen,Unknown Parental Education,2021,grad4,90.48,57,63
TR,gender,Decline to State Gender,2015,grad4,100.0,2,2
TR,gender,Decline to State Gender,2016,grad4,93.88,46,49
TR,gender,Decline to State Gender,2017,grad4,83.87,26,31
TR,gender,Decline to State Gender,2018,grad4,88.57,31,35
TR,gender,Decline to State Gender,2019,grad4,83.33,20,24
TR,gender,Decline to State Gender,2020,grad4,80.39,41,51
TR,gender,Decline to State Gender,2021,grad4,83.33,25,30
TR,gender,Man,2012,grad4,88.31,1020,1155
TR,gender,Man,2013,grad4,89.42,1048,1172
TR,gender,Man,2014,grad4,89.06,1018,1143
TR,gender,Man,2015,grad4,89.04,967,1086
TR,gender,Man,2016,grad4,89.21,1133,1270
TR,gender,Man,2017,grad4,90.85,1201,1322
TR,gender,Man,2018,grad4,90.05,987,1096
TR,gender,Man,2019,grad4,90.4,1064,1177
TR,gender,Man,2020,grad4,87.93,1027,1168
TR,gender,Man,2021,grad4,89.11,1088,1221
TR,gender,Nonbinary,2020,grad4,100.0,2,2
TR,gender,Nonbinary,2021,grad4,74.42,32,43
TR,gender,Woman,2012,grad4,92.64,957,1033
TR,gender,Woman,2013,grad4,93.55,1016,1086
TR,gender,Woman,2014,grad4,95.2,1012,1063
TR,gender,Woman,2015,grad4,93.97,1028,1094
TR,gender,Woman,2016,grad4,92.76,1178,1270
TR,gender,Woman,2017,grad4,93.78,1282,1367
TR,gender,Woman,2018,grad4,94.25,1132,1201
TR,gender,Woman,2019,grad4,92.02,1245,1353
TR,gender,Woman,2020,grad4,91.6,1156,1262
TR,gender,Woman,2021,grad4,92.75,1267,1366
TR,overall,Overall,2010,grad2,60.99,1343,2202
TR,overall,Overall,2011,grad2,58.79,1378,2344
TR,overall,Overall,2012,grad2,57.91,1267,2188
TR,overall,Overall,2013,grad2,60.1,1357,2258
TR,overall,Overall,2014,grad2,59.2,1306,2206
TR,overall,Overall,2015,grad2,60.63,1323,2182
TR,overall,Overall,2016,grad2,60.87,1576,2589
TR,overall,Overall,2017,grad2,62.72,1706,2720
TR,overall,Overall,2018,grad2,63.04,1470,2332
TR,overall,Overall,2019,grad2,59.83,1528,2554
TR,overall,Overall,2020,grad2,56.71,1408,2483
TR,overall,Overall,2021,grad2,59.74,1589,2660
TR,overall,Overall,2022,grad2,59.61,1597,2679
TR,overall,Overall,2023,grad2,59.82,1666,2785
TR,overall,Overall,2010,grad4,92.69,2041,2202
TR,overall,Overall,2011,grad4,91.04,2134,2344
TR,overall,Overall,2012,grad4,90.36,1977,2188
TR,overall,Overall,2013,grad4,91.41,2064,2258
TR,overall,Overall,2014,grad4,92.02,2030,2206
TR,overall,Overall,2015,grad4,91.52,1997,2182
TR,overall,Overall,2016,grad4,91.04,2357,2589
TR,overall,Overall,2017,grad4,92.24,2509,2720
TR,overall,Overall,2018,grad4,92.2,2150,2332
TR,overall,Overall,2019,grad4,91.19,2329,2554
TR,overall,Overall,2020,grad4,89.65,2226,2483
TR,overall,Overall,2021,grad4,90.68,2412,2660
TR,ret_college,Clg of Chemistry,2014,ret1,98.65,73,74
TR,ret_college,Clg of Chemistry,2015,ret1,93.24,69,74
TR,ret_college,Clg of Chemistry,2016,ret1,97.26,71,73
TR,ret_college,Clg of Chemistry,2017,ret1,98.61,71,72
TR,ret_college,Clg of Chemistry,2018,ret1,95.38,62,65
TR,ret_college,Clg of Chemistry,2019,ret1,88.89,56,63
TR,ret_college,Clg of Chemistry,2020,ret1,95.65,66,69
TR,ret_college,Clg of Chemistry,2021,ret1,92.59,75,81
TR,ret_college,Clg of Chemistry,2022,ret1,94.44,51,54
TR,ret_college,Clg of Chemistry,2023,ret1,98.7,76,77
TR,ret_college,Clg of Engineering,2014,ret1,94.51,172,182
TR,ret_college,Clg of Engineering,2015,ret1,95.45,168,176
TR,ret_college,Clg of Engineering,2016,ret1,96.41,188,195
TR,ret_college,Clg of Engineering,2017,ret1,94.81,201,212
TR,ret_college,Clg of Engineering,2018,ret1,95.87,209,218
TR,ret_college,Clg of Engineering,2019,ret1,94.35,217,230
TR,ret_college,Clg of Engineering,2020,ret1,94.19,227,241
TR,ret_college,Clg of Engineering,2021,ret1,95.9,234,244
TR,ret_college,Clg of Engineering,2022,ret1,95.61,218,228
TR,ret_college,Clg of Engineering,2023,ret1,95.13,215,226
TR,ret_college,Clg of Environmental Design,2014,ret1,90.36,75,83
TR,ret_college,Clg of Environmental Design,2015,ret1,94.19,81,86
TR,ret_college,Clg of Environmental Design,2016,ret1,92.31,84,91
TR,ret_college,Clg of Environmental Design,2017,ret1,98.82,84,85
TR,ret_college,Clg of Environmental Design,2018,ret1,96.97,64,66
TR,ret_college,Clg of Environmental Design,2019,ret1,96.97,64,66
TR,ret_college,Clg of Environmental Design,2020,ret1,88.0,44,50
TR,ret_college,Clg of Environmental Design,2021,ret1,91.18,62,68
TR,ret_college,Clg of Environmental Design,2022,ret1,100.0,50,50
TR,ret_college,Clg of Environmental Design,2023,ret1,98.21,55,56
TR,ret_college,Clg of Letters & Science,2014,ret1,94.76,1882,1986
TR,ret_college,Clg of Letters & Science,2015,ret1,93.78,1779,1897
TR,ret_college,Clg of Letters & Science,2016,ret1,93.43,2177,2330
TR,ret_college,Clg of Letters & Science,2017,ret1,94.72,2226,2350
TR,ret_college,Clg of Letters & Science,2018,ret1,95.24,1981,2080
TR,ret_college,Clg of Letters & Science,2019,ret1,92.35,2088,2261
TR,ret_college,Clg of Letters & Science,2020,ret1,92.34,2038,2207
TR,ret_college,Clg of Letters & Science,2021,ret1,93.43,2163,2315
TR,ret_college,Clg of Letters & Science,2022,ret1,94.96,2301,2423
TR,ret_college,Clg of Letters & Science,2023,ret1,94.41,2281,2416
TR,ret_college,Haas School of Business,2014,ret1,98.78,81,82
TR,ret_college,Haas School of Business,2015,ret1,95.45,84,88
TR,ret_college,Haas School of Business,2016,ret1,96.0,96,100
TR,ret_college,Haas School of Business,2017,ret1,97.94,95,97
TR,ret_college,Haas School of Business,2018,ret1,100.0,91,91
TR,ret_college,Haas School of Business,2019,ret1,98.97,96,97
TR,ret_college,Haas School of Business,2020,ret1,100.0,99,99
TR,ret_college,Haas School of Business,2021,ret1,100.0,100,100
TR,ret_college,Haas School of Business,2022,ret1,99.01,100,101
TR,ret_college,Haas School of Business,2023,ret1,99.03,102,103
TR,ret_college,Rausser Clg Natural Resources,2014,ret1,96.04,97,101
TR,ret_college,Rausser Clg Natural Resources,2015,ret1,98.28,114,116
TR,ret_college,Rausser Clg Natural Resources,2016,ret1,95.28,121,127
TR,ret_college,Rausser Clg Natural Resources,2017,ret1,93.98,125,133
TR,ret_college,Rausser Clg Natural Resources,2018,ret1,96.49,110,114
TR,ret_college,Rausser Clg Natural Resources,2019,ret1,90.62,116,128
TR,ret_college,Rausser Clg Natural Resources,2020,ret1,95.12,117,123
TR,ret_college,Rausser Clg Natural Resources,2021,ret1,97.71,128,131
TR,ret_college,Rausser Clg Natural Resources,2022,ret1,100.0,122,122
TR,ret_college,Rausser Clg Natural Resources,2023,ret1,98.46,128,130
TR,ret_eth,Asian Non-Underrepresented,2014,ret1,95.85,600,626
TR,ret_eth,Asian Non-Underrepresented,2015,ret1,94.89,557,587
TR,ret_eth,Asian Non-Underrepresented,2016,ret1,95.0,665,700
TR,ret_eth,Asian Non-Underrepresented,2017,ret1,95.5,764,800
TR,ret_eth,Asian Non-Underrepresented,2018,ret1,96.72,679,702
TR,ret_eth,Asian Non-Underrepresented,2019,ret1,93.66,798,852
TR,ret_eth,Asian Non-Underrepresented,2020,ret1,94.45,732,775
TR,ret_eth,Asian Non-Underrepresented,2021,ret1,93.91,879,936
TR,ret_eth,Asian Non-Underrepresented,2022,ret1,94.96,886,933
TR,ret_eth,Asian Non-Underrepresented,2023,ret1,95.91,939,979
TR,ret_eth,International,2014,ret1,92.73,459,495
TR,ret_eth,International,2015,ret1,89.63,415,463
TR,ret_eth,International,2016,ret1,89.09,498,559
TR,ret_eth,International,2017,ret1,93.21,522,560
TR,ret_eth,International,2018,ret1,91.65,384,419
TR,ret_eth,International,2019,ret1,84.64,314,371
TR,ret_eth,International,2020,ret1,85.37,321,376
TR,ret_eth,International,2021,ret1,89.26,374,419
TR,ret_eth,International,2022,ret1,91.55,390,426
TR,ret_eth,International,2023,ret1,88.62,397,448
TR,ret_eth,Underrepresented Minority,2014,ret1,95.35,574,602
TR,ret_eth,Underrepresented Minority,2015,ret1,95.06,539,567
TR,ret_eth,Underrepresented Minority,2016,ret1,93.33,700,750
TR,ret_eth,Underrepresented Minority,2017,ret1,94.11,671,713
TR,ret_eth,Underrepresented Minority,2018,ret1,94.38,655,694
TR,ret_eth,Underrepresented Minority,2019,ret1,94.45,749,793
TR,ret_eth,Underrepresented Minority,2020,ret1,92.77,783,844
TR,ret_eth,Underrepresented Minority,2021,ret1,95.48,824,863
TR,ret_eth,Underrepresented Minority,2022,ret1,96.15,824,857
TR,ret_eth,Underrepresented Minority,2023,ret1,94.49,771,816
TR,ret_eth,White/Other,2014,ret1,95.16,747,785
TR,ret_eth,White/Other,2015,ret1,95.61,784,820
TR,ret_eth,White/Other,2016,ret1,94.59,875,925
TR,ret_eth,White/Other,2017,ret1,94.74,847,894
TR,ret_eth,White/Other,2018,ret1,96.39,800,830
TR,ret_eth,White/Other,2019,ret1,92.82,776,836
TR,ret_eth,White/Other,2020,ret1,93.67,755,806
TR,ret_eth,White/Other,2021,ret1,93.97,686,730
TR,ret_eth,White/Other,2022,ret1,95.74,742,775
TR,ret_eth,White/Other,2023,ret1,96.4,750,778
TR,ret_ethgen,Asian Non-Underrepresented × Man,2014,ret1,95.47,274,287
TR,ret_ethgen,Asian Non-Underrepresented × Man,2015,ret1,92.78,244,263
TR,ret_ethgen,Asian Non-Underrepresented × Man,2016,ret1,93.57,320,342
TR,ret_ethgen,Asian Non-Underrepresented × Man,2017,ret1,94.33,366,388
TR,ret_ethgen,Asian Non-Underrepresented × Man,2018,ret1,96.23,306,318
TR,ret_ethgen,Asian Non-Underrepresented × Man,2019,ret1,94.47,359,380
TR,ret_ethgen,Asian Non-Underrepresented × Man,2020,ret1,92.48,332,359
TR,ret_ethgen,Asian Non-Underrepresented × Man,2021,ret1,91.52,410,448
TR,ret_ethgen,Asian Non-Underrepresented × Man,2022,ret1,94.52,397,420
TR,ret_ethgen,Asian Non-Underrepresented × Man,2023,ret1,95.32,448,470
TR,ret_ethgen,Asian Non-Underrepresented × Nonbinary/Decline,2023,ret1,96.43,27,28
TR,ret_ethgen,Asian Non-Underrepresented × Woman,2014,ret1,96.17,326,339
TR,ret_ethgen,Asian Non-Underrepresented × Woman,2015,ret1,96.6,313,324
TR,ret_ethgen,Asian Non-Underrepresented × Woman,2016,ret1,96.36,344,357
TR,ret_ethgen,Asian Non-Underrepresented × Woman,2017,ret1,96.59,396,410
TR,ret_ethgen,Asian Non-Underrepresented × Woman,2018,ret1,97.12,371,382
TR,ret_ethgen,Asian Non-Underrepresented × Woman,2019,ret1,93.16,436,468
TR,ret_ethgen,Asian Non-Underrepresented × Woman,2020,ret1,96.1,394,410
TR,ret_ethgen,Asian Non-Underrepresented × Woman,2021,ret1,96.85,461,476
TR,ret_ethgen,Asian Non-Underrepresented × Woman,2022,ret1,95.77,475,496
TR,ret_ethgen,Asian Non-Underrepresented × Woman,2023,ret1,96.47,464,481
TR,ret_ethgen,International × Man,2014,ret1,89.74,245,273
TR,ret_ethgen,International × Man,2015,ret1,87.34,207,237
TR,ret_ethgen,International × Man,2016,ret1,85.87,243,283
TR,ret_ethgen,International × Man,2017,ret1,93.82,258,275
TR,ret_ethgen,International × Man,2018,ret1,89.19,198,222
TR,ret_ethgen,International × Man,2019,ret1,81.91,154,188
TR,ret_ethgen,International × Man,2020,ret1,84.18,149,177
TR,ret_ethgen,International × Man,2021,ret1,89.39,177,198
TR,ret_ethgen,International × Man,2022,ret1,89.95,197,219
TR,ret_ethgen,International × Man,2023,ret1,86.85,218,251
TR,ret_ethgen,International × Woman,2014,ret1,96.4,214,222
TR,ret_ethgen,International × Woman,2015,ret1,91.96,206,224
TR,ret_ethgen,International × Woman,2016,ret1,92.86,247,266
TR,ret_ethgen,International × Woman,2017,ret1,93.53,260,278
TR,ret_ethgen,International × Woman,2018,ret1,94.82,183,193
TR,ret_ethgen,International × Woman,2019,ret1,87.28,151,173
TR,ret_ethgen,International × Woman,2020,ret1,86.77,164,189
TR,ret_ethgen,International × Woman,2021,ret1,90.52,191,211
TR,ret_ethgen,International × Woman,2022,ret1,92.93,184,198
TR,ret_ethgen,International × Woman,2023,ret1,92.7,165,178
TR,ret_ethgen,Underrepresented Minority × Man,2014,ret1,94.08,286,304
TR,ret_ethgen,Underrepresented Minority × Man,2015,ret1,94.35,267,283
TR,ret_ethgen,Underrepresented Minority × Man,2016,ret1,92.53,322,348
TR,ret_ethgen,Underrepresented Minority × Man,2017,ret1,92.56,311,336
TR,ret_ethgen,Underrepresented Minority × Man,2018,ret1,92.57,274,296
TR,ret_ethgen,Underrepresented Minority × Man,2019,ret1,94.6,333,352
TR,ret_ethgen,Underrepresented Minority × Man,2020,ret1,91.3,378,414
TR,ret_ethgen,Underrepresented Minority × Man,2021,ret1,94.26,345,366
TR,ret_ethgen,Underrepresented Minority × Man,2022,ret1,95.83,345,360
TR,ret_ethgen,Underrepresented Minority × Man,2023,ret1,92.68,342,369
TR,ret_ethgen,Underrepresented Minority × Nonbinary/Decline,2021,ret1,95.83,23,24
TR,ret_ethgen,Underrepresented Minority × Nonbinary/Decline,2022,ret1,87.5,28,32
TR,ret_ethgen,Underrepresented Minority × Nonbinary/Decline,2023,ret1,100.0,37,37
TR,ret_ethgen,Underrepresented Minority × Woman,2014,ret1,96.64,288,298
TR,ret_ethgen,Underrepresented Minority × Woman,2015,ret1,95.77,272,284
TR,ret_ethgen,Underrepresented Minority × Woman,2016,ret1,93.97,374,398
TR,ret_ethgen,Underrepresented Minority × Woman,2017,ret1,95.45,357,374
TR,ret_ethgen,Underrepresented Minority × Woman,2018,ret1,95.66,375,392
TR,ret_ethgen,Underrepresented Minority × Woman,2019,ret1,94.31,414,439
TR,ret_ethgen,Underrepresented Minority × Woman,2020,ret1,94.13,401,426
TR,ret_ethgen,Underrepresented Minority × Woman,2021,ret1,96.41,456,473
TR,ret_ethgen,Underrepresented Minority × Woman,2022,ret1,96.99,451,465
TR,ret_ethgen,Underrepresented Minority × Woman,2023,ret1,95.61,392,410
TR,ret_ethgen,White/Other × Man,2014,ret1,94.66,390,412
TR,ret_ethgen,White/Other × Man,2015,ret1,94.16,387,411
TR,ret_ethgen,White/Other × Man,2016,ret1,94.68,427,451
TR,ret_ethgen,White/Other × Man,2017,ret1,94.34,400,424
TR,ret_ethgen,White/Other × Man,2018,ret1,95.11,389,409
TR,ret_ethgen,White/Other × Man,2019,ret1,93.38,367,393
TR,ret_ethgen,White/Other × Man,2020,ret1,92.9,327,352
TR,ret_ethgen,White/Other × Man,2021,ret1,92.24,309,335
TR,ret_ethgen,White/Other × Man,2022,ret1,94.17,339,360
TR,ret_ethgen,White/Other × Man,2023,ret1,95.65,352,368
TR,ret_ethgen,White/Other × Nonbinary/Decline,2016,ret1,92.5,37,40
TR,ret_ethgen,White/Other × Nonbinary/Decline,2017,ret1,95.24,20,21
TR,ret_ethgen,White/Other × Nonbinary/Decline,2018,ret1,100.0,26,26
TR,ret_ethgen,White/Other × Nonbinary/Decline,2020,ret1,90.0,36,40
TR,ret_ethgen,White/Other × Nonbinary/Decline,2021,ret1,87.5,35,40
TR,ret_ethgen,White/Other × Nonbinary/Decline,2022,ret1,95.83,46,48
TR,ret_ethgen,White/Other × Nonbinary/Decline,2023,ret1,95.18,79,83
TR,ret_ethgen,White/Other × Woman,2014,ret1,95.71,357,373
TR,ret_ethgen,White/Other × Woman,2015,ret1,97.07,397,409
TR,ret_ethgen,White/Other × Woman,2016,ret1,94.7,411,434
TR,ret_ethgen,White/Other × Woman,2017,ret1,95.1,427,449
TR,ret_ethgen,White/Other × Woman,2018,ret1,97.47,385,395
TR,ret_ethgen,White/Other × Woman,2019,ret1,92.34,398,431
TR,ret_ethgen,White/Other × Woman,2020,ret1,94.69,392,414
TR,ret_ethgen,White/Other × Woman,2021,ret1,96.34,342,355
TR,ret_ethgen,White/Other × Woman,2022,ret1,97.28,357,367
TR,ret_ethgen,White/Other × Woman,2023,ret1,97.55,319,327
TR,ret_gender,Man,2014,ret1,93.65,1195,1276
TR,ret_gender,Man,2015,ret1,92.55,1105,1194
TR,ret_gender,Man,2016,ret1,92.13,1312,1424
TR,ret_gender,Man,2017,ret1,93.82,1335,1423
TR,ret_gender,Man,2018,ret1,93.73,1167,1245
TR,ret_gender,Man,2019,ret1,92.38,1213,1313
TR,ret_gender,Man,2020,ret1,91.09,1186,1302
TR,ret_gender,Man,2021,ret1,92.13,1241,1347
TR,ret_gender,Man,2022,ret1,94.04,1278,1359
TR,ret_gender,Man,2023,ret1,93.28,1360,1458
TR,ret_gender,Nonbinary/Decline,2016,ret1,90.91,50,55
TR,ret_gender,Nonbinary/Decline,2017,ret1,87.88,29,33
TR,ret_gender,Nonbinary/Decline,2018,ret1,97.37,37,38
TR,ret_gender,Nonbinary/Decline,2019,ret1,89.29,25,28
TR,ret_gender,Nonbinary/Decline,2020,ret1,90.0,54,60
TR,ret_gender,Nonbinary/Decline,2021,ret1,83.72,72,86
TR,ret_gender,Nonbinary/Decline,2022,ret1,91.51,97,106
TR,ret_gender,Nonbinary/Decline,2023,ret1,94.01,157,167
TR,ret_gender,Woman,2014,ret1,96.19,1185,1232
TR,ret_gender,Woman,2015,ret1,95.73,1188,1241
TR,ret_gender,Woman,2016,ret1,94.57,1376,1455
TR,ret_gender,Woman,2017,ret1,95.3,1440,1511
TR,ret_gender,Woman,2018,ret1,96.48,1314,1362
TR,ret_gender,Woman,2019,ret1,92.59,1399,1511
TR,ret_gender,Woman,2020,ret1,93.88,1351,1439
TR,ret_gender,Woman,2021,ret1,95.71,1450,1515
TR,ret_gender,Woman,2022,ret1,96.13,1467,1526
TR,ret_gender,Woman,2023,ret1,95.99,1340,1396
TR,ret_overall,Overall,2014,ret1,94.9,2380,2508
TR,ret_overall,Overall,2015,ret1,94.17,2295,2437
TR,ret_overall,Overall,2016,ret1,93.32,2738,2934
TR,ret_overall,Overall,2017,ret1,94.51,2804,2967
TR,ret_overall,Overall,2018,ret1,95.2,2518,2645
TR,ret_overall,Overall,2019,ret1,92.46,2637,2852
TR,ret_overall,Overall,2020,ret1,92.5,2591,2801
TR,ret_overall,Overall,2021,ret1,93.72,2763,2948
TR,ret_overall,Overall,2022,ret1,95.02,2842,2991
TR,ret_overall,Overall,2023,ret1,94.57,2857,3021
